K5T14.PV;K5T3.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV
356.0944;195.514;36.76552;25.8313;109.2417;3.948663
356.0944;195.5688;36.74005;25.75758;111.0071;3.921778
356.0938;196.5644;28.54338;27.00438;109.2398;3.939984
356.0934;191.7777;21.45464;27.26149;116.7981;3.935984
356.0931;196.4848;28.54589;26.65503;109.8475;3.938834
356.0925;196.169;28.54656;26.78317;109.2377;3.918344
356.0925;195.95;22.26552;25.08074;109.6383;3.951791
356.0916;195.1546;36.74974;25.72388;108.9848;3.922509
356.0906;195.6365;36.74224;25.21614;110.02;3.952812
356.0906;196.9333;28.55458;26.70735;109.8469;3.944344
356.0906;196.926;28.55708;26.53468;109.9521;3.950844
356.09;196.6206;28.55297;26.6656;109.2404;3.932416
356.0897;196.5481;28.54568;26.79916;110.374;3.938831
356.0897;196.8108;28.55292;26.42259;109.0627;3.968966
356.0894;198.4483;35.69516;27.1047;108.7658;3.973547
356.0891;196.6554;28.55062;26.63441;109.1952;3.933666
356.0881;195.5508;36.74104;25.63292;108.916;3.952319
356.0881;196.2844;28.55594;26.66673;109.0754;3.903253
356.0878;195.8435;36.75636;25.65249;110.0156;3.958831
356.0878;198.1394;35.69688;26.82014;108.4679;3.941984
356.0875;198.204;35.70792;26.6413;108.5667;3.977103
356.0875;196.3973;28.53302;26.91534;109.2581;3.924931
356.0862;196.1856;26.76135;25.50169;110.1633;3.951334
356.0859;195.5244;36.75422;25.93899;108.874;3.937047
356.0853;195.5356;36.75261;25.97171;109.4067;3.92329
356.0847;196.6346;28.55443;26.74668;110.8773;3.930806
356.0847;196.835;28.55448;26.61475;109.9665;3.971619
356.0847;196.496;26.76021;25.6231;110.5517;3.945491
356.0834;195.2017;36.76083;25.65157;109.3325;3.932244
356.0834;195.9756;26.75438;25.45748;109.8629;3.904784
356.0828;195.3352;36.76865;26.03967;108.7442;3.926559
356.0828;196.4925;28.55016;26.8021;109.6519;3.935259
356.0816;196.6883;28.55062;26.2769;109.11;3.968269
356.0812;195.0779;36.76172;25.40878;109.5846;3.903191
356.0809;198.5792;35.70646;26.91164;109.0417;3.970806
356.0809;198.3177;35.70562;26.5177;108.0573;3.963756
356.0806;196.7171;27.21417;26.51078;109.9748;3.928347
356.0794;198.0998;35.70781;26.85876;108.5096;3.968075
356.0794;194.2302;20.34005;25.15157;112.8958;3.914259
356.0784;195.2094;36.74568;25.67682;108.9142;3.938791
356.0778;195.3673;36.74901;25.65034;109.2767;3.940197
356.0772;195.4073;36.74917;25.72182;108.6644;3.944747
356.0772;196.5502;28.5537;26.504;109.6579;3.928472
356.0769;196.3902;28.5438;26.66014;108.7833;3.901325
356.0766;198.1365;35.70422;26.96857;109.3496;3.989244
356.0759;195.6742;36.75594;25.72412;108.9981;3.948044
356.0756;198.6269;35.70719;26.96128;109.1787;3.984481
356.0753;196.9169;28.55792;26.90769;110.85;3.944706
356.075;196.4535;28.5537;26.52921;109.6127;3.926209
356.0744;196.2815;28.52708;26.85495;109.2744;3.916541
356.0734;195.4983;36.7626;25.47071;110.2956;3.929662
356.0731;195.3873;36.73526;25.58622;111.1269;3.941444
356.0731;196.3481;28.54391;26.66382;110.0394;3.940828
356.0725;198.7267;35.70026;26.98872;108.8788;3.991138
356.0719;195.391;36.7487;25.61881;111.3667;3.933978
356.0716;196.3544;28.55286;26.24281;109.2531;3.928031
356.071;198.1981;35.7062;26.80181;108.7654;3.962659
356.0706;196.4981;28.53724;26.71273;109.9675;3.937769
356.0703;195.5569;36.74287;25.36554;110.2235;3.929081
356.0697;195.1775;36.75687;25.66339;109.0206;3.918794
356.0697;196.6942;28.54458;26.97341;110.4987;3.940856
356.0691;198.4698;35.70687;26.91791;109.0852;3.974297
356.0688;195.7531;36.77016;25.70023;108.6569;3.951981
356.0681;197.9896;35.69844;26.81291;108.3602;3.940953
356.0669;195.7831;36.73979;25.74416;110.2479;3.928122
356.0666;195.485;36.76547;25.91295;109.3908;3.948128
356.0638;195.7162;36.735;26.03589;110.1513;3.929237
356.0638;195.5435;36.73917;25.37238;110.6604;3.927203
356.0622;196.646;28.55328;26.92192;109.8844;3.942219
356.0619;196.5327;28.54573;26.7124;109.6735;3.939891
356.0616;195.3542;36.76677;25.9716;109.0658;3.921491
356.0616;196.434;22.25776;26.40427;109.7019;3.968631
356.0612;195.1998;36.75729;25.41534;109.4179;3.924294
356.0606;193.3498;20.33844;24.04699;111.8213;3.910072
356.0591;198.6454;35.70261;26.84621;108.9258;3.97685
356.0591;196.8994;35.71073;24.19182;107.9606;3.917859
356.0591;196.8621;28.54672;26.92764;109.9037;3.935856
356.0581;195.781;36.74891;25.56765;109.9856;3.9349
356.0578;198.7133;35.71255;27.11042;108.7763;3.990466
356.0572;197.011;28.53521;26.76273;109.761;3.944119
356.0562;196.6754;28.55573;27.04012;109.8892;3.959741
356.0553;195.2779;36.76901;25.72978;109.3885;3.944519
356.0553;198.521;35.7051;27.00391;108.5973;3.958941
356.0553;191.4015;35.16885;24.32691;114.6669;3.947869
356.055;198.1102;35.70125;26.66015;108.9192;3.966409
356.0544;198.1613;35.7001;26.70242;108.5167;3.992712
356.0534;196.7729;28.54667;26.94905;110.3381;3.934838
356.0528;196.7915;28.55974;27.01426;110.2306;3.946031
356.0525;196.3696;28.55;26.76891;109.4383;3.942266
356.0522;195.6421;36.76588;25.74547;108.989;3.946031
356.0522;198.719;35.69182;26.96609;108.9912;3.980709
356.0516;196.7592;28.56052;26.11108;109.0796;3.963634
356.0512;195.3736;36.7538;26.01949;109.1387;3.931772
356.0503;196.7171;28.56005;26.62512;109.9927;3.950835
356.05;196.6969;28.5412;27.03687;110.006;3.956956
356.0491;195.1433;36.75385;26.11066;109.0488;3.900903
356.0491;197.0492;28.56219;26.49356;110.0525;3.96935
356.0487;198.6317;35.70677;26.98397;108.721;3.988053
356.0484;197.055;28.55677;26.91025;110.3954;3.945662
356.0481;196.4263;26.75724;25.58604;110.1506;3.949303
356.0478;195.6173;36.75943;25.68108;109.2673;3.939697
356.0463;196.8581;28.54854;26.8672;110.9923;3.957406
356.0463;199.4462;17.24073;26.02991;107.964;3.941359
356.0463;186.5583;23.88984;27.20681;115.7619;3.977197
356.0459;196.6233;28.5525;26.86157;110.8392;3.9336
356.0459;196.5742;28.54677;26.68438;110.21;3.956938
356.0453;196.4927;28.55037;26.73773;110.2127;3.9425
356.045;195.496;36.75562;25.70489;108.841;3.936553
356.0444;198.3721;35.7024;27.00526;108.8044;3.965513
356.0422;196.2937;26.75792;25.64406;110.3087;3.916625
356.0416;198.5277;35.71239;27.17573;109.239;3.979738
356.0413;195.2535;36.7524;25.63601;109.3646;3.945544
356.0406;196.6115;28.5438;26.93937;109.2458;3.932597
356.04;196.2921;28.55177;27.01659;109.4631;3.938428
356.0388;195.639;36.75661;25.76119;109.0304;3.947147
356.0388;196.5304;28.55677;26.67255;109.2696;3.930981
356.0381;196.6154;28.55146;26.87894;110.4883;3.945253
356.0378;196.501;28.55484;26.69359;109.341;3.937325
356.0369;196.8348;27.22568;26.8955;109.8719;3.943309
356.0369;197.054;27.21026;26.72401;110.3283;3.941394
356.0366;191.1442;35.15156;24.18733;114.6277;3.946563
356.0353;198.5354;35.71062;27.0313;108.5533;3.96215
356.0353;196.8123;28.54927;26.62733;110.3492;3.940209
356.0341;198.3629;35.70219;26.6741;108.856;3.957869
356.0338;194.2031;20.33802;25.05306;113.2342;3.938628
356.0331;196.7194;28.55;27.05343;111.0808;3.956919
356.0325;195.3237;36.7512;25.54593;109.4423;3.939297
356.0319;196.4917;28.54745;27.01272;109.8823;3.940072
356.0309;195.5583;36.75463;25.94416;108.8538;3.937959
356.0303;198.4362;35.7076;27.15786;108.5248;3.963737
356.03;196.6419;28.5626;26.76916;110.5779;3.955759
356.0294;195.6608;36.74052;25.52535;110.3123;3.9355
356.0294;196.4077;28.54979;26.82301;109.1125;3.913372
356.0291;195.5654;36.72995;25.99591;110.1179;3.928472
356.0291;195.6554;36.74302;25.21005;110.2312;3.927606
356.0291;197.6617;35.69646;26.86206;108.6429;3.975738
356.0287;196.805;28.54729;26.71379;109.7615;3.959381
356.0269;198.2175;35.70245;26.97818;108.526;3.962334
356.0262;198.7579;35.71109;26.96672;109.0044;3.994366
356.0256;198.5831;35.69917;26.96563;108.8304;3.968112
356.0253;198.6442;35.70302;27.21939;108.551;3.9618
356.025;196.2965;28.54604;26.74943;109.0888;3.913056
356.0247;196.9106;28.55151;26.69339;110.7702;3.968797
356.024;195.6631;36.76453;25.78589;108.8975;3.957628
356.024;198.5767;35.70797;26.97273;108.9558;3.986272
356.0234;196.7229;28.55729;26.84069;110.1467;3.948472
356.0231;195.3594;36.74641;25.4691;111.181;3.937534
356.0225;198.6235;35.69672;26.72825;108.9165;3.979153
356.0212;195.7192;36.74578;25.47733;110.4704;3.924731
356.0212;196.6271;28.53859;26.11884;109.861;3.935363
356.0209;195.6052;36.75479;25.55251;110.7938;3.928672
356.0209;196.7998;28.55667;26.98367;109.896;3.948538
356.0206;196.5483;28.53865;26.67631;110.061;3.941941
356.02;196.7092;28.54885;26.78106;110.0527;3.93805
356.02;199.0808;17.24807;25.67811;107.7115;3.917747
356.0197;196.9035;28.56099;26.82314;109.9298;3.951638
356.0197;194.3104;20.3337;24.83363;112.1967;3.937034
356.0184;195.1052;36.74625;25.50933;111.2606;3.930319
356.0175;195.5652;36.74302;25.70775;109.1669;3.931159
356.0175;198.5285;35.70578;27.07458;108.62;3.953641
356.0175;196.2148;26.74193;25.31221;110.5144;3.944372
356.0172;195.5425;36.73938;25.5702;111.4133;3.933206
356.0172;197.9063;35.70662;26.63864;108.62;3.981056
356.0159;196.7846;28.54807;26.68708;110.0263;3.954113
356.015;196.7921;28.5501;26.50678;110.0713;3.949894
356.0131;195.5675;36.74739;25.61958;109.2629;3.934022
356.0131;196.5321;28.54698;26.47094;109.1606;3.924194
356.0131;191.18;35.17162;23.99504;114.5627;3.942363
356.0125;198.3554;35.70641;26.78222;108.8035;3.968759
356.0125;198.4742;35.70937;26.87228;108.7919;3.970091
356.0116;196.9113;28.55016;26.71751;110.8235;3.931416
356.0116;196.6296;28.55536;26.86827;110.2402;3.936884
356.0106;195.7677;36.75333;25.66763;108.8079;3.95349
356.0106;196.0215;26.75448;25.5285;109.4619;3.912934
356.0103;197.9962;35.70385;26.25587;109.0525;3.974934
356.0094;198.2806;35.71333;26.95644;108.8606;3.980912
356.0091;195.5625;36.74719;25.47455;110.0719;3.919759
356.0084;195.3485;36.76062;25.93608;109.1371;3.949541
356.0075;198.6127;35.7138;27.02568;108.6506;3.972731
356.0063;196.6696;28.54948;26.91183;110.3742;3.940444
356.0063;194.1821;20.62958;27.20414;113.9294;3.955556
356.006;198.421;35.70964;26.81108;108.7602;3.956734
356.0047;195.1979;36.75203;25.75167;109.2942;3.936334
356.0044;195.6554;36.74094;25.51248;110.1321;3.937772
356.0044;196.9271;28.55469;26.71025;110.8617;3.931044
356.0038;196.9535;28.54656;26.67311;109.7529;3.945172
356.0038;199.4425;17.25682;25.46509;107.4883;3.92615
356.0031;198.4665;35.71016;27.05507;108.535;3.973634
356.0031;196.7408;28.55078;26.78981;109.7206;3.927737
356.0022;195.0342;36.75646;25.82196;109.1592;3.930044
356.0016;195.2694;36.75677;25.64239;109.346;3.942612
356.0013;196.9169;28.54344;27.15837;110.7471;3.946038
356.0013;195.9104;27.56948;25.23859;109.57;3.938047
356.0006;195.6594;36.76354;25.87919;108.9185;3.945381
355.9997;198.6846;35.69339;26.72802;109.1081;3.995241
355.9997;196.4158;28.55161;26.37876;108.9683;3.942137
355.9981;196.8117;28.54609;26.66977;110.0931;3.937366
355.9981;196.3571;28.54802;26.99602;109.3802;3.918791
355.9981;199.4727;17.24729;25.92517;107.8983;3.940166
355.9969;198.4629;35.70792;26.91878;108.526;3.960884
355.9966;195.6367;36.74703;25.66847;110.3306;3.92425
355.9966;198.4812;35.70703;26.63231;109.2283;3.980666
355.9966;196.6635;28.55354;26.89557;109.83;3.959503
355.9956;195.6346;36.76417;25.80988;108.7585;3.943334
355.9944;195.0852;36.76875;25.75148;109.406;3.934631
355.994;195.601;36.74984;25.84086;109.1873;3.929378
355.9934;198.6956;35.71078;27.21;108.7556;3.987684
355.9934;196.5789;28.54693;26.41546;108.8346;3.931866
355.9931;196.4654;28.55568;26.72315;109.2785;3.921781
355.9925;195.4852;36.75401;25.39886;109.1719;3.943003
355.9925;196.9783;28.54849;26.85807;109.8408;3.969897
355.9925;196.5458;28.55083;26.53699;109.1583;3.901434
355.9922;194.6227;20.33474;25.39367;118.7442;3.925606
355.9919;197.9504;35.70833;27.02103;108.489;3.972828
355.9909;195.4306;36.75813;25.76219;108.866;3.944406
355.9906;195.1354;36.75818;25.63508;109.2819;3.928597
355.9903;196.3013;28.54583;26.77995;109.3135;3.926075
355.99;196.6212;28.55906;26.07092;109.1298;3.962544
355.9891;195.6585;25.21995;25.45238;108.595;3.911212
355.9887;198.4615;35.70078;27.06377;108.4848;3.965606
355.9875;199.5042;17.24026;26.2216;107.7521;3.928513
355.9869;196.6623;28.55875;26.79201;110.2196;3.9366
355.9866;196.7135;28.56198;26.83853;110.4238;3.939681
355.9866;196.4129;28.54896;26.7051;109.9419;3.937109
355.9862;198.1554;35.69323;26.6224;108.9392;3.97335
355.9862;198.8077;35.69432;26.81301;109.1519;3.984844
355.9853;195.7469;36.75083;25.80121;109.0188;3.944788
355.985;196.5112;28.56151;26.59553;109.2019;3.916122
355.9844;198.4506;35.70604;27.41903;108.9398;3.968659
355.9844;196.4802;28.54995;26.94454;109.7906;3.935597
355.9844;199.3279;17.25542;25.53548;107.8331;3.930572
355.9834;196.9015;28.54385;26.84397;109.8431;3.966009
355.9831;195.6565;36.73745;25.53656;110.1527;3.919966
355.9825;196.65;28.5387;26.86785;110.3017;3.9351
355.9816;198.0948;35.68641;26.62014;108.6706;3.983413
355.9806;198.6665;35.70568;26.92022;109.1319;3.984259
355.9806;196.6485;28.55297;26.55424;110.9552;3.943444
355.9803;195.4881;36.76068;25.6025;111.1804;3.924925
355.9803;196.7217;28.54682;26.70173;109.7867;3.937256
355.9803;196.5235;28.5513;26.78125;110.0256;3.9463
355.9794;196.2992;27.56469;25.60911;109.4806;3.943113
355.9788;198.0065;35.7049;26.88841;108.4202;3.976841
355.9781;198.1783;35.69552;27.04833;109.3823;3.989809
355.9772;194.1833;20.33766;24.7727;112.2373;3.953003
355.9769;196.8315;28.54943;26.65357;109.8227;3.940878
355.9766;198.41;35.70422;26.61304;108.4102;3.994753
355.976;198.0229;35.70375;26.79964;108.8256;3.955534
355.9753;196.3731;28.54406;26.78329;109.3433;3.915637
355.975;198.4427;35.71094;27.03327;108.5748;3.960534
355.9747;196.5658;28.5624;26.50096;109.1679;3.934431
355.9738;196.769;27.22198;26.71076;110.3025;3.942166
355.9734;196.5206;28.55323;26.59821;110.1233;3.939244
355.9722;196.5306;28.54412;26.83363;109.8375;3.938369
355.9719;196.7006;28.54891;27.01621;109.9531;3.939059
355.9713;195.8138;36.74943;25.75983;108.7344;3.952425
355.9706;198.3917;35.69682;26.90054;108.5556;3.978437
355.9706;196.7231;28.5462;26.77163;109.9108;3.937078
355.97;196.7971;28.54885;26.91494;110.38;3.941175
355.9697;195.631;36.74766;25.37047;110.7383;3.922309
355.9694;196.8915;28.54536;26.72461;110.5475;3.934175
355.9691;195.5356;36.75406;25.72157;110.176;3.931294
355.9681;192.0023;23.84161;26.55821;113.6085;3.950534
355.9678;195.6831;36.74635;25.81211;110.6721;3.931703
355.9675;195.559;36.75281;25.86317;109.1833;3.929741
355.9672;191.755;23.61615;26.80358;113.7679;3.955944
355.9666;195.3327;36.75161;25.6682;108.8602;3.937772
355.9666;196.8608;28.54807;26.90257;110.4825;3.943987
355.9662;195.9298;26.7512;25.75243;110.2404;3.917678
355.9659;198.505;35.70297;26.83919;109.2202;3.982741
355.9656;196.3069;28.55297;26.8949;109.3648;3.920331
355.9653;198.1485;35.70599;26.75437;109.2231;3.970335
355.9653;196.7644;28.55161;26.98248;110.2052;3.947534
355.9653;199.6581;17.24667;26.27437;107.4027;3.934647
355.9644;196.4279;24.49026;25.76941;109.4152;3.935928
355.9641;198.4494;35.71286;26.96895;108.636;3.962153
355.9631;196.9581;28.5488;26.06572;109.8146;3.930734
355.9615;196.5752;28.57286;27.01715;110.5102;3.93975
355.9615;196.1654;28.54479;26.83713;109.2744;3.919259
355.9612;196.3835;28.54318;26.85277;110.0152;3.940803
355.9606;195.6856;36.7361;25.42345;110.7012;3.924894
355.96;195.35;36.7437;25.57048;109.1688;3.933747
355.9594;198.4967;35.70625;26.76195;109.2054;3.970838
355.9591;197.8408;35.7013;26.73129;109.035;3.967556
355.9584;195.4521;36.76057;25.79305;109.1708;3.931269
355.9584;196.619;28.54104;26.79828;110.5458;3.941931
355.9578;198.0367;35.70135;26.72103;109.2798;3.989594
355.9578;196.5573;22.25344;26.28295;109.6521;3.973253
355.9578;192.4927;21.45667;27.93181;116.4473;3.997369
355.9566;196.6819;28.55099;26.94386;110.3279;3.937672
355.9562;195.0577;36.7575;25.52361;109.3012;3.928356
355.9562;196.5631;28.5626;26.61691;109.1106;3.935991
355.9559;196.6252;28.53552;27.10519;110.0025;3.948125
355.9553;196.9158;28.54563;27.23929;110.8021;3.972225
355.9534;195.4802;36.76333;25.75991;108.9267;3.94346
355.9531;195.7685;36.75917;25.96926;109.279;3.936188
355.9528;195.9483;26.75193;25.58833;110.0302;3.907881
355.9528;196.1779;26.75422;25.63016;109.4412;3.918716
355.9525;195.5648;36.75234;25.83088;109.0088;3.9474
355.9525;197.9246;35.70151;26.77217;108.5731;3.946122
355.9522;198.5831;35.69849;27.03702;108.7548;3.970756
355.9519;198.094;35.68938;26.33191;108.841;3.982766
355.9513;194.2681;20.64672;27.93166;114.3867;3.975647
355.95;195.0073;36.75568;25.9161;108.9635;3.894769
355.95;196.4871;28.54698;26.47867;110.6123;3.924141
355.95;196.1908;28.53656;26.97787;109.3902;3.918547
355.9497;196.406;28.55161;26.27243;109.9554;3.924475
355.9494;196.4756;28.55037;26.46624;109.5525;3.925684
355.9481;195.3044;36.76333;25.94246;109.1552;3.948016
355.9478;195.9298;26.75151;25.65438;110.319;3.918741
355.9475;195.6948;36.74068;25.69178;111.3883;3.924072
355.9463;197.0013;28.54339;26.74979;109.7708;3.960075
355.9456;196.6967;28.55521;26.87867;109.9958;3.942581
355.9444;198.8225;35.70958;26.87605;109.1133;3.99655
355.9444;196.3735;28.56125;26.27743;108.9308;3.941844
355.9441;195.0252;36.75636;25.72288;108.9396;3.925291
355.9431;198.3777;35.71323;27.04342;108.2269;3.982619
355.9431;196.9765;28.54469;26.87694;110.4183;3.942194
355.9428;194.9975;36.75573;25.74314;108.7763;3.914847
355.9428;198.4229;35.70641;26.95955;109.1848;3.973422
355.9428;196.4592;22.26641;25.76772;110.0052;3.935913
355.9425;198.25;35.70411;26.816;108.9467;3.95745
355.9422;198.2073;35.70266;26.58653;108.8621;3.970669
355.9419;196.51;28.55974;26.90942;109.9075;3.942172
355.9413;195.6119;36.74755;25.32569;110.1804;3.928131
355.9409;195.5573;36.75568;25.82014;109.07;3.947784
355.9397;196.8729;28.55578;26.72954;110.9215;3.956219
355.9397;196.6913;28.54979;26.79325;109.9569;3.935422
355.9397;196.409;28.52432;27.01436;109.2621;3.908469
355.9388;195.6804;36.74604;25.44156;110.5769;3.930112
355.9388;196.2042;28.54328;26.64576;109.1485;3.910375
355.9378;196.9004;28.55187;26.7182;110.4881;3.953872
355.9375;194.9431;36.75932;25.94618;108.6504;3.914762
355.9362;196.4977;28.55713;26.76385;109.1373;3.911125
355.9359;196.8696;28.55068;26.81412;109.7946;3.950791
355.9356;195.52;36.74859;25.64744;108.8027;3.944647
355.9353;196.579;28.55266;26.8752;110.56;3.940734
355.9347;195.41;36.75745;25.69018;109.7154;3.931925
355.9347;195.8033;24.49146;25.0533;110.0313;3.921453
355.9344;195.834;36.76167;26.06931;109.261;3.934481
355.9334;196.4867;28.56693;27.04558;110.6017;3.942131
355.9328;198.8302;35.70323;26.98688;109.0156;3.993309
355.9319;195.5688;36.75406;25.52659;111.4758;3.927481
355.9319;196.6421;28.54479;27.01439;110.3012;3.945616
355.9312;196.7823;27.21505;26.628;110.3671;3.939953
355.93;196.7158;28.55781;26.6085;109.0844;3.934497
355.9297;195.3094;36.75656;25.86165;109.4027;3.950041
355.9297;196.5631;28.55307;27.02002;109.9427;3.942569
355.929;195.6227;36.7462;25.77904;111.0869;3.923537
355.929;198.3106;35.71484;26.62024;108.344;3.979266
355.9287;194.1554;20.34854;25.11756;113.4629;3.936678
355.9284;194.9258;36.75672;25.99617;109.1848;3.904219
355.9262;195.5394;36.74417;25.77054;110.5979;3.935184
355.9262;196.5585;28.55406;27.00123;110.6377;3.939938
355.9244;196.8212;28.55495;26.49508;110.061;3.944338
355.9241;195.524;36.74651;25.50151;111.4463;3.932734
355.9237;196.4538;28.55412;26.86454;110.5469;3.947434
355.9234;196.6208;28.55172;26.68862;109.8258;3.939837
355.9231;196.9458;27.22552;27.09866;109.935;3.941997
355.9225;196.4417;28.55104;26.80031;109.0025;3.903003
355.9222;199.4608;17.2375;25.68504;107.7071;3.945556
355.9216;198.4629;35.71443;27.04716;108.4629;3.9671
355.9213;198.4527;35.70719;26.78008;109.1431;3.986959
355.9212;196.5077;28.53875;26.6465;109.9921;3.937947
355.9209;196.5965;28.5388;26.87179;110.1454;3.954834
355.9194;196.7377;28.55641;26.5593;110.4692;3.936516
355.9194;196.7383;28.54026;26.75671;110.0685;3.943634
355.9191;195.351;36.75813;25.93075;109.156;3.930941
355.9188;195.6433;36.74271;25.88357;110.7202;3.932159
355.9181;196.2696;28.53349;26.77649;109.1756;3.914619
355.9175;195.4923;36.76755;25.77065;108.7429;3.942497
355.9175;196.4527;28.54526;26.94269;110.1683;3.940416
355.9153;196.6892;28.55307;26.88811;110.0779;3.961122
355.9153;196.0188;26.75443;25.47626;110.4871;3.931022
355.915;196.2752;28.54234;26.59489;109.261;3.909725
355.9125;195.5031;36.7375;25.36027;110.3302;3.926019
