K5T14.PV;K5T3.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV
344.3131;199.3575;14.25688;20.40573;102.5175;3.938066
344.3125;196.7365;27.09453;23.00603;103.3308;3.907384
344.3122;200.5092;14.24229;22.13655;101.0723;3.949906
344.3103;196.8167;27.09188;22.1726;103.5444;3.919959
344.3081;197.7202;14.78766;19.40965;102.8017;3.913903
344.3059;196.411;28.91745;22.03761;103.1915;3.922872
344.3059;196.6998;27.09266;21.88131;103.8998;3.929972
344.3056;199.1502;14.25813;20.28343;102.5573;3.910866
344.3034;205.4448;22.0787;21.9796;96.95209;3.892937
344.3028;196.6873;27.07677;21.94935;103.9708;3.934316
344.3028;199.3573;14.26375;20.47643;102.4775;3.928116
344.3019;199.2023;14.24552;20.74078;101.0392;3.907528
344.3019;200.0354;14.22557;20.79983;101.919;3.925341
344.2991;199.4748;14.27552;20.5636;102.6831;3.920187
344.2991;199.4413;14.26167;20.58651;102.5137;3.934916
344.2991;199.4242;14.25271;20.70825;102.4512;3.9339
344.2984;199.3802;14.25469;20.66741;102.2008;3.939891
344.2975;199.5681;14.25302;20.71808;102.9644;3.92815
344.2966;199.4794;14.25531;20.67425;102.5429;3.922634
344.2906;199.4787;14.26573;20.50623;102.3694;3.924822
344.2894;199.7846;14.23104;20.615;101.6515;3.920725
344.2888;199.1231;14.25979;19.97569;102.2838;3.928491
344.2881;196.189;28.9325;21.53942;103.2802;3.922119
344.2878;199.249;14.25068;20.78953;102.6523;3.923884
344.2875;199.3915;14.24885;20.36105;101.451;3.949791
344.2866;196.064;28.91854;21.91265;103.2467;3.894516
344.2859;197.2146;14.77547;18.86145;102.8519;3.890203
344.2844;196.971;27.08932;23.12328;103.34;3.906913
344.2841;199.3398;14.25531;20.52066;102.7471;3.913981
344.2822;199.2098;14.25484;20.30219;101.1148;3.904341
344.2813;195.894;27.09266;21.95137;102.3625;3.88275
344.2813;199.2727;14.25219;20.61489;102.3808;3.926778
344.2806;199.4462;14.25552;20.52415;102.8802;3.935119
344.2787;199.4277;14.26922;20.45902;102.4835;3.926378
344.2787;197.4227;14.24385;18.12044;101.801;3.87135
344.2781;198.6744;14.27391;19.94487;102.3704;3.900534
344.2781;197.7085;14.23693;18.12992;101.741;3.892872
344.2759;199.4546;14.26167;20.30734;102.8625;3.932656
344.2756;197.0477;14.78229;19.23894;102.699;3.903728
344.2756;199.2327;14.25776;20.4596;101.7381;3.924116
344.274;199.379;14.26271;20.47669;102.2585;3.916316
344.2737;199.7188;14.26547;20.82063;102.6862;3.949828
344.2734;195.9644;27.09151;22.28625;102.299;3.867144
344.2728;199.5823;14.26016;20.41468;102.8723;3.9323
344.2722;196.1727;28.91755;21.61937;103.6021;3.917641
344.27;196.8456;27.09151;21.70734;103.9388;3.932494
344.2697;199.2336;14.25943;20.14991;102.2225;3.924384
344.2691;199.3319;14.25099;20.81086;102.331;3.922872
344.2678;199.8683;14.24844;21.05326;101.2967;3.9457
344.2666;197.4877;14.24135;17.9267;101.8127;3.868663
344.2662;199.3571;14.25833;20.5671;102.7652;3.932087
344.2653;196.8;27.09094;21.96116;103.7219;3.919612
344.2628;196.7021;27.07599;21.74523;104.0152;3.917769
344.2591;199.6725;14.27411;20.37063;102.5817;3.928156
344.2584;196.2663;28.92391;21.94544;103.171;3.91315
344.2581;199.9967;14.23641;20.82541;101.9933;3.925144
344.2569;199.3015;14.26391;20.34845;102.9063;3.924191
344.256;199.5594;14.2587;20.48275;102.0717;3.930681
344.256;199.3965;14.25422;20.47976;102.6819;3.917994
344.2547;199.3746;14.2563;20.38443;102.5452;3.929631
344.2525;197.7552;14.23031;18.15858;101.9894;3.890059
344.2522;197.435;14.77344;19.53008;102.6219;3.923766
344.2516;197.5958;14.76542;20.07672;102.7885;3.909587
344.2509;196.2971;28.92729;21.89367;103.6504;3.894616
344.2503;199.3531;14.25438;20.39594;102.8404;3.934034
344.25;196.4823;27.09474;21.86235;103.3115;3.896513
344.2497;197.3308;14.77068;19.54517;102.676;3.917894
344.2487;196.911;27.07214;22.11063;103.9008;3.922103
344.2484;197.3679;14.76854;19.89769;102.7369;3.894766
344.2475;199.6529;14.2688;20.52946;102.6556;3.939231
344.2472;199.4048;14.27573;20.42712;102.7077;3.931059
344.2466;202.4465;11.19109;18.26356;100.7331;3.886334
344.2456;196.8429;27.08917;22.07815;104.2742;3.929144
344.244;197.0544;14.78312;18.93978;103.1852;3.934256
344.2437;199.4835;14.25245;20.45119;102.2644;3.921194
344.2415;199.5796;14.2525;20.27489;102.9558;3.940366
344.2415;199.919;14.22859;21.13057;102.1485;3.906431
344.24;197.5656;14.77552;19.7649;102.4798;3.915856
344.24;199.0944;14.25745;20.47263;102.7706;3.913884
344.2381;196.0688;27.0874;21.72784;103.5783;3.894578
344.2378;196.7365;27.0913;21.95905;103.685;3.927434
344.2375;198.639;14.27328;20.87536;101.5148;3.895403
344.2372;196.6158;28.90828;21.9097;103.8277;3.904912
344.2372;196.404;28.91438;22.09132;103.3919;3.923238
344.2369;196.6798;15.28068;19.32325;105.1696;3.903162
344.2366;196.9235;15.2738;20.00447;105.1258;3.90355
344.2366;199.3135;14.25297;20.36678;102.389;3.917966
344.235;199.5565;14.25323;20.49292;102.7402;3.940138
344.2344;197.3944;14.78;19.53373;102.526;3.903575
344.2306;199.3248;14.25542;20.45987;102.8248;3.931766
344.2303;196.9342;15.27266;20.1486;104.8498;3.889247
344.2288;196.3258;27.0976;21.93469;103.1312;3.885828
344.2285;199.3981;14.24766;20.32809;102.6692;3.929525
344.2275;196.7056;27.08219;21.97646;103.8087;3.917988
344.2272;197.6219;14.23177;18.13969;101.806;3.893456
344.2234;199.5998;14.26552;20.63384;102.514;3.926669
344.2228;200.3242;14.2438;21.85919;101.0975;3.951241
344.2225;199.4554;14.26078;20.25172;102.6765;3.927113
344.2209;199.6583;14.2388;20.4444;101.9677;3.921769
344.2175;199.2235;14.25937;20.25549;102.6906;3.923081
344.2166;200.6675;14.24938;21.74016;101.1354;3.947009
344.2156;199.4823;14.27141;20.12198;102.9192;3.938372
344.2144;195.8923;28.91932;21.66719;103.5321;3.905747
344.2144;197.0458;27.0874;22.06973;103.8015;3.943097
344.2144;199.6642;14.22198;20.70807;101.7069;3.920272
344.2134;196.73;14.77245;19.05137;102.7885;3.903109
344.2131;199.3269;14.26708;20.44609;101.056;3.907894
344.2109;200.4406;14.25349;21.92676;101.0694;3.95225
344.2075;199.2531;14.26271;20.31727;102.4746;3.929525
344.2069;196.2452;28.92401;21.69116;103.3119;3.917816
344.2059;199.2085;14.26776;20.24154;102.8273;3.914603
344.2056;200.5488;14.24469;21.71589;100.829;3.950366
344.2044;196.8175;27.10026;21.65174;103.8481;3.9259
344.2025;199.7265;14.25979;20.70546;102.5592;3.938119
344.2016;199.719;14.26604;21.17354;102.6306;3.958016
344.2003;199.2567;14.25615;20.70103;102.1877;3.919606
344.2;199.3096;14.2675;20.27932;102.629;3.915747
344.1991;197.2419;14.77865;19.1979;103.1588;3.928578
344.1988;199.1429;14.25656;20.49113;101.8865;3.923431
344.1975;204.7896;13.99333;21.83203;97.01395;3.924387
344.1953;199.4248;14.24708;20.32849;102.7473;3.926759
344.1947;198.6004;14.26885;20.56619;102.364;3.908594
344.1938;199.2519;14.25292;20.45049;102.3927;3.9267
344.1922;197.0492;15.27667;19.99675;105.1454;3.904628
344.1916;199.2146;14.26557;20.41199;102.7129;3.932419
344.1897;198.2321;14.24589;18.90022;101.1975;3.887459
344.1894;199.4602;14.24609;20.39222;102.4958;3.937381
344.1878;199.0813;14.24594;20.31679;102.5877;3.921119
344.1878;199.6025;14.26792;20.62691;102.6371;3.931525
344.1875;196.666;27.10302;21.95755;103.8406;3.918434
344.1869;196.6492;27.08115;21.82454;103.9529;3.915538
344.1869;199.6087;14.26359;20.43448;102.649;3.932728
344.1859;199.4046;14.24859;20.51636;102.3869;3.925447
344.185;196.8808;27.10328;22.14245;103.4404;3.929684
344.1844;199.3554;14.25526;20.62423;102.5379;3.9287
344.1831;197.9121;14.23302;18.77221;101.4494;3.883422
344.1815;196.8887;28.91406;21.97293;102.9981;3.912763
344.1815;199.2437;14.27323;20.45891;101.9396;3.924578
344.1812;196.0646;28.92693;21.80789;103.261;3.922647
344.1806;196.5025;27.09177;21.72928;103.8927;3.926653
344.1803;195.8596;27.09104;21.68963;102.3262;3.883816
344.1784;196.1646;28.92448;22.08251;103.39;3.916797
344.1784;199.5321;14.26349;20.70534;102.4217;3.934391
344.1778;198.6065;14.25635;19.80852;102.4125;3.905344
344.1762;197.231;14.78734;19.72353;102.8048;3.891119
344.1759;199.4075;14.25047;20.11141;103.0794;3.934831
344.1753;199.2404;14.25839;20.45401;102.0069;3.923719
344.1747;198.8237;14.24193;19.38595;101.5954;3.8968
344.1744;200.6256;14.24474;22.12672;100.945;3.959944
344.1741;199.28;14.25963;20.60381;102.3496;3.922653
344.1734;197.2081;14.77896;18.98048;103.1404;3.931944
344.1731;199.3006;14.2551;20.57869;102.6981;3.941878
344.1728;196.92;27.08901;21.88622;104.1571;3.930153
344.1725;205.2479;21.02922;22.16917;96.38625;3.919022
344.1706;199.401;14.27078;20.32376;102.6992;3.927716
344.1703;197.4935;14.77198;19.66927;102.6054;3.916681
344.1703;198.7715;14.25688;19.98859;102.4192;3.902678
344.1681;197.8323;14.76734;19.80983;102.629;3.893466
344.1669;196.9665;27.09109;22.1094;104.3481;3.927647
344.1663;199.3571;14.25432;20.34301;102.5346;3.926675
344.1659;196.7467;27.08688;22.76573;103.2302;3.908319
344.1653;196.9312;27.08807;21.4918;103.7231;3.934034
344.1603;199.4521;14.2388;20.51194;102.6906;3.919541
344.16;199.2183;14.25937;20.44247;102.376;3.923672
344.1581;199.8231;14.22901;20.88157;102.0713;3.926209
344.1575;199.3033;14.25693;20.5834;102.4215;3.951759
344.1572;200.5885;14.25005;21.98681;100.9396;3.950806
344.1566;196.3771;27.09042;21.29278;103.5444;3.907834
344.1559;200.3296;14.25109;21.10017;100.8427;3.9487
344.1534;196.9115;14.76099;19.34332;102.7996;3.916031
344.1531;196.6569;28.91354;21.80683;103.6717;3.898775
344.1525;199.3817;14.26542;20.52673;102.7773;3.928541
344.1522;199.5494;14.26214;20.53327;102.7763;3.939084
344.1506;205.1233;21.02823;22.11049;96.36125;3.905587
344.1506;199.4804;14.25661;20.31905;102.9783;3.92935
344.1491;200.3315;14.24865;21.42649;100.93;3.949538
344.149;197.2854;14.77807;19.2604;102.7331;3.889059
344.1469;201.3427;11.19385;18.25348;100.7883;3.889612
344.1465;199.3625;14.2638;20.30091;102.8456;3.943691
344.1456;196.6544;27.08896;21.74136;103.8096;3.919219
344.1456;197.69;14.23943;18.58495;101.8529;3.891578
344.1453;196.7948;27.09052;21.87856;104.1113;3.928988
344.1441;199.4271;14.25526;20.27839;102.8596;3.934412
344.1428;199.3181;14.25406;20.27766;102.6269;3.923316
344.1428;199.2098;14.25917;20.37955;102.6019;3.929784
344.1425;196.8575;27.0799;21.67046;103.6285;3.923859
344.1425;199.5644;14.25047;20.64866;101.1079;3.947088
344.1416;196.235;28.92349;21.65692;103.6813;3.92395
344.1403;195.6179;27.09339;21.39917;102.3827;3.869981
344.1344;196.949;27.09281;22.03972;103.721;3.940575
344.1335;196.8615;27.09776;22.88571;103.3613;3.906247
344.1319;205.1487;21.03552;22.16821;96.40479;3.914728
344.1309;196.2431;28.91505;21.88562;103.6042;3.908859
344.1275;196.4596;28.9237;21.88383;103.4952;3.924644
344.1253;199.1769;14.26135;21.23709;101.3429;3.902341
344.1237;199.3952;14.25979;20.38522;102.4296;3.91305
344.1234;199.3275;14.25401;20.38335;102.4971;3.924237
344.1216;197.0519;14.77589;18.83129;103.1588;3.933581
344.1184;205.1319;21.04781;22.23731;96.34917;3.911113
344.1181;198.6242;14.26604;19.95637;102.224;3.890153
344.1166;199.834;14.26474;20.38462;102.8054;3.9387
344.1166;200.4365;14.24792;21.8623;101.11;3.947653
344.1165;197.0663;14.78271;19.31274;102.4098;3.922984
344.1165;199.3075;14.26151;20.24088;102.1612;3.927628
344.1153;196.6771;28.91828;21.47218;103.4706;3.925466
344.1147;199.3427;14.25453;20.37891;102.5846;3.923112
344.1137;199.3375;14.25609;20.24027;102.7906;3.920084
344.1131;203.5079;11.19016;18.44553;100.5977;3.884841
344.1128;199.2817;14.24885;20.56657;102.8077;3.912038
344.1109;199.5602;14.27057;20.71207;102.4308;3.931056
344.1106;199.1696;14.24849;20.41721;102.7006;3.919347
344.1091;196.6531;27.09104;22.26137;103.455;3.912872
344.1091;198.9508;14.26089;20.27373;102.4752;3.912456
344.1084;195.5058;27.09823;21.67917;102.3692;3.881297
344.1081;196.7642;14.76682;19.70517;102.4698;3.883522
344.1056;198.8121;14.25901;20.32059;101.2921;3.895034
344.1053;197.1608;14.76609;19.65566;102.2533;3.929641
344.1038;196.599;27.08042;21.90608;104.2733;3.919691
344.1035;199.739;14.26833;20.65732;102.6346;3.944847
344.1034;199.499;14.22932;20.46281;102.0769;3.905981
344.1028;199.8667;14.23443;20.71528;101.7608;3.928119
344.101;196.735;27.09255;22.19925;103.369;3.938744
344.101;205.4869;22.07661;22.38036;96.61166;3.91565
344.0978;199.844;14.2263;20.77545;101.8904;3.919978
344.0966;200.3969;14.25042;21.76949;101.056;3.957553
344.0963;195.8446;27.08604;21.84989;102.4262;3.883597
344.0956;196.7917;15.27031;18.99342;105.3444;3.897003
344.095;199.285;14.26609;20.70977;102.581;3.926366
344.0947;200.4331;14.23969;21.86409;101.0431;3.94785
344.0941;199.4402;14.25646;20.70075;102.4002;3.931119
344.0922;196.2065;28.92021;21.74007;103.4085;3.9241
344.0919;196.6319;14.78266;19.66428;102.1612;3.878109
344.0912;199.2838;14.25234;20.57861;102.5265;3.924934
344.09;199.2383;14.2613;20.20665;102.7231;3.922428
344.09;199.2106;14.26005;20.41477;102.5908;3.931403
344.0891;198.9771;14.26323;20.23895;102.4548;3.910747
344.0884;196.8583;27.09;21.96387;103.9927;3.935359
344.0866;196.2021;28.91917;21.78044;103.5346;3.907647
344.0856;196.0925;28.91823;21.82111;103.2583;3.915716
344.0847;196.3744;28.91828;21.91063;103.4821;3.913081
344.0753;204.0129;11.19448;18.40676;100.4852;3.884288
344.0734;199.2383;14.25786;20.55199;102.8269;3.913219
344.0728;196.7615;27.09162;21.80698;104.3231;3.919325
344.0728;196.605;14.76177;20.16627;102.1608;3.886756
344.0728;199.181;14.24938;20.05273;102.5129;3.927369
344.0725;199.3625;14.25047;20.51156;102.535;3.922834
344.0694;196.0723;28.92453;21.93148;103.5546;3.910691
344.0681;196.2579;28.92818;21.60337;103.251;3.922181
344.0669;196.2225;28.92568;21.65949;103.6394;3.92055
344.0669;200.4273;14.25234;21.58372;100.9306;3.9531
344.0666;199.6144;14.24776;20.32907;103.0379;3.936203
344.0663;201.384;13.19328;20.12579;100.5313;3.918916
344.0619;196.6465;14.77073;19.22307;102.6008;3.906428
344.0619;199.9296;14.22339;20.59528;101.9202;3.918259
344.06;197.1342;14.775;20.13692;102.531;3.901484
344.0597;196.1996;27.09302;21.98066;103.3133;3.898562
344.0594;199.5727;14.26516;20.71178;102.4675;3.928769
344.0581;199.1673;14.25484;20.24613;102.4244;3.926222
344.0572;196.6512;28.92328;21.51087;103.7227;3.897578
344.055;199.384;14.24604;20.50961;102.2517;3.917391
344.0544;204.1444;11.19229;18.44202;100.3883;3.886769
344.0525;199.6433;14.22521;20.49304;101.9662;3.915603
344.0522;196.8402;27.07562;22.08834;104.2148;3.919831
344.0516;199.5219;14.25375;20.28425;102.8883;3.942594
344.0509;200.6652;14.25203;22.00004;100.9102;3.950697
344.0484;196.7048;27.10156;21.54972;103.866;3.924597
344.0416;197.4673;14.77979;20.00027;102.7829;3.906569
344.0416;199.451;14.2674;20.09642;102.8854;3.938713
344.0413;196.7581;14.77375;19.34121;102.605;3.904672
344.0413;199.6048;14.27828;20.48125;102.9581;3.939019
344.0391;196.1883;28.92359;21.9276;103.2017;3.920241
344.0385;199.4215;14.25083;20.03444;102.7975;3.941206
344.0381;196.9371;27.08042;21.63356;103.6798;3.932775
344.0375;196.9885;14.75766;19.7724;102.5746;3.905822
344.0356;196.3906;28.9237;21.65159;103.959;3.902316
344.0353;199.5994;14.23042;20.65011;102.0025;3.921369
344.0353;199.555;14.23245;20.48952;101.9973;3.92075
344.0347;199.7481;14.22583;20.63568;102.2333;3.921713
344.0341;199.6019;14.23953;20.75462;102.5904;3.930297
344.0331;199.3271;14.26984;20.41567;102.3915;3.915194
344.0303;196.9952;14.76688;19.2499;102.9238;3.911244
344.0269;199.3177;14.26;20.46204;102.76;3.933763
344.025;197.1892;14.76771;20.33197;102.5329;3.887759
344.025;197.1227;14.77547;18.89497;103.2448;3.932281
344.0225;198.0108;14.7851;19.94246;102.5865;3.939003
344.0219;196.6146;27.08854;21.916;103.9683;3.928897
344.0212;201.1531;22.20609;21.83252;98.64333;3.895991
344.0191;196.59;15.28078;19.52112;105.2025;3.903475
344.0181;196.9827;14.77354;19.69463;102.6087;3.905509
344.0134;196.7579;27.09323;21.85418;103.9742;3.940494
344.0122;199.8663;14.22448;20.75348;102.1446;3.923425
344.0103;196.6725;27.08786;21.81744;103.6604;3.932219
344.01;198.9371;14.25547;20.4764;101.2315;3.900528
344.0078;196.9267;28.91323;22.27058;103.4029;3.921319
344.0053;199.7856;14.23104;20.77641;101.9004;3.921603
344.0047;199.141;14.26724;20.28046;102.4806;3.911775
344.0041;196.5646;28.9174;21.50136;103.3948;3.907172
344.0041;196.7829;27.09016;21.76017;104.3752;3.918991
344.0025;197.0196;14.76917;19.45678;102.824;3.912812
344.0025;199.4256;14.26193;20.55984;102.7417;3.940756
344.0019;197.1656;14.76646;19.54848;102.8398;3.896112
344;196.7765;14.77214;19.54189;102.4296;3.881844
343.9994;197.049;15.27547;19.34859;105.2663;3.899994
343.9953;199.6358;14.25302;20.27725;102.811;3.939853
343.9928;196.9852;27.06859;22.1224;104.4233;3.923119
343.9928;196.8333;14.77802;19.23953;102.8187;3.915353
343.9919;196.9229;27.09229;21.90897;104.0175;3.925691
343.9916;196.3608;27.09427;21.51432;103.729;3.914759
343.9912;199.054;14.26688;19.99295;102.5056;3.905669
343.9881;196.5975;27.09135;21.90704;103.8673;3.923919
343.9878;196.8092;27.09307;22.121;103.93;3.919325
343.9872;196.4733;14.77073;19.51931;102.2517;3.873356
343.9853;195.7737;27.10135;21.76296;102.4283;3.882781
343.9841;196.3477;28.91813;21.96166;103.4206;3.923353
343.9838;199.3352;14.24927;20.31382;102.386;3.925525
343.9819;196.936;14.77094;19.45619;102.8252;3.917203
343.9813;204.3996;11.185;18.64491;100.2531;3.887622
343.9803;199.2521;14.26469;20.36085;102.565;3.921734
343.9791;196.4706;28.92495;21.92344;103.605;3.922619
343.9791;199.104;14.24214;20.56001;101.1165;3.905734
343.9785;196.6729;27.09318;22.24654;103.7215;3.912403
343.9766;196.6487;28.92167;21.83938;103.9058;3.904475
343.9741;197.0263;27.09682;21.92027;103.8983;3.944062
343.9741;199.22;14.26354;20.3125;102.5648;3.920291
343.9678;197.1219;14.77781;19.54277;102.6294;3.920328
343.9675;199.369;14.26161;20.51373;102.2854;3.935372
343.9662;196.694;27.09531;21.74613;103.7679;3.920978
343.9634;199.3235;14.26354;20.27738;101.4802;3.925619
343.9619;196.8004;14.77193;19.55445;102.6192;3.903475
343.9615;199.3737;14.26599;20.63908;102.4648;3.946537
343.9609;200.7498;14.27063;22.01685;101.2806;3.962031
343.9572;196.9981;14.77016;19.33847;102.8952;3.910906
343.9569;196.7821;14.77443;19.19645;102.6673;3.905597
343.9559;199.0529;14.26583;20.3575;102.3981;3.913381
343.9541;199.7933;14.25495;20.91468;102.8756;3.947022
343.9522;199.129;14.25724;20.48938;102.8633;3.912812
343.95;196.3548;28.92844;21.81734;103.5306;3.923619
343.9472;199.4835;14.26953;20.18217;102.816;3.942041
343.9463;196.8929;14.77505;19.32332;102.9131;3.909122
343.9438;199.6771;14.25911;20.55077;102.8096;3.942969
343.9422;197.5875;14.23776;18.67988;101.5133;3.879112
343.9409;199.4323;14.25708;20.43178;102.6946;3.929359
343.94;199.5525;14.2726;20.45657;102.7683;3.943256
343.9391;197.0537;27.0887;22.08323;103.7023;3.938325
343.9375;196.5073;27.09156;21.77786;104.064;3.913528
343.9366;196.834;27.09083;21.82044;103.905;3.927803
343.9347;197.1656;14.77323;19.44404;102.6919;3.903916
343.9344;199.7869;14.26073;20.38337;102.685;3.945144
343.9312;199.0819;14.26083;20.43244;102.3517;3.916119
343.9297;196.0929;28.92042;21.75827;103.4452;3.924106
343.9287;196.8365;15.27531;19.73533;105.1617;3.902916
343.9275;196.2702;28.92104;21.75733;103.5925;3.921356
343.9272;199.0752;14.25833;20.15613;102.5067;3.915565
343.9266;199.5233;14.2675;20.5899;102.4969;3.926572
343.9256;196.7644;27.07943;21.42466;104.4317;3.918638
343.9231;196.0667;28.92411;21.74281;103.4371;3.923672
343.9228;196.4906;27.09781;22.76076;103.3081;3.906775
343.9228;199.3646;14.26302;20.50668;102.7202;3.932278
343.9219;198.806;14.25089;19.93593;102.2721;3.907591
343.9209;199.0988;14.25557;20.30805;102.746;3.928634
343.9163;199.7206;14.25141;20.98526;101.3823;3.942747
343.916;199.3077;14.26287;20.44988;102.7565;3.946113
343.9147;207.6871;32.19584;22.4772;96.1275;3.879666
343.9135;196.9015;14.77109;19.46418;102.6363;3.901406
343.9131;199.1554;14.24417;19.28446;101.9552;3.909306
343.9106;199.3256;14.24693;20.69012;102.6992;3.9241
343.91;196.8725;14.75891;19.30825;102.6556;3.908587
343.9059;199.3856;14.25698;20.18298;102.4756;3.950531
343.9041;199.444;14.24432;20.48299;101.4646;3.946375
343.9034;197.3592;14.78307;19.52901;102.7012;3.892203
343.9034;199.1552;14.2512;20.43343;102.6135;3.925822
343.9025;200.4944;14.24547;21.75754;100.9519;3.953928
343.8987;196.236;28.9174;21.40227;103.4565;3.920741
343.8981;196.9852;14.77026;19.3378;103.4248;3.902566
343.8978;199.7594;14.2338;21.12572;102.124;3.906525
343.8962;205.4644;22.07823;22.4454;96.67542;3.915978
343.8937;199.8844;14.27099;20.89164;101.4346;3.947106
343.8937;199.7983;14.23802;20.50945;101.8621;3.926103
343.8922;199.2785;14.25792;20.05657;102.3106;3.930712
343.8913;197.2688;14.77167;19.90305;102.7933;3.903637
343.8872;199.2023;14.2463;20.35652;102.9029;3.916869
343.8863;196.4098;27.09089;21.44172;103.4717;3.916703
343.8859;196.905;14.76661;19.36813;102.8773;3.908259
343.8856;196.4512;27.08599;21.56923;104.1344;3.916641
343.8844;197.0948;21.06891;20.88758;103.6075;3.904666
343.8844;196.8446;14.76271;18.75623;102.8258;3.900881
343.8816;198.9835;14.27057;20.15891;101.586;3.895009
343.88;196.9231;14.76349;19.55826;102.7844;3.917238
343.8778;200.5415;15.71214;19.8597;99.62854;3.898159
343.8759;197.4723;14.23292;18.18385;101.816;3.873812
343.8756;199.569;14.23323;20.69248;101.9558;3.922556
343.8625;200.6537;14.25734;21.87865;100.9525;3.955781
343.8625;197.7185;14.23885;18.30934;101.554;3.881959
343.8606;196.6069;14.77786;19.39354;103.0983;3.880825
343.8597;196.6792;27.10328;22.13486;103.4625;3.908594
343.8584;196.8702;14.7812;19.28107;102.7806;3.90925
343.855;198.7573;14.25911;20.46457;102.6044;3.909547
343.8531;196.996;27.0849;22.00495;104.1488;3.921428
343.8516;199.2029;14.26578;20.39178;102.7808;3.929575
343.8516;198.4467;14.26068;19.84412;102.2675;3.889625
343.8513;199.424;14.25792;20.16408;102.7906;3.934903
343.8478;197.0933;14.7651;19.68411;103.0754;3.907084
343.8472;196.6987;27.08021;22.23677;104.1933;3.916512
343.8444;199.3177;14.2513;20.6793;103.0104;3.929172
343.8409;196.8913;14.77188;19.35166;102.8792;3.906141
343.8391;198.9654;14.26005;20.32832;102.396;3.913512
343.8372;199.395;14.26583;20.33038;102.6381;3.930019
343.8353;196.5615;27.08729;21.73556;103.9517;3.927006
343.8344;196.941;27.09401;22.07139;103.5563;3.927953
343.8341;199.3742;12.31365;19.07769;103.0044;3.893953
343.8331;204.9012;32.74458;22.64795;96.14437;3.884803
343.8319;197.1192;14.77495;19.56221;103.0071;3.909519
343.8319;197.0265;14.78135;19.49236;102.9796;3.882866
343.8319;199.5565;14.26094;20.4287;102.8242;3.941756
343.8294;197.3333;14.7799;19.62039;103.2952;3.857419
343.8291;198.4677;14.26703;19.79752;102.2448;3.903297
343.8278;196.7515;14.77052;19.54958;102.5254;3.908784
343.8275;197.0058;14.7774;20.13439;102.4262;3.913862
343.825;199.4115;14.26167;20.55429;102.6077;3.927253
343.8238;199.6323;14.22823;20.75236;102.0125;3.922122
343.8216;196.7796;27.08703;21.66512;104.3675;3.918397
343.8206;197.0396;14.77109;20.00051;102.531;3.920859
343.8206;198.71;14.26552;19.88581;102.6212;3.904665
343.8203;198.9023;14.26188;19.981;102.6296;3.906822
343.8181;198.9725;14.27469;20.08524;102.3196;3.910906
343.8153;197.2454;14.77151;19.66628;102.8165;3.898153
343.8141;199.2988;14.26464;20.372;102.98;3.931966
343.8141;199.7648;14.25234;21.0294;102.5744;3.956472
343.8138;196.9356;27.08479;21.98136;104.4587;3.9193
343.8134;199.3821;14.26464;20.38409;102.6644;3.928619
343.8128;199.3815;14.26443;20.3008;102.6271;3.931666
343.8125;196.5121;14.77083;19.48184;102.3035;3.896775
343.8119;196.5188;28.92755;21.5144;103.4085;3.919913
343.8109;196.9177;14.78813;19.52227;102.8006;3.903888
343.8109;199.5237;14.26734;20.72536;102.5385;3.928106
343.8084;196.8827;27.09391;21.60225;104.4533;3.916616
343.8081;198.6823;14.26578;19.93223;102.6108;3.906831
343.8069;199.7352;14.2587;20.15358;101.5565;3.94385
343.8062;196.3352;27.09557;22.04453;103.3675;3.901247
343.8044;196.6456;14.77667;19.4829;102.1742;3.899741
343.8034;196.8008;14.76672;19.37682;102.6135;3.902769
343.8028;195.8115;27.09599;21.90295;102.3248;3.866578
343.8009;196.7923;14.77458;19.15634;102.6488;3.90535
343.8003;196.9579;14.77115;19.22678;102.941;3.909606
343.7978;196.8488;14.76104;19.56692;102.5831;3.914847
343.7931;196.8319;14.78172;18.83745;102.8329;3.901428
343.7922;199.4079;14.25927;20.40582;102.7169;3.938075
343.7922;199.1208;14.24385;20.54423;102.8617;3.915459
343.79;196.8777;28.91969;21.42133;97.6175;3.882709
343.7881;200.4754;14.26484;21.63838;101.169;3.957256
343.7875;196.9973;14.7788;18.89919;103.281;3.927225
343.7856;197.0513;14.77578;19.58762;102.5477;3.917031
343.7844;199.31;14.25729;20.24649;102.3275;3.932141
343.7838;196.7883;27.085;21.6445;103.7979;3.926109
343.7834;199.1019;14.26865;21.00378;101.3817;3.898775
343.7828;196.6738;14.77411;20.0743;102.1529;3.908359
343.7806;195.6167;27.08198;21.57751;102.4106;3.869344
343.7797;196.4083;27.08906;22.11691;103.4048;3.906125
343.7797;199.2804;14.27198;20.54382;102.606;3.928472
343.7787;202.4033;11.80234;18.50666;97.14313;3.864294
343.7778;197.0652;14.77063;19.46822;102.8517;3.919863
343.7753;197.1698;14.22667;17.68139;101.7698;3.864953
343.7737;196.9404;28.92047;21.74564;103.1604;3.915353
343.7737;196.586;28.92063;21.51898;103.4725;3.923466
343.7719;204.4585;11.18214;19.53931;97.12458;3.886547
343.7703;196.9281;14.7738;19.45726;103.339;3.901237
343.7697;199.4929;14.25214;20.77592;101.4235;3.944075
343.7684;195.8952;27.09193;21.71549;102.3644;3.8706
343.7638;196.6677;27.09125;22.14775;103.3496;3.932497
343.7634;197.0027;27.09521;21.7123;103.9233;3.928484
