K5T3.PV;K5TCV2I.PV;K5L2.PV
196.1321;18.84203;275.8504
196.5483;28.53865;275.8484
196.1917;19.80729;275.8462
196.7429;28.5562;275.8452
195.9415;24.49557;275.8448
195.9071;22.25708;275.8442
195.6829;22.26339;275.8439
198.0219;35.69849;275.8435
196.6346;28.55443;275.8435
195.93;22.26786;275.8426
195.8306;22.26094;275.8422
196.39;19.80542;275.8422
195.7975;22.26479;275.8419
196.3379;28.56187;275.8416
195.53;22.26234;275.8409
196.6146;28.55818;275.8406
191.2462;21.76406;275.8393
196.3292;28.53563;275.8376
195.854;22.2662;275.8373
195.6317;22.26177;275.837
195.5427;22.26401;275.8363
196.8108;28.54505;275.836
195.7554;22.25583;275.836
195.535;22.26234;275.836
197.1662;28.53969;275.8357
196.2319;18.84589;275.8357
195.2425;17.2325;275.8357
196.5577;28.5437;275.8353
196.07;22.27385;275.8353
191.1381;21.7724;275.8347
191.2535;21.76771;275.8344
196.111;22.27073;275.8334
196.42;35.70287;275.8333
196.6117;28.56036;275.8333
195.7137;22.25818;275.833
191.5098;21.76833;275.8327
195.9425;18.8462;275.8324
198.0504;35.72292;275.8317
196.7583;28.55932;275.8317
195.7127;22.25453;275.8304
196.1056;18.85307;275.8304
195.8352;22.24714;275.8288
195.8552;22.26135;275.8288
196.0717;27.56104;275.8265
191.1638;21.76068;275.8255
195.5454;22.25906;275.8255
196.5548;28.55156;275.8242
196.2596;22.2699;275.8239
196.7329;35.70391;275.8232
191.2865;21.75469;275.8232
191.175;21.76792;275.8222
191.356;21.7701;275.8222
190.9546;21.76927;275.8219
195.9869;22.26073;275.8219
196.5244;35.70745;275.8206
196.5396;28.55068;275.8186
195.7783;22.25583;275.8186
196.4417;28.55104;275.8183
196.0954;24.49396;275.8183
195.886;22.2513;275.8183
196.5708;28.55338;275.8179
196.679;28.55927;275.8176
195.475;22.255;275.8166
196.271;22.27036;275.8163
191.2302;21.77099;275.8156
195.9031;22.27031;275.8156
196.4831;28.55354;275.8153
195.6819;22.25854;275.8153
196.1054;23.73349;275.8147
196.686;28.55724;275.8143
195.6719;22.26094;275.8127
196.0496;22.28161;275.8127
196.295;28.55297;275.8123
195.52;22.26453;275.8117
195.8144;22.25323;275.811
196.0123;26.74786;275.8104
198.5112;35.71333;275.8101
195.545;22.26109;275.8097
196.5931;28.54672;275.8091
196.8442;28.54797;275.8087
195.6835;22.26047;275.8081
196.1987;18.83912;275.8058
196.6973;28.55833;275.8055
196.7377;28.55641;275.8045
196.5715;35.71328;275.8042
196.4333;28.55484;275.8042
197.9187;35.69188;275.8035
190.8515;21.76495;275.8032
196.1044;26.75375;275.8032
196.6696;28.54948;275.8018
196.3237;19.81214;275.8015
196.0569;26.76099;275.7992
196.5742;19.80412;275.7989
191.3444;21.76937;275.7973
196.3308;28.54703;275.7969
195.4433;22.26365;275.7963
191.5185;21.76099;275.796
196.4735;28.5524;275.796
195.9802;26.75021;275.796
195.7694;18.8376;275.796
196.5871;28.54255;275.7953
198.1613;35.7001;275.7933
195.5821;22.2538;275.7927
196.7377;28.54651;275.7904
196.0756;22.24719;275.79
196.6683;24.51276;275.7894
191.33;21.76974;275.7881
195.5798;25.20302;275.7878
196.1871;19.80698;275.7874
195.9613;22.25609;275.7848
191.1983;21.76068;275.7838
196.3104;28.55323;275.7838
195.714;22.26036;275.7809
196.504;18.84151;275.7799
195.6631;22.25292;275.7795
196.4858;35.70068;275.7786
195.7754;24.24849;275.7779
196.536;28.55167;275.7756
196.1598;22.26563;275.7746
195.8096;22.27146;275.7743
195.5179;22.27667;275.7743
196.1365;26.75912;275.774
196.9004;28.55187;275.7737
196.7296;28.54693;275.7737
196.5123;35.69099;275.7733
196.8096;28.54437;275.7733
195.5723;22.26542;275.772
196.4475;35.71542;275.7717
195.6967;22.24922;275.771
195.895;18.84432;275.7707
196.476;35.71344;275.7704
196.221;22.25672;275.7694
190.9415;21.76729;275.7687
195.7879;24.50203;275.7684
195.5131;22.25542;275.7681
196.0712;22.27177;275.7654
196.1165;22.25974;275.7654
196.2;28.53948;275.7651
196.2654;22.25594;275.7651
195.7137;25.20313;275.7648
196.6725;28.54792;275.7645
195.5717;22.26016;275.7635
195.6527;22.26068;275.7625
191.5704;21.76568;275.7605
195.7546;22.25463;275.7605
195.5504;22.26599;275.7605
196.4954;18.84063;275.7602
196.3119;28.55479;275.7599
196.9688;28.55833;275.7563
196.5669;35.69859;275.7559
196.8348;27.22568;275.7556
196.2898;22.26031;275.7523
195.9577;22.26641;275.752
195.941;22.26687;275.752
191.1331;21.77635;275.7516
196.3571;28.54604;275.7497
196.8983;28.55745;275.7487
196.6296;28.55536;275.7487
195.7219;22.26432;275.7487
196.6617;28.55453;275.7484
197.9965;35.69896;275.7464
198.1113;35.7026;275.7458
196.334;28.54578;275.7458
196.9396;28.55531;275.7458
196.5973;28.55651;275.7451
191.661;21.7737;275.7448
196.4656;35.71375;275.7438
195.8125;22.25406;275.7431
196.2654;28.54026;275.7418
196.2306;18.83844;275.7418
196.5798;28.54781;275.7415
196.3573;28.55005;275.7395
195.5502;22.26339;275.7395
198.6142;35.70432;275.7392
196.19;28.54891;275.7392
195.5517;22.25193;275.7389
196.5542;35.70021;275.7382
196.2892;18.85115;275.7382
198.094;35.69953;275.7379
195.5998;22.26755;275.7375
196.1679;18.85932;275.7375
196.3492;28.5474;275.7372
196.2112;22.27031;275.7362
196.4152;19.80984;275.7356
196.1235;22.26344;275.7353
191.1187;21.76958;275.7349
190.8708;21.77141;275.7346
196.1385;19.81484;275.7346
191.3081;21.76448;275.7333
196.7194;28.55;275.7326
196.4302;28.55385;275.732
195.4738;22.26615;275.732
196.4196;28.55266;275.731
195.6894;22.26922;275.73
191.1594;21.76458;275.7297
196.6892;28.55307;275.7277
196.4837;28.55078;275.7277
198.5102;35.70745;275.7274
196.6277;28.54786;275.7274
196.3656;35.7126;275.7267
196.1798;28.53375;275.7267
196.7231;28.5462;275.7257
196.1683;22.2676;275.7248
195.4256;22.26021;275.7244
196.2771;35.70557;275.7238
190.7725;21.76651;275.7231
196.729;28.55859;275.7231
196.7092;28.54885;275.7231
190.634;21.75187;275.7224
196.0619;22.24391;275.7221
196.1667;22.2574;275.7215
195.764;22.25578;275.7208
196.7169;28.55578;275.7202
196.546;28.55573;275.7202
195.5465;24.49438;275.7198
197.9617;35.6926;275.7195
195.8531;22.26901;275.7192
195.9135;22.26188;275.7192
195.7533;22.2712;275.7182
191.0583;21.77198;275.7175
191.44;21.77318;275.7172
195.6025;22.26016;275.7159
195.7738;22.25901;275.7156
190.8646;21.77417;275.7152
195.8667;22.26312;275.7152
196.014;26.75458;275.7139
195.5675;22.26464;275.7119
196.9435;28.55583;275.7116
195.7223;22.25682;275.7116
195.7108;22.2626;275.7106
196.3627;22.26016;275.7106
196.3969;22.26823;275.7103
196.6402;28.55844;275.71
196.4721;28.53974;275.71
196.0077;22.26677;275.7097
196.0131;22.26375;275.7097
196.3013;28.54583;275.7077
196.1908;22.26438;275.7077
191.9688;21.77807;275.7074
196.4871;28.54698;275.707
196.7202;28.55469;275.707
196.5646;28.55359;275.7064
196.1615;26.75698;275.7041
195.8163;22.24703;275.7034
195.4937;22.26896;275.7034
196.1512;22.25813;275.7034
196.2888;28.54453;275.7021
196.4285;28.54286;275.7021
195.9021;22.26547;275.7011
195.8181;22.26932;275.6998
196.8833;28.54771;275.6995
195.2365;22.25937;275.6988
195.656;25.20687;275.6978
191.0515;21.7713;275.6975
195.8225;22.27411;275.6969
196.5965;28.5388;275.6965
196.106;26.76078;275.6956
191.4865;21.76099;275.6952
195.5983;22.25562;275.6945
196.2729;28.54375;275.6926
196.4254;26.7513;275.6906
196.2325;18.84792;275.6906
196.8148;28.55062;275.69
190.8583;21.77323;275.689
196.7427;28.54094;275.6883
191.3456;21.76333;275.688
196.5792;28.55953;275.6867
195.6752;22.27099;275.6864
191.5475;21.76964;275.6857
196.6542;28.55583;275.6854
196.5658;28.5624;275.6844
196.4223;28.55271;275.6834
195.8742;22.27667;275.6834
196.0163;18.85542;275.6834
196.6829;28.55427;275.6827
195.924;26.76292;275.6821
195.7308;26.76542;275.6821
191.1698;21.76865;275.6818
191.2046;21.75708;275.6805
196.1477;19.81245;275.6795
196.7921;28.5501;275.6778
195.5398;22.25667;275.6745
196.4985;35.71162;275.6739
196.4867;28.56693;275.6736
191.0587;21.76708;275.6719
195.8627;22.25771;275.6719
196.8596;28.55484;275.6713
195.7544;22.26036;275.67
196.4994;28.54474;275.6696
196.46;35.7075;275.6683
196.4446;18.85516;275.6673
196.4248;35.70515;275.667
195.765;22.27099;275.6664
196.2642;22.26474;275.6644
195.4756;22.25797;275.6628
196.0731;26.75411;275.6624
196.3069;28.54068;275.6614
196.4483;28.56646;275.6611
195.8873;22.26052;275.6604
198.3917;35.69682;275.6581
195.8062;22.2624;275.6575
198.5873;35.70245;275.6568
196.7135;28.56198;275.6562
196.5031;35.70698;275.6545
197.7337;35.70443;275.6545
197.9679;35.69917;275.6539
195.4994;25.2163;275.6535
196.7515;28.55271;275.6522
191.2217;21.7674;275.6512
195.9981;22.26135;275.6506
195.916;22.26552;275.6499
196.4602;28.54542;275.6493
191.1558;21.76026;275.649
195.9523;18.84182;275.6486
198.734;35.70224;275.648
191.5667;21.77359;275.648
196.3971;19.8074;275.647
195.4981;22.25844;275.6463
196.6794;28.54323;275.646
195.8838;22.24823;275.646
196.2869;22.2762;275.6454
196.3569;22.26708;275.644
196.6702;28.55667;275.6437
195.759;22.25286;275.6434
196.3306;28.54963;275.643
196.7046;28.55432;275.6421
196.0665;28.53526;275.6421
195.9096;22.27594;275.6391
198.0729;35.7011;275.6381
195.6;22.26469;275.6365
196.3631;28.55818;275.6362
195.7019;25.21875;275.6355
191.0629;21.77156;275.6342
196.2123;28.5438;275.6342
191.199;21.76349;275.6329
198.5562;35.69479;275.6316
196.1277;18.84766;275.6312
196.2823;27.57484;275.6309
196.3142;22.25021;275.6309
195.7863;22.26594;275.6306
195.831;22.26401;275.6306
196.596;28.56078;275.6299
196.6235;28.55453;275.6289
197.8277;35.71323;275.627
195.6179;25.19844;275.626
195.7312;22.26943;275.626
196.1735;22.27057;275.6257
195.7363;22.2688;275.6247
196.6171;28.54766;275.6243
195.4233;22.25672;275.6243
195.9444;22.27177;275.6227
196.6508;28.55422;275.622
195.2165;22.26474;275.622
196.6783;28.55146;275.6207
195.7967;22.2625;275.6204
196.5317;28.55583;275.6198
195.8887;22.24562;275.6175
191.1008;21.75677;275.6161
196.1956;22.25995;275.6161
196.4654;28.55568;275.6139
196.3631;28.5725;275.6125
195.6133;22.25432;275.6115
196.7525;28.55104;275.6106
196.4356;28.55656;275.6106
196.2083;28.55667;275.6086
195.74;25.21208;275.6063
196.5077;28.53875;275.6043
196.7006;28.54891;275.6037
191.484;21.7812;275.602
198.2444;35.70875;275.6004
196.6029;35.70885;275.5997
195.8019;22.25537;275.5997
196.4552;35.71974;275.5984
196.4242;28.54068;275.5978
196.2012;22.26838;275.5978
196.776;35.70276;275.5974
195.5779;22.24849;275.5938
196.544;35.69969;275.5932
196.0477;18.84162;275.5932
196.9169;28.54344;275.5928
195.9269;22.25958;275.5925
196.4527;28.54526;275.5922
191.3269;21.76198;275.5919
195.7162;22.2613;275.5912
196.6913;28.54979;275.5905
195.5458;22.27052;275.5899
196.5223;35.71791;275.5869
196.0273;18.8525;275.5866
196.5325;35.70438;275.5853
196.8379;28.55344;275.5847
196.8608;28.54807;275.5843
196.329;28.54703;275.5843
195.775;22.26464;275.5833
196.3398;26.75573;275.5823
195.48;36.76375;275.581
191.1712;21.76151;275.581
195.6819;22.26401;275.5794
196.1617;28.53859;275.5791
196.521;28.54896;275.5771
196.489;28.54208;275.5764
195.8092;22.26901;275.5764
196.646;28.55328;275.5741
196.0485;22.26432;275.5738
196.3788;28.55307;275.5732
195.8594;22.26271;275.5722
196.4254;28.54833;275.5712
196.5783;28.54344;275.5705
191.3069;21.76422;275.5695
196.485;35.70813;275.5682
196.4552;28.56078;275.5682
195.7517;22.26417;275.5682
195.8454;22.26766;275.5679
196.8635;28.56344;275.5669
196.8002;28.54958;275.5669
196.6019;28.54073;275.5646
195.6425;25.21458;275.5646
196.1808;22.265;275.5646
196.419;28.55224;275.5643
195.9923;22.25516;275.5643
191.4602;21.76896;275.5636
196.6879;35.7037;275.563
195.8663;22.26838;275.5617
191.111;21.7563;275.561
196.0688;22.25625;275.5607
195.7079;22.2625;275.5607
196.3623;22.28021;275.5587
191.0383;21.75537;275.5584
196.4917;28.54745;275.558
195.5975;22.25208;275.5577
198.5698;35.70287;275.5571
195.4787;22.25719;275.5561
198.1471;35.69865;275.5558
196.4263;26.75724;275.5551
191.0023;21.77104;275.5535
198.191;35.68245;275.5531
196.4596;22.25838;275.5531
196.0581;18.83615;275.5531
196.6013;35.7088;275.5528
198.2073;35.70266;275.5499
195.7958;22.27573;275.5495
196.6404;28.55713;275.5486
196.6152;28.55104;275.5486
191.1467;21.76344;275.5482
196.0546;22.26479;275.5482
195.8833;22.26359;275.5479
196.16;22.25838;275.5479
195.6725;22.27104;275.5462
190.856;21.77761;275.5459
191.9181;21.76547;275.5456
196.3967;28.55844;275.5456
196.4271;28.55338;275.5453
196.3931;22.27531;275.5453
196.081;22.26323;275.5453
191.4023;21.75484;275.5446
190.8656;21.76333;275.5433
195.7842;22.28052;275.543
195.9383;28.54412;275.5423
198.7267;35.70026;275.5417
196.465;35.70578;275.541
196.836;28.54911;275.5407
196.6819;28.55099;275.5407
191.1229;21.75193;275.5403
198.0694;35.69979;275.54
196.2552;28.53974;275.5394
196.5015;35.70245;275.5387
196.3167;35.71193;275.5367
196.364;28.54136;275.5361
195.9654;22.26781;275.5358
196.6365;28.54963;275.5351
191.1217;21.76979;275.5348
191.6931;21.75495;275.5348
196.3942;28.53938;275.5328
196.8115;28.54255;275.5325
195.8727;22.2675;275.5321
195.65;22.27042;275.5302
196.6635;28.55354;275.5298
195.6783;22.25937;275.5295
196.8021;28.54583;275.5289
195.8325;22.2575;275.5269
197.8237;35.69021;275.5262
196.6008;28.54526;275.5262
195.5171;24.4962;275.5239
196.0933;28.53552;275.5226
195.6483;22.24573;275.522
196.6194;35.69057;275.5216
191.4083;21.77057;275.521
196.3177;22.25589;275.5207
195.4681;22.25745;275.5203
198.1102;35.70125;275.5197
196.7969;28.55109;275.5174
191.799;21.76937;275.5154
195.8044;22.26302;275.5131
196.655;28.54786;275.5115
195.8854;22.26219;275.5108
195.629;22.25417;275.5108
191.4796;21.76474;275.5105
195.6179;22.25922;275.5095
196.2404;26.75312;275.5089
196.0602;18.84703;275.5089
191.1335;21.75604;275.5079
196.4229;27.55708;275.5066
195.9769;22.26896;275.5052
195.9854;22.26224;275.5046
196.7612;35.70292;275.5042
195.5777;24.49896;275.5042
196.4542;22.26724;275.5029
196.7071;35.69255;275.5026
191.6567;21.76516;275.5016
195.931;22.25995;275.501
196.231;18.83688;275.5006
195.7221;22.27016;275.5003
195.845;22.25891;275.5
198.1679;35.6899;275.4993
196.9229;28.54786;275.4993
191.1571;21.75932;275.499
196.4892;35.69318;275.498
196.3517;35.70536;275.4977
196.111;22.26563;275.4951
195.5533;22.28177;275.4944
196.1721;22.26589;275.4918
196.1519;22.26474;275.4915
195.709;22.27;275.4911
196.7106;28.54422;275.4908
198.2798;35.71714;275.4898
196.464;28.53443;275.4895
196.3177;28.54698;275.4885
191.1633;21.76568;275.4879
197.2683;28.54573;275.4872
196.579;28.55266;275.4862
195.7142;22.27036;275.4859
195.88;22.25495;275.4859
196.1654;28.54479;275.4839
191.349;21.76125;275.4836
196.3031;28.55182;275.4836
196.4388;26.76312;275.4826
191.234;21.76734;275.4819
196.8196;28.54823;275.4819
196.6044;35.70255;275.4813
196.174;28.54542;275.4796
196.5635;28.54807;275.4796
196.3917;28.5612;275.4793
195.9917;22.26708;275.4793
196.5385;35.70713;275.4787
191.2029;21.76693;275.478
196.8733;28.54115;275.478
196.0123;22.26479;275.4767
193.6037;24.80104;275.4747
197.965;35.70906;275.4731
198.6317;35.70677;275.4718
195.2281;22.2712;275.4698
196.0046;22.25739;275.4695
197.8296;35.69641;275.4649
191.3158;21.76917;275.4632
196.0169;18.84266;275.4632
196.5285;35.70099;275.4616
190.9904;21.76912;275.4616
191.0854;21.76615;275.4613
196.0933;22.26912;275.4586
195.5885;22.26833;275.458
195.6417;17.04589;275.4573
195.6231;25.20979;275.457
196.3627;35.6988;275.4554
195.8327;22.26385;275.4554
196.0465;22.26937;275.4554
195.596;22.25943;275.455
196.1398;22.25599;275.455
198.2019;35.70068;275.4527
195.9723;22.25891;275.4524
195.8704;22.26323;275.4521
195.7179;22.26458;275.4514
195.6125;22.26193;275.4491
196.2838;28.53958;275.4475
190.9285;21.7612;275.4471
195.9925;22.26344;275.4465
196.1375;18.85651;275.4439
196.5038;35.70651;275.4432
196.605;35.69463;275.4426
196.529;28.55349;275.4422
190.9954;21.75693;275.4419
191.2958;21.76229;275.4419
196.7167;28.54656;275.4413
196.4738;35.70214;275.4399
196.35;28.54125;275.4377
195.9996;22.26208;275.4373
195.5279;22.26161;275.4363
195.3117;22.25964;275.4357
191.0954;21.75344;275.435
196.326;35.70583;275.4344
195.8367;22.2587;275.4337
195.5094;22.26229;275.4334
191.2117;21.75953;275.433
191.0558;21.75844;275.433
195.4958;22.26135;275.4327
195.7633;22.25349;275.4324
198.591;35.71141;275.4317
196.631;28.55573;275.4314
195.7787;22.26792;275.4311
195.8835;26.75698;275.4272
196.3069;28.55297;275.4261
196.315;28.55193;275.4252
196.394;28.54479;275.4232
191.2773;21.75943;275.4229
195.7467;22.26651;275.4219
196.6744;28.55286;275.4209
196.7581;28.55177;275.4209
196.4927;28.55037;275.4203
196.619;28.54104;275.4199
196.15;22.26687;275.4196
191.5231;21.7538;275.4189
198.7352;35.69963;275.417
198.6235;35.69672;275.417
198.1188;35.7074;275.4153
198.389;35.69661;275.415
191.165;21.76536;275.4137
196.3631;28.56464;275.4137
196.4279;24.49026;275.4137
196.6554;28.55062;275.4127
196.0394;22.25875;275.4124
196.4465;28.54875;275.4111
196.4592;35.69661;275.4104
195.555;22.26875;275.4091
196.6477;28.55083;275.4055
196.5296;28.5513;275.4055
196.2842;26.75187;275.4048
190.9929;21.76036;275.4042
195.6823;22.26385;275.4042
196.4725;35.69854;275.4035
198.9204;35.70443;275.4032
198.0065;35.7049;275.4029
196.8583;28.55297;275.4022
195.8167;22.2662;275.4019
195.7173;22.25797;275.3999
195.7031;22.26422;275.3999
195.8498;22.26172;275.3996
190.9158;21.7651;275.3993
196.2271;28.54745;275.3989
195.6608;24.67625;275.3989
196.1662;22.26464;275.3989
190.9502;21.76781;275.3983
196.221;28.54521;275.3983
196.6537;28.54635;275.3979
196.53;28.55776;275.3979
195.775;22.26979;275.3979
198.1217;35.68573;275.3969
196.976;28.56167;275.3966
196.4925;28.55016;275.3953
195.6883;24.49406;275.3953
196.4027;28.54568;275.395
191.2525;21.77109;275.3947
195.6723;35.7086;275.3943
196.1104;22.26687;275.394
196.7523;35.70125;275.3933
196.6133;28.53687;275.393
196.5833;35.70234;275.3927
198.7581;35.7112;275.3927
195.8494;22.26349;275.3927
198.4588;35.70135;275.3917
195.7733;22.27474;275.3911
195.6502;22.25312;275.3911
197.7848;35.70443;275.3907
196.5373;28.54963;275.3904
196.5306;28.54412;275.3897
195.6735;22.26448;275.3897
198.489;35.70693;275.3881
196.2929;23.79505;275.3881
196.7427;28.55391;275.3875
196.8135;28.55313;275.3861
196.7083;28.54365;275.3838
196.7023;28.55375;275.3832
198.7556;35.69729;275.3802
193.8933;19.62578;275.3799
195.6935;22.25542;275.3769
196.3506;28.54708;275.3766
196.4215;35.69531;275.3759
196.5275;28.5512;275.3759
196.1475;22.26912;275.3756
195.9621;22.25755;275.375
195.424;22.26271;275.375
195.4992;22.26604;275.3746
196.6883;35.70828;275.3733
196.3883;35.70287;275.3714
196.3725;24.49609;275.371
195.7983;22.27125;275.371
196.2042;28.54328;275.3681
195.7169;25.20656;275.3681
196.694;28.55547;275.3661
197.8531;35.69838;275.3658
196.3794;28.54719;275.3635
196.5554;28.54255;275.3628
196.621;28.5476;275.3628
196.7433;28.55708;275.3625
195.6017;22.25979;275.3622
196.67;35.69755;275.3615
191.5523;21.76755;275.3612
196.3829;28.5488;275.3612
195.8958;22.26724;275.3605
196.9573;35.69474;275.3589
198.1888;35.70583;275.3586
191.0673;21.75552;275.3586
196.7523;28.55443;275.3582
196.4367;28.53802;275.3582
195.6481;22.25641;275.3576
195.7306;22.2701;275.3576
191.0769;21.77083;275.3556
195.6537;22.2713;275.3556
196.6804;35.70813;275.3549
196.7356;28.54599;275.3549
198.5742;35.70807;275.3543
191.3038;21.75927;275.3543
190.9977;21.76312;275.3536
196.4483;28.54958;275.3536
197.8408;35.7013;275.352
198.1792;35.72453;275.3517
196.326;28.5574;275.3517
196.6517;35.69271;275.351
196.1152;22.26406;275.3503
198.3219;35.69948;275.3481
195.5944;22.26312;275.3461
195.9419;22.26443;275.3458
198.3608;35.70193;275.3441
191.2831;21.76542;275.3441
196.3648;19.81458;275.3435
191.2831;21.77031;275.3428
195.5617;22.27115;275.3428
196.2106;28.53083;275.3422
191.3123;21.76651;275.3415
196.7312;35.70245;275.3402
191.1067;21.77146;275.3399
195.6581;22.25417;275.3386
191.135;21.7599;275.3376
195.8427;22.26417;275.3372
195.8135;22.26089;275.3366
196.4981;28.53724;275.3349
196.4685;35.69943;275.3343
196.4719;28.54109;275.3343
195.8933;22.25979;275.3323
196.6281;28.54698;275.3313
198.2312;35.7049;275.331
196.0144;22.26948;275.3297
195.7619;22.27057;275.3297
195.8273;22.26547;275.329
195.9554;22.2701;275.3271
196.4848;28.54589;275.3257
190.9006;21.76401;275.3254
196.5752;28.57286;275.3254
195.0394;22.28792;275.3254
