K5T3.PV;K5TCV2I.PV;K5L2.PV
198.1185;31.7537;288.1627
198.7104;31.75255;288.16
198.7215;31.75708;288.1597
198.2731;31.76323;288.1571
198.4148;31.75208;288.1548
198.2883;31.75609;288.1535
198.7269;31.7487;288.1518
198.6577;31.75521;288.1512
198.1588;31.75745;288.1505
198.4079;31.75932;288.1502
198.2306;31.75172;288.1495
198.025;31.76057;288.1482
198.6269;31.75781;288.141
197.9125;31.75849;288.141
198.4533;31.75115;288.1394
196.9677;27.34161;288.1377
198.2262;31.75964;288.1374
198.4698;31.75917;288.1367
198.7917;31.75297;288.1341
199.3919;32.47036;288.1325
197.9954;31.75417;288.1315
198.6817;31.75536;288.1305
198.299;31.76875;288.1295
198.585;31.7462;288.1252
198.3802;31.74568;288.123
198.3556;31.75537;288.1226
198.3146;31.74922;288.1207
198.4792;31.75656;288.1174
198.5388;32.46292;288.1167
197.8315;31.75557;288.1161
198.5075;31.76635;288.1157
198.2221;31.75745;288.1131
198.5752;32.45984;288.1095
198.3615;31.75891;288.1075
198.9448;31.75104;288.1069
197.7946;31.75516;288.1049
198.8456;31.75396;288.1033
198.3098;32.45724;288.0983
198.2473;31.75047;288.098
198.2952;31.74906;288.097
198.7198;31.75266;288.0931
198.4827;31.76651;288.0911
197.9735;31.7538;288.0911
198.67;31.74927;288.0888
198.1673;31.76109;288.0842
198.4658;31.75604;288.0839
198.3908;31.75208;288.0839
198.4721;31.76677;288.0741
198.6933;31.7525;288.0737
198.6862;31.75615;288.0685
198.5279;31.76448;288.0685
198.1944;31.75583;288.0675
198.6127;32.46182;288.0652
197.9323;31.75609;288.0645
198.5096;31.75854;288.0629
198.4019;31.74979;288.0576
198.4854;31.74073;288.0531
197.8644;31.76167;288.0524
198.6738;31.76677;288.0485
198.3856;31.75224;288.0455
197.9823;31.75849;288.0442
198.285;31.75104;288.0422
198.3519;31.7525;288.0419
198.4048;31.75891;288.0399
198.7244;31.75375;288.037
198.6617;32.46255;288.0367
198.5719;31.75937;288.0363
198.1277;31.75693;288.036
198.7694;31.76312;288.035
198.9108;31.75818;288.0331
198.3683;31.76354;288.0311
198.3698;31.75698;288.0308
198.0754;31.75307;288.0301
198.2902;31.75849;288.0294
198.575;31.755;288.0281
198.1117;31.75417;288.0265
198.6946;31.75229;288.0262
198.5744;31.75479;288.0258
198.5119;32.46667;288.0248
198.5519;32.4776;288.0242
198.2121;32.47344;288.0232
198.1254;31.75875;288.0229
198.5831;31.74932;288.0229
198.6394;32.47073;288.0219
198.8796;31.74833;288.0216
198.4162;31.75328;288.0166
198.3323;31.74115;288.016
198.5685;32.45719;288.0157
198.7127;31.74807;288.0147
198.7483;32.4712;288.0143
198.2983;31.76344;288.0084
198.3706;31.76385;288.0081
198.665;31.74948;288.0071
198.814;31.76474;288.0048
198.4475;31.74964;288.0045
198.5054;31.76339;288.0045
198.7327;31.7488;288.0035
198.5365;31.76068;287.9979
198.6552;32.47672;287.9976
198.9154;31.75609;287.9933
199.6277;15.46281;287.993
198.0504;32.47792;287.9914
198.7602;31.75182;287.9904
198.3027;31.75745;287.9891
198.3092;31.77057;287.9891
199.0019;31.74016;287.9838
198.3646;31.75865;287.9822
198.3377;31.7525;287.9789
199.321;31.75057;287.9773
198.5838;32.46328;287.975
198.6525;31.73818;287.9743
198.6227;31.7588;287.973
198.6415;31.74292;287.9727
197.6692;31.7651;287.9707
198.3102;31.75458;287.9701
198.7994;31.75932;287.9701
198.7983;32.47318;287.97
198.666;31.75526;287.9694
198.5333;32.46688;287.9691
198.3037;31.76094;287.9674
198.569;31.7587;287.9668
198.0935;31.75406;287.9668
198.9627;31.75094;287.9655
198.1177;31.75844;287.9645
198.545;31.75417;287.9641
198.6163;31.74974;287.9615
198.329;31.74969;287.9599
198.599;31.75776;287.9566
198.7485;31.75771;287.9563
198.3256;31.74865;287.955
198.795;31.75036;287.955
198.1373;31.75984;287.9543
198.3237;31.75594;287.9527
198.1058;31.76011;287.9503
197.6965;31.76198;287.95
198.665;31.75208;287.9467
198.504;31.7526;287.9435
198.1727;31.74313;287.9372
198.6758;31.75484;287.9349
198.6285;31.76016;287.934
198.4419;31.75463;287.933
199.1531;31.75281;287.9316
198.5381;31.75193;287.9313
198.6619;31.76068;287.9267
198.7358;31.75615;287.9261
198.6119;32.47635;287.9258
198.1679;31.7625;287.9258
198.6323;31.76849;287.9198
198.5408;32.46099;287.9192
198.4446;31.75604;287.9175
198.2231;31.75438;287.9172
198.2279;31.75573;287.91
198.5735;31.76474;287.9097
198.489;32.46818;287.9087
198.1119;31.75641;287.907
198.971;31.75589;287.9064
198.5371;31.76687;287.9041
198.0946;31.75318;287.9015
198.3571;31.74641;287.9001
198.2073;31.75625;287.9001
198.3304;31.75417;287.8972
198.7685;31.75557;287.8956
198.0998;31.74677;287.8946
198.1092;31.75526;287.8926
198.2917;32.46917;287.8903
198.0371;31.76458;287.886
198.3685;31.75979;287.8857
198.8319;31.75094;287.8808
197.7571;31.75823;287.8805
198.2198;31.7463;287.8778
198.1994;31.75849;287.8778
198.1871;31.75484;287.8733
198.2083;32.48182;287.8723
198.6523;31.75609;287.8713
198.2648;31.75401;287.8693
200.0119;13.18599;287.8687
198.15;31.75625;287.8644
198.5865;31.74839;287.8644
197.8415;31.77568;287.8634
198.3623;32.46776;287.8624
198.5225;31.755;287.8615
198.7054;31.75797;287.8611
197.8642;31.77089;287.8568
198.2973;31.76141;287.8565
198.5252;31.75604;287.8552
198.566;31.7613;287.8549
198.6525;31.74672;287.8477
198.7123;31.75052;287.8405
198.6744;32.4688;287.8391
198.2908;31.75281;287.8378
198.725;31.74411;287.8329
198.2369;31.75068;287.8221
199.3913;31.75068;287.8214
197.8771;31.75521;287.8194
198.2775;31.75214;287.8185
198.166;31.76031;287.8165
199.0775;32.47338;287.8162
197.8625;31.76276;287.8145
198.6456;31.76276;287.8129
198.7071;31.765;287.8129
197.8292;31.7574;287.8096
198.6923;32.47385;287.8037
197.9271;31.75776;287.7978
198.574;31.76672;287.7961
200.0342;15.73208;287.7928
198.5498;31.75453;287.7902
198.1429;31.75526;287.7876
198.2631;31.76135;287.7863
198.6017;31.75312;287.786
198.7981;32.47432;287.785
198.3119;32.46297;287.782
198.3792;31.76312;287.7774
198.5;31.75297;287.7771
198.2088;31.75177;287.7755
198.3296;31.75578;287.7748
198.0669;31.74661;287.7745
198.3831;31.75604;287.7725
198.6094;31.75036;287.7725
198.6752;31.75953;287.7715
198.4506;31.75115;287.7705
198.0887;32.47896;287.763
198.2965;31.75537;287.7558
198.5688;32.46531;287.7531
200.1392;15.72344;287.7476
198.2375;31.7537;287.7476
198.6606;31.74953;287.739
198.3938;31.75937;287.7384
198.6035;31.7574;287.7348
198.3848;31.75537;287.7341
198.3404;31.7438;287.7335
199.8927;15.71083;287.7328
197.6902;31.77146;287.7328
198.3731;31.76094;287.7318
198.4573;31.74917;287.7315
200.0035;15.71313;287.7299
197.9196;31.75167;287.7299
198.5321;31.75401;287.7243
198.3029;31.75297;287.723
198.396;31.74964;287.7226
198.2371;31.76161;287.7223
198.9173;31.75406;287.7216
198.2165;31.75484;287.7158
198.496;31.75927;287.7125
198.4696;31.74849;287.7122
198.3446;31.75187;287.7121
198.5788;32.46463;287.7118
198.6142;31.75917;287.7118
198.2885;31.75896;287.7082
198.3604;31.76422;287.7076
198.45;31.76276;287.7066
198.3288;31.7438;287.7033
198.4023;31.75135;287.7013
198.5988;31.75495;287.7007
198.1083;31.74995;287.699
198.2506;31.76708;287.6951
198.0323;31.75427;287.6928
198.4221;31.74636;287.6928
198.5912;31.75078;287.6924
198.151;31.75599;287.6911
198.1856;31.76453;287.6892
197.8015;31.76068;287.6852
198.8048;32.47234;287.6846
198.4733;31.76031;287.6846
198.5667;31.75115;287.681
197.9456;31.7512;287.6806
198.7738;31.74839;287.6797
200.245;15.71641;287.6793
198.9429;31.75995;287.6767
198.2173;31.74891;287.6761
197.9367;29.56521;287.6718
198.5092;31.76068;287.6688
198.5306;31.75865;287.6669
198.7162;31.7587;287.6609
198.5773;31.75052;287.658
198.1375;31.75068;287.6567
199.4267;15.62052;287.6505
199.1942;31.74948;287.6488
198.4983;32.47266;287.6485
198.1646;32.47417;287.6475
198.6979;31.75276;287.6472
197.8773;31.75937;287.6469
198.66;31.75677;287.6458
197.1606;15.26838;287.6442
198.9367;31.75417;287.6432
198.4281;31.7476;287.6409
197.7392;31.75203;287.6393
200.1896;15.7175;287.6275
199.2252;15.60766;287.6209
198.4729;31.74495;287.6203
198.7985;31.75802;287.6183
198.7277;31.74927;287.6173
198.0544;31.76469;287.6173
198.3463;31.76307;287.6117
198.0417;31.75755;287.6117
198.6429;31.76011;287.6114
198.1037;31.7537;287.6071
197.7965;31.76885;287.6042
198.0827;32.4824;287.5947
198.3529;31.77099;287.5901
197.269;28.21099;287.5793
198.7221;31.75224;287.5779
198.3944;31.75948;287.575
198.2542;31.75089;287.5641
198.1183;31.75156;287.5635
198.5017;31.75193;287.5619
198.2787;31.73922;287.5579
197.5475;31.75297;287.5576
198.2121;31.75912;287.5569
198.3725;31.75401;287.5569
198.5635;31.75365;287.5494
198.6479;31.74391;287.5474
198.4171;31.74755;287.5451
197.6698;31.75625;287.5435
198.6558;32.47115;287.5432
200.5508;15.72234;287.5428
200.046;15.72417;287.5428
198.1158;31.76073;287.5428
198.8463;31.73755;287.5373
198.4456;31.75448;287.5336
198.251;31.76255;287.5333
199.7363;15.60651;287.532
198.6138;31.75354;287.5313
198.661;31.75599;287.53
198.3638;31.74292;287.5277
198.6956;31.7538;287.5212
198.536;31.75203;287.5123
198.4088;31.75078;287.5094
197.926;31.7462;287.5093
198.6827;31.76568;287.5074
198.3431;31.75693;287.5041
200.3446;15.72208;287.5038
198.4962;31.75818;287.5034
198.1708;31.75161;287.5031
198.415;31.75005;287.5015
198.3737;31.76484;287.5002
198.7756;31.75562;287.4959
198.2408;31.74281;287.4959
198.3294;31.75661;287.4939
198.4704;31.75635;287.4913
198.091;31.76161;287.4913
198.4071;31.7587;287.4887
198.1873;31.76234;287.4857
198.8706;32.46698;287.4769
198.5367;32.47063;287.4729
197.9827;31.76443;287.4723
198.431;32.45208;287.4693
198.07;31.75672;287.4674
198.465;31.7463;287.4611
200.6264;15.71641;287.4513
198.5627;31.75385;287.445
198.5912;32.47458;287.4434
198.0938;31.75354;287.4431
198.6171;31.74854;287.4424
198.8329;31.74802;287.4408
201.3781;29.44146;287.4319
200.3794;15.71943;287.4306
200.6821;15.71698;287.4303
198.4017;31.75604;287.4286
200.1331;15.71651;287.4211
198.3621;31.74531;287.4171
198.5681;31.75458;287.409
198.509;31.76589;287.406
198.8704;31.74724;287.404
197.8585;31.75844;287.3988
198.9271;31.76234;287.3968
198.3633;31.75297;287.3952
198.3558;31.7538;287.3857
198.0002;31.75323;287.3853
201.3206;29.44344;287.384
197.9927;31.75589;287.3814
200.7985;15.71979;287.3794
198.3087;31.74838;287.3706
198.1727;31.75797;287.3693
198.701;31.74604;287.364
200.661;15.7112;287.3611
200.789;15.71151;287.3574
201.1054;15.71193;287.3555
200.3579;15.71995;287.3522
198.519;31.7525;287.3479
200.4171;15.71823;287.3473
198.056;31.75979;287.345
198.3883;32.47677;287.3338
198.3294;31.75213;287.3286
200.7969;15.71375;287.3272
198.4029;31.74521;287.3246
201.006;15.72865;287.3233
197.8396;31.7663;287.323
198.77;31.75922;287.3223
198.9735;32.46443;287.3197
198.2671;31.75297;287.3131
198.76;32.47401;287.3109
197.8771;31.75807;287.3089
196.1765;15.2726;287.3053
198.3035;31.75417;287.3023
200.2762;15.71323;287.3007
198.731;31.75125;287.2974
200.2608;15.71823;287.2921
197.8329;31.74568;287.2826
198.7081;31.75693;287.282
198.1525;31.75646;287.2761
200.2829;15.70547;287.2744
200.9054;15.71995;287.2738
198.0513;31.7538;287.2731
198.5723;31.74641;287.2728
198.3754;31.75375;287.2702
198.4273;31.76115;287.259
198.3215;31.75427;287.2547
200.7577;15.70938;287.2505
197.7956;31.75172;287.2498
201.0083;15.71953;287.2478
198.4863;32.46594;287.2455
198.6533;31.75182;287.2449
198.5679;31.74562;287.2442
198.4998;31.75448;287.2295
198.544;31.75104;287.2262
198.8254;31.74542;287.2209
201.6185;29.44844;287.2193
198.0233;31.76188;287.2088
198.1375;31.75948;287.2075
198.144;31.7612;287.2068
198.5367;32.46276;287.2058
198.8448;15.71365;287.1924
198.2548;31.76229;287.1904
200.1523;15.72229;287.1901
198.3592;31.75724;287.1868
198.5446;31.75698;287.1868
198.5983;32.46057;287.1858
198.6635;32.46365;287.1839
197.9983;31.76583;287.1826
197.495;31.74906;287.1812
198.5958;31.75625;287.179
198.781;31.75734;287.1753
198.201;31.7575;287.1711
200.2154;15.71401;287.1704
200.496;15.72026;287.1694
197.496;31.75198;287.1652
198.2606;31.75344;287.1652
197.8596;31.75266;287.1638
200.8554;15.71562;287.1635
200.4317;15.72313;287.1622
198.4254;31.75589;287.1612
198.5921;31.7587;287.1576
198.4162;31.74995;287.157
198.4117;31.76089;287.1543
198.2231;31.76344;287.1468
198.2085;31.75063;287.1435
198.6948;31.76542;287.1425
199.8798;15.71281;287.1291
200.0275;15.71536;287.1258
200.595;15.72396;287.1225
196.5081;25.77917;287.1208
199.8821;15.71;287.112
200.6894;15.72578;287.1084
197.9946;31.77287;287.1084
200.385;15.72062;287.1021
200.3275;15.71781;287.0946
198.6465;31.73578;287.0897
196.2365;24.56542;287.0877
198.2875;31.75896;287.0775
198.2369;31.75661;287.073
198.5219;32.47807;287.0618
198.2748;31.7524;287.0612
197.8223;31.7625;287.0588
201.4483;29.45344;287.0569
198.5035;31.75948;287.0487
198.6633;15.72286;287.0451
200.3098;15.71755;287.0414
197.6067;31.75068;287.0385
201.4273;32.2426;287.0369
200.2723;15.71745;287.0349
196.27;28.91401;287.0313
200.6962;15.72193;287.0287
200.2723;15.72109;287.027
200.3733;15.72922;287.0214
198.0546;31.75115;287.0204
200.1481;15.71677;287.0191
200.8181;15.72563;287.0162
198.8748;32.46583;287.0159
200.209;15.72766;287.0149
198.5048;31.75719;287.0083
198.3444;31.75026;287.0073
198.3212;31.75229;287.0054
198.5735;32.47167;287.0024
198.4096;31.75182;286.9991
198.2142;31.75729;286.9968
198.4394;31.74714;286.9935
200.2554;15.72937;286.9883
198.0954;31.75099;286.983
198.5796;31.75828;286.9817
200.1202;15.71953;286.9804
198.4458;31.7638;286.9788
201.0269;15.71786;286.9709
198.8219;32.47875;286.9699
200.3223;15.72141;286.9657
198.711;32.47932;286.9509
199.1;15.60026;286.9483
198.7183;31.75594;286.947
198.6181;31.75849;286.9292
201.095;15.7224;286.9276
198.8635;32.46182;286.925
198.619;15.71979;286.921
199.9506;15.72401;286.9128
198.5208;31.7437;286.9066
200.3325;15.71729;286.9063
200.5627;15.72052;286.9023
198.8367;15.72198;286.9023
197.9833;31.75865;286.902
198.1817;31.75974;286.8987
200.3283;15.71943;286.8968
200.5919;15.71911;286.8961
197.9306;31.75432;286.8935
200.2971;15.72156;286.8839
199.9279;15.72078;286.8823
198.6481;31.76047;286.8744
198.5027;32.46818;286.8695
198.8108;32.4649;286.8666
200.6177;29.45052;286.862
198.5006;31.75828;286.8593
200.6573;15.71859;286.8584
197.9198;31.75708;286.8584
201.2337;30.63448;286.8567
198.3883;31.76026;286.8534
200.3731;15.70667;286.8518
200.3231;15.72953;286.8498
198.3188;31.76115;286.8498
198.2496;31.75391;286.8466
198.7179;31.74641;286.8419
200.0554;15.71135;286.8268
197.8592;31.76068;286.821
198.4306;31.76083;286.8196
198.4285;31.75125;286.8157
198.5881;31.75979;286.8127
196.1644;25.51859;286.8111
200.346;15.71776;286.8105
200.3763;15.71057;286.8085
198.519;31.75073;286.8029
198.8279;15.71646;286.8019
198.5527;15.71818;286.8019
200.4606;15.72005;286.7986
200.2413;15.71266;286.7976
200.086;15.72287;286.7911
200.5485;29.44672;286.7904
200.6167;15.71927;286.7849
198.1475;31.76385;286.7842
196.8979;27.09016;286.7793
196.8181;27.09932;286.7793
200.4265;15.71375;286.7783
200.2627;15.7251;286.7783
201.0008;15.7074;286.7744
198.6854;15.71901;286.758
200.4823;15.71464;286.7547
200.1537;29.43885;286.7534
197.9975;31.75838;286.7507
200.6335;15.7313;286.7406
200.5131;15.70792;286.7399
200.0294;15.72625;286.734
198.5571;31.75042;286.7314
200.3463;15.72609;286.7288
198.7327;31.7626;286.7288
200.8017;15.71349;286.7222
200.4019;15.72578;286.7176
199.6465;15.7149;286.7173
200.3283;15.71849;286.7156
196.2579;28.91807;286.6959
200.5154;15.72182;286.6838
198.2248;31.74323;286.6779
200.374;15.72115;286.6772
200.2248;15.72615;286.6766
200.5708;15.71448;286.6759
198.8594;15.7124;286.6753
196.8;27.09094;286.6726
198.4929;31.76078;286.6723
201.68;32.25729;286.6628
196.5579;27.10323;286.6615
201.4104;29.44406;286.6612
196.5975;27.09135;286.6589
200.095;29.45693;286.6497
200.7502;15.72089;286.6483
200.4792;15.70859;286.6451
198.8806;31.76307;286.6408
196.4683;27.0926;286.6369
198.8152;15.71542;286.6359
200.9602;15.71682;286.632
199.0427;15.72479;286.6284
198.1519;31.76292;286.627
198.7023;32.4776;286.6251
196.5158;27.08974;286.6188
195.7737;27.10135;286.6133
200.4129;15.72318;286.6126
198.7446;32.46698;286.6126
200.2475;15.72885;286.6054
200.0852;15.72927;286.6031
198.7965;15.72099;286.6011
200.4275;15.71724;286.5975
201.7312;32.25063;286.5913
201.4983;30.63224;286.5867
198.0156;31.76224;286.585
198.9096;32.4762;286.5844
198.5908;15.72104;286.5824
196.1075;28.91609;286.5775
198.5221;28.27922;286.5755
196.4823;27.09474;286.5722
200.5602;15.73073;286.5703
198.2873;31.75417;286.5696
199.575;14.25125;286.568
200.209;15.72219;286.5584
200.2929;15.71552;286.5516
200.1671;15.72;286.5479
201.4771;32.24854;286.541
198.9546;15.70755;286.5374
196.1383;27.09161;286.5305
201.4029;30.62854;286.5292
200.8742;15.7163;286.5283
198.9646;15.70354;286.5266
201.5496;32.23734;286.5247
197.7213;31.76005;286.5227
199.6465;15.71661;286.5092
198.2471;31.74885;286.5089
200.3473;15.72021;286.5056
200.6635;15.71698;286.5043
197.7977;31.92833;286.4971
200.564;15.71901;286.4951
200.2937;15.72297;286.4902
200.5758;15.71677;286.4827
198.5081;13.20922;286.4827
200.3971;15.71505;286.4754
196.3154;28.92641;286.4738
195.7865;27.10328;286.4731
201.6679;32.24792;286.4712
200.5802;15.71594;286.4692
196.3013;27.08323;286.4676
200.4402;15.73073;286.4636
199.6512;15.72833;286.463
200.5381;15.72083;286.4557
198.6523;31.74328;286.4554
200.301;15.71198;286.4548
200.5594;15.7187;286.4525
199.9162;15.72688;286.4525
198.9365;15.70969;286.4525
201.5537;29.45042;286.4518
199.5342;29.44406;286.4403
197.5806;27.09708;286.4354
196.2594;27.09859;286.4341
200.0737;15.72589;286.4275
200.3623;15.71927;286.4206
201.3631;29.45323;286.418
201.4458;32.2426;286.4157
200.5327;15.72464;286.4147
200.4075;15.71401;286.4105
200.3858;15.73031;286.4072
198.564;28.28;286.4036
200.4692;15.71365;286.3928
200.5577;15.72521;286.3904
196.4998;28.91865;286.3895
200.3796;15.72198;286.3888
196.694;27.09531;286.3849
198.1017;31.76406;286.3829
200.5515;15.7251;286.3773
201.2154;32.24875;286.3708
198.3129;31.75443;286.3645
196.959;27.0875;286.3639
199.9933;15.71594;286.3632
200.5015;15.7125;286.3619
201.4158;32.25261;286.3609
200.4108;15.71099;286.3531
199.1748;15.72339;286.3458
198.4138;31.75849;286.3435
200.0321;15.72573;286.3416
201.3644;29.43396;286.3386
200.4594;15.72703;286.3321
198.2935;28.29052;286.3304
200.5192;15.72682;286.3297
200.7254;15.71833;286.3258
198.7008;15.71599;286.3232
200.0879;15.71885;286.3186
200.39;15.7213;286.3179
196.7883;27.085;286.3045
198.615;31.75906;286.2999
200.5296;15.7199;286.2989
198.4885;31.75177;286.2966
201.4896;29.45578;286.2956
195.6179;27.09339;286.293
197.9175;31.755;286.29
200.509;15.71818;286.2786
200.5087;15.72474;286.2763
198.9844;15.7138;286.2704
196.2173;28.91693;286.2638
200.3021;15.72109;286.2635
199.929;15.71474;286.2618
200.7019;15.72281;286.2599
199.1306;15.71552;286.252
198.3808;31.76099;286.252
201.3169;30.62802;286.2513
196.1152;28.91833;286.2503
200.305;15.72703;286.2497
198.2302;28.28776;286.2494
200.6156;15.71182;286.2444
200.6498;15.72177;286.2408
196.345;27.09073;286.2395
199.9738;15.72141;286.2392
199.1365;29.44365;286.2382
198.5587;32.46521;286.2359
197.9612;31.76177;286.2307
198.1402;31.75698;286.2251
200.4502;15.71318;286.2202
198.8319;15.72901;286.2202
200.4865;15.71417;286.2198
196.5194;28.92672;286.2179
196.2663;28.92411;286.2067
198.7996;15.71333;286.1965
197.0773;27.08943;286.1962
199.8867;15.72229;286.1959
198.744;15.72313;286.1956
201.8273;32.25599;286.1945
196.3823;28.92682;286.1939
201.5692;29.43297;286.1939
196.379;27.09047;286.1916
201.3913;32.24922;286.1909
201.66;32.2463;286.1903
196.3731;28.92016;286.1893
199.8656;15.72354;286.1814
196.205;27.08995;286.1775
196.4002;24.80385;286.166
200.4612;15.72219;286.1653
196.4842;28.91844;286.1621
201.4348;30.63984;286.1608
196.4994;28.92521;286.1604
196.52;28.92328;286.1601
195.5058;27.09823;286.1545
199.68;29.44677;286.1532
201.5;32.2361;286.1512
199.9808;15.72552;286.1476
196.5256;28.91693;286.1473
196.3015;25.52828;286.1417
199.4388;29.44625;286.1404
200.1292;15.71359;286.1358
197.8804;31.75859;286.1345
200.26;15.7176;286.1332
199.0694;29.46349;286.1312
196.4752;27.08443;286.1234
201.0117;29.44375;286.1234
196.3575;27.08391;286.1201
201.4317;32.25135;286.1201
197.3869;27.08078;286.1158
196.3008;28.92406;286.1135
201.5946;32.2513;286.1129
196.5502;27.08714;286.1109
196.5406;27.08312;286.1106
200.5954;15.73427;286.1099
199.016;15.72083;286.1096
201.3971;31.81406;286.1079
201.2106;30.63557;286.105
196.189;28.9325;286.1037
196.1192;27.09932;286.0984
200.5525;15.71734;286.0965
200.4221;15.72219;286.0955
198.7419;15.72349;286.0932
196.9383;27.09229;286.0886
197.0415;27.08448;286.0886
196.231;28.90995;286.0883
196.2152;27.09813;286.0879
195.8952;27.09193;286.085
195.8596;27.09104;286.083
200.4598;15.71875;286.0784
198.1237;15.71135;286.0771
198.9342;15.72115;286.0761
201.5517;29.45083;286.0755
195.6167;27.08198;286.0751
198.9025;15.71401;286.0728
200.6242;15.71969;286.0673
196.2038;28.92708;286.0663
201.3615;30.63026;286.0663
198.6575;15.73266;286.0646
197.0269;27.08474;286.0643
196.9525;27.0963;286.063
200.3454;15.73083;286.062
201.7487;32.24182;286.0581
198.6546;15.71432;286.0528
201.5921;32.24375;286.0518
199.9833;15.72937;286.0508
201.4333;30.64135;286.0508
196.6623;28.91682;286.0505
200.2327;15.73396;286.042
199.9871;29.44099;286.039
200.1577;15.70479;286.0377
196.4283;28.91469;286.0374
200.8702;15.71755;286.0364
195.8923;28.91932;286.0358
196.3544;27.09646;286.0321
196.5283;27.09172;286.0285
196.4929;27.09875;286.0266
200.4827;15.72047;286.0249
196.626;27.09406;286.0216
201.5652;32.24724;286.0164
200.1788;15.72812;286.0154
198.7971;15.71474;286.0151
198.8533;15.71583;286.0052
198.9177;15.72229;285.9997
200.0892;15.72338;285.997
196.459;28.91266;285.9957
198.8129;15.71911;285.9924
199.5031;29.44781;285.9908
196.3077;27.10328;285.9905
201.2875;29.44312;285.9901
196.2173;28.91969;285.9879
201.3338;32.25203;285.9849
200.5381;15.72432;285.9819
196.6744;27.09589;285.9783
201.6831;32.25266;285.9767
196.7527;27.09229;285.9757
200.3281;15.725;285.9724
196.4762;27.09333;285.9721
196.1748;28.92583;285.9718
196.1183;28.93026;285.9711
200.1858;15.72182;285.9659
200.3221;15.7212;285.9645
199.2279;15.71078;285.9645
196.3069;27.0963;285.9639
200.4985;15.72287;285.9629
196.3111;28.92354;285.96
196.394;28.91531;285.954
198.7269;15.71214;285.9527
196.4177;28.9125;285.9508
196.7179;27.07875;285.9508
195.4804;15.27906;285.9501
199.529;15.7313;285.9482
200.2521;15.71948;285.9435
201.5325;32.24323;285.9406
196.3629;28.91505;285.9399
196.7579;27.09323;285.9353
196.5615;27.08729;285.9337
197.7825;15.71245;285.9334
199.8931;15.72682;285.9314
196.8583;27.09;285.9314
196.599;27.08042;285.9291
196.5646;28.9174;285.9272
196.5527;28.91995;285.9242
196.8644;27.09896;285.9206
196.1492;27.09708;285.9189
196.1406;28.90562;285.9153
200.4285;15.73406;285.9101
196.3346;28.91937;285.9098
196.6487;28.92167;285.9088
196.4015;27.08906;285.9065
198.7994;15.71187;285.9022
199.4919;29.45286;285.9022
196.1606;28.92151;285.9019
199.8423;15.71932;285.9002
196.2802;28.92391;285.8979
196.7829;27.09016;285.8976
196.8602;27.09474;285.895
196.1837;28.91229;285.894
200.7583;15.71328;285.8933
196.21;28.92276;285.8933
196.4271;28.92411;285.8911
196.3006;28.92349;285.8897
201.5485;32.25182;285.8894
196.2856;27.09339;285.8851
196.0521;28.92146;285.8815
196.4656;28.91823;285.8806
196.5921;28.92776;285.8799
200.6537;15.7226;285.8789
196.1119;27.0888;285.8763
198.8715;15.71458;285.874
196.6277;27.09354;285.8681
198.8056;15.72297;285.8677
198.0585;31.76229;285.8661
196.4448;28.92161;285.8658
196.9371;27.08042;285.8635
196.8763;27.10297;285.8609
196.8994;27.08677;285.8605
196.7644;27.07943;285.8596
199.5948;29.44844;285.8582
196.8827;27.09391;285.8579
200.0256;29.4451;285.854
200.4444;29.44182;285.8533
201.5;32.24578;285.8507
199.5948;29.45943;285.8481
199.4123;29.45583;285.8471
196.5335;27.09745;285.8454
200.2542;15.72672;285.8441
201.4775;30.62932;285.8441
198.8127;15.71234;285.8428
201.6148;32.23766;285.8418
201.5031;30.63849;285.8386
196.4642;28.91594;285.8369
199.2104;15.71479;285.8366
196.4719;28.925;285.8353
196.2844;27.09063;285.834
196.1017;28.92838;285.8274
200.491;15.71573;285.8261
198.9138;15.72479;285.8188
196.8106;27.08182;285.8169
200.7071;15.71448;285.8162
196.3898;28.91682;285.8162
196.3454;27.09177;285.8162
201.465;32.25078;285.8143
196.6144;27.09922;285.8097
196.9933;27.08661;285.8087
201.3987;29.44505;285.8074
196.3969;28.92609;285.8064
198.045;31.76057;285.8054
201.6746;32.24146;285.8031
195.6121;27.08984;285.8002
196.7052;27.10448;285.7992
196.5163;28.91656;285.7982
196.8477;27.08203;285.7965
199.0804;15.72349;285.7896
198.2158;28.28099;285.7874
196.6629;27.0926;285.7851
196.3133;28.91693;285.7841
201.62;32.24609;285.7838
199.935;29.4563;285.7831
199.5258;29.45714;285.7821
199.8908;15.71422;285.7811
195.9825;28.91838;285.7808
198.4058;28.28224;285.7798
195.8446;27.08604;285.7788
196.5644;28.92224;285.7778
196.1675;28.91719;285.7762
198.5981;15.60859;285.7749
196.6512;28.92328;285.7723
198.4531;15.70964;285.767
196.6873;27.07677;285.7641
196.64;27.0912;285.7588
196.7594;27.09458;285.7559
200.5717;15.71161;285.7536
197.4986;27.08755;285.7536
196.1438;28.92094;285.7526
198.3054;28.29349;285.7509
198.0431;15.61224;285.7509
201.6275;29.43297;285.7483
196.3127;27.08958;285.7477
196.355;27.08547;285.747
196.4029;27.09349;285.7457
201.3233;32.23948;285.7427
201.2894;30.63229;285.7411
201.1567;32.24698;285.7391
195.894;27.09266;285.7385
196.9312;27.08807;285.7362
198.8381;15.71125;285.7342
196.6177;28.92927;285.7263
196.666;27.10302;285.7247
196.3779;28.93557;285.7237
199.835;29.45099;285.7227
