K5PS14_2.PV;K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV;K5T17.PV
4.259569;170.9887;4.268938;45.07969;33.55864;357.0506;20.78031;27.80194;110.3962;3.991875;126.0813
4.2603;171.8575;4.27475;47.19281;34.45251;356.835;20.795;27.98597;109.97;3.992981;126.0812
4.252744;171.6675;4.258656;47.55469;33.59327;356.8144;20.7875;28.00483;110.155;3.980531;126.0812
4.261331;171.84;4.271719;47.18531;34.44494;356.7563;20.77969;27.90735;109.9713;3.999712;126.0806
4.146094;163.175;4.109219;38.52844;29.77376;344.8875;17.35813;23.24494;116.0625;3.871406;126.0806
4.251843;171.6738;4.257094;47.36469;33.50723;356.8669;20.75406;28.02095;110.1438;3.983138;126.08
4.253531;171.7075;4.257437;47.36469;33.53777;356.8238;20.7375;27.99582;110.1413;3.98355;126.0794
4.259138;171.4175;4.262656;44.19406;32.33935;357.135;20.75125;27.98964;110.7425;3.992831;126.0788
4.259813;171.8562;4.271469;47.2;34.43141;356.7506;20.77594;27.91276;109.9525;3.9885;126.0781
4.261988;171.3962;4.272375;47.43281;33.76128;356.55;20.79219;28.28161;110.305;3.994819;126.0781
4.256044;171.8125;4.267813;45.91563;33.49855;356.9513;20.77813;28.11773;110.1;3.991106;126.0781
4.251075;169.1125;4.24375;44.19781;32.71502;357.7669;19.04688;27.52415;110.8587;3.973144;126.0769
4.260319;171.3412;4.264188;43.98187;32.83581;356.8781;20.77094;27.91884;110.7937;3.994219;126.0769
4.238456;170.2288;4.240531;44.44188;33.21485;357.0469;20.73688;27.24582;110.55;3.9705;126.0762
4.2456;168.8687;4.232375;44.63969;32.74881;357.6506;19.01875;27.45511;111.2175;3.966844;126.075
4.257375;172.4325;4.276125;49.17;34.75818;356.5013;20.74125;28.06014;110.5625;3.987094;126.075
4.251675;169.1512;4.244219;44.79906;32.76816;357.7406;19.04094;27.55211;110.9075;3.974138;126.0744
4.251;169.1563;4.2425;44.19719;32.75084;357.8625;19.05812;27.5881;110.9;3.978188;126.0738
4.251694;169.1537;4.240719;44.26906;32.7657;357.6525;19.05125;27.61423;110.8938;3.97305;126.0737
4.244532;168.8313;4.232219;44.64844;32.73769;357.5925;19.02563;27.47917;111.2712;3.967088;126.0725
4.249519;170.6812;4.247625;45.00312;32.47043;357.0787;20.75031;27.99895;110.2625;3.97905;126.0725
4.255162;171.8038;4.268688;46.92875;34.35232;356.8012;20.75813;28.02945;110.0725;3.986156;126.0725
4.255781;169.25;4.254687;45.26656;33.09331;357.0281;18.94781;27.54636;110.5687;3.979312;126.0713
4.258031;171.52;4.256938;45.14188;32.45455;357.1013;20.79437;28.07328;110.3925;3.993469;126.0706
4.25535;171.0813;4.248188;44.635;31.58217;357.2344;20.75656;27.98157;110.2125;3.978637;126.0706
4.196175;170.93;4.208;45.5425;34.02084;356.4825;20.76687;27.9186;110.8712;3.927788;126.07
4.248262;170.9375;4.253188;45.28125;32.61102;356.985;20.73156;27.86327;110.4225;3.984937;126.07
4.257056;171.6;4.265219;47.97969;34.01784;356.715;20.78719;28.33163;110.0525;3.989531;126.0694
4.240181;170.6875;4.250156;45.89031;33.82844;356.6512;20.76656;27.38265;110.7162;3.976144;126.0687
4.254225;171.6462;4.271469;47.75906;34.73766;356.7713;20.76719;28.09401;110.3487;3.987656;126.0687
4.264256;170.8688;4.266;46.38719;32.25943;357.2662;20.79437;27.92444;110.1212;3.994856;126.0675
4.253475;171.7687;4.260813;47.37281;33.53001;356.8106;20.73906;28.11706;110.0688;3.982444;126.0675
4.2219;168.0963;4.213812;43.97375;33.10187;354.7519;17.03219;26.57771;111.7075;3.949894;126.0663
4.255087;171.5988;4.263531;46.62844;33.7109;356.82;20.76563;28.14659;110.2712;3.989625;126.0662
4.254769;171.7988;4.264531;46.68344;33.49961;356.9138;20.76438;28.05528;110.105;3.991575;126.0656
4.252875;171.7125;4.25625;47.35812;33.49161;356.9306;20.75656;28.04273;110.1675;3.986625;126.0656
4.260206;171.8387;4.264437;47.74438;33.57097;357.0562;20.78406;28.08253;109.8788;3.993937;126.0644
4.251169;171.515;4.26375;45.21;33.40396;357.0206;20.76625;28.14281;110.1725;3.988594;126.0631
4.212994;163.5412;4.1965;44.39;31.10242;354.1444;37.185;27.5671;106.165;3.934275;126.0625
4.252875;171.6125;4.257813;48.04313;33.6999;356.925;20.76469;27.97611;110.3;3.983906;126.0625
4.263881;171.465;4.271781;47.43969;33.70716;356.6606;20.795;28.23702;110.315;3.995456;126.0619
4.26435;171.4925;4.275156;47.42281;33.71041;356.8331;20.80062;28.18208;110.28;3.998419;126.0612
4.251375;169.1975;4.238313;44.12625;32.74751;357.6675;19.05281;27.42352;110.8825;3.978056;126.06
4.251187;169.15;4.240938;44.18906;32.75416;357.5906;19.05125;27.52157;110.8563;3.971437;126.06
4.251244;170.105;4.247406;44.07844;32.07078;357.4706;20.7425;27.46321;110.4538;3.981169;126.0588
4.24545;170.9638;4.234156;44.295;31.60862;357.525;20.76469;27.84048;110.4888;3.977306;126.0581
4.253475;171.755;4.266219;48.455;34.29742;356.5725;20.76281;28.0518;109.9912;3.988481;126.0581
4.256381;171.12;4.265531;45.08031;33.63071;356.7937;20.77781;27.61657;110.3538;3.987638;126.0581
4.248881;169.925;4.242469;43.46312;31.73566;357.7069;20.76312;27.73928;110.56;3.978262;126.0575
4.252594;171.65;4.260531;46.27031;34.06059;357.2569;20.7525;28.02823;110.3375;3.988819;126.0575
4.2534;169.765;4.253719;47.21281;33.86417;357.2419;18.92594;27.7498;110.345;3.983981;126.0569
4.260037;171.8262;4.273875;47.60844;34.4861;356.8012;20.785;27.99373;109.9425;3.993;126.0569
4.257956;170.9962;4.270156;45.07531;33.62469;356.9325;20.76656;27.79958;110.3825;3.988612;126.0569
4.251056;171.9475;4.267875;46.44719;33.8601;356.7881;20.77;28.00181;110.7062;3.988087;126.0569
4.248956;170.61;4.249719;45.42594;32.47673;357.1969;20.74937;27.91952;110.295;3.982256;126.0563
4.192369;170.17;4.189094;43.52719;32.10097;356.9156;20.75906;27.5362;110.6763;3.931631;126.0556
4.24635;168.865;4.231125;44.63125;32.62846;357.7144;19.02656;27.39835;111.21;3.972206;126.0544
4.261125;170.6825;4.262906;46.89469;34.17996;356.4094;18.94875;28.04156;110.7475;3.98955;126.0531
4.237031;171.4375;4.244531;45.66469;32.84508;357.3187;20.73812;27.68916;110.6687;3.96675;126.0525
4.258106;172.3862;4.279219;47.81594;34.8263;356.5144;20.75844;28.23558;110.5625;3.989887;126.0525
4.257638;171.055;4.262125;44.87656;32.91191;356.6625;20.77563;28.18095;110.04;3.987431;126.0519
4.263094;171.4187;4.272656;47.43063;33.75704;356.6812;20.79188;28.26681;110.3;3.992438;126.0519
4.263712;171.5088;4.274343;47.455;33.69578;356.8894;20.79406;28.25513;110.25;3.994069;126.0513
4.258125;170.9725;4.2685;46.57281;33.82027;357.0113;20.79313;27.95021;110.56;3.992231;126.0512
4.258987;171.4012;4.264125;44.19438;32.29613;357.0938;20.7675;27.89306;110.7725;3.990263;126.0506
4.258125;171.0038;4.262625;44.35156;32.90261;356.5631;20.76875;28.13937;110.0462;3.992663;126.05
4.254019;171.6038;4.2675;47.98094;33.6934;356.7375;20.76813;28.12448;110.2588;3.98445;126.05
4.252125;171.4912;4.262406;45.06562;33.35819;357.2175;20.76094;28.15347;110.1862;3.985294;126.05
4.237781;169.0625;4.2175;43.82781;32.12967;357.3375;19.01219;27.48224;111.2938;3.961781;126.0494
4.246313;168.8662;4.230031;44.63344;32.6612;357.6019;19.02094;27.44508;111.225;3.970669;126.0494
4.258913;169.7063;4.255875;47.57469;33.70938;357.4669;18.9425;27.64222;110.9512;3.986194;126.0494
4.262213;171.7787;4.280063;47.26469;34.49302;356.4769;20.80313;28.08602;110.4987;4.00065;126.0481
4.236656;170.6625;4.253438;47.94812;34.76332;357.1125;20.74;27.48105;110.3187;3.969844;126.0481
4.260562;171.28;4.259656;44.19375;32.30515;356.9138;20.75469;27.95604;110.7775;3.993113;126.0469
4.264275;171.5225;4.271375;47.44719;33.76479;356.775;20.78531;28.24722;110.29;3.997406;126.0462
4.257375;171.455;4.261219;45.14156;32.47113;357.0225;20.81406;28.09076;110.44;3.992775;126.0456
4.237556;169.075;4.223594;43.8275;32.064;357.4856;19.025;27.37441;111.2825;3.960506;126.045
4.254413;171.7175;4.261969;44.63437;33.09306;356.9419;20.78281;28.08289;110.5825;3.987469;126.0444
4.253644;169.735;4.250375;45.68438;33.88361;357.3563;18.93125;27.80026;110.4412;3.9783;126.0438
4.251694;171.2563;4.265969;46.45125;34.16166;356.5819;20.75438;27.61018;110.36;3.985594;126.0437
4.253981;169.8412;4.255406;46.155;33.94075;357.2287;18.95937;27.68424;110.4425;3.980719;126.0431
4.241513;170.675;4.251531;45.87969;33.7609;356.8181;20.75969;27.28551;110.7525;3.973238;126.0431
4.256775;172.26;4.277563;48.50125;34.78494;356.5425;20.76719;28.0384;110.5713;3.988631;126.0431
4.258444;170.9425;4.266562;46.26875;33.86504;357.3169;20.77813;27.83643;110.56;3.990019;126.0425
4.254919;171.1463;4.264906;45.07687;33.7015;356.8481;20.74;27.69213;110.3875;3.987806;126.0406
4.258987;172.3412;4.275719;48.71031;34.24736;356.325;20.78156;28.17304;110.4075;3.9927;126.04
4.254112;169.8025;4.25125;46.18219;33.9551;357.3412;18.92813;27.73552;110.32;3.97515;126.0394
4.2642;171.5237;4.271094;47.43156;33.66656;356.9006;20.78781;28.19859;110.2775;3.999281;126.0394
4.254488;171.1113;4.262625;45.99844;34.04515;356.8219;20.72656;27.65764;110.385;3.986906;126.0394
4.259963;171.345;4.262063;44.19812;32.27735;356.8538;20.77531;27.99087;110.7813;3.997688;126.0394
4.265231;170.7962;4.264688;44.40281;31.82591;357.4406;20.80125;27.89563;110.1538;3.997331;126.0387
4.261181;171.7637;4.272875;47.185;34.47618;356.7112;20.79;27.8237;109.9475;3.990769;126.0381
4.263187;171.4975;4.270531;47.15937;33.58528;356.7263;20.78281;28.14691;110.2938;3.998644;126.0375
4.2189;167.605;4.206438;43.44094;31.88726;358.6331;20.75813;27.92101;110.4338;3.954806;126.0375
4.245469;170.8775;4.236781;44.14687;31.59754;357.4275;20.75469;27.91675;110.4825;3.976894;126.0375
4.254638;171.575;4.265594;46.79031;33.74692;356.7938;20.74656;28.13949;110.2937;3.986269;126.0375
4.260713;171.7725;4.260313;46.60969;32.91672;356.8406;20.76781;28.12305;109.8763;3.991369;126.0369
4.254188;169.6625;4.2575;45.61031;33.95255;357.1594;18.93937;27.64165;110.4;3.978938;126.0363
4.250569;171.8725;4.266562;46.45406;33.87062;356.9119;20.76313;27.9108;110.6762;3.9903;126.0363
4.259175;169.6362;4.257437;47.56625;33.73138;357.345;18.94813;27.62584;110.8887;3.982238;126.0362
4.194525;170.7725;4.204844;45.53281;34.06566;356.2669;20.735;27.83007;110.9287;3.928762;126.035
4.238513;170.22;4.248094;44.45125;33.26256;357.1594;20.75125;27.26214;110.5662;3.967631;126.035
4.253362;171.6575;4.258469;47.68719;33.3345;356.6512;20.76656;27.96637;109.9912;3.987731;126.035
4.247625;170.515;4.247594;44.7875;32.51902;357.21;20.75937;27.72749;110.25;3.979613;126.0344
4.248581;170.5963;4.247594;44.78812;32.49778;357.3094;20.76125;27.89985;110.2325;3.981656;126.0344
4.263113;171.5112;4.271469;47.265;33.65689;356.7544;20.785;28.0194;110.2337;3.993338;126.0338
4.255031;171.605;4.263969;46.56406;33.62702;356.8387;20.76219;28.07398;110.2725;3.986531;126.0338
4.246987;168.8675;4.233781;44.6325;32.6661;357.5625;19.04469;27.37885;111.19;3.967088;126.0331
4.259175;172.345;4.269187;48.72656;34.26725;356.4131;20.78531;28.24109;110.415;3.995831;126.0331
4.254375;171.53;4.271094;47.7;34.71128;356.6756;20.75375;28.10361;110.4287;3.983737;126.0325
4.25325;171.175;4.2675;46.38781;34.12032;356.7656;20.74688;27.6672;110.4313;3.986625;126.0325
4.240238;169.6337;4.240156;48.6125;34.68042;357.3956;19.02625;27.28656;111.9938;3.965456;126.0319
4.259138;170.94;4.273156;45.90125;33.86526;357.1594;20.79625;27.91837;110.5812;3.994913;126.0319
4.250269;171.8675;4.264281;45.92062;33.84571;356.8294;20.75438;27.80238;110.6675;3.984863;126.0313
4.264031;171.5;4.272344;47.80656;33.6221;356.7112;20.79719;28.1361;110.25;3.994313;126.0306
4.248206;170.375;4.262;45.87437;34.43792;356.6906;20.74906;27.72021;110.8225;3.976837;126.0306
4.2594;171.3725;4.263406;44.20531;32.3539;356.9775;20.7825;27.91721;110.7725;4.000894;126.03
4.253438;169.8188;4.246844;45.89906;33.47618;357.2044;18.94156;27.94156;110.3238;3.981656;126.0294
4.257281;171.6125;4.271125;47.97531;34.04322;356.7206;20.76844;28.38483;110.12;3.988275;126.0294
4.252125;171.2612;4.261969;46.50875;34.1657;356.7563;20.76156;27.76968;110.3675;3.979144;126.0294
4.255538;169.615;4.257656;45.62406;33.932;357.3394;18.94469;27.70862;110.4962;3.9861;126.0287
4.251994;169.1163;4.239844;44.02094;32.73529;357.75;19.02969;27.59591;110.9625;3.973744;126.0281
4.192237;170.12;4.187813;43.51344;32.14309;356.895;20.76219;27.67892;110.7312;3.928425;126.0275
4.2429;170.5425;4.24975;45.87563;33.8171;356.7206;20.73719;27.36291;110.7087;3.977869;126.0275
4.242825;171.7675;4.260781;45.93406;34.24791;357.3375;20.73812;28.09068;110.4788;3.979763;126.0275
4.250887;170.0975;4.249562;44.58438;32.78946;357.3975;20.75125;27.53101;110.4212;3.979781;126.0269
4.235175;170.575;4.247625;47.01531;34.8215;357.15;20.73969;27.42745;110.3087;3.968231;126.0269
4.250719;171.6662;4.260437;46.27563;34.08768;357.1781;20.75187;27.99464;110.3387;3.984188;126.0269
4.253288;169.7825;4.256562;46.15;33.96028;357.21;18.94969;27.66773;110.4037;3.982669;126.0263
4.266937;171.2175;4.268281;46.09594;33.01405;357.3619;20.77094;28.30922;109.915;3.997144;126.0263
4.255763;169.3313;4.251812;45.27813;33.12385;357.1388;18.94312;27.5008;110.505;3.975863;126.025
4.251637;170.0912;4.250281;43.35594;32.24288;357.4706;20.75625;27.56068;110.4263;3.984506;126.025
4.248581;169.9438;4.244719;43.45937;31.71295;357.5831;20.75063;27.70234;110.5863;3.980663;126.025
4.255219;171.6875;4.2625;44.60312;33.09023;357.1237;20.75312;27.96327;110.5625;3.988969;126.025
4.251188;171.4037;4.261531;46.51625;34.13203;356.6175;20.78813;27.72609;110.3438;3.9864;126.0238
4.248375;170.9512;4.252188;45.2875;32.60884;357.1031;20.75813;27.85877;110.3725;3.980663;126.0238
4.252388;169.8163;4.247781;46.17219;33.57618;357.2437;18.90688;27.72457;110.3662;3.977325;126.0231
4.25625;169.4312;4.246562;44.23438;33.05259;357.1125;18.93344;27.7525;110.5437;3.982687;126.0225
4.26495;171.4875;4.271031;46.745;33.53497;356.7431;20.81656;28.1124;110.2075;3.9957;126.0225
4.257187;172.3087;4.274031;47.53344;34.83969;356.7037;20.77469;28.04672;110.5638;3.989944;126.0225
4.144743;163.0375;4.105688;38.52031;29.79769;344.7337;17.325;23.12646;115.92;3.864356;126.0219
4.241831;171.8825;4.251531;47.05062;34.17529;356.2106;20.77406;28.00184;110.27;3.970669;126.0212
4.255894;169.365;4.247531;44.76625;33.0999;357.1556;18.97531;27.58699;110.5;3.979406;126.0206
4.263093;171.6787;4.27875;47.18562;34.46943;356.5912;20.77156;27.90241;109.9925;3.997237;126.0206
4.251618;171.3337;4.266593;46.51469;34.1282;356.6231;20.75406;27.6838;110.3512;3.983981;126.0206
4.238344;171.965;4.252781;48.41188;34.4623;362.2144;37.87156;30.115;109.5088;3.9729;126.0206
4.261744;171.7413;4.273281;47.18031;34.45592;356.7056;20.77875;27.90161;109.9338;3.993562;126.0194
4.243369;170.4563;4.253375;45.87688;33.78783;356.9756;20.76281;27.2912;110.65;3.977719;126.0194
4.249688;169.9713;4.232469;43.88219;32.8721;357.5569;20.7525;27.47435;110.6413;3.985519;126.0188
4.245862;166.1;4.240438;44.39375;33.5233;359.5294;29.02219;27.61308;108.4713;3.969094;126.0181
4.237706;171.4175;4.243062;46.19563;32.8247;357.3037;20.72906;27.67409;110.6538;3.968531;126.0181
4.240856;171.7838;4.255844;47.05469;34.20166;356.1487;20.78687;27.81248;110.3013;3.977644;126.0181
4.193869;170.7263;4.205625;45.53906;34.19508;356.1975;20.74562;27.86491;110.9012;3.927825;126.0175
4.240294;169.1925;4.236469;43.38;31.8738;357.8494;20.755;27.42454;110.34;3.9696;126.0175
4.251169;169.18;4.244625;43.93938;32.75082;357.4556;19.05094;27.66077;110.85;3.972825;126.0169
4.193531;170.665;4.204375;45.32219;34.1233;356.325;20.75687;27.77673;110.8812;3.929363;126.0169
4.265156;170.755;4.262406;44.06125;31.93371;357.3881;20.79437;27.94108;110.1413;3.99795;126.0163
4.245581;170.805;4.232906;43.73;31.69757;357.3431;20.75344;27.96728;110.445;3.975281;126.0163
4.246144;170.3225;4.247468;44.90344;33.4716;356.955;20.74406;27.25618;110.6888;3.970369;126.0163
4.252312;169.1175;4.24475;43.9525;32.75439;357.7256;19.04125;27.59406;110.925;3.974869;126.0156
4.246706;170.7162;4.243562;43.43344;31.71682;357.48;20.73406;27.9515;110.3887;3.975394;126.0156
4.249913;171.435;4.264843;46.64656;34.0911;356.5894;20.77938;27.78872;110.3725;3.982462;126.0156
4.253138;171.52;4.259094;47.09312;33.78267;356.9325;20.76781;28.0392;110.2613;3.986419;126.0144
4.249219;171.8313;4.261719;45.74562;33.71737;356.9156;20.74594;27.74035;110.7012;3.981094;126.0144
4.239694;170.1212;4.241063;44.45906;33.22097;357.3244;20.76375;27.2705;110.4825;3.972862;126.0131
4.249256;172.24;4.265969;48.17031;34.72467;356.6119;20.77969;27.82848;110.6762;3.9846;126.0131
4.246219;171.575;4.260313;47.05531;34.164;356.4281;20.77281;27.85209;110.4312;3.982875;126.0125
4.255013;169.6475;4.254687;45.6125;33.90883;357.1969;18.95875;27.83939;110.4337;3.981844;126.0119
4.243631;170.4525;4.250312;45.38375;33.7683;356.8463;20.76438;27.22468;110.6813;3.983438;126.0119
4.238494;171.4325;4.23625;46.63594;32.79758;357.4088;20.73594;27.64565;110.6125;3.973219;126.0113
4.241343;169.1563;4.237031;43.38688;31.83521;357.8531;20.76062;27.42242;110.3125;3.967312;126.0112
4.256775;169.5313;4.255;45.28219;33.78048;357.27;18.94563;27.80938;110.4762;3.984975;126.0106
4.2516;170.0813;4.256125;44.34531;33.14975;357.3862;20.75031;27.3912;110.6325;3.983344;126.01
4.253456;171.4563;4.263156;46.57031;34.60019;356.6644;20.77125;27.99535;110.3725;3.98295;126.01
4.251937;169.1062;4.242188;43.93063;32.75306;357.45;19.05156;27.61545;110.8625;3.969656;126.0094
4.252125;169.8013;4.246469;45.89375;33.55622;357.3019;18.93906;27.98669;110.3675;3.973744;126.0094
4.255988;169.4413;4.243219;44.29813;33.06317;357.2006;18.96844;27.6812;110.5125;3.979294;126.0088
4.257019;171.4775;4.255031;45.14437;32.48368;357.0075;20.78687;27.94999;110.3712;3.994875;126.0081
4.262625;171.7575;4.273844;46.70719;34.40325;356.4937;20.77938;28.03603;110.4613;3.997988;126.0075
4.242881;171.8163;4.26;47.05625;34.17677;356.2294;20.76281;28.08237;110.3225;3.976294;126.0075
4.242675;171.705;4.257844;47.04344;34.14356;356.3419;20.72875;27.9064;110.3562;3.980138;126.0075
4.246462;170.4987;4.243062;44.77281;32.52618;357.1069;20.76531;27.81301;110.2675;3.980362;126.0069
4.238175;169.0737;4.224375;43.8625;32.10546;357.3375;19.00906;27.46058;111.3388;3.96;126.0062
4.242375;170.185;4.279594;48.97125;36.8417;356.6156;20.80938;27.27417;111.73;3.975;126.0056
4.241625;171.72;4.256187;47.04469;34.19847;356.2538;20.75906;27.89634;110.3087;3.977925;126.005
4.249087;171.4662;4.262719;47.05687;34.16634;356.3513;20.77688;27.76521;110.3512;3.986887;126.005
4.252631;171.4675;4.264594;44.98219;33.35661;357.15;20.75875;28.0785;110.2312;3.984281;126.005
4.248544;171.84;4.262219;45.75625;33.82913;356.7544;20.75125;27.74934;110.6875;3.985219;126.005
4.260993;171.75;4.267656;46.61219;32.87312;356.9381;20.79938;28.18638;109.9337;3.990731;126.0044
4.240631;170.0925;4.245438;44.445;33.18767;357.3825;20.76469;27.26121;110.5387;3.975338;126.0031
4.25385;171.66;4.261344;44.60625;33.07615;356.8631;20.76094;28.07287;110.5188;3.993469;126.0031
4.2447;170.365;4.25275;44.47531;33.46814;356.8819;20.75406;27.25851;110.6675;3.974887;126.0025
4.248356;170.0875;4.251906;44.635;32.82693;357.2625;20.73812;27.47913;110.4437;3.979256;126.0013
4.268363;171.1937;4.266;47.37406;32.94004;357.285;20.77844;28.28431;109.9287;3.999244;126.0006
4.251019;169.1275;4.238187;44.50312;32.71727;357.5381;19.05;27.56899;110.91;3.971887;126
4.192125;170.1438;4.189688;43.49062;32.11491;356.9438;20.74906;27.48438;110.75;3.925875;126
4.247906;169.995;4.241219;43.01594;31.70815;357.7181;20.74156;27.43387;110.6062;3.977025;125.9994
4.246238;168.935;4.233594;44.64469;32.68212;357.585;19.035;27.37313;111.1913;3.9654;125.9987
4.248787;170.2787;4.251031;44.96719;33.42958;357.1013;20.77125;27.21502;110.73;3.97635;125.9987
4.252388;171.3412;4.269656;46.50844;34.66745;356.5031;20.75094;28.07365;110.38;3.983119;125.9987
4.248281;169.9413;4.24575;42.4675;31.75003;357.5719;20.74906;27.50958;110.5775;3.980794;125.9981
4.259719;170.98;4.2745;45.88719;33.89489;357.1594;20.80344;27.98484;110.58;3.993394;125.9975
4.247025;170.425;4.246687;44.78219;32.48321;357.1481;20.74094;27.83562;110.27;3.980494;125.9975
4.257562;171.6;4.269938;47.97031;34.14587;356.4975;20.78906;28.30017;110.1438;3.986644;125.9969
4.243313;171.9;4.255469;47.79844;34.2193;356.5688;20.75625;28.23628;110.3;3.973875;125.9969
4.260262;170.9362;4.270031;45.77938;33.96881;357.0806;20.79375;27.80569;110.5375;3.990263;125.995
4.246125;168.8925;4.237688;44.65781;32.68369;357.8681;19.01656;27.37633;111.1663;3.966619;125.9938
4.245038;171.6125;4.258;47.05531;34.2467;356.4544;20.74594;27.96473;110.3412;3.983063;125.9938
4.234162;170.4538;4.250688;46.77531;34.82296;357.1875;20.73656;27.32843;110.3675;3.96615;125.9937
4.255556;172.1263;4.276594;47.96875;34.81463;356.6775;20.76875;27.97116;110.5488;3.990412;125.9931
4.254337;171.6512;4.258657;46.7775;32.88095;356.9438;20.76188;28.08073;110.0125;3.986175;125.9925
4.245881;168.9888;4.230875;44.6625;32.68724;357.7181;19.04562;27.32135;111.1263;3.96885;125.9919
4.252106;169.77;4.243844;45.54781;33.48743;357.3131;18.94812;27.86348;110.3175;3.981225;125.9919
4.192294;170.6687;4.205406;44.95844;33.98887;356.3081;20.75406;27.65522;110.8288;3.930881;125.9919
4.247512;171.5287;4.26325;47.05625;34.14653;356.2744;20.74125;27.79188;110.3525;3.978487;125.9919
4.251863;170.0762;4.253781;44.34657;33.18044;357.3356;20.73969;27.44411;110.67;3.982125;125.9912
4.249631;172.1;4.267375;47.86875;34.66262;356.5894;20.76094;27.90144;110.6475;3.984525;125.9906
4.265906;171.4462;4.276625;47.81094;33.48833;356.715;20.80344;28.17373;110.2075;4.002675;125.99
4.25115;169.135;4.240938;44.23656;32.76347;357.5963;19.02563;27.62109;110.9125;3.97455;125.9894
4.246912;170.3362;4.263688;45.86656;34.46809;356.6344;20.75438;27.58848;110.7225;3.980475;125.9894
4.252031;171.5375;4.260156;47.08406;33.8054;356.7563;20.76031;27.9794;110.3375;3.983531;125.9894
4.250119;171.825;4.264656;45.72469;33.73072;356.9156;20.77719;27.87184;110.6413;3.984131;125.9894
4.243969;171.72;4.262063;46.12219;34.17591;357.6375;20.74562;28.21134;110.4825;3.978525;125.9888
4.260993;170.7462;4.260813;46.8875;34.15098;356.3944;18.92562;28.07837;110.7462;3.989644;125.9881
4.250156;170.08;4.2565;44.64281;32.83669;357.3637;20.77781;27.38685;110.4912;3.984262;125.9875
4.250156;171.5063;4.263594;48.18406;34.02531;356.6344;20.73906;28.03707;110.375;3.981281;125.9875
4.262869;171.6012;4.276875;45.88813;34.18422;356.5875;20.79219;27.8437;110.0175;3.995775;125.9863
4.255931;171.0025;4.245812;44.63125;31.60586;357.2775;20.74031;27.98386;110.2038;3.985369;125.9863
4.250719;171.6787;4.264;46.285;34.09922;357.3094;20.75;28.10368;110.3887;3.978169;125.9863
4.243706;171.9263;4.256688;47.06469;34.15399;356.3588;20.75281;28.2338;110.3637;3.973312;125.9863
4.252838;171.72;4.266;45.49219;33.1381;357.0281;20.77625;28.00671;110.5987;3.984919;125.9863
4.250231;170;4.253282;44.35313;33.12161;357.4575;20.75531;27.56613;110.6225;3.98295;125.9844
4.260169;170.9575;4.275156;45.89156;33.97846;357.1237;20.79531;27.89999;110.5475;3.99375;125.9837
4.255069;171.595;4.255375;46.76437;32.86857;356.7112;20.77406;28.25412;109.9538;3.988987;125.9837
4.243894;171.9187;4.256437;47.07125;34.17187;356.5125;20.76563;28.20377;110.2937;3.975956;125.9831
4.237331;169.0187;4.224125;44.46375;32.05944;357.4931;19.01406;27.48845;111.3325;3.9615;125.9819
4.256793;171.5338;4.266219;47.95625;34.14375;356.3756;20.78563;28.24656;110.1462;3.985462;125.9819
4.248544;169.01;4.236187;44.67031;32.61707;357.7762;19.01094;27.40603;111.1687;3.976612;125.9812
4.265456;171.475;4.272937;46.5725;33.52546;356.9175;20.79562;28.15584;110.2138;3.999469;125.9812
4.252631;169.1162;4.239281;44.50031;32.789;357.6038;19.02687;27.49366;110.9788;3.97245;125.98
4.255425;171.4563;4.261844;44.92375;33.26408;357.0019;20.75531;28.2057;110.2575;3.99315;125.98
4.252181;169.1525;4.243219;44.49656;32.73929;357.7894;19.03625;27.53519;110.9788;3.972862;125.9794
4.240425;170.0775;4.240125;44.45781;33.2054;357.3244;20.74438;27.25679;110.52;3.97575;125.9794
4.250906;169.1313;4.234375;44.49532;32.743;357.7781;19.03594;27.53664;110.9;3.976312;125.9788
4.192631;170.1263;4.186125;43.60688;32.1978;356.7206;20.74844;27.47406;110.725;3.923006;125.9788
4.244081;171.925;4.258718;48.02938;34.28279;356.7637;20.765;28.33346;110.255;3.978563;125.9788
4.251112;171.5425;4.259344;47.10781;33.87639;356.8744;20.74219;27.99803;110.3375;3.98865;125.9781
4.243762;171.9;4.257813;47.0675;34.17124;356.4075;20.78719;28.14957;110.2813;3.976875;125.9781
4.239019;169.6;4.24225;47.42812;34.69221;357.3263;19.00469;27.13898;111.985;3.960281;125.9775
4.249388;170.1425;4.258718;44.3625;33.20759;357.045;20.74969;27.24422;110.7138;3.982594;125.9762
4.260844;171.65;4.263594;46.61125;32.82514;356.9719;20.7975;28.18673;109.925;3.992719;125.9756
4.248375;170.945;4.254625;45.21281;32.58315;356.865;20.76188;27.99743;110.3725;3.980644;125.9756
4.257038;171.3313;4.253094;45.14625;32.47202;357.0112;20.79;27.9914;110.4413;3.988312;125.975
4.254975;172.0912;4.276781;47.8375;34.87206;356.5969;20.77031;28.03475;110.5263;3.988594;125.975
4.191712;170.565;4.197312;44.36875;33.62223;356.2931;20.72594;27.53868;110.8487;3.929963;125.9744
4.259287;172.315;4.273938;48.72344;34.19294;356.4413;20.80031;28.18256;110.4375;3.992231;125.9738
4.21935;167.5025;4.213219;43.52719;31.90412;358.7288;20.765;27.98633;110.4238;3.950925;125.9738
