K5PS14_1.PV;K5PS14_2.PV;K5P10.PV;K5F5.PV
4.150988;4.244775;4.248219;32.93687
4.119263;4.240556;4.248219;36.43077
4.132913;4.253925;4.248188;34.89155
4.133794;4.255575;4.248188;34.64097
4.150238;4.262119;4.248188;32.33794
4.145119;4.255369;4.248188;32.75546
4.156837;4.25535;4.248188;31.58217
4.154063;4.247944;4.248188;32.45607
4.150763;4.241794;4.248188;32.90503
4.145325;4.265494;4.248156;32.66095
4.1331;4.2543;4.248156;34.40778
4.144481;4.257412;4.248156;33.19294
4.1496;4.261275;4.248156;32.39689
4.138163;4.249275;4.248156;34.0687
4.152375;4.253531;4.248156;32.81807
4.134656;4.244662;4.248156;34.93645
4.146713;4.268794;4.248125;32.49966
4.142906;4.260468;4.248125;32.93025
4.145156;4.257469;4.248125;33.31238
4.139269;4.250381;4.248125;33.28507
4.154625;4.266;4.248125;32.29457
4.152;4.264781;4.248125;32.41235
4.153556;4.264688;4.248125;32.3472
4.1565;4.256588;4.248125;31.89654
4.130531;4.238044;4.248125;35.27932
4.1367;4.251375;4.248094;33.89505
4.139606;4.258725;4.248094;32.71039
4.1331;4.254337;4.248094;34.658
4.150275;4.273219;4.248094;31.74178
4.146506;4.258931;4.248094;33.3935
4.146075;4.257956;4.248094;32.71217
4.145663;4.256288;4.248094;33.58335
4.139869;4.238513;4.248094;33.26256
4.131281;4.252837;4.248063;34.32458
4.147744;4.264894;4.248063;32.51095
4.152038;4.263187;4.248063;32.34004
4.144388;4.248337;4.248063;33.8485
4.141744;4.241062;4.248063;34.12651
4.135519;4.235475;4.248063;34.69136
4.143338;4.236656;4.248063;33.18152
4.124475;4.246013;4.248063;35.72651
4.134075;4.255594;4.248032;33.74107
4.130906;4.252162;4.248031;34.74939
4.14285;4.264444;4.248031;33.31953
4.146937;4.239038;4.248031;32.81912
4.138275;4.250231;4.248;33.64286
4.134562;4.248169;4.248;33.98244
4.145831;4.266694;4.248;33.09064
4.145775;4.25835;4.248;32.71682
4.123969;4.245769;4.248;35.62116
4.148757;4.261125;4.247969;32.35578
4.1502;4.251394;4.247969;32.94238
4.145719;4.24725;4.247969;32.82959
4.145438;4.247531;4.247969;32.77399
4.140844;4.233994;4.247969;33.78285
4.147406;4.258763;4.247938;32.45656
4.154719;4.252031;4.247938;32.69302
4.152338;4.2468;4.247938;32.06489
4.1295;4.250438;4.247938;35.19202
4.128431;4.236094;4.247937;35.80529
4.132688;4.250888;4.247906;33.14668
4.145494;4.263956;4.247906;31.65946
4.147106;4.260056;4.247906;32.68858
4.143731;4.257281;4.247906;32.81757
4.149056;4.250213;4.247906;32.66253
4.150631;4.248244;4.247906;32.47416
4.12815;4.249988;4.247906;34.9697
4.151925;4.248038;4.247875;32.78768
4.146619;4.266263;4.247844;32.73771
4.142531;4.263956;4.247844;33.25817
4.142813;4.254525;4.247844;32.9426
4.138331;4.237519;4.247844;34.23631
4.146544;4.245975;4.247844;33.61366
4.151625;4.25175;4.247844;32.75989
4.087875;4.203563;4.247844;40.42391
4.141462;4.255256;4.247813;33.59223
4.145156;4.264031;4.247813;32.72634
4.141125;4.250607;4.247813;33.13818
4.145119;4.265718;4.247812;33.01647
4.133362;4.255312;4.247812;34.94726
4.145006;4.255331;4.247812;33.57359
4.130906;4.241156;4.247812;35.2259
4.1412;4.26135;4.247781;33.07557
4.147125;4.255725;4.247781;32.49147
4.140844;4.254244;4.247781;33.24242
4.143169;4.252388;4.247781;33.57618
4.150781;4.250887;4.247781;33.03448
4.145625;4.23795;4.247781;32.92558
4.11795;4.230263;4.247781;36.7047
4.13955;4.258444;4.24775;33.19622
4.1487;4.266937;4.24775;32.6946
4.149638;4.2687;4.24775;32.34788
4.136813;4.256756;4.24775;33.80267
4.141538;4.260488;4.24775;32.96951
4.146112;4.248037;4.24775;32.86454
4.146806;4.243163;4.24775;33.43543
4.131037;4.238456;4.24775;35.17587
4.129781;4.2402;4.24775;35.13223
4.151719;4.249425;4.247719;32.66411
4.149019;4.243481;4.247719;32.64493
4.144275;4.264594;4.247688;32.49867
4.143769;4.255987;4.247687;33.07021
4.145344;4.2462;4.247687;33.49943
4.12935;4.237988;4.247687;35.12727
4.136194;4.256962;4.247656;33.85768
4.153462;4.274775;4.247656;33.00945
4.154438;4.2765;4.247656;32.37323
4.143225;4.253812;4.247656;33.19952
4.1535;4.2525;4.247656;32.25962
4.152712;4.252519;4.247656;32.25283
4.150463;4.241194;4.247656;32.94659
4.142906;4.236244;4.247656;33.14882
4.14615;4.239263;4.247656;33.20476
4.131525;4.225575;4.247656;34.29786
4.125169;4.246669;4.247656;36.10993
4.104825;4.225688;4.247656;38.01818
4.122937;4.245;4.247656;35.76282
4.13685;4.258556;4.247625;33.80677
4.144388;4.264237;4.247625;32.85948
4.133812;4.255069;4.247625;34.65104
4.144031;4.265719;4.247625;33.26365
4.148719;4.260019;4.247625;32.71106
4.145437;4.255162;4.247625;32.79655
4.146637;4.243237;4.247625;33.25949
4.135744;4.235175;4.247625;34.8215
4.152206;4.249519;4.247625;32.47043
4.142437;4.235662;4.247625;33.46747
4.140882;4.254506;4.247594;33.62578
4.144256;4.262925;4.247594;32.68367
4.140337;4.253081;4.247594;33.41398
4.149638;4.250775;4.247594;32.90591
4.149919;4.247625;4.247594;32.51902
4.151438;4.248581;4.247594;32.49778
4.133063;4.2267;4.247594;34.31159
4.142156;4.242619;4.247562;33.64112
4.134;4.235194;4.247562;33.9114
4.147069;4.247962;4.247562;32.82802
4.150369;4.24755;4.247562;32.81939
4.124382;4.245937;4.247562;35.59381
4.145362;4.255237;4.247531;32.73949
4.146956;4.255894;4.247531;33.0999
4.156837;4.25625;4.247531;31.54665
4.128656;4.24965;4.247531;35.02773
4.139456;4.253869;4.2475;33.17735
4.148438;4.26615;4.2475;32.29184
4.147013;4.268588;4.2475;33.17562
4.153275;4.262663;4.2475;31.49844
4.147913;4.259438;4.2475;32.42402
4.153313;4.2645;4.2475;32.3677
4.13835;4.237837;4.2475;33.1837
4.137638;4.236675;4.2475;33.85533
4.14345;4.2561;4.247469;32.97505
4.1346;4.234387;4.247469;34.81707
4.144894;4.246387;4.247469;32.81585
4.145719;4.237463;4.247469;32.83262
4.146338;4.246144;4.247468;33.4716
4.151738;4.251094;4.247468;32.92981
4.143938;4.255181;4.247437;33.64307
4.135856;4.251581;4.247437;33.27436
4.138406;4.259269;4.247437;33.65042
4.148494;4.270031;4.247437;32.59541
4.146956;4.259606;4.247437;31.81416
4.152975;4.243669;4.247437;32.53511
4.155319;4.273069;4.247406;31.31246
4.147462;4.257131;4.247406;32.15599
4.146863;4.258012;4.247406;33.12748
4.1493;4.257656;4.247406;31.93376
4.153406;4.261312;4.247406;32.01065
4.152075;4.251244;4.247406;32.07078
4.147838;4.249275;4.247406;32.92449
4.111725;4.232794;4.247406;37.14393
4.139062;4.257113;4.247375;33.90173
4.140356;4.250662;4.247344;33.02707
4.144969;4.255013;4.247344;32.95321
4.148363;4.2477;4.247344;32.99423
4.148025;4.247663;4.247344;33.04778
4.115981;4.227356;4.247344;36.63472
4.086731;4.202175;4.247344;40.40864
4.153519;4.272206;4.247313;31.96335
4.142419;4.253981;4.247313;33.2385
4.14945;4.246369;4.247313;32.92074
4.146094;4.246613;4.247313;32.64158
4.144106;4.243631;4.247313;33.64048
4.137394;4.231987;4.247313;33.95922
4.085494;4.200694;4.247313;40.39962
4.141331;4.258969;4.247282;33.11349
4.135988;4.235719;4.247282;33.53934
4.141331;4.259663;4.247281;33.77406
4.142681;4.264219;4.247281;33.15629
4.147594;4.265794;4.247281;32.63313
4.142813;4.255481;4.247281;33.36343
4.104881;4.225069;4.247281;38.97626
4.140806;4.250906;4.24725;33.06713
4.147069;4.258987;4.24725;32.91434
4.14825;4.260862;4.24725;33.28899
4.147669;4.265381;4.247219;32.3173
4.13715;4.249369;4.247219;33.14772
4.151569;4.262738;4.247219;32.32991
4.132144;4.239319;4.247219;35.07493
4.150594;4.268437;4.247188;32.28219
4.143844;4.25475;4.247188;32.97329
4.150425;4.262588;4.247188;32.32564
4.141331;4.245337;4.247188;33.89337
4.147444;4.244906;4.247188;33.01729
4.150406;4.251206;4.247188;33.21551
4.129238;4.239956;4.247188;35.27727
4.128581;4.250231;4.247188;35.01899
4.144856;4.263131;4.247156;32.53268
4.142363;4.254131;4.247156;33.54694
4.141819;4.252838;4.247156;33.42202
4.144425;4.248206;4.247156;33.86247
4.148494;4.244493;4.247156;33.05943
4.137769;4.259025;4.247125;33.62274
4.141144;4.254075;4.247125;33.29797
4.154081;4.263225;4.247125;32.28872
4.150312;4.251563;4.247125;32.90349
4.152112;4.263525;4.247094;31.89681
4.140187;4.261819;4.247094;33.79946
4.147519;4.258612;4.247094;32.48365
4.148269;4.260337;4.247094;32.37354
4.140094;4.254844;4.247063;33.57727
4.137675;4.258875;4.247063;33.7986
4.143844;4.2558;4.247063;33.38371
4.137694;4.249294;4.247063;32.97059
4.149844;4.247494;4.247063;32.89528
4.147106;4.239;4.247063;32.88182
4.145082;4.237369;4.247063;33.14227
4.125712;4.247606;4.247063;35.52815
4.143169;4.255837;4.247062;33.17826
4.137094;4.248562;4.247031;33.63506
4.140375;4.258219;4.247031;33.09986
4.138069;4.250475;4.247031;33.22753
4.147687;4.247344;4.247031;33.05239
4.147875;4.247606;4.247031;32.33664
4.150612;4.241869;4.247031;32.91008
4.1322;4.240013;4.247031;35.12043
4.136813;4.257881;4.247;33.57447
4.134806;4.254225;4.247;33.6973
4.140844;4.259287;4.247;33.47705
4.143638;4.252819;4.247;33.31997
4.147763;4.247381;4.247;33.18988
4.151625;4.253494;4.247;32.82116
4.151175;4.251187;4.247;32.76927
4.145381;4.265887;4.246969;32.57824
4.143825;4.264594;4.246969;33.4231
4.142231;4.263581;4.246969;33.19947
4.1472;4.246519;4.246969;32.35014
4.15035;4.2585;4.246938;31.91097
4.148306;4.246781;4.246938;33.23084
4.149675;4.261087;4.246937;31.73543
4.136569;4.25265;4.246937;33.45291
4.130456;4.237725;4.246937;35.28655
4.14105;4.252706;4.246906;33.72385
4.144406;4.255894;4.246906;32.61082
4.150444;4.258969;4.246906;31.90983
4.127438;4.220569;4.246906;34.46541
4.119263;4.230844;4.246906;36.72079
4.138688;4.249312;4.246875;32.48317
4.148794;4.257975;4.246875;31.88703
4.146094;4.258106;4.246875;33.46508
4.1445;4.240144;4.246875;33.19492
4.142775;4.262887;4.246844;33.00787
4.140956;4.25265;4.246844;33.47226
4.144256;4.253438;4.246844;33.47618
4.137919;4.249106;4.246812;33.63594
4.146094;4.265475;4.246812;32.83113
4.138931;4.257318;4.246812;33.17772
4.135238;4.247044;4.246812;32.31808
4.139569;4.251731;4.246812;33.40701
4.148756;4.259363;4.246812;32.05173
4.151756;4.263487;4.246781;31.91735
4.145156;4.262625;4.246781;31.75628
4.136494;4.258725;4.246781;33.70613
4.139006;4.250681;4.246781;34.06891
4.147631;4.244812;4.246781;33.18611
4.132163;4.252312;4.24675;33.75905
4.138837;4.257169;4.24675;33.22996
4.138537;4.252069;4.24675;33.7232
4.139963;4.251394;4.24675;33.01362
4.152431;4.260056;4.24675;32.03336
4.13535;4.233281;4.24675;35.07171
4.13865;4.257694;4.246719;33.19667
4.146281;4.263937;4.246719;32.51899
4.141406;4.2513;4.246719;32.92206
4.142344;4.254937;4.246719;33.01625
4.139137;4.25055;4.246719;33.49762
4.146675;4.246369;4.246719;32.00471
4.1385;4.238025;4.246719;33.64149
4.142156;4.242844;4.246719;32.77189
4.1409;4.258462;4.246718;33.70487
4.152132;4.252368;4.246688;32.0168
4.142888;4.264744;4.246687;33.30975
4.140694;4.250325;4.246687;32.83685
4.1466;4.259344;4.246687;32.35622
4.146544;4.257525;4.246687;32.48857
4.147406;4.246819;4.246687;32.92539
4.149037;4.247025;4.246687;32.48321
4.154269;4.248075;4.246687;32.30447
4.141819;4.253138;4.246656;32.16185
4.136475;4.245956;4.246656;33.08887
4.15155;4.262531;4.246656;32.327
4.130343;4.24035;4.246656;35.14563
4.14255;4.25985;4.246625;32.92892
4.140525;4.252106;4.246625;34.09126
4.149713;4.259381;4.246625;33.27245
4.140337;4.233206;4.246625;33.42073
4.151044;4.263787;4.246594;32.47603
4.141313;4.253719;4.246594;33.28877
4.132012;4.241831;4.246593;34.94456
4.141313;4.254094;4.246562;33.61237
4.136644;4.256681;4.246562;33.7986
4.143656;4.255031;4.246562;32.67768
4.141219;4.252875;4.246562;33.42677
4.142513;4.254338;4.246562;33.10865
4.151175;4.263;4.246562;32.33847
4.147593;4.25625;4.246562;33.05259
4.132838;4.234031;4.246562;33.21542
4.117162;4.238963;4.246562;36.74183
4.140469;4.252294;4.246531;33.71867
4.141706;4.262644;4.246531;33.03741
4.143037;4.261631;4.246531;32.73991
4.145794;4.263937;4.246531;32.32269
4.139663;4.262156;4.246531;32.61858
4.131732;4.239131;4.246531;35.0084
4.131844;4.238981;4.246531;35.14486
4.122506;4.244344;4.246531;35.72783
4.151981;4.263469;4.2465;32.40968
4.138181;4.237819;4.2465;33.45466
4.114275;4.226381;4.2465;36.73941
4.141275;4.258538;4.246469;32.63491
4.148719;4.260975;4.246469;32.66099
4.135763;4.24695;4.246469;33.72318
4.137131;4.248562;4.246469;33.76046
4.143581;4.252125;4.246469;33.55622
4.152637;4.245788;4.246469;32.46957
4.145738;4.26735;4.246438;33.11338
4.133756;4.251956;4.246438;33.75443
4.141238;4.252444;4.246438;33.12033
4.151606;4.2636;4.246438;32.45566
4.154737;4.266825;4.246438;32.62818
4.14135;4.253344;4.246438;33.28726
4.122881;4.244287;4.246438;35.56784
4.146525;4.267612;4.246437;31.96993
4.138687;4.250531;4.246407;33.6448
4.143656;4.263562;4.246407;32.27203
4.149938;4.244775;4.246407;32.16119
4.104319;4.225594;4.246407;38.06439
4.138237;4.259644;4.246406;33.43183
4.142381;4.261331;4.246406;32.40086
4.143993;4.257412;4.246406;32.97815
4.142663;4.242731;4.246406;32.69259
4.155188;4.255238;4.246406;31.8674
4.138706;4.239582;4.246406;33.51874
4.145644;4.237631;4.246406;32.89482
4.145194;4.237762;4.246406;33.12822
4.132856;4.226663;4.246406;34.27985
4.130363;4.2381;4.246406;35.1822
4.123556;4.246031;4.246406;35.08528
4.142363;4.262269;4.246375;33.71672
4.1478;4.260787;4.246375;32.64027
4.1397;4.249106;4.246375;33.07197
4.140713;4.253794;4.246375;33.42465
4.122525;4.233337;4.246375;35.06301
4.146544;4.264425;4.246344;32.68303
4.140656;4.258762;4.246344;32.72482
4.150894;4.269544;4.246344;32.19283
4.140225;4.25865;4.246344;33.13307
4.143169;4.254656;4.246344;32.92162
4.153088;4.261294;4.246344;32.02564
4.125863;4.224206;4.246344;35.60035
4.135538;4.256475;4.246313;33.80396
4.149862;4.271756;4.246313;31.27504
4.138762;4.250963;4.246313;32.9999
4.138219;4.250794;4.246313;33.57053
4.144612;4.245019;4.246313;32.76209
4.14;4.25865;4.246281;33.1914
4.138181;4.250681;4.246281;32.92823
4.145793;4.258819;4.246281;32.45229
4.135331;4.255763;4.24625;33.81883
4.137113;4.25565;4.24625;33.58614
4.142344;4.261406;4.24625;32.53693
4.148456;4.269375;4.24625;32.2262
4.133906;4.2519;4.24625;33.19448
4.131863;4.243594;4.24625;34.33496
4.145138;4.257375;4.24625;32.46655
4.153687;4.253625;4.24625;32.0481
4.113469;4.234031;4.24625;36.99846
4.129125;4.2498;4.24625;35.15374
4.138556;4.260562;4.246219;33.10897
4.140356;4.257356;4.246219;33.03827
4.149394;4.261312;4.246219;32.66388
4.140881;4.251506;4.246219;32.80145
4.148606;4.241868;4.246219;33.10378
4.145194;4.265269;4.246188;32.29503
4.144706;4.262419;4.246188;32.77592
4.145587;4.267031;4.246188;33.26559
4.1445;4.25625;4.246188;32.98143
4.132875;4.230338;4.246188;34.9287
4.136306;4.236938;4.246188;33.62541
4.141125;4.261106;4.246187;32.5816
4.148962;4.249294;4.246187;32.3886
4.140038;4.254413;4.246156;33.59069
4.145269;4.262944;4.246156;32.6808
4.140563;4.261369;4.246156;32.89845
4.149938;4.259869;4.246156;31.68173
4.146075;4.258931;4.246156;33.37891
4.14855;4.260131;4.246156;32.92583
4.145775;4.246294;4.246156;32.86544
4.111931;4.229175;4.246156;37.47175
4.138275;4.251994;4.246125;33.8867
4.141819;4.260319;4.246125;32.24792
4.136044;4.254956;4.246125;33.78741
4.144537;4.257787;4.246125;32.00974
4.1427;4.253625;4.246125;33.18943
4.144294;4.257093;4.246125;33.2076
4.145381;4.257487;4.246125;32.55121
4.147763;4.238962;4.246125;32.87141
4.142906;4.256906;4.246094;33.63178
4.142419;4.26165;4.246094;32.85099
4.130906;4.251937;4.246094;34.74773
4.139325;4.249425;4.246094;33.02263
4.139625;4.252219;4.246094;33.48549
4.150781;4.261875;4.246094;32.33173
4.152525;4.264556;4.246094;32.33936
4.144837;4.254169;4.246094;32.72973
4.153088;4.248862;4.246094;32.82715
4.14255;4.234875;4.246094;33.40896
4.137563;4.258537;4.246063;33.59916
4.132388;4.243688;4.246063;33.75031
4.1424;4.255087;4.246063;33.14159
4.114275;4.226006;4.246063;36.74693
4.126763;4.247606;4.246063;35.24521
4.15185;4.26315;4.246062;31.94309
4.143225;4.261387;4.246062;31.6415
4.142906;4.254206;4.246062;32.15823
4.139287;4.251019;4.246062;33.48748
4.146132;4.247006;4.246062;32.93753
4.137356;4.247175;4.246031;33.12008
4.14615;4.259044;4.246031;33.24002
4.145437;4.257712;4.246031;32.73017
4.149131;4.249669;4.246031;32.7964
4.147012;4.244625;4.246031;33.19488
4.151606;4.245225;4.246031;32.44375
4.131525;4.239319;4.246031;35.06551
4.149469;4.26945;4.246;32.39061
4.1478;4.259438;4.246;32.35196
4.143413;4.242938;4.246;32.78036
4.113637;4.23465;4.246;37.13169
4.1406;4.258969;4.245969;32.70736
4.138369;4.256906;4.245969;33.03631
4.140806;4.253044;4.245969;32.40004
4.1448;4.257487;4.245969;32.96668
4.148719;4.258913;4.245969;32.01407
4.139456;4.239675;4.245969;33.84807
4.122262;4.244025;4.245969;35.61118
4.133756;4.2453;4.245937;34.0246
4.147969;4.265906;4.245937;32.29568
4.143188;4.255687;4.245937;32.46733
4.144406;4.257375;4.245937;32.97218
4.143956;4.25475;4.245937;32.15552
4.113506;4.225125;4.245937;36.63127
4.120969;4.241625;4.245937;35.7628
4.140488;4.26045;4.245906;33.31696
4.130831;4.252331;4.245906;34.76823
4.141013;4.258894;4.245906;33.70053
4.146225;4.258012;4.245906;32.46302
4.139156;4.240762;4.245906;34.00907
4.143394;4.26345;4.245875;32.1682
4.142794;4.264331;4.245875;33.558
4.1442;4.255988;4.245875;32.91589
4.148587;4.248244;4.245875;32.34835
4.15275;4.246856;4.245875;32.34004
4.129594;4.239281;4.245875;35.25418
4.085362;4.2015;4.245875;40.29958
4.146169;4.264537;4.245844;32.95145
4.137806;4.249312;4.245844;32.99642
4.139231;4.258331;4.245812;33.36647
4.142925;4.2612;4.245812;32.93268
4.148063;4.269187;4.245812;32.62377
4.138781;4.250119;4.245812;33.41026
4.146843;4.258819;4.245812;32.73373
4.14675;4.244269;4.245812;32.76306
4.157006;4.255931;4.245812;31.60586
4.131656;4.238775;4.245812;34.2705
4.128919;4.250962;4.245812;36.03469
4.144481;4.256231;4.245781;33.37947
4.131656;4.229288;4.245781;34.93949
4.154156;4.253344;4.245781;32.18968
4.128281;4.237969;4.245781;35.21144
4.1469;4.260525;4.24575;31.79083
4.140169;4.2537;4.24575;33.63984
4.140937;4.255219;4.24575;33.61642
4.135238;4.2507;4.24575;33.51699
4.137225;4.254562;4.24575;33.03501
4.148475;4.248281;4.24575;31.75003
4.142831;4.235363;4.24575;33.2085
4.12125;4.24365;4.24575;35.69217
4.13625;4.249012;4.245719;33.35537
4.144594;4.263394;4.245719;32.57242
4.14135;4.251619;4.245719;32.32159
4.132481;4.2435;4.245719;34.31207
4.144631;4.2567;4.245719;32.83617
4.150012;4.261444;4.245719;32.33531
4.143056;4.255275;4.245719;32.62798
4.142888;4.262569;4.245718;32.98561
4.148288;4.247381;4.245718;32.70229
4.128263;4.238325;4.245718;35.28343
4.143356;4.260169;4.245687;33.13526
4.130719;4.252594;4.245687;34.30891
4.133288;4.23195;4.245687;35.00403
4.143562;4.235868;4.245687;33.30533
4.144837;4.2633;4.245656;32.47494
4.142606;4.254225;4.245656;33.27433
4.109663;4.226475;4.245656;37.53444
4.1373;4.249012;4.245625;33.32679
4.133456;4.253362;4.245625;32.05859
4.141125;4.259719;4.245625;32.94345
4.14225;4.251563;4.245625;33.3527
4.148156;4.258031;4.245625;32.03338
4.150537;4.257487;4.245625;31.90892
4.1349;4.23585;4.245625;33.59288
4.148775;4.246706;4.245625;32.94055
4.142906;4.235156;4.245625;33.21657
4.142381;4.260262;4.245594;32.25312
4.142944;4.260919;4.245594;33.15342
4.139156;4.25745;4.245594;33.06797
4.1424;4.251994;4.245594;32.61173
4.135988;4.248956;4.245594;33.81023
4.149544;4.261331;4.245594;32.29861
4.117743;4.239488;4.245594;36.64048
4.148888;4.258519;4.245563;31.85278
4.139287;4.251094;4.245563;32.95498
4.145381;4.257712;4.245563;32.52575
4.148981;4.261237;4.245563;32.3423
4.139494;4.26;4.245531;33.56729
4.145794;4.267219;4.245531;31.9383
4.1484;4.268063;4.245531;32.42023
4.139981;4.258312;4.245531;32.61285
4.130681;4.2525;4.245531;34.68909
4.14675;4.259119;4.245531;32.28262
4.146937;4.259794;4.245531;32.68903
4.119675;4.240013;4.245531;36.59975
4.146112;4.265532;4.2455;32.23932
4.144706;4.263956;4.2455;32.75657
4.144181;4.257525;4.2455;33.23076
4.155037;4.254394;4.2455;32.19012
4.152937;4.250906;4.2455;32.5284
4.113357;4.225931;4.2455;36.75188
4.135481;4.254694;4.245469;33.67657
4.138369;4.25925;4.245469;33.64285
4.143562;4.263281;4.245469;32.35415
4.150219;4.267875;4.245469;31.66218
4.143469;4.256625;4.245469;32.46189
4.140431;4.251375;4.245469;33.07569
4.140413;4.251169;4.245469;33.03501
4.136063;4.248281;4.245469;33.49203
4.147031;4.258256;4.245469;32.81035
4.142982;4.256231;4.245469;33.35885
4.152956;4.252631;4.245469;32.00884
4.136437;4.23675;4.245469;33.98468
4.149094;4.270163;4.245438;31.30335
4.142437;4.252913;4.245438;33.19337
4.145362;4.257825;4.245438;32.85278
4.136738;4.247925;4.245438;33.23078
4.140862;4.240631;4.245438;33.18767
4.150256;4.259775;4.245407;31.6374
4.131094;4.243481;4.245406;34.19124
4.142231;4.261125;4.245406;32.55569
4.138425;4.256231;4.245406;33.48573
4.131244;4.250137;4.245406;34.09046
4.141669;4.260094;4.245406;32.80083
4.1463;4.257431;4.245406;32.26907
4.126125;4.235906;4.245406;35.06731
4.137844;4.256607;4.245375;33.42397
4.136644;4.259363;4.245375;33.3954
4.150519;4.268456;4.245375;32.20321
4.152881;4.263394;4.245375;31.58077
4.134844;4.228894;4.245375;34.28664
4.147144;4.265156;4.245344;32.26502
4.132313;4.242638;4.245344;34.35403
4.142287;4.254619;4.245344;33.08012
4.135612;4.235437;4.245344;34.521
4.084706;4.199569;4.245344;40.41797
4.129425;4.250587;4.245344;34.98992
4.134844;4.246031;4.245313;33.68369
4.142569;4.260844;4.245313;33.16836
4.1439;4.2645;4.245313;33.17251
4.142531;4.264125;4.245313;32.80853
4.13805;4.250119;4.245313;33.63396
4.139138;4.251712;4.245313;33.52416
4.144369;4.256737;4.245313;33.33223
4.140563;4.258406;4.245312;32.95342
4.13505;4.248825;4.245281;34.06417
4.142344;4.261556;4.245281;32.70992
4.144425;4.262869;4.245281;32.63445
4.135087;4.257169;4.245281;33.0057
4.141819;4.25235;4.245281;32.67546
4.149431;4.262981;4.245281;32.77238
4.151569;4.256944;4.245281;32.47337
4.131356;4.229437;4.245281;34.08412
4.137656;4.237688;4.245281;33.81754
4.137581;4.258519;4.24525;33.61929
4.140038;4.258594;4.24525;33.4222
4.146712;4.264706;4.24525;32.35623
4.153819;4.263975;4.24525;31.54576
4.153031;4.253269;4.24525;31.9483
4.146;4.246593;4.24525;32.93332
4.131075;4.238119;4.24525;35.25354
4.137694;4.258725;4.245219;33.62657
4.148044;4.266844;4.245219;32.48322
4.136475;4.253812;4.245219;33.07479
4.138463;4.260881;4.245219;33.63744
4.141181;4.251;4.245219;33.1012
4.139362;4.251375;4.245219;33.52374
4.124362;4.245788;4.245219;35.00422
4.140019;4.252219;4.245188;33.80741
4.137113;4.248281;4.245188;33.12208
4.137787;4.24965;4.245188;33.79473
4.135706;4.254506;4.245187;33.76932
4.141781;4.254844;4.245187;33.30996
4.08405;4.199681;4.245187;40.37656
4.1325;4.25325;4.245156;33.71391
4.140488;4.261013;4.245156;33.80224
4.140937;4.260188;4.245156;32.73637
4.143769;4.26315;4.245156;32.50113
4.14525;4.267687;4.245156;32.6829
4.15095;4.273162;4.245156;31.72603
4.1511;4.263975;4.245156;32.57803
4.141181;4.254993;4.245156;33.28027
4.145344;4.2465;4.245156;32.85284
4.141031;4.243032;4.245156;32.75303
4.131863;4.239131;4.245156;34.14844
4.140206;4.254694;4.245125;33.62637
4.131694;4.25265;4.245125;34.35424
4.121531;4.243087;4.245125;35.69891
4.152169;4.264125;4.245094;32.15332
4.14165;4.251019;4.245094;32.799
4.14585;4.255837;4.245094;33.02243
4.145719;4.247119;4.245094;32.82605
4.151006;4.252256;4.245094;32.63467
4.14585;4.2369;4.245094;32.97767
4.1265;4.247287;4.245094;35.02082
4.128094;4.250325;4.245094;35.0107
4.139587;4.261462;4.245062;33.01297
4.15155;4.269619;4.245062;32.16571
4.141856;4.245844;4.245062;33.82593
4.138931;4.257318;4.245031;32.96666
4.13925;4.257356;4.245031;32.76327
4.142287;4.260506;4.245031;32.6941
4.134694;4.255612;4.245;33.71069
4.140656;4.259906;4.245;33.25451
4.142437;4.260844;4.245;33.43838
4.141162;4.251338;4.245;33.01515
4.137281;4.249575;4.245;33.9679
4.145475;4.246369;4.245;32.72329
4.109063;4.229531;4.245;37.39931
4.136831;4.257975;4.244969;33.17476
4.134019;4.254975;4.244969;34.09896
4.148344;4.266956;4.244969;32.6768
4.145925;4.253869;4.244969;31.91253
4.142737;4.25445;4.244969;33.27261
4.139775;4.240125;4.244969;33.50783
4.150612;4.242075;4.244969;32.54475
4.146187;4.238812;4.244969;33.01118
4.144312;4.236581;4.244969;33.26343
4.123425;4.243725;4.244968;36.33146
4.137787;4.257712;4.244937;33.23542
4.144256;4.263131;4.244937;32.88353
4.143638;4.260656;4.244937;32.65074
4.148812;4.266319;4.244937;32.49666
4.139325;4.23885;4.244937;33.8227
4.13925;4.239675;4.244937;34.02254
4.138762;4.233094;4.244937;34.35234
4.153519;4.263187;4.244906;31.89614
4.136869;4.258106;4.244906;33.5645
4.149037;4.259212;4.244906;31.7228
4.150012;4.263281;4.244906;32.34432
4.141407;4.253456;4.244875;33.6703
4.140656;4.260787;4.244875;33.30692
4.154438;4.271662;4.244875;31.2969
4.137;4.24935;4.244875;33.1506
4.154438;4.27335;4.244844;32.08484
4.148869;4.261556;4.244844;32.68235
4.136025;4.247306;4.244844;33.2269
4.140543;4.253212;4.244844;33.27348
4.079681;4.195875;4.244844;40.56811
4.145513;4.263544;4.244843;32.5934
4.149262;4.260619;4.244812;31.75577
4.148925;4.267481;4.244812;32.33325
4.131075;4.250494;4.244812;33.96791
4.143787;4.262362;4.244812;31.93991
4.138125;4.256494;4.244812;33.10668
4.137506;4.249669;4.244812;33.51873
4.140281;4.248806;4.244812;32.89135
4.136662;4.246669;4.244812;33.48594
4.134881;4.249275;4.244781;33.30537
4.137994;4.259737;4.244781;33.41677
4.13955;4.260019;4.244781;33.04267
4.142869;4.264331;4.244781;32.74438
4.1487;4.257544;4.244781;32.4588
