K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5F6X.PV
174.81;4.283437;50.06688;35.19756;363.5719;30.22257
176.1212;4.307813;48.37188;34.97099;362.9269;30.22251
175.75;4.327813;53.12812;37.56088;363.9788;30.22125
175.275;4.319375;49.685;35.51892;364.7438;30.22017
174.0525;4.311563;50.09719;35.88546;362.9794;30.21985
174.2263;4.315312;50.20813;35.57439;363.7744;30.2193
173.6563;4.321406;50.26;36.1059;364.2375;30.21922
172.8637;4.316125;49.30281;36.25943;363.8981;30.21893
174.5175;4.324812;50.92813;37.22315;363.4462;30.21812
172.5912;4.324031;52.0375;37.33039;363.0131;30.2176
174.025;4.317094;50.82719;36.47095;363.6825;30.21668
172.8813;4.320437;49.29937;36.11177;363.6994;30.2151
172.54;4.298812;49.26094;35.56681;363.9919;30.21475
175.0663;4.312313;49.4675;35.55965;364.7756;30.2146
175.6812;4.330625;52.54187;37.56374;364.0688;30.21349
174.3587;4.319031;49.14406;35.97265;364.8581;30.21295
172.5838;4.28125;50.60938;35.73271;363.2887;30.21261
174.8813;4.301563;47.76031;35.1432;364.0331;30.21173
172.8763;4.312906;49.29937;36.22118;363.8925;30.21121
174.2;4.315187;50.29469;35.25706;363.8813;30.21002
177.2012;4.307031;49.89375;35.45888;362.2556;30.21002
173.7438;4.311625;51.13625;35.91459;364.4906;30.20966
174.6138;4.294781;49.24094;34.71615;363.2288;30.20956
174.1687;4.318094;50.03407;36.09018;363.9937;30.20893
173.545;4.316594;51.67969;36.61469;363.7219;30.20868
174.8725;4.308344;50.25719;36.51679;363.9394;30.20834
174.0675;4.321688;49.77;36.49786;363.7594;30.20825
172;4.322125;49.75312;36.83175;363.1481;30.20797
174.975;4.321875;51.25687;36.32084;364.1813;30.2078
171.9238;4.298406;49.16406;35.64564;364.0406;30.20741
172.54;4.287531;51.06063;35.93308;363.5419;30.20726
173.7825;4.3065;51.015;36.46331;364.3519;30.20698
172.8875;4.324;49.31688;36.0414;363.5231;30.20613
175.6113;4.325875;52.32125;37.13283;364.1362;30.2039
176.0525;4.210688;47.33594;34.02382;362.9362;30.20217
174.9;4.320687;50.71;36.28858;363.6;30.20178
175.485;4.298062;52.63406;37.48771;364.0406;30.20113
172.2663;4.306219;50.58781;37.18064;364.0819;30.2011
173.615;4.312156;50.52;35.94076;364.53;30.19995
172.7425;4.311563;51.03469;36.63397;363.9713;30.19701
173.805;4.309906;50.33094;36.44838;364.2938;30.19682
174.9863;4.297812;51.17406;35.97136;363;30.19677
173.6288;4.317688;49.54531;36.33866;363.855;30.19665
173.8425;4.320282;51.49;36.83886;363.48;30.19589
175.2063;4.32175;49.45625;35.61561;364.7737;30.19568
175.1275;4.319781;49.46469;35.64242;364.6237;30.1955
173.8163;4.314063;50.38969;36.46705;364.4006;30.19505
175.9012;4.33025;53.0475;36.70073;363.8831;30.19492
174.805;4.292156;49.52656;34.89008;363.1763;30.1948
174.2325;4.313281;50.57406;36.1997;363.6094;30.19324
171.855;4.300594;49.1625;35.69706;364.4812;30.19288
173.65;4.324625;49.57063;36.06401;364.3538;30.1923
173.695;4.312937;50.52469;35.92375;364.5825;30.19154
174.7813;4.2905;49.545;34.84158;363.1388;30.19108
172.8537;4.319969;49.29969;36.07025;363.8025;30.19039
174.2413;4.306813;50.57687;36.14695;363.72;30.18981
174.4362;4.315938;50.33094;35.65178;363.7913;30.18967
175.1375;4.297719;50.62344;36.24142;362.6644;30.1891
171.8925;4.297937;49.16125;35.73779;364.2881;30.18898
172.8875;4.321406;48.67688;34.97099;363.8062;30.18878
175.27;4.327281;49.71312;35.52998;364.6913;30.18815
174.2612;4.318344;50.18219;35.79696;363.3731;30.18794
174.8875;4.318969;51.4125;36.27977;363.6619;30.18763
173.69;4.321125;50.50063;36.11979;363.9581;30.18682
173.8125;4.319531;50.51094;36.31343;363.7444;30.18614
174.4312;4.326094;50.81063;36.94611;363.4125;30.18521
172.9113;4.317906;49.30156;36.0948;363.8025;30.18443
174.8162;4.306094;49.46406;35.82417;364.5469;30.18381
174.9325;4.321375;51.41938;36.30101;363.8981;30.18364
175.275;4.276937;51.55719;37.09035;363.8494;30.1822
174.5013;4.271812;49.01719;36.72305;363.7387;30.18213
174.175;4.317969;50.31563;36.08777;363.8887;30.17941
175.07;4.298532;51.17469;36.27993;362.76;30.17871
175.7813;4.212312;47.17031;34.01912;363.0019;30.17856
172.9375;4.322031;49.30031;36.09182;363.75;30.17768
174.9375;4.310469;50.25562;36.68339;363.8625;30.17665
176.075;4.335312;53.04562;36.73109;363.7219;30.17602
174.1537;4.315312;50.09125;35.86295;363.2325;30.17538
172.1837;4.300813;50.25562;35.59708;363.93;30.17249
174.96;4.296031;48.82719;35.16348;363.8531;30.1721
174.1487;4.316219;50.61719;36.11843;363.8381;30.17184
172.9125;4.320437;49.31562;35.9435;363.5663;30.1708
174.8712;4.321;51.40375;36.29218;363.6844;30.16981
175.0313;4.311563;49.46469;35.60654;364.5338;30.16734
176.03;4.330969;53.05;36.72317;363.6675;30.16431
176.5938;4.302969;48.13094;35.26198;362.7937;30.16243
174.18;4.317781;50.58406;36.09282;363.9619;30.16193
174.71;4.294156;49.55156;34.83135;363.5813;30.16096
172.8;4.313656;49.29469;36.33445;363.9487;30.16076
173.9175;4.319188;51.20781;37.01497;364.2263;30.16027
173.8913;4.314219;50.51281;36.36904;363.8775;30.15996
174.3863;4.318156;49.87125;36.13908;364.8038;30.15904
172.5375;4.288906;51.23063;36.09182;363.7219;30.15874
174.9913;4.290781;48.22281;34.71964;363.6431;30.15867
176.15;4.216218;47.33031;34.01975;362.8969;30.15858
175.8688;4.292094;47.36344;34.77282;362.4863;30.15824
176.3375;4.298781;49.94281;35.53067;362.8538;30.1578
172.9012;4.326531;49.315;36.08034;363.5756;30.15779
174.8925;4.320437;51.40781;36.30899;363.72;30.15529
173.8763;4.316594;51.04875;36.9236;364.335;30.15416
172.8125;4.311812;49.885;36.46799;363.9713;30.15346
174.3938;4.327031;49.86312;36.10795;364.7531;30.15297
174.8788;4.324594;51.40937;36.28657;363.6244;30.15062
174.4987;4.291031;48.64906;34.49788;363.3263;30.15007
174.14;4.294281;48.66844;34.33073;363.6169;30.14887
174.1638;4.32775;50.78719;37.00373;363.7856;30.14842
175.1012;4.313812;49.46156;35.6679;364.7119;30.14826
175.1588;4.29475;50.62594;36.25711;362.5369;30.14793
173.855;4.298875;48.725;34.2182;363.6506;30.14768
173.8387;4.31875;51.08375;36.24582;363.9769;30.14609
176.5488;4.303;48.13688;35.24056;362.7938;30.14569
173.7463;4.3055;51.0175;36.48182;364.3031;30.14451
174.4063;4.317937;49.91156;36.34048;364.6875;30.14171
176.055;4.303625;48.37;34.85322;362.9662;30.14104
172.5975;4.275;50.6025;35.73535;363.45;30.14071
172.075;4.262562;49.40656;35.21936;362.5463;30.13998
174.8862;4.307688;49.46593;35.65258;364.6256;30.13962
174.4888;4.321281;50.33094;35.62912;363.4594;30.13891
175.2575;4.280469;51.05;37.06936;363.8494;30.13863
172.925;4.326094;49.32719;35.91606;363.7687;30.1384
175.2425;4.32075;52.21469;36.81565;363.3581;30.13796
174.1313;4.312469;51.23594;36.85571;363.6;30.13777
175.1225;4.274281;51.04688;37.06561;363.6206;30.13695
174.0013;4.326906;49.77594;36.47031;363.8719;30.13636
172.3913;4.30225;50.58344;37.33482;363.9413;30.13567
173.69;4.322;50.47844;36.10029;363.9619;30.13415
174.5587;4.325125;51.61156;36.74158;364.4494;30.13093
175.885;4.329782;53.56719;37.2317;363.8737;30.1308
175.1175;4.292562;50.61969;36.286;362.5688;30.13063
172.7162;4.303156;50.05938;35.5886;363.9656;30.1304
173.7312;4.322531;50.50687;36.16244;363.7931;30.12958
174.1012;4.319625;52.74313;37.0293;364.2188;30.12826
172.7825;4.325813;52.60062;37.31207;362.7469;30.12775
177.1637;4.30625;49.88156;35.41967;362.2162;30.12731
174.6212;4.274094;49.86281;36.99114;363.7106;30.12725
175.115;4.274656;51.04469;37.00514;363.6487;30.12692
177.71;4.309187;49.2525;35.77239;362.4056;30.12544
176.35;4.29925;50.63531;35.94517;362.5125;30.12533
175.0688;4.316719;50.60062;36.48947;364.3763;30.12251
175.5;4.210875;45.53;34.0928;363.1275;30.12251
173.865;4.308437;50.11656;36.39;364.4531;30.12131
177.2787;4.306781;49.88969;35.29335;362.4675;30.12033
173.85;4.313469;50.32281;36.53526;364.5206;30.12025
175.3262;4.275656;51.95625;36.92564;363.9506;30.11937
174.2538;4.289156;48.65031;34.30845;363.5775;30.11755
172.39;4.307375;50.59156;37.28595;364.095;30.11667
171.965;4.252781;48.41188;34.4623;362.2144;30.115
172.8813;4.316719;49.29375;36.04443;364.05;30.11439
174.4162;4.328437;51.395;36.73187;364.4981;30.11155
176;4.211094;47.42062;33.97933;363.0206;30.1115
177.2112;4.306219;49.88156;35.45126;362.1675;30.1104
175.9225;4.212719;47.45719;34.01699;362.8425;30.10981
175.0925;4.298344;51.06812;36.90436;362.4188;30.1094
172.8775;4.313063;49.29375;36.11515;363.8644;30.1088
173.6175;4.316375;50.49281;36.08014;364.125;30.10847
171.9063;4.258125;48.09094;34.27347;362.0944;30.10748
174.075;4.315281;52.34844;37.03735;364.3163;30.10584
173.88;4.311781;50.33;36.60989;364.5544;30.10551
171.9462;4.293938;48.9775;35.56083;364.095;30.10448
174.2838;4.311969;48.36187;35.02917;364.8994;30.10353
172.5938;4.277031;50.60938;35.74554;363.3375;30.10179
172.8813;4.319063;49.32187;35.8982;363.6075;30.10127
175.2875;4.276344;51.94688;37.01378;363.915;30.10022
177.635;4.302719;49.54562;35.3979;362.535;30.09915
171.8512;4.296719;49.44812;35.52262;364.2319;30.09911
173.8087;4.309531;50.3325;36.45179;364.3444;30.09862
173.96;4.314;50.74875;36.38047;363.81;30.09608
175.9825;4.305219;48.5125;35.403;362.8069;30.09531
176.0363;4.306875;48.3725;34.78327;362.8594;30.09452
173.6637;4.319125;50.4875;36.0759;364.05;30.09223
175.865;4.293906;47.36719;34.78098;362.4262;30.09164
173.83;4.312094;50.32562;36.49365;364.4213;30.09157
174.09;4.323094;50.12938;36.71066;363.7031;30.09071
174.1113;4.311625;50.08437;35.85018;363.0319;30.08934
174.9487;4.293;49.81031;35.20639;363.0412;30.08853
175.9325;4.304281;49.33531;35.62852;362.7506;30.08808
175.9125;4.300687;48.51125;35.6824;362.4244;30.08719
174.5025;4.325406;51.62563;36.79659;364.4025;30.08656
173.7612;4.305687;50.72031;36.38688;364.3275;30.08435
173.8925;4.319688;51.20375;37.05149;364.1437;30.0839
176.6613;4.2985;48.57625;35.32175;362.7244;30.08273
171.4125;4.244937;48.09188;34.35234;361.6988;30.08262
172.2938;4.305937;50.58719;37.2756;364.0969;30.08254
175.775;4.294688;47.02187;34.79682;362.4244;30.08221
172.8837;4.319125;48.49313;35.44924;363.5756;30.08115
174.9212;4.308031;49.46281;35.62772;364.3463;30.07907
175.2125;4.273125;51.03219;37.00908;363.7481;30.07769
175.2875;4.283125;48.86406;34.63192;362.4413;30.07723
176.015;4.309219;48.30531;34.8065;362.8969;30.07717
174.7762;4.277344;47.62656;34.73238;363.4144;30.07701
173.8325;4.294437;48.04562;33.8285;363.5963;30.07691
177.1275;4.304156;50.40562;35.5056;361.9819;30.07655
172.56;4.287531;51.22656;36.17051;363.5981;30.07612
177.68;4.30875;49.25187;35.7919;362.4713;30.07608
175.8838;4.212219;47.45938;34.03473;362.8369;30.07415
172.09;4.304187;50.18687;37.21504;364.2638;30.07303
177.6963;4.309813;49.71375;35.77605;362.5369;30.06934
175.9425;4.309281;48.50406;35.44473;362.7431;30.06919
175.1738;4.294625;51.17906;36.52291;362.4544;30.06868
174.425;4.265625;48.1925;36.25742;363.8325;30.06828
172.415;4.304094;51.29875;37.33746;364.0294;30.06701
176.6362;4.302781;48.13875;35.26982;362.7487;30.06645
175.865;4.330875;53.12313;37.49119;363.8175;30.06459
174.0087;4.317688;51.20844;37.05425;364.3144;30.06145
172.55;4.274688;50.60469;35.69462;363.2719;30.0602
175.935;4.304094;49.33688;35.64446;362.7338;30.05787
175.1613;4.316375;49.45625;35.63813;364.6219;30.05658
174.4725;4.324532;51.62594;36.62995;364.5787;30.05457
175.2462;4.277094;51.04438;37.0872;363.9;30.05441
175.885;4.303;48.51344;35.64282;362.4806;30.05083
175.8313;4.294844;47.76094;34.83971;362.2969;30.04797
172.3875;4.272156;50.1175;35.392;362.8256;30.04586
175.5562;4.212125;45.88906;34.01399;363.2794;30.04479
173.795;4.297125;46.98063;34.11637;363.7425;30.04297
176.4863;4.304625;48.13594;35.14818;362.8987;30.03974
171.3163;4.247313;47.43094;33.95922;361.635;30.03957
172.035;4.294312;48.32813;35.58545;364.2431;30.03893
176.7487;4.301281;49.83281;36.16391;362.4262;30.03791
174.4325;4.271875;46.53563;34.62771;363.9281;30.03787
174.85;4.303937;49.46281;35.81282;364.6837;30.03751
174.9075;4.279937;47.63094;34.75687;363.4106;30.03672
172.1975;4.302781;50.58781;37.23597;364.1569;30.03406
174.3038;4.256437;47.86469;36.0801;363.7275;30.03318
174.9487;4.287594;48.22344;34.67164;363.5175;30.03077
175.9837;4.299062;49.32719;35.71539;362.73;30.03009
172.34;4.2635;49.40875;34.94603;362.685;30.02975
171.685;4.249375;48.09438;34.27962;361.9275;30.02926
175.0788;4.272625;51.03844;37.02575;363.6975;30.02924
172.4875;4.287656;51.23563;36.19125;363.7031;30.02781
174.33;4.260219;47.85594;36.00262;363.7894;30.02643
176.0525;4.28975;47.94719;34.75898;362.3062;30.02564
174.9575;4.2795;47.62375;34.84889;363.21;30.02516
174.9487;4.286812;48.32969;34.70897;363.7087;30.02486
173.8288;4.315219;50.51031;36.28938;363.8175;30.02303
169.6888;4.263875;49.84563;35.79127;357.7069;30.02248
176.7538;4.293094;49.09156;35.37859;362.4206;30.02192
177.7263;4.304031;49.25031;35.78295;362.3438;30.02176
176.04;4.286219;47.91938;34.78432;362.6137;30.02112
175.0363;4.276782;50.94719;37.11055;363.66;30.02024
174.9775;4.283625;48.22;34.66032;363.5944;30.0171
169.36;4.252469;48.76062;34.25603;358.0612;30.01649
175.91;4.302531;48.50625;35.43506;362.7337;30.0123
177.06;4.30825;51.32594;36.41342;361.6988;30.0117
173.9063;4.314531;50.51469;36.39387;363.6938;30.01167
169.6487;4.269906;49.87938;35.79129;357.6413;30.01068
171.615;4.2515;48.09281;34.33984;361.7906;30.0105
174.9688;4.2095;44.95875;34.25776;363.1106;30.00902
174.67;4.275406;47.62781;34.70558;363.5438;30.00883
175.4388;4.212094;46.43562;34.12471;363.255;30.00749
173.945;4.322375;49.77188;36.49408;363.9975;30.00554
171.75;4.256437;48.08906;34.31989;362.0269;30.00552
174.6913;4.288781;47.91781;34.6884;363.9037;30.00516
169.6812;4.269844;49.84125;35.76239;357.5663;30.00339
174.105;4.293469;48.66594;34.26433;363.6469;30.00338
176.2925;4.288312;48.79781;35.15245;362.445;30.0021
174.8412;4.281343;47.62968;34.74249;363.3019;30.00201
175.36;4.209656;45.41187;34.15312;363.2681;30.00035
176.3325;4.287906;48.80344;35.13712;362.4694;29.99741
175.9075;4.305875;49.03563;35.54082;362.7544;29.99433
175.9138;4.290375;47.36469;34.78141;362.4862;29.99358
172.525;4.269218;50.17969;35.41003;362.9606;29.99114
176.825;4.289594;50.36938;35.25901;362.1769;29.99108
175.7;4.283281;48.33531;34.95934;362.9025;29.9907
174.2088;4.258031;48.48063;36.06138;363.7744;29.98901
171.515;4.254062;48.09063;34.31887;361.9088;29.98816
175.0362;4.283219;48.31906;34.94942;363.1613;29.98816
175.9525;4.303031;48.50063;35.63078;362.4637;29.98766
172.5087;4.269375;50.17062;35.40448;362.9681;29.98727
177.37;4.299031;48.28531;34.82692;362.76;29.98269
172.1038;4.309937;50.58688;37.19883;364.2619;29.98243
175.1175;4.283906;47.90219;35.27563;362.9456;29.98091
177.7175;4.306719;49.25563;35.7939;362.3344;29.9796
177.2825;4.304156;48.34438;34.92413;362.8613;29.97922
174.0663;4.249344;46.91937;35.50048;363.4612;29.97896
176.5075;4.299969;48.13313;35.07293;363.0506;29.97894
175.0287;4.288031;48.22406;34.79207;363.4331;29.97826
174.75;4.289063;47.92281;34.66551;363.9113;29.97548
174.3412;4.282;46.41281;34.54721;363.9375;29.97394
174.675;4.27075;49.90969;36.98036;363.8925;29.97179
176.3875;4.294094;47.34813;34.81002;362.9063;29.9713
174.9512;4.269469;49.49094;36.95354;363.7819;29.97059
175.3537;4.277563;48.86594;34.71525;362.3475;29.97017
175.8712;4.306094;48.50406;35.43363;362.5181;29.96957
174.8163;4.273594;49.91656;36.97269;363.7913;29.96884
177.63;4.308406;49.24625;35.7892;362.1862;29.9682
174.9675;4.211156;44.9775;34.33406;363.3;29.96786
171.2175;4.242812;47.39531;33.85405;361.4081;29.96764
174.7462;4.27;49.91312;36.97348;363.7294;29.96764
174.5988;4.274906;47.62969;34.5935;363.7031;29.96655
175.92;4.301938;48.51719;35.70012;362.5988;29.96602
174.9375;4.308031;49.46094;35.67399;364.4831;29.96565
174.9762;4.279812;47.63062;34.79206;363.1088;29.96391
176.79;4.296406;49.24438;35.06696;362.2313;29.95913
173.8788;4.294219;48.66625;34.24818;363.4388;29.95853
172.4812;4.302844;52.69344;37.36625;363.9413;29.95812
177.5912;4.300469;48.73438;35.08808;362.7844;29.95781
176.8062;4.290094;49.42594;35.11939;362.1412;29.95778
175.0638;4.297438;51.07969;36.97436;362.3419;29.95747
176.7612;4.302875;49.02281;36.11354;362.2894;29.95711
175.49;4.292906;47.89031;34.90617;363.3112;29.95687
177.0875;4.302437;50.42531;35.58477;361.8637;29.95686
175.905;4.297656;48.50781;35.66914;362.4919;29.95586
176.6975;4.292562;50.36125;35.01984;362.4337;29.95577
176.29;4.286187;47.34687;34.73994;363.0656;29.95555
173.9425;4.318563;49.19656;36.05495;364.035;29.95444
176.3687;4.298781;50.62812;36.02506;362.5013;29.9534
176.8488;4.290594;50.38125;35.36728;362.0438;29.95298
175.9725;4.291312;48.81406;34.91187;362.43;29.95292
176.7275;4.297875;49.08562;35.33803;362.4919;29.95271
174.8775;4.285781;47.98219;34.66094;363.7612;29.95229
174.8712;4.28725;47.92344;34.62735;364.0275;29.95228
172.1425;4.263875;49.40344;35.09825;362.4656;29.95225
176.2462;4.289032;49.42688;34.9204;362.1075;29.95187
176.2737;4.292781;49.43125;34.96782;362.4187;29.95102
174.82;4.288688;47.92656;34.66808;364.0294;29.9501
175.7538;4.284156;48.32563;35.02855;362.91;29.94943
169.6175;4.269;50.06187;35.76712;357.7875;29.94843
175.065;4.209156;45.12812;34.15313;363.3131;29.94843
169.6588;4.272156;49.84063;35.80653;357.4875;29.94805
172.4225;4.268094;50.18531;35.39255;362.8125;29.94621
176.3338;4.302875;48.13406;35.05694;362.9194;29.94556
174.345;4.285313;48.19313;34.46241;363.3525;29.94553
175.4487;4.302781;49.1425;36.05369;361.9612;29.94513
172.5887;4.269063;50.20938;35.45158;363.0506;29.94317
174.7462;4.27475;47.63094;34.79332;363.5381;29.9414
174.195;4.277313;46.51094;34.46298;364.0013;29.93813
174.89;4.272125;49.64063;36.89981;363.8325;29.93753
176.19;4.289437;48.80437;35.08251;362.4075;29.93749
176.7425;4.30875;49.53625;35.68845;362.3644;29.93659
177.3962;4.299407;48.27906;34.90769;362.925;29.93532
175.7462;4.290719;46.965;34.76614;362.5556;29.93488
175.8063;4.282094;48.33438;35.05388;362.9569;29.9346
177.5737;4.302969;48.73;35.15437;362.6063;29.93402
174.7038;4.289907;47.92188;34.66488;363.8813;29.93354
175.75;4.291344;47.73219;34.87914;362.4113;29.93326
176.0775;4.288188;48.80781;35.09433;362.4956;29.93093
174.7813;4.207656;44.92906;34.23099;363.2156;29.92921
169.5737;4.276906;51.48281;36.39541;357.3975;29.92707
172.235;4.262656;49.41;35.09327;362.4375;29.92593
176.3675;4.284031;47.34813;34.81015;362.9138;29.92562
176.2012;4.282281;47.32406;34.91143;362.6156;29.92451
176.2263;4.286687;48.80281;35.09039;362.5275;29.92323
170.7213;4.2405;46.42188;33.3787;361.2525;29.9232
176.99;4.309187;51.11219;36.80344;361.5788;29.92275
175.71;4.285281;48.33469;34.88869;362.85;29.92217
174.75;4.282094;48.57063;35.00341;362.8725;29.92175
175.805;4.290375;47.73781;34.87932;362.4694;29.92156
175.9688;4.302094;49.33594;35.65099;362.625;29.92056
176.5125;4.285406;48.3225;35.0881;362.61;29.92041
177.2538;4.308688;49.87719;35.3502;362.4206;29.91935
173.9263;4.321906;49.77031;36.4501;364.08;29.91893
175.8825;4.292719;48.01656;34.94122;362.5313;29.91868
176.0237;4.300156;49.14531;35.66893;362.4225;29.91821
174.8687;4.283;48.58437;34.14057;362.9194;29.91788
176.9337;4.306875;50.34531;36.86373;361.4794;29.91604
175.9362;4.300687;48.50969;35.64139;362.5669;29.916
176.77;4.277;49.58937;34.89373;362.7038;29.91586
174.3513;4.275594;48.02719;34.18975;363.1313;29.91343
176.0038;4.292031;47.82719;35.24857;362.4825;29.91324
176.8962;4.307062;50.62812;36.85898;361.6144;29.91317
176.0075;4.295125;48.37906;35.17049;362.6437;29.91233
176.8525;4.289594;50.37656;35.14608;362.0887;29.91233
172.5488;4.273562;50.60594;35.81099;363.1387;29.91141
174.5038;4.283719;47.23188;34.35485;363.4969;29.9112
174.3712;4.278938;46.46188;34.51732;363.8925;29.91027
176.0025;4.302219;47.23438;34.82008;362.9231;29.90986
176.1375;4.287344;48.80219;35.0736;362.4019;29.9095
176.12;4.282531;47.39906;34.01893;363.1781;29.90839
172.4688;4.292969;52.44219;36.71734;363.7819;29.90747
176.0925;4.293031;48.80563;35.01012;362.5069;29.90714
175.4312;4.295719;47.875;35.04309;363.2156;29.90704
176.1313;4.292188;49.18719;35.45432;362.2969;29.90702
174.25;4.257969;48.31;36.02788;363.6544;29.90618
172.3112;4.2615;49.41969;35.02499;362.6906;29.90582
174.1738;4.258187;48.27469;36.08337;363.5963;29.90467
176.8475;4.280594;49.58531;34.89666;362.7563;29.90379
174.6425;4.275437;47.625;34.65246;363.7012;29.90368
169.1962;4.251125;48.75375;34.24014;358.1006;29.9034
176.2762;4.291563;49.43031;34.90394;362.1225;29.90296
177.555;4.305188;49.27031;35.82339;361.9838;29.90232
176.2575;4.306156;49.78687;35.70723;362.5256;29.9023
175.0988;4.28675;47.97688;35.29129;363;29.90221
174.505;4.275594;46.61063;34.63659;363.825;29.90206
