K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5F6X.PV
172.275;4.220625;45.63719;33.65277;356.1975;27.83354
169.9813;4.254344;45.53437;33.24002;357.1819;27.83344
169.2025;4.254563;44.5975;33.07286;357.3731;27.83337
170.8837;4.264563;45.27844;33.76673;357.0356;27.83325
169.7737;4.263781;45.41;32.53956;357.4706;27.83324
169.1563;4.259406;44.61187;33.05875;357.1837;27.83316
170.9187;4.252656;46.25625;32.7808;357.1781;27.83316
170.7738;4.267437;45.34844;33.79085;356.7638;27.83313
169.2312;4.244656;44.42344;33.0197;356.8275;27.83312
170.295;4.255719;45.44281;32.22419;357.2381;27.83294
169.6512;4.259219;44.48219;32.74567;357.7238;27.83291
169.0812;4.254375;44.635;33.12952;357.4594;27.83286
170.5437;4.255625;45.1625;32.01176;357.7125;27.83285
170.3262;4.243094;46.39437;33.57533;357.1256;27.8327
171.3212;4.230563;46.04906;32.66205;356.9138;27.83249
171.8638;4.195688;46.68312;33.53804;356.1356;27.83226
170.3463;4.23125;44.31156;32.91587;357.6394;27.83225
170.745;4.268688;46.06844;34.26709;356.9625;27.83224
171.215;4.236031;47.45625;33.99196;355.9688;27.83204
170.7188;4.232188;47.45562;34.91164;357.75;27.83201
170.9588;4.267313;46.57031;33.71349;356.85;27.83195
170.7563;4.19;44.325;32.78081;355.3781;27.83177
171.025;4.268437;44.70969;33.27196;357.2719;27.83141
169.4312;4.250625;44.04969;32.58493;357.5531;27.83115
170.7025;4.256625;44.43594;32.30627;357.2475;27.8311
169.4375;4.248125;45.60219;32.3472;357.9131;27.83089
171.2475;4.184937;43.41156;32.17992;356.6681;27.83086
169.3375;4.260938;46.55219;33.89528;358.1531;27.83086
171.205;4.222031;46.44812;33.58659;357.0206;27.83085
171.0013;4.258813;45.66719;33.76391;356.8912;27.83084
171.3338;4.245718;45.79313;32.70229;357.225;27.83079
170.995;4.249813;44.50156;32.84487;356.3025;27.83077
170.7737;4.259531;44.05125;32.09032;357.4144;27.83014
170.7725;4.204844;45.53281;34.06566;356.2669;27.83007
167.0275;4.239532;43.14906;31.15383;353.2875;27.82977
169.1162;4.258156;44.62312;33.08911;357.0562;27.82966
171.3838;4.266625;45.53407;33.76308;357.2137;27.82965
169.2575;4.252281;43.9675;32.77077;357.4106;27.8296
170.785;4.226344;44.48406;32.9384;356.3588;27.82945
170.8938;4.250844;45.38281;33.10693;356.9119;27.82915
169.32;4.256844;47.59469;33.43616;352.8019;27.82908
170.8688;4.223875;44.4725;33.10122;356.5163;27.82892
170.725;4.231688;45.46906;32.71816;358.3706;27.82891
171.1212;4.234781;44.29219;32.6231;356.6437;27.82888
170.8725;4.240219;46.83219;32.84652;356.9587;27.82875
169.8475;4.231563;45.14812;32.86547;357.75;27.82874
169.1487;4.244313;44.4375;31.93716;357.285;27.82868
170.9875;4.258094;45.67688;33.82546;356.8687;27.82868
170.5437;4.251625;45.19688;32.31732;356.58;27.82866
171.7612;4.189063;46.66969;33.40959;355.9425;27.82865
168.3025;4.2605;49.14969;35.22857;356.6531;27.82848
172.24;4.265969;48.17031;34.72467;356.6119;27.82848
171.47;4.237312;46.65531;33.31433;356.325;27.82804
169.6913;4.251406;46.9;32.98759;357.525;27.82778
168.4512;4.265812;49.4925;35.25045;356.6194;27.82726
171.6075;4.236469;46.53;33.36322;356.43;27.82707
171.9475;4.272844;47.72656;34.88101;356.46;27.82706
171.31;4.224062;44.64313;33.02422;356.4469;27.82685
171.3563;4.249938;43.33781;32.4962;357.4106;27.82685
170.3187;4.238031;45.53969;33.21836;357.2194;27.82656
169.1837;4.26;44.59562;33.07109;357.5175;27.82654
171.9413;4.213219;47.02969;33.28661;355.7756;27.82617
170.9688;4.267;45.46969;33.93695;356.7675;27.82614
169.2425;4.241719;44.05437;32.08324;357.8531;27.8261
171.375;4.196813;43.505;31.88711;356.8106;27.82602
169.6163;4.2685;46.33562;34.16956;356.8931;27.82591
170.9;4.244313;44.57656;33.37716;356.7019;27.82589
169.8688;4.254938;45.92344;32.97445;357.4144;27.82572
169.7813;4.255781;44.75594;32.4635;357.3394;27.82564
169.9662;4.267062;46.92313;34.27641;357.0187;27.82546
169.1187;4.248438;44.63844;33.0647;357.1406;27.82542
172.1063;4.270031;47.98312;33.70067;357.7444;27.82495
170.605;4.238219;46.37125;34.06631;356.9962;27.82475
172.7063;4.212531;46.11375;33.90475;356.0963;27.82461
169.9787;4.235125;43.29969;32.07057;357.7669;27.82446
169.8788;4.264594;45.66469;33.68304;356.5069;27.82443
170.26;4.241125;44.79719;32.90925;357.2194;27.82427
171.4037;4.250625;47.02219;33.19138;357.1069;27.82422
171.2975;4.215625;42.87812;31.81096;356.9156;27.82398
171.7637;4.272875;47.185;34.47618;356.7112;27.8237
169.3475;4.258281;44.46781;32.71416;357.6131;27.82367
169.7337;4.246156;46.74094;33.37891;357.4163;27.82351
169.4288;4.252906;44.05;32.62212;357.6469;27.82323
171.5175;4.222688;46.19812;32.99534;357.7256;27.82316
170.055;4.241188;42.55563;31.94238;357.5213;27.82311
171.115;4.256625;45.21844;32.84199;356.2894;27.82287
171.4538;4.18975;46.67188;33.57035;356.2444;27.82278
169.7575;4.262969;47.0975;34.51118;357.3919;27.82261
169.7225;4.256031;45.60719;33.22361;358.125;27.82252
170.9688;4.254531;45.66563;33.79298;357.0187;27.82239
170.94;4.255625;47.42219;33.63854;356.4994;27.82235
171.5963;4.272125;46.71344;34.43186;356.7844;27.82208
170.6463;4.263406;46.3;33.38784;356.6738;27.82206
170.6938;4.277469;44.80844;32.69925;358.8581;27.82204
171.6512;4.258563;45.53625;33.16791;357.0769;27.82193
171.0562;4.257187;45.58;33.28506;356.9063;27.82162
171.0675;4.220812;46.92687;33.63506;357.0187;27.82159
171.2663;4.273188;48.05781;35.01112;356.4806;27.82155
171.1237;4.260344;45.28969;33.57469;357.4519;27.82137
170.4575;4.219625;44.71469;31.54392;357.5944;27.8212
170.9025;4.246094;44.57406;33.40896;356.8219;27.82098
170.4625;4.250469;44.225;32.04586;357.9281;27.82096
172.115;4.212281;46.1125;33.43442;356.0494;27.8209
170.9337;4.2645;46.50656;34.68338;356.5612;27.82067
170.8562;4.248281;46.275;32.72303;357.0469;27.82065
167.1025;4.239281;43.67;32.36635;358.1381;27.82049
170.7487;4.236906;45.60313;33.55471;356.3606;27.82044
169.945;4.259031;45.44969;33.21463;357.3206;27.82029
169.6987;4.258281;45.63031;32.76103;357.2831;27.82029
170.4113;4.272656;44.67906;32.95556;357.3394;27.82026
170.8613;4.228;45.44531;33.52125;357.4219;27.82023
171.5475;4.229469;46.62406;33.48636;356.4619;27.82003
170.2375;4.246406;46.65781;33.51874;357.4088;27.82002
170.3463;4.210281;44.81156;33.36474;356.6569;27.82
170.925;4.273812;46.16969;34.48146;356.6831;27.81996
170.235;4.2515;45.44094;32.23702;357.1988;27.81979
169.625;4.232219;45.37344;32.61906;356.715;27.81972
172.0575;4.266281;46.43969;33.8884;356.79;27.81957
170.9525;4.2505;47.5225;33.89682;356.8463;27.81955
171.5813;4.20375;44.36187;33.49443;355.7513;27.81934
171.5275;4.215969;47.43813;33.79491;355.9181;27.81933
170.4413;4.218906;44.13688;31.47248;357.5438;27.81906
172.0262;4.195688;46.49937;33.66209;356.505;27.81878
171.3025;4.186;46.33219;33.77685;356.3456;27.8186
171.2988;4.219281;44.34843;32.96987;356.4581;27.8184
170.9088;4.227125;45.01281;32.71239;358.0556;27.81832
171.2825;4.262562;45.44594;33.74733;357.225;27.81817
170.8675;4.226156;45.27906;33.86984;357.4706;27.81791
169.2312;4.246719;44.29969;33.01625;356.7469;27.81774
170.895;4.251875;47.7225;33.70351;356.8838;27.8177
170.3575;4.238719;42.87938;31.70285;357.6675;27.81746
169.095;4.242969;44.0125;32.08895;357.9675;27.81732
170.0075;4.257375;43.525;32.14875;358.2694;27.81718
172.6337;4.216969;47.17562;33.67709;356.76;27.81699
169.0063;4.251656;45.51188;33.32438;357.1237;27.81699
170.6637;4.263313;46.30625;33.31452;356.9756;27.81696
170.6687;4.253593;47.92719;34.2947;356.3906;27.81696
171.34;4.255312;47.38281;33.70311;357.2831;27.81676
170.8925;4.249063;44.90062;32.7455;356.5688;27.8167
170.8175;4.236875;45.77843;33.78354;356.5894;27.81669
170.2363;4.249781;44.62187;33.12049;357.0262;27.81664
170.33;4.223844;44.53969;32.83136;356.6663;27.81657
170.9837;4.217187;46.72406;32.65715;357.1969;27.81652
172.025;4.272532;47.73281;34.87746;356.5031;27.8165
169.7888;4.246031;45.61187;33.24002;358.1156;27.81554
170.175;4.247969;44.79344;32.82959;357.3094;27.81509
170.8;4.241969;46.27656;32.78147;356.8838;27.81484
170.5188;4.227813;43.77781;31.83217;358.2675;27.8145
166.6225;4.180375;45.23125;33.05104;355.7869;27.81439
171.8613;4.276125;47.15437;34.1007;357.9619;27.81435
169.7513;4.2515;45.61531;33.17473;357.9881;27.81433
171.5063;4.279562;47.12469;33.85709;356.5069;27.81425
170.8587;4.248406;45.84937;32.7952;356.7563;27.81412
169.8338;4.240813;45.5675;32.22309;357.3169;27.81392
171.9688;4.214375;46.05469;33.8549;355.9312;27.81386
171.07;4.259781;45.89531;33.16848;356.5294;27.81367
171.245;4.255375;46.17469;33.28049;356.4619;27.81345
169.1025;4.246938;44.12593;31.91097;357.4556;27.81341
170.4637;4.235844;44.7875;33.2986;357.9263;27.81336
169.3325;4.235781;44.6125;32.10322;357.5944;27.81336
170.6325;4.214938;45.275;32.61107;357.0281;27.81323
170.6687;4.23375;44.42969;33.11744;357.5756;27.81319
171.3813;4.213438;45.9075;33.90173;355.9088;27.81314
170.4987;4.243062;44.77281;32.52618;357.1069;27.81301
170.5537;4.259906;45.64719;32.3401;356.5069;27.81266
169.8488;4.257656;45.39906;32.49607;357.2888;27.81263
171.7838;4.255844;47.05469;34.20166;356.1487;27.81248
172.16;4.220562;46.75813;33.68198;355.7494;27.81237
170.5513;4.223719;44.89375;31.55384;357.4688;27.81234
171.7025;4.259469;45.535;33.20782;357.0281;27.81227
169.9987;4.253281;43.69031;32.21722;357.135;27.81226
170.7462;4.234531;45.71219;33.45826;356.265;27.81202
172.3262;4.219718;45.42781;33.61495;356.1131;27.81178
171.4375;4.265;45.325;33.62274;356.8481;27.81161
172.2462;4.215907;46.39219;32.73439;356.1862;27.81139
170.6125;4.269063;46.7525;34.84284;356.4188;27.81085
171.3838;4.20825;43.77187;32.66233;356.5931;27.81065
170.9812;4.259719;47.01969;34.07552;356.8031;27.81065
170.85;4.250312;45.36875;33.19077;356.7;27.81041
170.74;4.236938;45.4875;32.8023;358.2225;27.81032
171.4925;4.190656;46.67656;33.55539;356.0456;27.81017
170.9;4.247969;46.35406;32.77399;356.8687;27.81017
171.43;4.203094;43.50406;31.8299;356.7975;27.81016
167.5587;4.228156;45.24;32.46732;353.5125;27.81015
169.5437;4.234531;45.33313;32.66767;357.4894;27.80992
171.8175;4.21525;47.02094;33.44595;355.7513;27.8097
170.9137;4.249594;47.50969;34.00457;356.9156;27.8094
169.5313;4.255;45.28219;33.78048;357.27;27.80938
171.2925;4.238531;46.70031;33.16049;357.21;27.80937
164.87;4.21475;43.76625;32.03356;352.8356;27.80936
170.0075;4.255469;45.65875;33.25841;357.1781;27.80923
170.875;4.250219;45.23312;32.76994;356.7769;27.80897
170.7188;4.254625;46.35313;32.73951;357.3619;27.80897
171.3825;4.212344;44.98781;33.72427;356.1112;27.80895
169.8225;4.272563;45.34125;33.48096;356.9662;27.80885
170.2875;4.242375;45.78188;33.683;357.2025;27.80882
169.7288;4.248938;45.60938;33.25884;358.1906;27.80876
168.695;4.242406;44.55781;33.13038;357.8306;27.80869
170.45;4.258906;47.07438;33.13808;356.925;27.80852
171.2275;4.258;44.77875;33.18067;357.1481;27.80849
171.1763;4.279156;47.55812;35.37836;356.6512;27.80843
171.365;4.195406;45.47625;33.57098;355.5206;27.80842
170.8412;4.257969;48.20813;33.95512;356.3325;27.8084
169.8562;4.264843;45.32813;33.60825;357.3056;27.80788
170.6312;4.261562;46.29938;33.38218;356.6906;27.80757
169.645;4.255125;45.83437;32.86245;357.1931;27.80724
170.7925;4.222437;46.37875;33.2901;356.8894;27.80686
170.185;4.227094;44.52469;33.07832;356.7712;27.8068
170.935;4.245375;46.33812;34.28664;356.7806;27.80635
170.5713;4.242656;42.53094;31.68062;357.1631;27.80604
170.425;4.237688;44.785;33.32979;358.0594;27.80597
170.9362;4.270031;45.77938;33.96881;357.0806;27.80569
169.9688;4.252344;46.82969;33.85817;356.8031;27.8056
170.2625;4.241875;44.78844;32.95675;357.3469;27.80521
169.655;4.250906;45.61687;33.76113;357.6713;27.80493
171.3687;4.190594;46.37625;33.6621;356.3644;27.80473
166.5225;4.261562;42.75344;31.83403;360.84;27.80472
171.3562;4.23875;45.66719;32.7364;357.3281;27.80472
169.7038;4.258219;45.0275;32.65295;357.3206;27.80471
170.0712;4.271094;45.88375;32.88686;357.375;27.8045
171.4662;4.23075;46.3175;33.57184;356.4056;27.80438
166.6325;4.168406;44.69625;32.89201;355.6181;27.80424
170.9975;4.219781;44.47656;33.20631;356.3438;27.80424
172.3575;4.213593;47.27062;33.08627;356.0512;27.80424
171.86;4.208531;45.37437;33.64654;357.8644;27.80422
170.8862;4.188625;43.55031;32.29526;356.6269;27.80407
169.985;4.228594;44.00625;32.39955;357.9375;27.80404
171.6463;4.274031;47.12938;34.07745;357.8625;27.80381
169.7063;4.241906;43.86625;32.67569;357.9206;27.80374
171.9913;4.213313;46.7;33.68305;355.9031;27.80373
171.0825;4.240656;44.28781;32.65075;356.6756;27.80328
166.5675;4.17725;46.02281;33.10802;355.6631;27.8031
171.1563;4.262219;45.52563;33.57143;357.1744;27.80306
169.615;4.231906;43.35156;31.8797;358.0256;27.80289
171.09;4.24975;45.95375;33.27998;356.25;27.80278
169.2437;4.25575;44.59563;33.05413;357.3975;27.80264
166.1275;4.213937;45.77156;32.88493;358.11;27.80263
170.9312;4.201562;44.32781;32.82849;355.9875;27.80263
169.6612;4.254281;46.92094;32.93972;357.5587;27.80261
170.8988;4.252812;47.33688;33.14316;356.4263;27.80254
172.075;4.198843;46.57281;34.33241;355.6537;27.80241
171.8675;4.264281;45.92062;33.84571;356.8294;27.80238
170.535;4.257813;46.87688;34.44691;356.4056;27.80224
170.9612;4.264406;46.66094;33.68651;356.6719;27.80217
171.7063;4.275938;46.885;34.45126;356.3438;27.8021
171.1313;4.276156;46.37968;34.05588;356.9475;27.80206
170.9887;4.268938;45.07969;33.55864;357.0506;27.80194
171.4775;4.218219;44.85531;32.63379;356.4244;27.80156
169.71;4.254719;46.88781;32.96508;357.3619;27.80142
171.4137;4.267875;45.22031;33.83066;356.8369;27.80142
168.1037;4.214281;45.95656;33.25731;353.1019;27.80131
171.075;4.240094;47.20313;33.55756;356.7469;27.80116
169.6475;4.260531;45.88156;32.84886;357.2775;27.80111
169.79;4.273062;45.3325;33.5111;357.0731;27.80076
169.735;4.250375;45.68438;33.88361;357.3563;27.80026
171.5313;4.237031;46.70813;33.36496;356.6438;27.80004
170.3587;4.233469;45.50687;33.29292;357.2456;27.79959
170.9962;4.270156;45.07531;33.62469;356.9325;27.79958
171.405;4.241688;45.38719;32.76078;357.1669;27.79947
169.71;4.254781;45.62812;33.19798;358.095;27.79906
170.7063;4.250906;45.11219;31.97767;357.5231;27.79906
170.5612;4.254781;47.19719;34.29893;356.3962;27.79906
170.1987;4.25475;44.64375;33.44571;356.8669;27.79881
170.3812;4.228594;44.38656;32.88092;356.6531;27.79879
170.685;4.257219;47.79813;34.28068;356.2013;27.79879
170.88;4.247625;44.58531;33.46747;356.9438;27.79875
170.305;4.230625;44.43282;32.8586;356.4525;27.79874
169.4425;4.235625;43.36031;31.87104;358.2169;27.79869
170.93;4.257719;47.50906;34.03944;357.4219;27.79863
169.97;4.238969;45.56844;32.20288;357.54;27.79855
170.5038;4.26575;46.40812;34.15886;357.5363;27.7984
170.0825;4.233844;43.59187;32.09188;357.8719;27.79836
169.1125;4.245969;45.04094;32.01407;358.1344;27.79831
171.3925;4.236969;44.79375;32.6086;356.8669;27.79816
170.67;4.234875;44.73312;32.09591;357.5606;27.79807
171.4613;4.260656;45.52875;33.78459;357.1519;27.7979
169.415;4.267157;44.64469;32.98343;357.6206;27.79756
170.57;4.261343;47.17031;33.36515;356.8856;27.79744
170.9937;4.256344;45.42656;33.54303;356.94;27.79742
171.7825;4.196312;46.67344;33.49332;356.2181;27.79736
170.065;4.259;45.65719;33.29094;357.3319;27.79722
170.38;4.233406;45.71219;33.1824;357.4181;27.79716
167.045;4.240813;44.44062;31.19751;353.4;27.79712
171.9262;4.216719;46.05;33.88736;355.9725;27.79699
170.7038;4.227719;45.33656;33.48009;356.2706;27.79698
169.4337;4.250344;45.14219;32.35551;358.0744;27.79689
172.01;4.195656;46.67625;33.64521;356.4319;27.79673
170.6775;4.255813;47.92594;34.24673;356.265;27.79673
170.005;4.223344;44.88125;32.60838;356.0381;27.79672
171.0087;4.254844;46.24718;34.46818;356.6869;27.79646
170.5612;4.233906;45.03375;32.24856;356.5706;27.79638
170.9337;4.277656;46.22219;33.95619;357.03;27.79626
171.7462;4.212156;47.03;33.52047;355.965;27.79604
171.2513;4.259187;46.27813;33.32109;356.5013;27.79604
169.8187;4.257875;46.62687;33.83775;356.8931;27.79594
171.8513;4.191;46.67906;33.53987;356.16;27.79581
171.2175;4.256719;45.2625;33.14339;357.2175;27.79574
172.1438;4.212625;45.53344;32.33327;356.2575;27.79565
169.2375;4.256094;44.79844;33.27358;357.15;27.79558
171.3838;4.258719;47.38063;33.66837;357.2625;27.79525
170.0437;4.256938;45.82906;32.43921;356.91;27.79522
170.0287;4.269531;45.71094;32.81717;357.2962;27.79509
171.4088;4.26125;48.46312;34.08064;356.4862;27.79483
170.18;4.235375;45.79656;34.23735;357.2794;27.79477
171.5625;4.205625;44.63125;33.07242;356.3812;27.79459
170.8875;4.254063;45.43125;33.52563;356.7281;27.79454
170.8038;4.226375;45.61031;33.35035;357.255;27.79453
172.0925;4.268437;46.36094;33.54995;357.9394;27.79439
172.085;4.263187;46.97;33.53671;357.0525;27.79437
171.1263;4.261594;46.945;34.31378;356.6888;27.79434
170.675;4.275094;44.74594;33.28113;356.8969;27.79432
168.125;4.221094;45.9375;33.25775;353.0063;27.79424
169.7363;4.257313;47.71437;33.66165;357.0244;27.79421
170.5925;4.231156;46.49156;34.89516;357.5738;27.7942
171.7375;4.285375;49.44062;35.40238;356.7244;27.79419
168.33;4.24075;45.91969;32.86724;353.085;27.79384
170.9987;4.2375;44.50938;32.95763;356.7581;27.79364
170.9187;4.248781;47.52156;33.86074;356.835;27.79329
172.2525;4.215781;46.76188;33.63095;355.8544;27.79323
169.4937;4.257719;46.08812;34.02875;357.3056;27.7932
170.9925;4.247844;47.37032;33.61366;357.2231;27.79316
169.325;4.261687;44.65094;32.99331;357.6075;27.79313
171.5775;4.213656;44.89344;32.60214;356.5988;27.79299
170.38;4.243219;45.77031;33.67289;357.15;27.79299
171.1812;4.253656;45.49;32.59653;356.7037;27.79292
170.7712;4.255656;46.44188;32.64375;357.5887;27.79287
169.7725;4.222813;44.63781;32.64556;356.5481;27.79275
170.9075;4.255188;45.67719;33.58072;357.1275;27.79273
170.025;4.25;45.43625;33.25227;357.1031;27.79272
168.69;4.240469;46.95313;33.32853;353.2387;27.79251
171.9337;4.273156;47.93219;34.1086;357.9469;27.79226
169.2988;4.245937;44.355;32.15552;357.6806;27.79222
169.0775;4.252281;44.58781;33.14819;357.2644;27.79214
171.2525;4.187844;46.15156;33.74217;356.1975;27.79201
171.5287;4.26325;47.05625;34.14653;356.2744;27.79188
170.8362;4.227594;45.55875;33.03982;357.8888;27.79182
170.685;4.231969;45.86219;33.02751;358.0781;27.79182
172.08;4.213875;47.06125;33.37827;356.0194;27.79178
166.32;4.257469;42.75687;31.85986;360.6787;27.79157
169.2425;4.258156;44.605;33.06711;357.57;27.79135
170.6063;4.229218;45.115;32.9225;358.2375;27.79131
171.3075;4.268375;45.885;33.65519;356.7844;27.79125
170.1937;4.229687;44.5375;32.96776;356.9775;27.79103
170.5862;4.23075;44.51469;32.56487;358.1944;27.79086
170.7213;4.283906;44.8;32.6601;358.9012;27.79085
169.2275;4.255281;44.58937;33.1056;357.45;27.79084
168.765;4.245625;46.83156;33.32679;353.2106;27.79081
171.145;4.243906;46.21906;33.90538;356.5669;27.79072
170.4325;4.2365;46.33937;33.2183;357.2494;27.79061
171.4438;4.223438;45.59562;32.8395;357.3;27.7906
168.8237;4.239844;46.78594;33.30555;353.2462;27.79022
170.6512;4.257594;46.31375;33.01842;356.5388;27.79017
171.5925;4.27075;46.40156;33.80567;356.7919;27.79014
172.2925;4.216219;46.38438;32.7203;356.1038;27.78988
171.5625;4.227687;47.06875;33.68562;356.5069;27.78986
170.9688;4.277187;46.06875;33.84069;357.2362;27.78965
171.1;4.202312;44.04594;32.84382;356.1806;27.78963
170.0325;4.248281;46.78437;33.11789;357.3225;27.78961
169.925;4.245062;46.83187;33.82593;357.0413;27.78959
170.545;4.254406;47.29844;33.21249;356.8481;27.78936
169.5225;4.252125;45.30531;33.64912;356.4656;27.78922
171.1275;4.207844;44.51937;32.73169;356.1169;27.78897
172.8;4.21725;46.11594;33.83361;355.9875;27.78894
170.76;4.233469;45.87469;32.99005;357.9581;27.78889
171.12;4.211406;44.5025;32.78258;356.0287;27.78886
170.97;4.244563;45.01875;33.58881;356.6306;27.78884
170.1862;4.217094;44.81937;33.3198;356.7169;27.78875
171.435;4.264843;46.64656;34.0911;356.5894;27.78872
171.1975;4.204625;45.05656;32.77543;356.1319;27.78868
170.8587;4.251187;47.51688;34.00733;356.895;27.7885
170.0063;4.254188;45.6875;33.16724;357.2625;27.78845
172.1212;4.219031;45.75844;33.571;356.1563;27.78841
169.4075;4.253281;44.47187;32.72062;357.8494;27.7883
170.325;4.230156;44.94188;33.49961;358.0313;27.78801
170.3613;4.256875;45.17094;33.68643;356.6512;27.7879
172.0725;4.211719;45.25563;32.1614;356.1413;27.78789
170.9588;4.225188;44.48031;33.16813;356.4075;27.78757
171.2425;4.201281;44.1025;32.81426;356.4319;27.78735
171.4175;4.228469;46.34625;33.64827;356.3569;27.7871
168.295;4.236312;46.67937;32.84709;353.0156;27.78703
169.74;4.247406;46.89938;33.12748;357.2663;27.78696
170.525;4.237813;46.37031;34.08618;356.925;27.78682
170.9425;4.253407;44.58281;33.46944;356.9775;27.78679
169.4725;4.259438;46.87938;33.64691;357.4706;27.78664
170.0737;4.231563;43.99469;32.33094;357.6169;27.78663
167.545;4.227;44.79281;32.50551;353.4637;27.78659
171.4488;4.251062;43.33906;32.45453;357.2344;27.78646
170.925;4.188219;43.55219;32.26303;356.7525;27.7864
170.6987;4.231781;44.25844;32.17331;356.5162;27.78612
170.7188;4.273656;45.34719;33.79816;356.7019;27.78609
170.46;4.263719;46.48281;34.54449;356.4375;27.78587
170.1563;4.258438;46.50375;34.47344;356.3906;27.78569
171.7437;4.214531;46.06469;33.93328;355.9969;27.78567
170.3288;4.252937;45.43781;32.3363;357.2419;27.7853
172.065;4.216312;47.07312;33.35406;355.9388;27.78494
171.58;4.230937;45.58906;33.49118;356.5669;27.78487
171.0363;4.255406;45.41344;33.40177;357.015;27.78452
171.4888;4.239531;47.60094;33.90278;356.4225;27.7845
171.1325;4.248875;47.2425;33.18307;358.0275;27.78429
170.16;4.242531;46.22813;33.31784;357.4275;27.78422
171.4125;4.216031;45.91406;33.88888;356.0381;27.78395
170.2962;4.242594;43.74594;32.8544;358.7325;27.78375
170.165;4.248563;46.66844;33.41391;357.4294;27.78372
170.1662;4.251062;45.44406;32.28287;357.3075;27.78355
170.6788;4.2505;45.34875;32.26211;357.5081;27.78345
170.9013;4.230344;47.565;34.78225;357.72;27.78344
169.9137;4.247125;44.75719;32.28872;357.0713;27.78334
170.415;4.236938;44.31937;32.89622;357.4388;27.78331
171.1888;4.261188;45.38313;33.7916;356.7319;27.78309
172.68;4.220593;46.09781;33.88866;356.2162;27.78304
168.55;4.238125;46.64125;33.31522;353.2838;27.78284
170.6537;4.256437;47.00531;34.22483;356.22;27.78282
171.6925;4.21225;47.47063;33.7387;356.0756;27.78269
170.3025;4.242344;46.36031;33.65085;357.2044;27.78256
172.1188;4.215531;46.71656;33.69125;355.9594;27.78229
170.39;4.232344;43.30031;32.74375;357.3956;27.7822
170.5587;4.213844;44.95562;32.68121;356.8837;27.78217
170.5325;4.258094;46.20531;34.22696;356.31;27.78214
169.69;4.226156;44.64094;32.64712;356.6719;27.78182
170.3475;4.252313;44.22469;32.00953;357.7088;27.78168
171.2375;4.2365;46.76281;33.18087;357.2606;27.78155
169.5488;4.262813;44.47937;32.70305;357.8775;27.78127
170.8438;4.19475;44.33406;32.77682;355.4231;27.78099
170.5988;4.231062;45.75563;33.85042;356.5031;27.78077
169.8238;4.238844;45.56125;32.16323;357.405;27.78072
170.3375;4.237968;45.78375;34.164;357.1875;27.78062
170.7238;4.241375;47.56031;34.00371;357.4256;27.78048
169.975;4.266063;45.86969;32.89666;357.5475;27.78026
170.4337;4.261125;45.195;32.32767;356.6794;27.78026
170.0425;4.255688;44.52906;32.42944;357.0281;27.78
170.86;4.225062;46.4525;33.41367;357.2531;27.77993
170.84;4.233844;45.69094;33.45132;357.4425;27.77992
170.45;4.240844;46.15125;34.08215;357.0131;27.77934
169.8175;4.262218;45.66438;33.70267;356.685;27.77932
169.705;4.22575;43.25813;31.96358;358.0088;27.7793
169.3488;4.259188;44.4625;32.68521;357.5419;27.77919
171.0775;4.26125;46.34594;33.76716;356.715;27.77912
169.7563;4.248343;46.80188;33.41112;357.3488;27.77886
169.3537;4.264688;44.64906;33.00016;357.555;27.77868
171.3563;4.272969;45.23;33.80549;356.6625;27.77861
170.9662;4.256844;45.66969;33.61583;356.9925;27.77857
171.9713;4.199;46.57344;34.29808;355.4887;27.77828
170.1062;4.235156;42.63688;31.8664;357.69;27.77812
170.32;4.239656;45.79594;34.141;357.1331;27.77791
171.2263;4.274531;46.51156;34.03387;356.8031;27.7778
172.17;4.214938;46.385;32.67723;356.4656;27.77774
169.905;4.272;45.35594;33.55908;357.2437;27.7777
171.1425;4.209406;44.33562;32.76038;355.9331;27.77729
169.2;4.242281;44.03;32.07578;357.6919;27.77721
170.1812;4.244344;44.79469;32.7286;357.3975;27.7772
170.6625;4.232531;45.84312;32.99136;358.0725;27.77687
172.04;4.27025;47.72594;34.89392;356.445;27.77681
170.6575;4.25225;46.31406;32.97506;356.6681;27.77674
170.2162;4.251;44.00875;32.69727;357.2044;27.77674
170.665;4.204375;45.32219;34.1233;356.325;27.77673
170.415;4.238125;44.80437;32.86987;357.4406;27.7767
170.9162;4.252812;46.11406;32.36486;357.5512;27.77667
169.715;4.259781;45.77719;34.2506;356.3156;27.77644
170.6288;4.242437;45.83219;33.34074;357.1425;27.77638
167.8675;4.234969;46.7225;33.62966;352.9275;27.77626
170.0838;4.249344;43.89719;32.98206;357.1406;27.77625
171.2363;4.220531;44.79031;33.02728;356.6212;27.77617
171.3225;4.197437;44.05312;32.03882;356.1244;27.7761
170.3675;4.23975;45.70781;33.18871;357.1631;27.77605
170.5562;4.234719;44.73844;32.11636;357.7125;27.77603
172.6575;4.215813;46.12094;33.86633;355.9912;27.77582
171.6788;4.217344;45.26969;32.63774;356.6212;27.77573
169.9175;4.271656;46.52125;34.34428;356.8894;27.77558
169.9725;4.251625;43.58094;32.20022;357.2175;27.77551
169.51;4.252594;44.05094;32.62777;357.4125;27.77545
171.0475;4.239687;46.07969;33.7788;356.4506;27.77533
171.475;4.1975;45.225;32.20097;356.1413;27.77532
165.4425;4.152125;41.34;30.78529;356.1975;27.77531
