K5PC5CH.OP;K5PC6CH.OP;K5F3.PV;K5P5_1.PV;K5P5_2.PV
31.33984;43.3751;2085.343;-40.49922;-38.16875
31.65615;44.16818;2085.334;-39.86875;-42.2289
31.96057;44.08005;2085.326;-39.42891;-41.95313
32.01427;44.20042;2085.326;-42.22266;-41.1039
31.96344;44.145;2085.321;-41.24922;-38.15859
32.16167;44.20099;2085.32;-37.58984;-42.39297
31.11729;43.70828;2085.317;-40.00703;-39.01484
31.77276;44.15115;2085.317;-40.73516;-40.1875
32.15193;44.20229;2085.314;-40.07344;-39.43906
31.47594;43.38245;2085.303;-40.98828;-39.92656
31.98088;44.18484;2085.303;-39.45313;-40.74609
31.90026;44.14865;2085.302;-39.15234;-39.62109
31.7688;44.12646;2085.283;-41.38906;-40.30469
31.83302;44.15078;2085.277;-41.26953;-36.875
31.88021;44.10849;2085.274;-38.87578;-41.54063
31.68432;44.10563;2085.267;-40.4375;-41.67578
31.48724;43.35557;2085.233;-41.55547;-39.54688
32.03719;44.18344;2085.228;-41.4;-37.32734
31.98854;44.19219;2085.216;-38.13828;-42.45625
31.89229;44.20104;2085.203;-40.77187;-37.2086
30.71563;42.32599;2085.201;-39.37734;-40.76797
31.72776;44.18338;2085.197;-37.66094;-40.86953
30.88094;43.70287;2085.184;-39.77422;-40.73438
32.04713;44.16073;2085.177;-42.87969;-39.79375
31.82896;44.16984;2085.135;-40.85547;-40.54531
32.03031;44.19094;2085.131;-38.96875;-40.33672
31.48021;43.34286;2085.124;-40.69531;-40.5875
30.74828;43.32974;2085.113;-42.19844;-39.69531
32.04234;44.16823;2085.11;-40.82031;-39.37578
31.86375;44.18948;2085.108;-38.51094;-38.04063
31.31885;43.37328;2085.102;-39.77187;-39.95313
29.97625;42.27193;2085.088;-41.24219;-42.05235
31.6301;44.14094;2085.085;-36.73985;-39.05547
31.79719;44.14109;2085.04;-40.39687;-39.62812
31.59245;44.155;2085.033;-39.01172;-42.38672
31.71807;44.21037;2085.022;-38.90078;-40.3375
31.88578;44.15958;2085.01;-42.57344;-39.46172
31.6726;44.11745;2085.005;-42.72031;-38.93125
31.71646;44.16974;2085;-39.05703;-42.03672
31.8412;44.20526;2084.99;-38.39922;-39.58906
30.76734;43.28203;2084.989;-40.24219;-39.66406
32.04656;44.20354;2084.985;-37.78906;-40.11172
32.01276;44.20495;2084.966;-39.77656;-38.96875
30.95859;42.43026;2084.947;-41.66094;-40.73906
31.50661;44.09151;2084.943;-40.07656;-37.31797
31.9299;44.15896;2084.911;-38.77891;-41.26563
30.6612;42.38125;2084.908;-41.37656;-39.47266
31.77495;44.17937;2084.887;-42.09766;-39.96875
30.93656;42.38234;2084.886;-38.06875;-38.70937
31.01036;42.38828;2084.88;-41.38281;-41.25859
31.9412;44.18125;2084.876;-38.91563;-38.4375
32.03724;44.22953;2084.862;-38.06094;-40.55781
31.82151;44.16063;2084.854;-40.21875;-41.62891
31.4076;44.15771;2084.84;-39.55703;-41.43516
31.05156;42.61203;2084.837;-39.59531;-39.58281
31.98484;44.22526;2084.833;-37.70937;-42.65937
30.54474;43.25375;2084.83;-39.59219;-40.04844
31.00443;42.45932;2084.823;-39.07422;-38.48516
31.67224;44.13813;2084.821;-39.17656;-40.78125
31.82042;44.14292;2084.793;-41.94219;-38.87734
31.23792;43.29458;2084.781;-40.9586;-40.7125
31.0713;42.4501;2084.78;-36.86641;-38.22734
31.60135;44.13334;2084.777;-41.3;-39.27813
31.05224;42.49255;2084.757;-36.84922;-41.2086
32.59823;45.16734;2084.73;-40.2375;-38.54922
32.05198;44.20609;2084.719;-41.65781;-40.25703
31.68547;44.20021;2084.71;-39.20469;-38.40937
30.79688;42.39823;2084.701;-40.28125;-42.25781
30.38437;43.26885;2084.696;-40.05078;-37.63672
31.89844;44.19208;2084.687;-37.52969;-39.76875
31.66734;44.10651;2084.678;-42.99453;-38.84375
30.40698;42.3275;2084.669;-39.19922;-39.50781
31.93271;44.16354;2084.667;-39.66016;-38.44062
30.95953;42.33156;2084.656;-40.85547;-39.7
31.73505;44.17562;2084.631;-41.99453;-38.69609
31.70078;44.19521;2084.616;-39.31328;-41.32188
31.92995;44.20615;2084.595;-40.77344;-40.01094
31.04552;42.56224;2084.586;-40.48594;-40.06328
30.78724;42.385;2084.578;-40.49062;-38.86953
31.94687;44.17854;2084.566;-39.52891;-39.13515
32.1913;44.16687;2084.557;-40.18594;-38.56484
31.81354;44.17745;2084.529;-40.56172;-41.68672
31.61208;44.11766;2084.518;-40.03984;-41.65313
31.88458;44.19802;2084.518;-42.43438;-40.31016
31.10578;42.32516;2084.517;-40.21406;-40.77266
32.03989;44.17453;2084.512;-37.59453;-38.05156
32.17963;44.18609;2084.464;-38.62031;-39.15078
31.79849;44.1713;2084.442;-42.43594;-38.74219
31.22885;42.52839;2084.439;-40.89766;-40.1
31.19755;42.61047;2084.432;-40.83828;-36.11719
30.59219;42.99437;2084.4;-41.73281;-40.18984
30.90219;42.37037;2084.378;-40.06406;-43.62891
30.90646;42.45156;2084.357;-39.15859;-40.99922
32.05323;44.2187;2084.354;-40.12969;-41.76172
31.88854;44.18943;2084.351;-40.92656;-41.39297
31.91016;44.19146;2084.343;-40.36797;-38.04297
31.28026;44.12651;2084.334;-40.64375;-39.82813
31.79177;44.16031;2084.324;-38.01094;-41.12812
32.07901;44.16943;2084.307;-41.68906;-39.86875
32.22224;44.19552;2084.272;-38.95547;-38.92031
32.0136;44.19307;2084.27;-39.32265;-39.17578
31.91615;44.15391;2084.263;-38.49141;-37.13672
31.0838;42.51573;2084.261;-40.85313;-39.39453
31.05688;42.53073;2084.257;-42.72969;-42.00703
31.305;43.36625;2084.25;-39.12656;-40.50703
32.00865;44.21698;2084.21;-37.28906;-42.25156
32.02464;44.19406;2084.205;-41.28125;-41.0414
31.67615;44.07833;2084.195;-39.55078;-38.46641
31.79526;44.20177;2084.191;-38.16172;-38.16797
30.9299;43.69292;2084.168;-39.39297;-40.64844
31.69698;44.10588;2084.164;-40.81953;-40.58906
31.56443;44.19333;2084.157;-39.72266;-43.1875
31.18359;43.35396;2084.155;-40.92735;-41.45781
32.09521;44.20474;2084.154;-39.53047;-40.15547
31.99537;44.16474;2084.148;-41.55547;-41.47266
32.0163;44.16604;2084.146;-41.71406;-39.68516
31.76641;44.16417;2084.14;-40.48906;-41.21797
30.92375;42.42792;2084.135;-39.67188;-41.04297
31.15109;43.90469;2084.109;-39.21875;-41.875
31.8512;44.17594;2084.106;-40.00781;-39.84375
31.08302;42.4513;2084.079;-36.93125;-39.55625
31.7462;44.09615;2084.038;-40.45937;-40.025
30.95662;42.41995;2084.037;-40.13906;-40.85547
29.80901;42.25974;2083.99;-39.70234;-39.98281
31.52448;44.08276;2083.98;-40.64766;-45.81328
31.91807;44.17109;2083.977;-42.34297;-38.72109
32.01198;44.15339;2083.971;-38.9;-40.42812
31.65688;44.10609;2083.969;-39.72656;-39.18438
31.86984;44.17927;2083.967;-39.36406;-40.72969
31.40339;44.12557;2083.949;-38.95313;-35.49062
29.71417;42.26719;2083.943;-42.95469;-41.14453
31.91083;44.16224;2083.934;-40.54375;-43.43203
30.81886;42.49172;2083.921;-41.01406;-41.28203
31.78818;44.18219;2083.917;-40.03906;-38.39141
30.48818;42.3487;2083.904;-39.9875;-43.47656
30.83661;42.39531;2083.9;-37.98672;-39.28906
31.70708;44.10688;2083.859;-36.88281;-40.62422
31.93714;44.1739;2083.827;-39.47734;-41.19453
31.8537;44.16271;2083.825;-39.21563;-43.01563
31.18719;42.50261;2083.818;-40.325;-38.76406
31.87542;44.13885;2083.818;-38.36641;-41.50312
31.13349;42.41094;2083.805;-40.26563;-38.29844
31.1576;42.48818;2083.801;-39.87891;-40.24297
32.00906;44.19719;2083.792;-42.36562;-40.41328
31.02005;42.52338;2083.782;-38.52656;-41.44922
31.75323;44.14677;2083.78;-38.33984;-38.42969
31.80766;44.13594;2083.763;-44.19141;-39.74375
31.48703;44.13755;2083.744;-38.14063;-41.2289
32.09266;44.18792;2083.714;-41.71406;-38.29531
31.34229;42.52177;2083.692;-40.0625;-37.99766
31.93708;44.22187;2083.687;-41.19297;-39.99688
30.9149;42.37026;2083.686;-40.24062;-40.0875
31.98187;44.14599;2083.685;-38.61094;-38.14844
31.87963;44.13073;2083.681;-40.67969;-38.80156
31.70245;44.07984;2083.648;-38.11172;-40.31172
32.53724;44.93682;2083.631;-38.28437;-39.71797
31.84521;44.21214;2083.629;-39.18438;-38.99375
31.76563;44.10213;2083.617;-39.45781;-40.18516
31.47161;43.34109;2083.607;-39.73281;-41.0125
30.45083;42.31781;2083.595;-39.54844;-40.55
30.94141;42.40141;2083.574;-39.57969;-39.32969
31.55568;44.16745;2083.573;-40.12578;-39.29609
29.88792;42.35818;2083.571;-41.67422;-41.23438
31.84281;44.14812;2083.559;-38.58516;-40.28359
31.23984;43.32531;2083.541;-40.05781;-42.90781
31.92333;44.18891;2083.54;-42.72187;-38.03594
32.03786;44.20797;2083.537;-41.25234;-40.16016
31.75505;44.09875;2083.521;-41.22656;-38.68828
31.56839;44.14682;2083.513;-38.33203;-41.93984
31.01021;42.42984;2083.5;-38.27656;-39.74453
31.64766;44.15755;2083.47;-42.86953;-39.32109
31.25609;42.67302;2083.455;-40.71172;-42.87578
31.57266;44.06151;2083.448;-38.65547;-40.71953
30.88412;42.49599;2083.422;-37.84375;-41.53125
32.02672;44.16568;2083.412;-41.50781;-42.30859
31.87797;44.19688;2083.399;-41.68281;-38.11562
30.96667;42.35234;2083.386;-39.48516;-40.93359
31.50417;44.07557;2083.377;-40.73985;-38.27344
31.71073;44.12302;2083.364;-40.82578;-40.0875
31.1363;42.52281;2083.323;-40.71094;-40.05625
32.63219;45.3062;2083.308;-41.04922;-41.35781
32.4174;44.91802;2083.296;-42.575;-39.96797
31.79359;44.09849;2083.286;-39.99609;-40.01953
31.81547;44.17969;2083.281;-40.83437;-38.65859
31.12333;42.48651;2083.256;-38.70313;-38.0875
31.83182;44.09932;2083.254;-40.83906;-41.12734
31.87135;44.21073;2083.251;-37.43203;-39.825
31.21385;42.47662;2083.247;-39.56719;-41.29766
31.64844;44.13078;2083.237;-39.39453;-39.14063
29.76661;42.25438;2083.22;-43.8125;-40.4586
32.03422;44.20328;2083.207;-39.77031;-37.7625
31.61188;44.09922;2083.203;-41.54219;-40.16875
31.01156;42.30354;2083.201;-41.81641;-37.10547
31.7537;44.11438;2083.201;-39.15234;-41.82344
31.98865;44.18979;2083.199;-39.95156;-38.67812
32.07656;44.17141;2083.17;-40.14063;-40.89453
32.0438;44.20229;2083.167;-37.76719;-39.65703
31.86495;44.14703;2083.154;-40.31875;-39.575
32.06271;44.17151;2083.145;-38.34531;-39.07265
32.0761;44.20677;2083.104;-40.29375;-40.43906
31.61302;44.11146;2083.076;-38.63203;-38.80078
31.55688;44.11068;2083.072;-39.11406;-38.56406
31.79745;44.13021;2083.07;-42.55859;-39.93984
31.96672;44.20328;2083.053;-38.42891;-41.50781
31.20865;42.62927;2083.051;-42.01015;-43.06797
31.51422;44.09958;2083.047;-40.15703;-38.98828
31.94344;44.17677;2083.041;-40.88281;-39.36328
31.59547;44.13604;2083.029;-38.05703;-37.96406
31.38042;44.14724;2083.018;-41.30156;-41.5414
29.6088;42.2162;2083.01;-38.17578;-43.95391
31.8324;44.17833;2083.01;-38.89687;-39.34687
31.00625;42.35552;2083.007;-40.86562;-40.87109
31.65792;44.09104;2083.001;-42.03203;-38.70625
30.88865;42.4512;2083;-38.27969;-39.41328
32.17359;44.18026;2082.978;-41.62734;-40.06875
31.89969;44.18063;2082.978;-41.68906;-40.36328
31.8025;44.14078;2082.966;-39.85156;-40.53437
31.95391;44.1576;2082.964;-38.03203;-34.38359
31.22943;42.55406;2082.96;-40.51563;-39.32578
31.5637;44.10297;2082.957;-40.28672;-40.77891
31.96292;44.14906;2082.928;-39.16797;-39.68125
31.78708;44.23453;2082.927;-41.68984;-39.05781
31.2976;43.37614;2082.92;-39.58203;-41.40234
32.01901;44.19229;2082.912;-41.5414;-39.75
31.76734;44.21443;2082.89;-39.65859;-38.83203
31.61854;44.09266;2082.885;-40.63984;-36.8539
31.85031;44.2049;2082.875;-45.13594;-42.74375
31.82948;44.18078;2082.871;-41.28047;-39.98828
31.06271;42.42297;2082.829;-40.61719;-39.25391
31.77427;44.14463;2082.821;-40.41094;-39.45703
31.0249;42.45776;2082.801;-40.67031;-40.20469
29.69406;42.19661;2082.789;-39.88906;-40.49922
31.88797;44.14422;2082.773;-40.32344;-39.20703
31.19823;44.13156;2082.764;-39.29609;-41.21016
31.75838;44.20021;2082.741;-39.33984;-38.83984
31.75104;44.20708;2082.74;-38.76015;-40.84219
31.51599;44.09177;2082.723;-40.79219;-39.65391
32.08667;44.18338;2082.716;-39.38047;-40.42812
31.17391;42.50474;2082.693;-40.42812;-41.94531
31.8399;44.09094;2082.688;-41.67969;-39.36406
31.10016;43.92109;2082.684;-39.31641;-40.40234
31.14917;42.49667;2082.646;-39.55312;-38.53594
31.92823;44.17208;2082.646;-40.78984;-38.41328
32.09432;44.21151;2082.617;-42.26563;-43.03047
32.16505;44.18656;2082.601;-38.00312;-39.25703
32.10573;44.14891;2082.6;-39.37344;-39.47656
31.08255;42.62406;2082.598;-39.88281;-39.96406
31.185;42.4412;2082.595;-39.38047;-40.59297
31.41255;44.14719;2082.58;-39.14844;-39.63203
31.64698;44.12688;2082.563;-38.30391;-38.81953
31.88573;44.17344;2082.559;-36.17422;-40.25938
32.3787;44.8899;2082.543;-39.95781;-38.05625
31.98984;44.19625;2082.498;-37.47813;-39.43047
31.96828;44.14625;2082.471;-41.41406;-37.07813
32.79089;45.32823;2082.458;-39.69765;-40.50547
31.69698;44.2149;2082.455;-41.45313;-41.425
32.21062;44.91401;2082.43;-40.92656;-39.17656
31.74844;44.13292;2082.424;-38.77187;-41.96563
31.91088;44.18911;2082.401;-40.00781;-40.56719
32.02818;44.21318;2082.4;-39.91953;-39.08594
31.99958;44.21094;2082.397;-41.26719;-43.23594
29.85776;42.31234;2082.394;-39.39297;-40.58594
31.33365;42.49313;2082.382;-39.14922;-38.36172
31.02557;42.36026;2082.359;-40.01641;-39.12891
32.04792;44.17438;2082.357;-39.86485;-36.77734
31.90286;44.2287;2082.338;-41.95156;-40.69609
31.98536;44.2063;2082.312;-39.10625;-37.99531
31.08505;42.50297;2082.294;-40.41953;-39.28437
32.24406;44.88422;2082.294;-40.96484;-39.07265
32.02932;44.20323;2082.287;-40.40313;-38.19297
29.96271;42.33401;2082.28;-42.88828;-40.74922
31.63932;44.12656;2082.275;-40.19922;-37.84297
31.1476;42.58458;2082.234;-40.56641;-37.68359
31.98651;44.21208;2082.228;-41.32031;-39.55078
29.83635;42.26719;2082.218;-40.37266;-36.63047
31.17417;42.61917;2082.214;-38.82031;-39.97422
30.93599;42.38318;2082.211;-39.66797;-41.23203
30.3687;43.28667;2082.201;-38.85234;-39.80547
31.69453;44.09651;2082.168;-42.38203;-40.32109
31.61469;44.14088;2082.158;-39.19531;-43.39141
29.71016;42.2037;2082.107;-39.275;-40.50938
31.82448;44.165;2082.092;-36.93672;-38.53672
31.92443;44.1651;2082.075;-41.86875;-40.72578
31.5424;44.11745;2082.067;-40.60859;-40
31.74453;44.13573;2082.056;-41.6375;-40.12109
31.8476;44.15213;2082.022;-40.35781;-40.37266
31.1638;42.4263;2082.012;-39.50625;-37.75547
32.00536;44.19255;2082.008;-40.22344;-41.54375
30.50469;43.29005;2082.003;-41.69922;-42.44141
31.03583;42.42292;2081.987;-41.40469;-38.18438
29.76552;42.1862;2081.986;-39.43047;-39.17031
31.01891;42.39641;2081.964;-38.42266;-42.02422
31.8838;44.18016;2081.957;-41.43438;-40.59063
32.07828;44.24911;2081.933;-37.60078;-40.1
29.67104;42.22354;2081.923;-39.2;-40.13984
32.77182;45.3687;2081.922;-41.51172;-41.15156
29.58849;42.20864;2081.9;-39.63438;-40.38672
29.80177;42.33099;2081.896;-41.87891;-39.89687
32.17505;44.19912;2081.895;-38.48985;-39.03984
29.60224;42.2151;2081.893;-39.53203;-41.04844
31.75818;44.19865;2081.88;-39.32265;-40.60234
31.33833;44.14281;2081.876;-39.4625;-40.79375
31.32229;43.24292;2081.87;-39.84609;-40.55703
31.93625;44.19365;2081.85;-41.56094;-39.29219
29.39208;42.20161;2081.828;-38.84922;-40.85938
29.64099;42.21312;2081.813;-39.00781;-38.95547
32.15094;44.17021;2081.807;-41.57109;-39.37891
31.50281;44.09271;2081.804;-41.0836;-38.20469
29.78662;42.2101;2081.799;-40.52656;-39.18672
29.91396;42.22635;2081.794;-37.69141;-40.02734
31.57167;44.17708;2081.79;-39.44453;-40.35625
31.17172;42.45615;2081.784;-40.75;-37.82969
29.88292;42.20677;2081.773;-39.97656;-38.86172
29.67505;42.20776;2081.753;-37.71953;-40.57578
31.7875;44.12625;2081.751;-42.16563;-39.91328
31.50568;44.15849;2081.744;-39.94375;-38.45078
30.8425;42.3625;2081.727;-39.65234;-40.9164
31.9962;44.21563;2081.723;-39.5125;-41.13047
31.12844;43.41891;2081.722;-39.9789;-40.2625
31.91714;44.20667;2081.715;-38.975;-39.38281
31.54776;44.10609;2081.713;-42.19297;-38.72969
31.79323;44.20615;2081.689;-38.67109;-39.55
32.06443;44.17156;2081.644;-39.96016;-40.47656
31.6412;44.13438;2081.643;-40.6125;-40.37031
31.90854;44.20547;2081.625;-37.40391;-40.45391
31.46865;44.10167;2081.623;-38.88125;-40.72578
32.28552;44.88729;2081.611;-39.48359;-39.57031
32.11656;44.1749;2081.596;-41.83437;-40.83125
31.88615;44.18453;2081.517;-39.75625;-38.04531
31.51911;43.35271;2081.515;-40.62969;-39.00625
29.50755;42.17891;2081.51;-39.1375;-41.13594
31.8276;44.18922;2081.492;-41.26484;-38.64531
29.48318;42.20245;2081.488;-40.05391;-39.91328
31.87792;44.18;2081.479;-41.22422;-37.98594
29.60693;42.21807;2081.478;-41.06875;-40.96484
31.44146;43.16979;2081.46;-38.5125;-40.36875
29.54995;42.20917;2081.451;-41.06562;-40.33437
31.71583;44.1238;2081.441;-40.08203;-38.71797
32.2351;44.21354;2081.429;-39.83828;-42.44297
31.62729;44.12797;2081.408;-38.51563;-38.08984
31.18031;42.60641;2081.405;-40.88828;-39.00703
32.11151;44.19094;2081.385;-40.27656;-41.46094
32.00646;44.19245;2081.355;-38.27578;-40.49922
30.76912;42.43406;2081.343;-39.89141;-39.86875
31.18333;42.58526;2081.311;-42.79063;-39.42891
31.4226;44.11156;2081.311;-39.44609;-42.22266
31.97104;44.18521;2081.311;-38.90391;-41.24922
31.22323;43.43266;2081.278;-38.08984;-37.58984
31.98151;44.18453;2081.277;-39.32578;-40.00703
31.6662;44.19437;2081.246;-40.98281;-40.73516
31.00896;42.4662;2081.181;-44.18359;-40.07344
29.96219;42.2249;2081.133;-40.95703;-40.98828
32.00911;44.15974;2081.064;-38.24844;-39.45313
32.02489;44.2376;2081.058;-43.03828;-39.15234
31.83526;44.19021;2081.041;-42.43594;-41.38906
29.70297;42.22177;2081.011;-39.78594;-41.26953
31.00948;42.40505;2080.989;-38.86875;-38.87578
31.82531;44.05781;2080.973;-40.70937;-40.4375
31.84698;44.20349;2080.945;-41.70391;-41.55547
31.54276;44.11349;2080.908;-40.34141;-41.4
29.66214;42.19755;2080.876;-43.11797;-38.13828
29.55406;42.20927;2080.868;-39.8961;-40.77187
32.20141;44.22656;2080.86;-35.90547;-39.37734
32.04245;44.20161;2080.848;-41.49219;-37.66094
29.49411;42.21589;2080.82;-41.45625;-39.77422
29.57271;42.21083;2080.817;-41.10859;-42.87969
29.69406;42.20651;2080.797;-37.01563;-40.85547
30.91875;42.43604;2080.786;-39.56641;-38.96875
31.13938;42.47802;2080.785;-39.9;-40.69531
29.39;42.22469;2080.699;-37.78125;-42.19844
31.42838;44.10818;2080.679;-39.08672;-40.82031
29.70135;42.29234;2080.675;-41.31484;-38.51094
32.43182;44.3676;2080.667;-39.41484;-39.77187
29.66844;42.21115;2080.657;-40.75;-41.24219
29.58813;42.21265;2080.657;-39.00703;-36.73985
30.94708;42.43594;2080.614;-37.73828;-40.39687
31.67005;44.105;2080.605;-39.46719;-39.01172
31.79229;44.12667;2080.6;-41.88906;-38.90078
29.61453;42.19172;2080.586;-43.20937;-42.57344
32.03016;44.16708;2080.576;-41.52656;-42.72031
31.11578;42.45057;2080.556;-40.74141;-39.05703
30.97703;42.41026;2080.542;-41.23516;-38.39922
32.03073;44.21016;2080.531;-39.40703;-40.24219
30.9188;42.41276;2080.509;-37.87578;-37.78906
29.45729;42.21416;2080.508;-39.95625;-39.77656
32.00552;44.18833;2080.469;-40.74141;-41.66094
31.2901;42.45979;2080.442;-39.49453;-40.07656
31.03151;42.44193;2080.436;-40.8375;-38.77891
31.0124;42.51771;2080.426;-40.57969;-41.37656
31.02333;42.48526;2080.42;-37.82344;-42.09766
30.78781;42.52864;2080.412;-39.85938;-38.06875
29.71578;42.2174;2080.411;-38.77734;-41.38281
31.22318;43.14135;2080.398;-41.92891;-38.91563
32.20708;44.2137;2080.394;-40.85234;-38.06094
31.61224;44.14958;2080.337;-41.88438;-40.21875
31.68302;43.15073;2080.321;-38.86875;-39.55703
29.97245;42.35823;2080.292;-41.14375;-39.59531
29.51391;42.22245;2080.287;-38.35313;-37.70937
32.04411;44.16104;2080.269;-39.32265;-39.59219
29.47787;42.23797;2080.234;-38.47422;-39.07422
31.75109;44.11953;2080.227;-41.62969;-39.17656
29.65088;42.19609;2080.224;-40.09375;-41.94219
32.25151;44.19807;2080.214;-41.19765;-40.9586
31.90604;44.19417;2080.207;-39.07656;-36.86641
31.00604;42.42979;2080.186;-38.60547;-41.3
29.96672;42.23099;2080.167;-39.94219;-36.84922
31.69302;44.10328;2080.156;-39.78906;-40.2375
29.65937;42.19354;2080.155;-39.55703;-41.65781
31.165;42.54214;2080.146;-39.71094;-39.20469
32.17396;44.19729;2080.119;-41.39766;-40.28125
31.09281;42.44339;2080.04;-41.68203;-40.05078
31.76427;44.12901;2080.031;-40.38906;-37.52969
29.40599;42.21901;2080.008;-41.35313;-42.99453
29.48859;42.22974;2079.998;-42.83047;-39.19922
30.00328;42.26802;2079.992;-41.63047;-39.66016
30.88089;42.29948;2079.964;-41.98828;-40.85547
31.6637;44.11625;2079.96;-40.23828;-41.99453
29.82589;42.21609;2079.945;-37.95313;-39.31328
29.55599;42.20557;2079.937;-39.74609;-40.77344
29.62536;42.21703;2079.937;-40.48125;-40.48594
29.805;42.20354;2079.926;-39.73594;-40.49062
29.79797;42.2125;2079.912;-40.35547;-39.52891
29.84885;42.19568;2079.906;-39.51641;-40.18594
32.06276;44.13969;2079.894;-40.02266;-40.56172
29.50729;42.20287;2079.884;-38.93594;-40.03984
29.67875;42.2164;2079.88;-39.86328;-42.43438
32.0774;44.16094;2079.876;-41.46797;-40.21406
31.74438;44.12427;2079.872;-40.3875;-37.59453
32.2224;44.20781;2079.863;-36.77266;-38.62031
31.60021;44.10224;2079.844;-40.40156;-42.43594
29.87495;42.2763;2079.836;-36.84453;-40.89766
32.01208;44.19239;2079.819;-39.87812;-40.83828
31.12917;42.61531;2079.789;-41.78047;-41.73281
31.71031;44.12302;2079.784;-40.12109;-40.06406
32.02375;44.19531;2079.781;-37.875;-39.15859
32.53688;45.2662;2079.747;-39.88281;-40.12969
29.62849;42.2237;2079.735;-37.89141;-40.92656
31.06781;42.4599;2079.735;-37.70078;-40.36797
31.73917;44.14099;2079.729;-42.81172;-40.64375
32.02266;44.17406;2079.711;-40.54844;-38.01094
32.06521;44.16766;2079.71;-40.9625;-41.68906
31.05052;42.52349;2079.703;-40.57109;-38.95547
33.35026;45.50427;2079.692;-38.2;-39.32265
31.97234;44.16708;2079.682;-42.57265;-38.49141
31.33427;43.36495;2079.666;-40.0625;-40.85313
29.6513;42.21552;2079.634;-42.19531;-42.72969
31.96599;44.17193;2079.613;-38.29219;-39.12656
31.03646;42.42365;2079.588;-38.28594;-37.28906
31.22656;42.55062;2079.548;-40.91406;-41.28125
30.8762;42.4976;2079.547;-39.08047;-39.55078
31.20495;42.50021;2079.527;-39.51719;-38.16172
31.07573;43.37099;2079.52;-40.82422;-39.39297
29.62552;42.19771;2079.504;-39.13047;-40.81953
29.82807;42.22234;2079.472;-40.14453;-39.72266
31.87963;44.18985;2079.471;-38.30938;-40.92735
30.97828;42.28286;2079.464;-39.68594;-39.53047
31.20859;42.50016;2079.432;-39.71641;-41.55547
31.01667;42.34031;2079.392;-39.0414;-41.71406
31.97255;44.16469;2079.373;-40.7625;-40.48906
31.78719;44.14088;2079.339;-39.68203;-39.67188
30.02667;42.21901;2079.335;-40.72266;-39.21875
30.9449;42.46927;2079.319;-38.96172;-40.00781
29.73057;42.21651;2079.3;-40.47578;-36.93125
31.64453;44.13036;2079.296;-37.45156;-40.45937
31.76917;44.11922;2079.289;-41.56094;-40.13906
29.94646;42.22974;2079.272;-40.98281;-39.70234
29.6176;42.19552;2079.272;-40.38672;-40.64766
29.51427;42.20536;2079.26;-38.53672;-42.34297
31.03328;42.36089;2079.26;-38.54375;-38.9
29.80599;42.20937;2079.255;-38.81953;-39.72656
31.98479;44.18005;2079.241;-40.35703;-39.36406
31.70531;44.09687;2079.238;-39.03047;-38.95313
29.9201;42.20318;2079.231;-41.6;-42.95469
29.70969;42.22411;2079.23;-40.43203;-40.54375
31.25224;43.17094;2079.229;-38.27734;-41.01406
32.01276;44.16349;2079.22;-42.09375;-40.03906
29.67286;42.20161;2079.207;-40.25078;-39.9875
29.74354;42.20521;2079.203;-39.36719;-37.98672
31.21672;42.44594;2079.195;-40.53672;-36.88281
31.96958;44.15323;2079.159;-38.63203;-39.47734
29.56552;42.18792;2079.157;-39.35547;-39.21563
31.55713;44.12266;2079.154;-41.93516;-40.325
32.1787;44.2001;2079.109;-39.83984;-38.36641
31.99901;44.14589;2079.088;-38.37734;-40.26563
29.84057;42.20948;2079.087;-39.14844;-39.87891
30.5876;42.97911;2079.082;-37.85625;-42.36562
29.87214;42.24578;2079.075;-39.96094;-38.52656
31.77151;44.13057;2079.052;-35.72813;-38.33984
31.98177;44.16823;2079.025;-39.39375;-44.19141
29.7874;42.23578;2079.005;-39.59844;-38.14063
31.9188;44.1887;2078.964;-42.26094;-41.71406
31.86229;44.15453;2078.959;-40.84922;-40.0625
29.61115;42.21297;2078.937;-39.07656;-41.19297
31.77693;44.10859;2078.877;-38.67422;-40.24062
31.30219;44.00938;2078.834;-40.48047;-38.61094
31.89146;44.15802;2078.817;-42.24844;-40.67969
32.08385;44.15156;2078.811;-38.81094;-38.11172
29.74068;42.23463;2078.81;-41.58203;-38.28437
29.68484;42.23745;2078.806;-40.72344;-39.18438
31.18833;43.91375;2078.78;-39.12891;-39.45781
31.88812;44.15328;2078.779;-37.42656;-39.73281
31.71479;44.13042;2078.772;-38.1125;-39.54844
32.04854;44.18193;2078.761;-39.31172;-39.57969
29.77547;42.27859;2078.76;-40.85625;-40.12578
29.73286;42.20734;2078.747;-41.86719;-41.67422
30.8538;42.44614;2078.747;-41.99766;-38.58516
31.78172;44.15364;2078.717;-40.78906;-40.05781
29.90516;42.27385;2078.708;-39.38047;-42.72187
29.46338;42.20422;2078.69;-38.59766;-41.25234
32.43958;45.04552;2078.673;-40.11485;-41.22656
32.04146;44.14318;2078.658;-39.84766;-38.33203
29.57708;42.21901;2078.652;-40.73828;-38.27656
31.54062;44.11375;2078.652;-41.60234;-42.86953
29.655;42.21307;2078.651;-39.53516;-40.71172
29.67786;42.18932;2078.647;-39.36562;-38.65547
29.49276;42.20911;2078.637;-39.13281;-37.84375
31.65734;44.14719;2078.634;-39.61875;-41.50781
29.9125;42.21401;2078.608;-37.68828;-41.68281
