K0P102_1.PV;K5T16.PV
4.11764;96.98698
4.127703;96.98708
4.075856;96.98729
4.118353;96.9874
4.110384;96.9875
4.131616;96.9875
4.131459;96.9876
4.111809;96.98781
4.072388;96.98792
4.127038;96.98802
4.060819;96.98813
4.090284;96.98823
4.10571;96.98833
4.112741;96.98854
4.072081;96.98865
4.133047;96.98875
4.085631;96.98885
4.097725;96.98917
4.123834;96.98917
4.131444;96.98917
4.107937;96.98937
4.113669;96.98937
4.069303;96.98959
4.10536;96.98979
4.117141;96.98979
4.066697;96.99
4.135603;96.99031
4.112256;96.99042
4.09125;96.99052
4.117053;96.99083
4.085384;96.99084
4.132684;96.99104
4.0884;96.99114
4.093287;96.99125
4.137047;96.99125
4.099497;96.99187
4.125656;96.99187
4.106825;96.99187
4.071741;96.99219
4.100285;96.99239
4.085191;96.99261
4.074862;96.99302
4.095375;96.99313
4.08785;96.99323
4.120484;96.99323
4.099913;96.99333
4.092491;96.99344
4.08541;96.99364
4.117918;96.99375
4.081762;96.99385
4.108416;96.99385
4.126865;96.99386
4.088313;96.99406
4.138725;96.99406
4.0966;96.99438
4.062363;96.99458
4.093513;96.99469
4.122616;96.99479
4.078844;96.99531
4.09339;96.99532
4.126444;96.99541
4.132388;96.99552
4.099784;96.99573
4.136881;96.99573
4.106712;96.99583
4.106937;96.99593
4.113681;96.99594
4.096203;96.99604
4.107162;96.99604
4.076962;96.99625
4.095965;96.99625
4.10655;96.99635
4.069266;96.99656
4.047272;96.99677
4.101016;96.99677
4.078419;96.99698
4.07395;96.99709
4.094478;96.99709
4.123216;96.9974
4.108009;96.99781
4.123856;96.99812
4.128041;96.99823
4.105906;96.99854
4.094691;96.99875
4.064816;96.99917
4.107806;96.99958
4.062413;96.99979
4.108794;96.99979
4.145644;96.99979
4.103619;97.00011
4.093728;97.00011
4.118328;97.00021
4.076634;97.00041
4.087781;97.00041
4.110019;97.00063
4.1075;97.00063
4.083512;97.00083
4.106244;97.00114
4.1341;97.00135
4.121931;97.00146
4.142862;97.00166
4.063866;97.00198
4.114856;97.00198
4.064288;97.00208
4.055041;97.00219
4.118522;97.00219
4.119975;97.00219
4.083756;97.00229
4.111962;97.0026
4.117737;97.00281
4.067291;97.00282
4.145916;97.00282
4.103503;97.00302
4.097756;97.00312
4.098925;97.00323
4.14184;97.00333
4.076594;97.00333
4.054684;97.00333
4.080747;97.00343
4.121678;97.00354
4.117419;97.00354
4.097612;97.00365
4.0906;97.00365
4.066416;97.00385
4.112259;97.00396
4.075319;97.00406
4.070003;97.00437
4.066631;97.00437
4.095094;97.00437
4.120812;97.00437
4.100353;97.00459
4.144934;97.00459
4.108597;97.00479
4.1372;97.0049
4.071106;97.0051
4.128559;97.0052
4.13195;97.00542
4.119297;97.00542
4.093244;97.00542
4.101281;97.00552
4.141166;97.00583
4.129534;97.00594
4.098703;97.00614
4.069053;97.00636
4.106419;97.00656
4.051072;97.00667
4.080991;97.00667
4.075822;97.00677
4.11591;97.00677
4.115694;97.00687
4.117653;97.00687
4.121525;97.00687
4.133719;97.00708
4.110684;97.00729
4.085969;97.0075
4.089678;97.0075
4.115856;97.00791
4.102544;97.00792
4.115659;97.00802
4.099903;97.00813
4.111562;97.00875
4.11615;97.00906
4.084506;97.00916
4.109866;97.00927
4.111425;97.00927
4.046275;97.00979
4.088247;97.00979
4.114647;97.0099
4.084897;97.01021
4.125988;97.01052
4.083328;97.01115
4.061244;97.01115
4.131441;97.01125
4.111531;97.01135
4.081635;97.01146
4.090113;97.01146
4.116872;97.01156
4.103953;97.01167
4.079425;97.01187
4.123253;97.01187
4.095134;97.01208
4.062353;97.01218
4.123341;97.01218
4.064113;97.01229
4.104022;97.0126
4.092625;97.0126
4.034513;97.01292
4.086653;97.01292
4.101672;97.01292
4.122466;97.01302
4.047644;97.01302
4.088709;97.01312
4.148125;97.01312
4.108678;97.01334
4.052725;97.01354
4.074019;97.01365
4.055819;97.01406
4.113806;97.01406
4.091947;97.01489
4.120875;97.015
4.114491;97.015
4.109756;97.01521
4.107403;97.01552
4.0888;97.01552
4.121678;97.01614
4.084319;97.01614
4.111459;97.01625
4.070116;97.01656
4.105981;97.01666
4.140556;97.01708
4.125456;97.01708
4.118675;97.01729
4.099681;97.01771
4.082309;97.01771
4.083703;97.01791
4.121775;97.01791
4.113378;97.01802
4.029744;97.01802
4.101472;97.01823
4.122035;97.01823
4.143456;97.01833
4.08805;97.01843
4.061397;97.01844
4.094134;97.01865
4.111341;97.01875
4.081716;97.01875
4.126635;97.01896
4.080094;97.01907
4.107778;97.01907
4.065903;97.01937
4.092703;97.01937
4.071137;97.01948
4.074775;97.01958
4.122622;97.01958
4.10095;97.01958
4.110531;97.01979
4.101;97.01979
4.1154;97.0199
4.153228;97.0199
4.119716;97.02
4.061034;97.0201
4.123425;97.0201
4.105334;97.02031
4.130063;97.02042
4.118191;97.02052
4.120716;97.02062
4.096847;97.02094
4.0581;97.02104
4.086022;97.02114
4.094431;97.02125
4.070578;97.02125
4.084056;97.02135
4.080631;97.02135
4.101034;97.02156
4.10925;97.02156
4.112575;97.02156
4.137894;97.02156
4.095287;97.02187
4.108781;97.02187
4.095531;97.02198
4.069031;97.02208
4.064491;97.02229
4.085081;97.02229
4.130159;97.02229
4.095284;97.0225
4.107175;97.02271
4.142544;97.02281
4.1222;97.02302
4.096;97.02312
4.128209;97.02312
4.100422;97.02323
4.103247;97.02344
4.112728;97.02344
4.068928;97.02364
4.111547;97.02364
4.114381;97.02375
4.122553;97.02416
4.088587;97.02427
4.103997;97.02427
4.097981;97.02438
4.139106;97.02479
4.100487;97.02489
4.114337;97.02489
4.047444;97.025
4.089047;97.02521
4.113766;97.02521
4.050356;97.02531
4.097081;97.02531
4.121769;97.02552
4.058644;97.02583
4.142506;97.02583
4.126384;97.02583
4.114987;97.02594
4.116631;97.02594
4.109791;97.02635
4.111872;97.02646
4.105156;97.02687
4.123131;97.02708
4.091453;97.02718
4.104881;97.0275
4.099881;97.02771
4.107844;97.02812
4.094947;97.02812
4.125628;97.02823
4.11474;97.02834
4.062428;97.02854
4.088019;97.02854
4.117975;97.02865
4.135397;97.02917
4.087209;97.02927
4.090463;97.02937
4.101934;97.02937
4.104428;97.02948
4.133656;97.02948
4.092831;97.02959
4.070706;97.02959
4.114581;97.02969
4.111822;97.02969
4.092281;97.02979
4.089775;97.03
4.062862;97.03011
4.037753;97.03011
4.1112;97.0302
4.116819;97.03062
4.067747;97.03073
4.029544;97.03094
4.102925;97.03104
4.0932;97.03104
4.130331;97.03114
4.098891;97.03136
4.070625;97.03156
4.123525;97.03156
4.085569;97.03177
4.097566;97.03188
4.114591;97.03208
4.1128;97.03219
4.098303;97.0323
4.089972;97.03313
4.136616;97.03323
4.068106;97.03344
4.114237;97.03354
4.123069;97.03354
4.141856;97.03407
4.127772;97.03438
4.10425;97.03438
4.032275;97.0349
4.086853;97.035
4.078066;97.0351
4.107891;97.0351
4.066831;97.03531
4.131375;97.03562
4.090834;97.03593
4.084015;97.03615
4.108475;97.03625
4.110428;97.03645
4.111556;97.03667
4.057113;97.03667
4.099503;97.03677
4.112459;97.03709
4.085653;97.0377
4.102262;97.03792
4.069978;97.03812
4.108953;97.03812
4.072706;97.03823
4.128709;97.03833
4.075644;97.03844
4.114141;97.03854
4.1037;97.03854
4.126725;97.03864
4.126872;97.03917
4.107569;97.03958
4.107838;97.03958
4.079319;97.03969
4.112581;97.03979
4.121991;97.04041
4.12214;97.04052
4.129469;97.04063
4.052731;97.04094
4.059813;97.04094
4.105459;97.04135
4.117078;97.04146
4.083728;97.04166
4.141212;97.04166
4.06251;97.04177
4.126091;97.04229
4.096831;97.0424
4.111578;97.0424
4.113859;97.0425
4.113616;97.0425
4.100944;97.04271
4.114213;97.04271
4.132153;97.04302
4.116409;97.04333
4.106165;97.04354
4.086591;97.04396
4.103644;97.04406
4.098784;97.04417
4.11825;97.04427
4.082519;97.04437
4.073766;97.04437
4.099672;97.04448
4.100635;97.04489
4.117494;97.045
4.127659;97.045
4.071619;97.0451
4.109687;97.04542
4.093987;97.04542
4.098172;97.04552
4.075175;97.04562
4.124306;97.04573
4.103553;97.04583
4.0952;97.04604
4.096078;97.04604
4.118712;97.04614
4.07525;97.04625
4.105956;97.04646
4.105253;97.04667
4.068291;97.04677
4.107062;97.04688
4.094265;97.04698
4.080959;97.04729
4.135385;97.04739
4.093497;97.04761
4.09479;97.04792
4.073725;97.04813
4.078734;97.04823
4.114828;97.04833
4.129516;97.04833
4.059772;97.04865
4.122941;97.04875
4.097413;97.04896
4.096441;97.04896
4.074422;97.04948
4.109725;97.04958
4.127144;97.0499
4.109775;97.0501
4.118578;97.05021
4.088906;97.05052
4.049672;97.05073
4.107219;97.05073
4.120419;97.05167
4.088022;97.05187
4.102859;97.05219
4.073303;97.05219
4.1202;97.05229
4.074944;97.05271
4.086213;97.05271
4.117725;97.05312
4.081344;97.05312
4.103747;97.05312
4.083894;97.05333
4.11729;97.05344
4.092647;97.05364
4.112106;97.05375
4.074822;97.05375
4.114741;97.05406
4.085994;97.05417
4.118075;97.05427
4.10815;97.05458
4.130025;97.05458
4.103709;97.05479
4.118278;97.055
4.118191;97.05511
4.08356;97.05542
4.123853;97.05552
4.113878;97.05583
4.088681;97.05594
4.10191;97.05614
4.137575;97.05625
4.1148;97.05636
4.111594;97.05646
4.096684;97.05677
4.108372;97.05698
4.077078;97.05708
4.106269;97.05708
4.095422;97.05719
4.107038;97.05719
4.108347;97.05771
4.121472;97.05771
4.100843;97.05782
4.118091;97.05791
4.090856;97.05791
4.085891;97.05802
4.08725;97.05812
4.077934;97.05813
4.089369;97.05833
4.136363;97.05844
4.065909;97.05854
4.143372;97.05854
4.114409;97.05865
4.056978;97.05896
4.129925;97.05906
4.135462;97.05927
4.143441;97.05948
4.094084;97.05959
4.058169;97.05959
4.124763;97.05959
4.096037;97.05979
4.113341;97.05979
4.073191;97.0601
4.1106;97.0601
4.128947;97.06062
4.127897;97.06062
4.117828;97.06094
4.10195;97.06104
4.096988;97.06104
4.104506;97.06104
4.097316;97.06125
4.085822;97.06156
4.121391;97.06156
4.108788;97.06187
4.15425;97.06187
4.128506;97.06208
4.099578;97.06229
4.083272;97.0625
4.100619;97.0625
4.092844;97.0625
4.094859;97.0625
4.087656;97.06261
4.129003;97.06261
4.115003;97.06271
4.112303;97.06271
4.097847;97.06281
4.10165;97.06281
4.117312;97.06292
4.113266;97.06333
4.109282;97.06375
4.074013;97.06375
4.094934;97.06375
4.103581;97.06396
4.104503;97.06396
4.113703;97.06406
4.110278;97.06427
4.0876;97.06448
4.084472;97.06448
4.119381;97.06448
4.09999;97.06479
4.081706;97.06479
4.118916;97.0649
4.085856;97.06541
4.094828;97.06541
4.101122;97.06541
4.114403;97.06552
4.087578;97.06563
4.10186;97.06563
4.049306;97.06583
4.107162;97.06615
4.11556;97.06615
4.07831;97.06635
4.098069;97.06635
4.137372;97.06635
4.049594;97.06656
4.092519;97.06656
4.106044;97.06656
4.076525;97.06709
4.097019;97.06709
4.075562;97.06718
4.086066;97.06729
4.072469;97.0675
4.130403;97.0676
4.111115;97.06771
4.072825;97.06771
4.0957;97.06792
4.111588;97.06792
4.070491;97.06802
4.104262;97.06802
4.104465;97.06802
4.099338;97.06864
4.077859;97.06875
4.078603;97.06896
4.097391;97.06906
4.054269;97.06937
4.130087;97.06958
4.126844;97.06958
4.140625;97.06969
4.112044;97.07
4.101834;97.07063
4.0701;97.07083
4.100356;97.07083
4.097972;97.07083
4.123363;97.07094
4.1352;97.07114
4.083703;97.07135
4.121418;97.07166
4.080259;97.07177
4.102637;97.07188
4.081975;97.07208
4.113016;97.07219
4.110428;97.07229
4.119997;97.0724
4.103275;97.0726
4.110119;97.07271
4.101291;97.07271
4.114656;97.07271
4.106116;97.07281
4.111006;97.07291
4.139303;97.07291
4.102978;97.07313
4.048769;97.07333
4.112616;97.07344
4.092487;97.07354
4.103003;97.07385
4.104591;97.07396
4.126963;97.07396
4.121044;97.07417
4.121709;97.07448
4.072844;97.07468
4.122181;97.07468
4.106587;97.07468
4.109041;97.07479
4.10695;97.07479
4.096409;97.0749
4.068069;97.075
4.089372;97.07521
4.121685;97.07573
4.109884;97.07584
4.079353;97.07645
4.117013;97.07656
4.054088;97.07656
4.09985;97.07667
4.102409;97.07677
4.109934;97.07677
4.088119;97.07698
4.14555;97.07709
4.132738;97.07729
4.120641;97.0775
4.081603;97.07771
4.115291;97.07771
4.144344;97.07792
4.103222;97.07792
4.065228;97.07802
4.054163;97.07833
4.06585;97.07833
4.110731;97.07864
4.135406;97.07896
4.104294;97.07906
4.134991;97.07906
4.109472;97.07917
4.127269;97.08
4.067103;97.0801
4.08945;97.08031
4.10571;97.08031
4.057078;97.08063
4.085294;97.08073
4.122488;97.08083
4.12751;97.08104
4.112528;97.08115
4.132659;97.08125
4.055353;97.08135
4.109053;97.08146
4.113547;97.08156
4.115356;97.08156
4.101285;97.08167
4.097441;97.08167
4.085275;97.08218
4.12639;97.08292
4.122609;97.08292
4.125916;97.08292
4.123831;97.08302
4.084862;97.08323
4.116691;97.08365
4.122735;97.08385
4.092275;97.08406
4.067169;97.08417
4.121694;97.08417
4.097566;97.08417
4.126753;97.08427
4.128025;97.08459
4.143072;97.08469
4.100447;97.08479
4.119706;97.08479
4.104716;97.08479
4.101234;97.08489
4.113019;97.0849
4.085372;97.085
4.134544;97.085
4.085465;97.085
4.068581;97.08511
4.110485;97.08521
4.103331;97.08562
4.113937;97.08562
4.114959;97.08583
4.0946;97.08583
4.129953;97.08625
4.080906;97.08636
4.108994;97.08646
4.077272;97.08646
4.110962;97.08656
4.125288;97.08656
4.087913;97.08677
4.074844;97.08688
4.090706;97.08698
4.097181;97.08708
4.111312;97.08739
4.11085;97.08739
4.110541;97.0875
4.127656;97.08791
4.126841;97.08813
4.119425;97.08907
4.117413;97.08907
4.106953;97.08916
4.095812;97.08938
4.110691;97.08948
4.110606;97.08968
4.091944;97.08979
4.130109;97.09031
4.11904;97.09031
4.125225;97.09062
4.061862;97.09062
4.135041;97.09062
4.088131;97.09156
4.056178;97.09177
4.133018;97.09177
4.080522;97.09198
4.093894;97.09209
4.130484;97.09209
4.137044;97.09219
4.097694;97.09229
4.115138;97.0924
4.117884;97.09261
4.108131;97.09261
4.109997;97.0927
4.096134;97.0927
4.072416;97.0927
4.119853;97.09344
4.112438;97.09344
4.100325;97.09364
4.096556;97.09406
4.099432;97.09417
4.130266;97.09427
4.099515;97.09438
4.082634;97.09438
4.108178;97.09469
4.121016;97.09479
4.089706;97.095
4.0729;97.09541
4.106456;97.09573
4.127687;97.09573
4.086334;97.09583
4.093541;97.09646
4.114272;97.09677
4.086991;97.09688
4.123966;97.09698
4.080191;97.09729
4.089347;97.0976
4.129025;97.0976
4.064347;97.09771
4.083425;97.09771
4.068234;97.09792
4.113616;97.09802
4.09236;97.09802
4.067466;97.09813
4.076328;97.09843
4.063825;97.09854
4.114784;97.09865
4.110556;97.09885
4.090909;97.09885
4.107897;97.09896
4.107525;97.09896
4.113416;97.09896
4.145525;97.09896
4.108894;97.09906
4.082994;97.09906
4.128131;97.09917
4.101072;97.09917
4.115697;97.09927
4.0985;97.09937
4.11705;97.09948
4.091541;97.09948
4.105044;97.09948
4.087978;97.09969
4.111962;97.09979
4.092906;97.09979
4.111516;97.09979
4.106509;97.1
4.138297;97.1
4.100591;97.10031
4.10039;97.10052
4.085256;97.10083
4.120003;97.10083
4.109538;97.10094
4.089256;97.10104
4.128022;97.10104
4.085981;97.10114
4.114797;97.10125
4.101609;97.10125
4.086925;97.10146
4.122178;97.10156
4.085756;97.10177
4.090756;97.10198
4.090641;97.10208
4.122356;97.10219
4.116313;97.10229
4.119081;97.10261
4.071662;97.10281
4.106653;97.10281
4.070553;97.10292
4.097981;97.10313
4.089119;97.10313
4.111063;97.10313
4.088519;97.10313
4.07234;97.10365
4.094297;97.10416
4.096781;97.10448
4.120994;97.10479
4.091163;97.10479
4.055853;97.105
4.120565;97.105
4.132403;97.10542
4.111406;97.10552
4.072338;97.10552
4.117844;97.10552
4.105572;97.10562
4.132312;97.10573
4.068213;97.10583
4.123197;97.10593
4.098978;97.10687
4.128184;97.10698
4.117597;97.1074
4.098563;97.1076
4.100175;97.10802
4.073769;97.10812
4.109741;97.10833
4.114959;97.10864
4.114578;97.10886
4.048081;97.10896
4.124147;97.10906
4.128344;97.10927
4.072975;97.10938
4.131588;97.10938
4.121253;97.10969
4.075456;97.11
4.100928;97.11
4.114506;97.11
4.149725;97.11011
4.125259;97.11031
4.118762;97.11031
4.088809;97.11052
4.110338;97.11063
4.143713;97.11063
4.133744;97.11073
4.080419;97.11104
4.094509;97.11104
4.086428;97.11125
4.044844;97.11125
4.0991;97.11135
4.099935;97.11156
4.116031;97.11166
4.096969;97.11177
4.089475;97.11198
4.077903;97.11219
4.07425;97.11229
4.087081;97.11229
4.124481;97.11271
4.083144;97.11281
4.091966;97.11282
4.116641;97.11323
4.100456;97.11333
4.121178;97.11333
4.1227;97.11333
4.105694;97.11375
4.097369;97.11385
4.08961;97.11406
4.145834;97.11417
4.104547;97.11448
4.136828;97.11459
4.118256;97.11469
4.106334;97.1149
4.100191;97.115
4.126287;97.1151
4.127369;97.11531
4.099597;97.11542
4.108069;97.11542
4.102059;97.11562
4.112169;97.11614
4.115975;97.11625
4.157234;97.11646
4.144978;97.11646
4.073203;97.11698
4.117662;97.11708
4.102256;97.11708
4.052588;97.11739
4.103278;97.11771
4.114687;97.11802
4.107766;97.11833
4.153363;97.11833
4.106837;97.11855
4.055206;97.11864
4.11355;97.11875
4.104531;97.11886
4.072766;97.11886
4.111856;97.11906
4.118032;97.11927
4.099553;97.11938
4.13731;97.11958
4.087491;97.12021
4.134647;97.12032
4.0886;97.12041
4.086038;97.12093
4.077447;97.12125
4.10355;97.12146
4.100038;97.12146
4.162247;97.12177
4.121822;97.12187
4.107844;97.12187
4.122987;97.12198
4.110885;97.12218
4.130016;97.1224
4.133263;97.1225
4.094209;97.1226
4.1094;97.12292
4.111106;97.12312
4.117747;97.12323
4.099463;97.12323
4.137722;97.12354
4.1383;97.12386
4.135234;97.12395
4.104135;97.12406
4.09835;97.12437
4.105444;97.12458
4.108763;97.125
4.106509;97.12542
4.135184;97.12563
4.126419;97.12573
4.101419;97.12594
4.084459;97.12594
4.1534;97.12605
4.106209;97.12625
4.11439;97.12625
4.107234;97.12625
4.091125;97.12635
4.118925;97.12656
4.057028;97.12677
4.070122;97.12688
4.101313;97.12708
4.092288;97.12719
4.074228;97.12729
4.124722;97.1274
4.089212;97.1275
4.074675;97.1276
4.124756;97.12771
4.127556;97.12791
4.098428;97.12813
4.071566;97.12823
4.059088;97.12823
4.091166;97.12823
4.126156;97.12823
4.092384;97.12854
4.111063;97.12865
4.098434;97.12875
4.080031;97.12875
4.115619;97.12885
4.122616;97.12896
4.130069;97.12907
4.129035;97.12907
4.076234;97.12917
4.109106;97.12937
4.094059;97.12948
4.111191;97.12959
4.122188;97.12969
4.105169;97.13062
4.086394;97.13084
4.091969;97.13084
4.10185;97.13094
4.114625;97.13104
4.053256;97.13136
4.104688;97.13146
4.113209;97.13198
4.101569;97.13229
4.103284;97.13271
4.0805;97.13292
4.088203;97.13313
4.092334;97.13313
4.113428;97.13323
4.058753;97.13344
4.086506;97.13364
4.073603;97.13385
4.113937;97.13396
4.112813;97.13417
4.116385;97.13479
4.108678;97.1349
4.143769;97.1349
4.13485;97.135
4.086147;97.1351
4.116413;97.1351
4.109135;97.13521
4.123456;97.13531
4.107341;97.13541
4.126869;97.13541
4.122422;97.13552
4.1188;97.13563
4.134278;97.13573
4.119338;97.13583
4.122375;97.13583
4.141766;97.13583
4.095153;97.13604
4.121272;97.13604
4.074541;97.13615
4.103847;97.13635
4.100328;97.13646
4.128747;97.13667
4.107325;97.13708
4.081341;97.1374
4.089665;97.1374
4.076091;97.1375
4.116375;97.13771
4.110369;97.13834
4.125747;97.13834
4.101128;97.13854
4.140997;97.13854
4.078272;97.13906
4.106878;97.13917
4.105628;97.13917
4.104025;97.13917
4.106622;97.13937
4.117034;97.13937
4.116278;97.1399
4.069422;97.14021
4.112837;97.14031
4.089578;97.14031
4.104115;97.14031
4.12575;97.14094
4.096553;97.14104
4.087965;97.14125
4.166675;97.14146
4.054287;97.14167
4.101019;97.14188
4.116722;97.14188
4.104125;97.14198
4.142994;97.14208
4.115425;97.1424
4.071253;97.1426
4.078503;97.1426
4.127663;97.14261
4.077234;97.14281
4.08595;97.14291
4.045016;97.14333
4.105397;97.14344
4.071275;97.14354
4.103525;97.14354
4.137191;97.14365
4.098622;97.14427
4.111934;97.14427
4.112019;97.14427
4.101335;97.14448
4.094925;97.1449
4.058763;97.145
4.086688;97.145
4.144731;97.1451
4.097991;97.1451
4.099922;97.14521
4.133337;97.14542
4.128844;97.14542
4.108737;97.14552
4.136469;97.14552
4.109588;97.14573
4.060084;97.14584
4.139528;97.14584
4.085316;97.14615
4.101819;97.14625
4.106553;97.14625
4.132731;97.14646
4.120819;97.14656
4.093575;97.14677
4.077603;97.14687
4.054703;97.14708
4.104716;97.1475
4.102391;97.14761
4.101241;97.14771
4.09024;97.14792
4.097059;97.14823
4.127222;97.14833
4.129015;97.14833
4.092535;97.14844
4.083715;97.14864
4.063475;97.14875
4.078169;97.14896
4.055025;97.14948
4.113088;97.14958
4.089534;97.14958
4.121637;97.14958
4.128606;97.14969
4.098766;97.14969
4.127475;97.1498
4.111413;97.15
4.087153;97.15
4.125159;97.15
4.111497;97.1501
4.105416;97.15021
4.088166;97.15083
4.116328;97.15083
4.112775;97.15083
4.10895;97.15083
4.124012;97.15083
4.099088;97.15094
4.070638;97.15115
4.103178;97.15198
4.12335;97.15219
4.088359;97.15219
4.075966;97.15229
4.08674;97.15229
4.077366;97.1524
4.10325;97.1524
4.081641;97.1525
4.103794;97.1526
4.108391;97.1526
4.083181;97.15281
4.103856;97.15292
4.099019;97.15292
4.091415;97.15292
4.085944;97.15292
4.096715;97.15334
4.086347;97.15334
4.128225;97.15354
4.130491;97.15365
4.074544;97.15365
4.094759;97.15375
4.064315;97.15385
4.115788;97.15427
4.11585;97.15459
4.109772;97.15459
4.071028;97.15469
4.100362;97.15521
4.073356;97.15521
4.099097;97.15542
4.091081;97.15573
4.108862;97.15614
4.124081;97.15614
4.070313;97.15656
4.096284;97.15656
4.115731;97.15656
4.073953;97.15688
4.072331;97.15688
4.130912;97.15698
4.088853;97.15708
4.107322;97.15719
4.110291;97.15719
4.111772;97.15719
4.117381;97.1573
4.08814;97.15739
4.059515;97.15761
4.090912;97.15771
4.087193;97.15781
4.125084;97.15792
4.104681;97.15792
4.119728;97.15813
4.066231;97.15833
4.112703;97.15875
4.104419;97.15927
4.10104;97.15927
4.088494;97.15969
4.111997;97.15969
4.129234;97.16
4.089085;97.1601
4.087412;97.16021
4.117912;97.16073
4.102232;97.16073
4.106309;97.16125
4.073841;97.16177
4.097025;97.16177
4.111185;97.16219
4.1537;97.16229
4.102881;97.16302
4.111262;97.16323
4.131931;97.16386
4.071444;97.16396
4.123809;97.16406
4.122328;97.16417
4.052653;97.16428
4.105469;97.16438
4.082216;97.16479
4.103422;97.16489
4.113347;97.16541
4.096534;97.16563
4.108397;97.16563
4.099609;97.16573
4.097266;97.16594
4.111262;97.16594
4.130559;97.16605
4.145747;97.16615
4.080319;97.16625
4.089791;97.16646
4.067028;97.16646
4.119694;97.16698
4.106606;97.16708
4.095256;97.16729
4.095335;97.1674
4.105781;97.1675
4.114756;97.1676
4.116931;97.16782
4.134656;97.16782
4.068297;97.16792
4.095078;97.16812
4.126369;97.16823
4.140372;97.16865
4.111778;97.16896
4.085369;97.16917
4.099828;97.16948
4.104238;97.16969
4.139478;97.16979
4.118522;97.1699
4.108834;97.1699
4.103806;97.1701
4.120687;97.17021
4.073635;97.17042
4.166959;97.17052
4.138113;97.17073
4.116981;97.17083
4.105969;97.17094
4.099981;97.17125
4.114619;97.17136
4.102397;97.17136
4.087728;97.17146
4.116512;97.17146
4.132128;97.17156
4.080425;97.17178
4.124419;97.17188
4.099537;97.17188
4.132894;97.17271
4.087209;97.17271
4.093116;97.17271
4.101847;97.17323
4.069428;97.17333
4.101078;97.17333
4.097956;97.17365
4.104797;97.17385
4.083078;97.17396
4.104184;97.17396
4.110841;97.17396
4.101397;97.17406
4.112237;97.17416
4.100625;97.17438
4.111353;97.17469
4.068075;97.17479
4.087119;97.1749
4.147066;97.1749
4.107991;97.175
4.085506;97.175
4.113791;97.175
4.077209;97.1751
4.093747;97.1751
4.11135;97.17532
4.110866;97.17532
4.088403;97.17552
4.092019;97.17552
4.081666;97.17573
4.077938;97.17583
4.051191;97.17594
4.124631;97.17594
4.110284;97.17625
4.078712;97.17635
4.076931;97.17657
4.105419;97.17719
4.130594;97.17719
4.093935;97.1774
4.127606;97.1775
4.09171;97.17771
4.121503;97.17802
4.09969;97.17844
4.120263;97.17844
4.080088;97.17958
4.077244;97.17979
4.124737;97.17989
4.089828;97.17989
4.116288;97.17989
4.127956;97.17989
4.134;97.18011
4.096997;97.18031
4.104387;97.18042
4.120497;97.18052
4.091275;97.18063
4.140475;97.18094
4.101575;97.18146
4.131959;97.18146
4.116812;97.18156
4.120963;97.18167
4.110916;97.18167
4.088853;97.18188
4.101297;97.18198
4.114937;97.18198
4.123772;97.18208
4.100519;97.18219
4.096022;97.18219
4.104813;97.18229
4.094344;97.18229
4.08665;97.1824
4.055728;97.1824
4.063081;97.1825
4.09399;97.1826
4.06735;97.18271
4.117869;97.18282
4.066481;97.18302
4.088947;97.18313
4.090125;97.18333
4.103291;97.18344
4.091244;97.18354
4.108925;97.18365
4.076666;97.18385
4.115315;97.18406
4.103844;97.18427
4.128059;97.18427
4.1122;97.18468
4.092822;97.18562
4.076594;97.18573
4.148797;97.18584
4.091531;97.18656
4.113438;97.18656
4.08851;97.18656
4.103828;97.18678
4.075759;97.18687
4.108606;97.18729
4.131634;97.18729
4.1174;97.18739
4.072891;97.18771
4.095844;97.18771
4.116956;97.18781
4.092119;97.18802
4.127575;97.18802
4.161816;97.18802
4.113191;97.18813
4.082625;97.18833
4.164244;97.18833
4.124881;97.18864
4.065259;97.18886
4.132325;97.18906
4.05439;97.18958
4.125244;97.18958
4.131547;97.18969
4.115303;97.18979
4.096462;97.19
4.096594;97.19032
4.112931;97.19032
4.101747;97.19063
4.074069;97.19094
4.114344;97.19115
4.090234;97.19125
4.115647;97.19125
4.104941;97.19125
4.128416;97.19156
4.129069;97.19177
4.089331;97.19198
4.108594;97.19198
4.126009;97.19198
4.0726;97.19209
4.125906;97.19209
4.127703;97.19218
4.1412;97.1924
4.113447;97.19271
4.089181;97.19302
4.086287;97.19344
4.167447;97.19344
4.095944;97.19395
4.129369;97.19417
4.09875;97.19458
4.114478;97.19479
4.083991;97.195
4.126003;97.19521
4.100047;97.19542
4.142122;97.19552
4.123415;97.19552
4.144159;97.19594
4.114978;97.19604
4.127078;97.19604
4.115672;97.19614
4.087925;97.19625
4.103741;97.19625
4.113585;97.19636
4.102322;97.19656
4.108047;97.19656
4.091631;97.19677
4.106991;97.19698
4.107712;97.19698
4.130684;97.19708
4.117734;97.19729
4.111391;97.1973
4.087575;97.1974
4.113266;97.19771
4.098;97.19781
4.095838;97.19813
4.102919;97.19823
4.103397;97.19833
4.073441;97.19844
4.116028;97.19865
4.093106;97.19865
4.088653;97.19865
4.131338;97.19896
4.125566;97.19907
4.071741;97.19917
4.110085;97.19937
4.110185;97.19958
4.091491;97.2001
4.088422;97.20052
4.103234;97.20062
4.100269;97.20094
4.072628;97.20125
4.131988;97.20125
4.135506;97.20125
4.159369;97.20146
4.130997;97.20177
4.108894;97.20209
4.118388;97.20229
4.114309;97.20271
