K5PC5CH.OP;K5PC6CH.OP;K5F3.PV;K5P5_2.PV
56.95005;67.7324;3201.529;-37.26172
56.96047;67.78578;3198.476;-36.45078
57.02875;67.7149;3197.509;-39.91016
56.83771;67.72688;3194.953;-42.43594
57.0351;67.69656;3193.756;-39.75781
56.46125;67.18562;3189.82;-38.9625
56.36;67.2912;3183.732;-36.825
56.37963;67.30266;3179.658;-41.74609
56.37932;67.29229;3179.504;-42.89531
56.51849;67.21729;3178.725;-39.97422
56.33698;67.33318;3178.542;-41.52187
56.28568;67.2875;3176.678;-41.72187
56.22896;67.3139;3175.859;-43.12891
57.0351;67.69734;3174.572;-41.71094
57.03307;67.65651;3172.836;-42.93516
56.12734;67.19443;3171.043;-40.37422
56.48964;67.18443;3169.793;-38.08828
57.01479;67.68073;3168.728;-39.12344
55.98208;66.73917;3159.176;-39.30703
56.49469;67.20156;3156.229;-41.17344
56.44255;67.24532;3140.479;-39.49453
55.74635;66.99297;3139.304;-41.18594
54.97573;65.92807;3138.477;-37.55781
56.00323;67.0263;3129.788;-40.53516
56.53912;67.71464;3127.123;-38.4875
56.47583;67.22938;3126.373;-39.71328
56.9351;67.7013;3125.155;-39.50234
56.13302;66.85833;3124.048;-42.31641
56.37979;67.21938;3123.594;-36.50469
56.48104;67.21276;3122.289;-37.06875
56.34609;67.58828;3122.114;-38.06406
56.37271;67.60219;3121.968;-41.50859
56.29662;67.21573;3121.699;-41.49844
56.3488;67.64323;3120.037;-40.875
56.44584;67.22734;3119.7;-35.88359
56.46042;67.22859;3117.866;-38.70703
55.90531;67.02901;3117.027;-38.49922
56.60927;67.81219;3116.706;-42.18672
56.60698;67.22906;3116.489;-40.90625
56.58906;67.84161;3116.099;-41.4125
56.55214;67.13755;3115.278;-35.27578
56.30656;67.21344;3114.426;-42.01641
56.27229;67.59422;3113.107;-42.13828
56.30125;67.59052;3112.84;-43.07188
55.52666;66.35359;3112.217;-40.375
56.56224;67.68672;3111.748;-35.01563
56.36719;67.57578;3110.89;-39.97656
56.32203;67.71125;3110.157;-42.47266
56.62771;67.70745;3109.629;-40.95156
56.44011;67.67656;3109.629;-42.92109
56.47177;67.69334;3109.403;-39.50156
55.45922;66.40609;3109.363;-39.38359
56.37672;67.69646;3108.243;-43.38515
56.39182;67.72;3107.834;-43.07734
56.48479;67.78875;3106.709;-40.7711
56.55198;67.69203;3106.634;-42.1125
55.64135;66.39594;3105.947;-39.58984
56.52964;67.80266;3105.649;-39.72031
56.39838;67.67969;3105.563;-40.08203
55.55969;66.42354;3105.5;-38.89375
55.15583;66.37531;3105.018;-38.53906
56.50875;67.69891;3104.449;-43.45313
56.42406;67.69865;3104.316;-39.37578
56.48604;67.71552;3103.953;-41.52344
55.70198;66.39677;3103.78;-41.0211
55.55823;66.37401;3103.512;-39.02891
56.42823;67.67042;3102.863;-40.25
56.16833;67.59349;3102.761;-40.26015
56.59187;67.83802;3102.271;-40.25547
55.56443;66.3875;3101.577;-37.375
56.33318;67.6976;3101.185;-41.17891
55.66646;66.40844;3100.632;-40.01953
56.21953;67.63448;3100.304;-39.04609
56.42906;67.70058;3100.268;-40.60938
56.47302;67.69807;3100.139;-38.04297
56.47203;67.62172;3099.532;-38.37109
56.44078;67.69135;3099.489;-38.49375
56.43495;67.70807;3099.365;-42.11016
56.22203;67.60448;3099.032;-40.15781
55.70479;66.3689;3098.763;-40.22656
56.32323;67.61313;3098.397;-38.28984
56.52734;67.81922;3097.781;-38.48125
56.46448;67.72942;3097.446;-40.08672
56.56651;67.81828;3097.188;-37.68672
56.35417;67.74766;3096.917;-38.77578
56.44302;67.81709;3096.859;-39.71016
56.51234;67.75203;3095.749;-39.59687
56.53432;67.8013;3095.712;-36.18672
55.51724;66.3776;3095.594;-42.18984
55.69021;66.29516;3095.583;-39.31641
55.48656;66.34922;3095.58;-39.80312
53.28224;64.05417;3095.574;-41.01797
53.17573;63.93802;3095.403;-40.45078
56.47193;67.65146;3095.311;-42.73906
56.41146;67.81359;3095.221;-37.99219
56.58458;67.76708;3094.96;-42.07656
56.37823;67.7587;3094.731;-39.52969
56.51948;67.80677;3094.656;-37.50078
54.62568;65.43468;3094.642;-42.81641
56.56354;67.81167;3094.577;-39.8961
56.29802;67.635;3094.52;-41.01719
56.48109;67.74073;3094.23;-41.94453
56.49083;67.74245;3093.839;-36.53437
56.61031;67.78995;3093.763;-37.84297
56.31401;67.63802;3093.761;-40.54063
56.41521;67.74552;3093.671;-39.85234
56.27057;67.73161;3093.427;-38.60625
56.34917;67.7486;3093.412;-41.26094
55.10729;66.39172;3093.37;-40.46406
55.46542;66.4151;3093.184;-41.69609
56.34261;67.59651;3093.012;-38.58203
56.24458;67.69511;3092.744;-42.05625
55.57755;66.3951;3092.728;-40.16719
56.54901;67.66229;3092.672;-38.29766
56.58974;67.83719;3092.652;-36.03906
56.43542;67.8026;3092.631;-39.10156
56.40292;67.80682;3092.619;-40.62266
56.24031;67.88115;3092.486;-42.3125
56.69255;67.80698;3092.327;-37.99141
56.57635;67.80729;3092.269;-39.45391
55.55969;66.39417;3092.23;-40.73281
56.55959;67.76765;3092.184;-41.20391
56.31776;67.64047;3092.166;-39.58594
56.31662;67.76688;3092;-41.78672
56.45078;67.74083;3091.809;-39.24141
55.45922;66.42167;3091.784;-40.37031
56.44021;67.79516;3091.756;-43.97109
56.53635;67.78323;3091.711;-44.36562
56.48359;67.62135;3091.686;-36.6625
56.14047;67.60068;3091.66;-39.45313
55.37318;66.38786;3091.555;-40.66016
56.5337;67.82828;3091.22;-38.8539
55.6912;66.40938;3091.085;-38.84844
56.36224;67.74271;3091.06;-42.12969
56.53667;67.81786;3090.941;-39.82031
55.57802;66.41156;3090.88;-38.26015
55.39682;66.425;3090.876;-39.38203
56.4363;67.72761;3090.847;-41.77969
56.42719;67.73646;3090.764;-40.21406
56.56615;67.79594;3090.728;-36.13515
55.54719;66.40714;3090.631;-37.34531
55.56229;66.39313;3090.6;-39.85625
55.43005;66.39526;3090.592;-38.38984
56.41245;67.70099;3090.552;-37.76172
55.47276;66.32849;3090.473;-37.41719
56.53349;67.77808;3090.469;-39.62891
56.36864;67.75739;3090.325;-40.55
55.41359;66.31958;3090.325;-40.60469
55.71011;66.43958;3090.205;-44.15937
55.54911;66.34005;3090.2;-35.80781
55.39057;66.35646;3090.189;-42.00391
56.36302;67.88422;3090.178;-40.99688
56.31839;67.76037;3090.14;-38.7875
56.29875;67.7664;3090.112;-42.09453
54.58531;65.42604;3090.089;-41.21406
55.37427;66.38677;3090.083;-38.97578
56.57375;67.76604;3090.063;-40.70547
56.19719;67.62521;3090.021;-38.77656
55.35677;66.39912;3090.017;-37.11719
55.45401;66.33807;3090.002;-42.99688
56.38656;67.76896;3089.967;-38.61875
55.3887;66.3462;3089.915;-40.53047
56.40688;67.85276;3089.909;-42.5836
54.52146;65.43765;3089.844;-37.25078
56.27687;67.76703;3089.767;-42.34063
56.4238;67.7975;3089.76;-41.88125
55.33417;66.39083;3089.734;-38.70156
56.65359;67.78167;3089.604;-39.84219
56.27536;67.77782;3089.591;-40.91563
56.33464;67.765;3089.548;-41.80859
55.73265;66.41505;3089.529;-41.28516
56.5338;67.80448;3089.305;-39.38125
56.39078;67.67245;3089.193;-35.85625
56.49437;67.73682;3089.16;-41.78125
56.5412;67.77266;3089.031;-41.76172
55.52417;66.39484;3088.925;-39.82265
55.52;66.42411;3088.919;-41.75
56.31984;67.65161;3088.804;-37.39844
55.36911;66.37959;3088.781;-38.98828
56.44057;67.7711;3088.669;-38.69531
56.51349;67.81443;3088.574;-44.75469
55.14672;66.40021;3088.572;-39.63438
56.60307;67.78995;3088.559;-40.60547
55.50182;66.33255;3088.528;-40.98672
55.4662;66.36089;3088.516;-44.13515
56.44761;67.75661;3088.494;-40.2289
55.35151;66.35979;3088.336;-40.04219
55.60146;66.46578;3088.268;-38.35469
56.53849;67.77974;3088.26;-42.16172
55.49177;66.3888;3088.25;-38.90937
52.69927;63.48156;3088.195;-43.85
55.65047;66.41281;3088.189;-38.90781
55.51208;66.38635;3088.166;-38.22109
56.53323;67.84099;3088.084;-40.19375
56.25463;67.71021;3088.078;-40.38359
56.5113;67.78047;3087.992;-40.78672
56.14766;67.56906;3087.978;-40.88828
55.61625;66.39162;3087.802;-38.79297
55.58916;66.35552;3087.798;-37.58047
55.4439;66.40396;3087.784;-40.01875
55.57953;66.40427;3087.743;-38.68125
55.48265;66.39047;3087.704;-40.94453
56.52047;67.79745;3087.701;-40.49453
55.47458;66.38125;3087.701;-41.90469
55.23964;66.29365;3087.698;-41.47031
56.49682;67.73438;3087.686;-42.1875
55.39396;66.32088;3087.6;-40.92656
55.50089;66.35802;3087.439;-40.12344
55.66193;66.40312;3087.381;-39.0875
56.49771;67.81;3087.38;-43.18047
55.20406;66.42735;3087.323;-40.82578
56.23406;67.50307;3087.318;-40.03594
55.43489;66.36443;3087.3;-39.64453
55.45839;66.35344;3087.174;-37.15234
55.71479;66.3924;3087.141;-37.63281
55.48302;66.3839;3087.102;-39.69375
56.44708;67.85943;3086.973;-39.17891
55.54713;66.34099;3086.927;-40.72266
55.73453;66.32938;3086.844;-41.27969
55.80698;66.38458;3086.8;-41.53828
56.50964;67.79583;3086.796;-40.04297
55.60844;66.37594;3086.771;-40.29688
55.40526;66.34213;3086.751;-39.43359
56.38432;67.80089;3086.68;-44.84219
56.2962;67.64407;3086.63;-35.40313
55.60693;66.39739;3086.555;-39.64141
56.49656;67.7937;3086.536;-38.0211
56.38922;67.74073;3086.429;-38.22266
55.51963;66.36068;3086.392;-39.94141
56.44292;67.82224;3086.368;-38.46875
55.59896;66.40192;3086.351;-40.74531
55.34167;66.36896;3086.318;-37.99609
55.52422;66.39349;3086.317;-41.54766
55.31958;66.45213;3086.305;-37.83984
55.48167;66.4127;3086.275;-42.68281
55.40213;66.39745;3086.204;-40.05312
56.54698;67.77177;3086.194;-39.92188
55.55792;66.37026;3086.185;-35.95469
56.51011;67.73156;3086.181;-41.91563
55.38245;66.38271;3086.18;-42.98359
56.36599;67.69458;3086.147;-38.05469
55.53125;66.41151;3086.137;-40.68125
56.29099;67.7299;3086.13;-37.6664
56.6237;67.79245;3086.117;-39.73047
55.59969;66.34125;3086.096;-38.86719
56.46604;67.81615;3086.093;-37.10547
55.33167;66.3975;3086.05;-40.7914
56.50281;67.76214;3085.984;-43.17109
55.58172;66.37901;3085.941;-40.36719
55.55141;66.37458;3085.921;-39.82656
55.55677;66.38333;3085.918;-38.05547
55.51333;66.39109;3085.886;-37.67656
55.44453;66.36953;3085.834;-37.01172
55.20969;66.32281;3085.775;-40.61641
55.42136;66.38443;3085.746;-38.67266
56.44224;67.76614;3085.718;-39.44844
55.39;66.39339;3085.696;-40.73985
56.64161;67.77032;3085.682;-40.70937
56.21062;67.57594;3085.624;-40.69141
55.29734;66.37843;3085.541;-41.73985
55.37057;66.34969;3085.461;-40.98203
55.4625;66.35422;3085.377;-40.49297
55.73037;66.40969;3085.371;-42.51797
55.36323;66.3425;3085.367;-40.29297
55.47953;66.38193;3085.309;-38.30078
56.52089;67.76521;3085.298;-41.34297
55.58302;66.36797;3085.264;-39.65313
55.68943;66.37448;3085.205;-42.78203
55.55854;66.42313;3085.163;-39.01094
55.48781;66.40135;3085.13;-37.90859
56.49672;67.70896;3084.999;-37.63125
56.37734;67.73599;3084.898;-40.60156
56.31385;67.76339;3084.848;-41.28203
55.71365;66.36234;3084.814;-38.73281
56.23859;67.71193;3084.757;-36.01875
56.66297;67.85828;3084.675;-36.52031
56.57599;67.79781;3084.646;-41.15625
55.32292;66.33562;3084.619;-40.40313
55.81604;66.37839;3084.619;-35.9375
55.49089;66.45042;3084.617;-40.94531
56.38724;67.75562;3084.612;-39.77578
56.44333;67.75667;3084.603;-44.04297
55.46391;66.34745;3084.601;-40.12969
55.6375;66.40948;3084.572;-39.57891
55.42427;66.37943;3084.558;-38.52813
55.73635;66.37854;3084.549;-41.73359
55.67901;66.42016;3084.465;-39.31484
55.52245;66.39354;3084.456;-38.24609
55.35417;66.40646;3084.425;-40.61953
55.7163;66.39849;3084.398;-39.99062
55.42224;66.40422;3084.341;-41.18203
56.18542;67.73933;3084.323;-38.77031
55.36422;66.39177;3084.264;-38.97344
55.25844;66.37745;3084.249;-40.53594
55.43073;66.3788;3084.24;-40.19062
55.5175;66.35042;3084.235;-39.26484
55.59005;66.39417;3084.212;-38.575
55.50964;66.4525;3084.163;-39.00391
55.53667;66.41286;3084.147;-38.94765
56.45531;67.7776;3084.138;-38.05781
55.57224;66.39094;3084.118;-41.95391
55.34729;66.3813;3084.073;-40.47344
56.40172;67.77771;3084.023;-43.29688
56.52151;67.78578;3083.994;-41.23438
56.30797;67.72938;3083.974;-43.66719
55.50911;66.38599;3083.968;-39.46094
55.51313;66.34937;3083.897;-38.88594
56.5064;67.79224;3083.801;-39.60938
55.38792;66.39042;3083.727;-37.98125
55.49729;66.35213;3083.691;-39.96094
55.46271;66.34292;3083.676;-43.15391
55.30693;66.39651;3083.656;-40.35703
55.46193;66.42182;3083.652;-43.54922
56.47792;67.81594;3083.623;-38.09531
55.56739;66.46344;3083.621;-42.56797
56.28948;67.72516;3083.586;-38.68828
55.30927;66.38187;3083.55;-37.11875
53.08562;63.90453;3083.525;-39.27891
55.35729;66.35031;3083.471;-38.95313
55.87047;66.41161;3083.469;-38.3375
55.45797;66.38495;3083.454;-38.47266
55.27781;66.37854;3083.444;-41.11172
55.51109;66.37214;3083.433;-41.45703
56.41484;67.7687;3083.405;-38.71641
56.41198;67.79641;3083.32;-42.71563
55.67719;66.40833;3083.295;-39.52891
55.64974;66.42552;3083.288;-42.17266
55.93177;66.42359;3083.282;-39.20937
55.52964;66.41911;3083.264;-39.90391
55.4387;66.42234;3083.26;-40.80078
55.58229;66.41115;3083.229;-41.48985
55.45089;66.33791;3083.208;-43.03203
55.46786;66.33614;3083.148;-39.33594
55.21349;66.34042;3083.129;-39.63672
55.36068;66.37318;3083.101;-42.21484
56.35552;67.76844;3083.093;-41.25703
55.62464;66.43156;3083.007;-39.31875
55.64552;66.38656;3082.931;-42.70078
56.2924;67.79912;3082.923;-39.39922
55.35021;66.38177;3082.892;-40.53125
55.49432;66.42818;3082.883;-39.39844
55.8725;66.38125;3082.877;-36.85781
56.31036;67.79369;3082.871;-42.92578
55.74703;66.37865;3082.865;-38.36328
55.59557;66.43271;3082.862;-39.40703
55.57672;66.37422;3082.81;-42.04922
55.3987;66.3499;3082.785;-42.62578
56.34489;67.71453;3082.769;-41.22578
55.57677;66.45198;3082.76;-36.30938
56.38911;67.71052;3082.73;-39.81328
56.35156;67.76146;3082.711;-37.8336
55.79708;66.39313;3082.697;-43.20391
55.24672;66.42599;3082.686;-39.18594
56.57833;67.82078;3082.684;-38.30235
55.57312;66.38567;3082.636;-40.53594
55.31667;66.3838;3082.602;-42.99688
55.57005;66.37218;3082.597;-40.75781
55.21479;66.38167;3082.587;-35.74297
56.27422;67.57151;3082.553;-40.25391
55.47359;66.40015;3082.516;-40.0125
55.54818;66.37948;3082.495;-37.99688
56.35948;67.70781;3082.489;-41.65469
55.22562;66.42979;3082.458;-38.61719
55.44896;66.36026;3082.438;-37.01172
56.48297;67.86313;3082.382;-40.54219
55.60365;66.36177;3082.38;-40.32109
55.46526;66.3649;3082.363;-41.00234
55.64797;66.37776;3082.338;-38.77578
55.45458;66.36406;3082.315;-37.12422
55.53838;66.29115;3082.279;-40.58437
55.3774;66.42963;3082.113;-42.01563
55.30984;66.42958;3082.094;-40.17812
55.72562;66.34782;3082.092;-35.98906
55.31359;66.39344;3082.078;-40.29063
55.26578;66.33292;3082.078;-38.78437
55.52255;66.37614;3082.05;-40.24141
55.39229;66.39661;3082.032;-41.98047
55.91302;66.38734;3082.029;-42.35859
55.25901;66.37057;3082.011;-40.66406
55.50005;66.42495;3082.008;-40.60859
55.4663;66.37589;3081.987;-40.10625
55.61422;66.34927;3081.986;-39.75625
55.67641;66.38714;3081.967;-41.175
55.39333;66.37344;3081.961;-36.6125
55.39995;66.41036;3081.935;-41.62422
55.57578;66.37563;3081.848;-39.67969
52.82802;63.50432;3081.836;-37.69922
56.2013;67.7299;3081.828;-38.64531
55.29802;66.37698;3081.683;-35.82813
56.39505;67.79422;3081.652;-39.36094
55.7599;66.40599;3081.638;-35.95703
55.54063;66.34474;3081.579;-39.32188
55.4826;66.37589;3081.563;-37.825
55.57833;66.44244;3081.558;-40.66719
55.45245;66.37411;3081.553;-38.4375
55.49792;66.30865;3081.548;-39.48125
55.56036;66.31094;3081.537;-40.90234
55.38427;66.3812;3081.536;-39.00625
56.3726;67.72276;3081.534;-41.36406
55.54083;66.36292;3081.509;-41.05703
55.36958;66.35687;3081.501;-40.09141
55.66563;66.36089;3081.47;-41.18828
55.43057;66.38333;3081.457;-42.71484
55.54724;66.37328;3081.454;-44.06719
55.20083;66.37177;3081.447;-38.89766
55.30047;66.32964;3081.438;-37.5125
55.30099;66.42401;3081.433;-41.51641
55.59589;66.4139;3081.343;-42.48594
55.52365;66.41937;3081.301;-38.47344
55.57964;66.41093;3081.259;-42.42656
55.56292;66.41032;3081.204;-39.15156
55.45599;66.35313;3081.189;-39.45391
55.49599;66.36729;3081.155;-40.02031
55.72313;66.46948;3081.135;-38.02734
55.42422;66.36052;3081.098;-41.01875
55.5825;66.41698;3080.995;-37.97422
55.51286;66.38042;3080.988;-38.24609
55.55729;66.37583;3080.988;-38.79922
55.48573;66.38375;3080.987;-40.19765
55.18641;66.37688;3080.95;-40.79844
55.7576;66.97662;3080.948;-42.17969
56.37599;67.77812;3080.928;-40.07734
55.73938;66.46047;3080.908;-42.16406
55.33511;66.39661;3080.802;-42.00625
55.56266;66.37589;3080.794;-42.44531
55.59464;66.49818;3080.774;-37.27344
55.44917;66.40697;3080.773;-41.66953
55.4749;66.38115;3080.77;-38.98438
55.51609;66.46609;3080.769;-42.02031
55.57729;66.32474;3080.766;-38.46016
56.27505;67.15734;3080.71;-39.95781
55.65818;66.38167;3080.7;-42.81016
55.4574;66.37802;3080.699;-38.41953
55.3326;66.39578;3080.679;-45.22031
55.57255;66.34448;3080.649;-40.23438
55.625;66.40463;3080.642;-39.75
55.5901;66.37573;3080.629;-41.02031
55.42807;66.37693;3080.629;-41.90234
56.27489;67.79302;3080.627;-39.26172
56.25693;67.68229;3080.626;-40.5
55.49229;66.36219;3080.609;-40.68359
56.37943;67.8551;3080.575;-40.81562
55.52141;66.35912;3080.558;-39.04375
56.30938;67.7476;3080.55;-43.00781
55.32354;66.37161;3080.547;-41.13359
55.5299;66.45922;3080.536;-40.08828
55.60812;66.37927;3080.53;-40.15391
55.53005;66.40208;3080.524;-35.12578
56.47823;67.76151;3080.491;-35.35781
56.36255;67.7225;3080.416;-38.83594
55.58042;66.38515;3080.403;-39.58437
56.54515;67.78864;3080.321;-40.75078
55.22354;66.45683;3080.302;-39.05078
55.50693;66.38099;3080.27;-41.4375
55.41964;66.66542;3080.265;-35.98359
55.73146;66.38718;3080.258;-41.84531
55.53896;66.37984;3080.257;-38.36328
55.62693;66.39787;3080.25;-38.08203
55.57677;66.45583;3080.197;-39.00391
55.52141;66.39792;3080.16;-38.91797
55.06052;66.4237;3080.132;-42.40859
55.62943;66.32745;3080.118;-41.53516
55.5574;66.38515;3080.108;-42.88515
56.59443;67.7612;3080.102;-40.25391
55.51474;66.46906;3080.1;-36.75
55.62047;66.51557;3080.079;-42.65
55.51891;66.4087;3080.043;-39.96641
55.63547;66.39599;3079.977;-39.5375
55.61438;66.37719;3079.958;-38.35469
55.63005;66.41786;3079.902;-39.69141
55.23104;66.40594;3079.817;-40.61485
55.46766;66.38683;3079.81;-37.44219
55.50604;66.40005;3079.791;-37.55469
55.13906;66.38141;3079.76;-39.92578
55.34771;66.41573;3079.744;-39.66016
55.17641;66.3687;3079.738;-39.86094
55.55734;66.45865;3079.694;-39.98203
55.16354;66.37177;3079.689;-38.48594
55.4076;66.36922;3079.636;-39.71328
52.8413;63.46427;3079.613;-41.55312
55.41823;66.4225;3079.55;-40.78125
56.36656;67.75703;3079.549;-41.11562
56.3937;67.79833;3079.539;-42.83047
52.74771;63.58302;3079.512;-40.42735
55.48906;66.49412;3079.512;-40.08516
56.52396;67.82307;3079.507;-38.36094
55.60552;66.37187;3079.485;-38.88906
55.49776;66.40292;3079.475;-40.36016
55.35167;66.37146;3079.453;-38.40625
55.38073;66.39302;3079.442;-39.35781
55.39495;66.3874;3079.43;-39.27187
55.6326;66.37854;3079.429;-38.01406
55.32245;66.37115;3079.423;-41.87734
55.57057;66.3937;3079.387;-41.29453
55.40469;66.35583;3079.364;-42.45234
55.65115;66.41849;3079.241;-40.83125
55.15349;66.37292;3079.238;-41.05938
55.56953;66.39619;3079.222;-39.18359
55.60386;66.40995;3079.207;-46.075
55.6186;66.45089;3079.162;-39.78516
55.67026;66.43526;3079.16;-40.31562
55.57568;66.36115;3079.117;-39.10078
55.49057;66.36282;3079.088;-38.85859
55.52156;66.36255;3079.069;-42.54375
55.78458;66.56453;3079.043;-39.43594
55.71094;66.40485;3079.018;-38.97656
55.39781;66.37218;3079.014;-39.74766
55.55198;66.39031;3079.007;-37.78828
55.4588;66.46052;3079;-38.625
55.33672;66.33568;3078.975;-39.45703
55.37078;66.35969;3078.925;-41.14063
55.41047;66.39063;3078.899;-38.52422
55.51406;66.37787;3078.858;-40.90625
55.5837;66.36109;3078.847;-43.70937
55.43495;66.43156;3078.8;-40.10938
55.69552;66.39214;3078.794;-41.03047
52.7113;63.53917;3078.777;-38.60547
55.50547;66.39615;3078.769;-38.12188
55.50333;66.38937;3078.737;-37.98906
55.25703;66.6225;3078.734;-38.9875
55.54688;66.47;3078.697;-39.23125
55.55443;66.36646;3078.66;-37.94062
55.40536;66.40765;3078.653;-40.32188
56.20187;67.57813;3078.648;-38.18438
55.72818;66.39422;3078.629;-38.46484
55.77422;66.38078;3078.622;-40.39453
