K5T2_1.PV;K0T104_2.PV
409.7062;396.9356
419.8987;396.9337
419.9962;396.9244
413.2219;396.9206
407.4806;396.9206
415.1381;396.9188
409.9181;396.9188
410.2744;396.9188
409.1325;396.915
409.8225;396.915
410.3662;396.915
420.8232;396.9113
417.4725;396.9075
409.5919;396.9056
415.7737;396.9037
410.3531;396.9037
418.2094;396.9019
413.5031;396.8981
420.3656;396.8794
413.7525;396.8681
410.2875;396.8681
412.3087;396.8681
420.795;396.8662
405.2663;396.8606
405.4012;396.8588
413.3719;396.8569
407.01;396.8569
417.5887;396.8531
420.5812;396.84
410.3063;396.84
419.0512;396.84
410.1563;396.8362
409.0406;396.8269
405.855;396.8194
410.2781;396.8156
420.2156;396.8081
413.2031;396.8044
418.2244;396.8044
405.7387;396.8025
413.2125;396.8006
419.2012;396.8006
409.3463;396.8006
409.5488;396.8006
414.2119;396.795
413.0625;396.7838
418.1944;396.7819
418.1869;396.78
413.2181;396.7781
410.1694;396.7744
417.3375;396.7744
410.0531;396.7669
413.04;396.7631
405.2363;396.7631
417.5756;396.7575
413.1881;396.7538
417.7969;396.7462
418.2075;396.7406
409.4306;396.7369
418.2188;396.7369
420.9281;396.735
412.2393;396.735
410.1263;396.7275
419.85;396.7256
413.175;396.72
409.5975;396.72
417.5119;396.72
419.4975;396.7069
409.62;396.7031
410.2406;396.6994
409.9144;396.6975
419.28;396.6956
418.2319;396.6825
410.0512;396.6787
420.6075;396.6769
410.8425;396.6712
413.25;396.6675
413.2162;396.6638
410.655;396.6638
418.0237;396.66
409.7906;396.6563
419.5031;396.6563
405.5887;396.6544
422.3719;396.6506
409.9912;396.6506
420.4369;396.6469
410.2969;396.645
419.7806;396.6412
419.145;396.6356
410.2613;396.6356
418.2375;396.6319
406.6313;396.6169
405.2438;396.6113
414.8531;396.6112
422.7562;396.6094
412.3838;396.6056
409.7494;396.6038
415.1363;396.5981
405.2494;396.5887
419.9719;396.5869
413.0156;396.5813
419.8312;396.5812
422.3344;396.5719
413.8819;396.57
406.4906;396.57
410.0287;396.5606
410.2387;396.555
413.4919;396.5531
410.1169;396.5456
420.4275;396.5438
420.6525;396.5438
406.1681;396.5419
420.3525;396.54
420.8887;396.5363
413.16;396.5344
412.5375;396.5287
411.9356;396.5287
419.9906;396.5287
410.0644;396.5269
410.3625;396.5269
420.3075;396.5212
417.5119;396.5194
419.9813;396.5175
406.8169;396.5156
418.2019;396.5156
410.505;396.51
421.5844;396.5081
406.0575;396.5063
413.235;396.5025
419.3006;396.4987
410.175;396.4987
411.825;396.4931
418.245;396.4819
406.32;396.4781
417.5081;396.4781
410.1638;396.4744
418.29;396.4688
417.9825;396.4481
420.5344;396.4406
418.2356;396.42
418.2206;396.4163
420.1125;396.4069
410.1975;396.3731
418.2263;396.3712
413.2031;396.3675
420.9506;396.3581
413.2144;396.3488
410.1244;396.3488
419.1412;396.3488
413.4825;396.3431
414.2231;396.3431
410.2819;396.3375
420.5475;396.3337
414.7594;396.3319
410.2613;396.33
418.2169;396.3206
420.195;396.3188
413.1994;396.3112
417.5119;396.3075
412.2525;396.2944
419.0681;396.2925
421.9219;396.2831
405.5063;396.2831
413.235;396.2775
420.7125;396.27
419.3325;396.27
418.2206;396.255
419.2387;396.2456
410.1187;396.24
418.1944;396.2381
413.1375;396.2137
419.4713;396.2081
420.3131;396.2006
413.025;396.1969
413.2875;396.1931
415.1494;396.1931
421.6781;396.1913
420.15;396.1894
413.2012;396.1875
413.1694;396.1837
413.2069;396.1819
410.4713;396.18
413.9325;396.1725
413.2313;396.1613
419.9775;396.1613
412.5375;396.1275
413.295;396.105
413.175;396.1031
413.1563;396.0994
420.6881;396.0994
409.6125;396.0994
414.9244;396.0938
413.0344;396.0862
415.8;396.0844
420.1894;396.0394
413.1375;396.0262
419.8856;396.0262
413.1525;396.0225
419.7469;396.0187
413.1206;395.9813
419.9138;395.9794
413.2687;395.9681
419.9456;395.9606
419.94;395.9512
413.4431;395.9494
420.9;395.9456
414.9975;395.9438
410.4675;395.94
419.8819;395.925
419.0156;395.9231
419.7769;395.9231
419.2669;395.9231
419.895;395.9213
413.3194;395.9138
412.0125;395.9119
419.8238;395.91
420.435;395.9081
420.7238;395.9063
419.1844;395.8969
419.82;395.8969
419.9869;395.8875
420.9525;395.8763
422.3044;395.8687
419.3944;395.8575
421.6031;395.8519
420.2438;395.8463
413.1056;395.8369
420.4012;395.8331
413.265;395.8312
419.3962;395.79
412.1813;395.7844
412.1025;395.7825
420.465;395.7769
420.4444;395.775
410.6512;395.7731
409.6631;395.7731
422.2462;395.7694
415.185;395.7581
417.7875;395.7581
417.9863;395.7525
419.9569;395.7469
419.9625;395.745
413.2988;395.7412
413.0156;395.7412
419.5144;395.7375
420.9206;395.73
417.7875;395.7281
412.1025;395.7263
419.9644;395.7206
413.1638;395.6981
417.4312;395.6944
410.8106;395.6738
418.2881;395.6681
421.9556;395.6606
414.225;395.6531
419.46;395.64
419.3419;395.6381
413.4225;395.6288
413.0306;395.6231
420.4875;395.6175
417.4931;395.61
409.7175;395.6044
419.8838;395.5969
410.445;395.5875
414.0113;395.5856
419.8294;395.5781
419.5237;395.5762
413.1862;395.5688
418.9219;395.5556
417.4931;395.5331
413.175;395.5313
419.7675;395.5219
412.1606;395.5181
413.3775;395.5106
419.4619;395.5069
419.6719;395.4694
419.5631;395.4581
419.5294;395.4375
420.2419;395.4094
410.7938;395.385
415.8037;395.3756
420.9413;395.3756
419.6063;395.3756
420.2363;395.3719
420.24;395.3531
413.1113;395.3475
420.9356;395.3438
414.0825;395.3362
420.5081;395.3156
413.0944;395.3138
418.2956;395.31
420.9525;395.2931
419.9681;395.2894
420.4744;395.2856
412.5844;395.2819
419.5219;395.265
417.7819;395.235
420.0187;395.2106
415.0181;395.1994
419.7469;395.1919
420.9319;395.1919
419.19;395.19
413.325;395.1806
420.4612;395.1806
415.1437;395.1712
422.1375;395.1619
420.6956;395.16
419.9587;395.1563
413.415;395.1544
419.85;395.1487
413.34;395.1319
413.1375;395.1094
413.1619;395.0887
422.16;395.0813
419.5275;395.0681
420.7613;395.0644
417.9881;395.0475
413.145;395.04
419.5988;395.04
419.9456;395.0231
415.2506;395.0212
420.4931;395.0063
420.18;394.9688
419.8763;394.9688
420.0563;394.9688
412.0687;394.9688
421.6556;394.965
419.7731;394.9575
422.0212;394.9388
409.8188;394.9275
420.3712;394.9106
412.1625;394.8994
410.4244;394.8956
420.3637;394.89
413.1825;394.8788
420.5325;394.8769
413.4225;394.8675
410.9044;394.8619
420.0562;394.8525
422.1731;394.8506
417.5269;394.8488
418.8675;394.8112
413.16;394.8094
412.5994;394.7963
412.9744;394.7944
415.9106;394.7906
418.2544;394.785
411.0431;394.7588
420.7144;394.7569
420.4125;394.7494
420.1106;394.7475
420.1275;394.7437
420.225;394.7419
422.0531;394.7419
419.5313;394.7175
415.3144;394.7137
410.4375;394.71
413.4319;394.7081
413.0738;394.6988
417.7613;394.6913
414.24;394.6706
413.0812;394.6444
414.7762;394.6406
420.1275;394.6331
410.7469;394.6237
413.0531;394.6181
421.5056;394.6088
413.0025;394.5956
413.1806;394.5956
419.8256;394.59
419.5331;394.5825
420.2813;394.5769
412.0256;394.575
422.0944;394.5731
413.0456;394.5694
413.325;394.5656
414.1706;394.5469
422.01;394.5375
413.01;394.5281
417.5475;394.5131
420.4256;394.4981
420.1106;394.4981
413.4844;394.4906
412.2263;394.4869
420.9244;394.4738
413.4169;394.4644
419.1413;394.4606
420.0525;394.4569
415.2675;394.4569
419.7544;394.455
419.5575;394.4381
413.1619;394.4362
413.4694;394.4344
422.8519;394.4269
419.55;394.4119
413.025;394.4081
413.5518;394.395
420.7238;394.3894
412.9875;394.3838
413.5162;394.3538
422.0794;394.3538
411.9806;394.3519
417.96;394.3406
412.92;394.335
412.9688;394.3275
420.1237;394.3256
420.3844;394.32
420.6469;394.3031
413.5744;394.2938
418.3931;394.2863
414.2306;394.2806
411.105;394.2769
413.22;394.2338
413.1225;394.2225
419.565;394.2112
420.6187;394.1906
413.2425;394.1888
422.0569;394.1888
413.1;394.1812
415.875;394.1775
413.5369;394.1719
413.2762;394.1644
409.8825;394.1606
413.4938;394.155
413.1356;394.1531
413.55;394.1531
413.0062;394.1381
418.8112;394.1363
420.375;394.1306
419.9006;394.1137
415.47;394.11
413.1225;394.1006
413.2594;394.095
420.45;394.0912
414.2344;394.0725
417.5887;394.0575
420.7856;394.0537
419.5725;394.0462
413.5444;394.0331
417.6375;394.0106
420.2719;394.0087
415.0687;393.9994
413.2087;393.99
420.5963;393.9769
420.5063;393.9675
417.7331;393.9675
410.4506;393.9506
413.4019;393.9431
420.3506;393.9413
422.0812;393.9375
420.2475;393.9319
420.4875;393.915
418.275;393.9056
420.4406;393.8944
419.0663;393.8888
417.765;393.8869
411.9488;393.885
422.0438;393.87
420.15;393.855
420.5625;393.8494
415.2844;393.8381
419.8857;393.8362
420.3037;393.8362
419.8238;393.8287
413.2144;393.8175
420.3431;393.8119
413.3362;393.7819
417.975;393.7819
413.5687;393.7762
417.7556;393.75
413.0044;393.7462
413.3306;393.7444
412.2281;393.7313
417.6862;393.7219
420.0225;393.7181
415.3238;393.6938
413.3681;393.69
419.9269;393.6881
413.1506;393.6731
409.935;393.6713
421.7344;393.6694
419.5687;393.6638
413.1094;393.6544
419.5988;393.6263
411.1988;393.6187
417.6394;393.6169
420.3169;393.6113
413.5725;393.6075
419.7619;393.6038
412.9969;393.5475
420.1744;393.5381
415.9069;393.5325
414.7538;393.525
419.7731;393.525
413.6063;393.5231
413.3869;393.5081
419.55;393.4875
420.465;393.48
414.24;393.4688
413.0944;393.4575
411.8606;393.4481
414.3;393.4425
419.7712;393.4406
420.2513;393.4312
418.9762;393.4219
419.7731;393.4125
420.4912;393.4088
419.8781;393.4088
412.6744;393.4069
415.5919;393.4031
413.5594;393.4012
419.7694;393.3975
413.3456;393.3694
411.2756;393.36
412.9931;393.3412
410.8181;393.2888
419.8012;393.2737
419.5931;393.2644
418.2337;393.2606
412.275;393.225
413.22;393.2194
420.9337;393.2175
420.6056;393.2081
415.14;393.2025
420.7875;393.1762
420.1969;393.1762
421.4044;393.1725
420.5644;393.1669
413.5556;393.1613
419.535;393.1406
419.7675;393.1313
413.0325;393.1087
419.7375;393.1069
414.9656;393.0938
420.0075;393.0919
413.055;393.0919
419.97;393.09
413.3831;393.09
413.1881;393.0844
419.8444;393.0787
419.775;393.0638
415.3125;393.0562
410.4694;393.0413
420.0131;393.0375
414.8156;393.0356
412.9969;393.0319
414.8869;393.0319
414.75;393.0319
419.5556;393.0225
413.0381;393.0131
413.6437;393.0094
418.4775;392.9962
413.0156;392.9887
414.7556;392.9831
417.9506;392.9775
419.7469;392.9644
411.8044;392.9475
413.1169;392.9419
420.1819;392.9381
419.8219;392.9325
418.7775;392.9175
418.2506;392.8819
411.3825;392.8575
413.0438;392.8519
415.3181;392.85
420.2719;392.8463
412.3125;392.8369
413.1131;392.8238
415.9388;392.8163
420.2625;392.8031
414.5981;392.7994
418.8844;392.7975
413.0381;392.7975
413.5819;392.7806
414.6656;392.7806
419.7769;392.7731
415.6837;392.7675
413.2875;392.7619
419.7338;392.7544
420.6038;392.745
415.0219;392.7394
411.7462;392.7375
413.1581;392.7188
413.1581;392.7094
420.1556;392.7094
413.5406;392.7056
419.7056;392.6963
413.3775;392.6925
413.3944;392.6812
414.7762;392.6812
413.1094;392.6756
420.6469;392.6644
413.3269;392.6475
413.3119;392.6325
413.4188;392.6306
413.4637;392.6269
415.185;392.6194
419.7975;392.6081
418.1906;392.6063
415.1137;392.5988
413.2181;392.5481
421.3256;392.5275
413.22;392.5219
415.9144;392.52
420.465;392.5181
415.1813;392.505
413.4994;392.4975
421.7625;392.4863
418.125;392.4844
414.3544;392.4731
413.2256;392.4731
413.4188;392.4713
419.7619;392.4675
410.0081;392.4675
414.57;392.4619
418.7531;392.4581
413.1338;392.4431
419.58;392.4375
419.6869;392.4356
413.5725;392.415
410.5125;392.3888
420.1519;392.3775
419.7;392.3737
415.2938;392.3719
420.2006;392.3662
419.5781;392.3606
419.7037;392.3513
419.7019;392.325
420.7781;392.3213
420.8588;392.31
420.5494;392.31
413.7131;392.2931
410.85;392.2931
418.0781;392.2894
419.7431;392.2838
414.1969;392.28
415.3125;392.265
411.6806;392.2594
415.2206;392.2538
413.1975;392.2312
420.0281;392.2013
415.2787;392.1956
420.0375;392.1956
413.6719;392.1487
415.2619;392.1394
413.5181;392.1319
419.7263;392.1281
420.8419;392.1206
419.8275;392.1131
419.7112;392.1112
413.6869;392.1
413.1919;392.0925
414.1706;392.0887
420.3281;392.0869
413.6625;392.0794
420.1762;392.0794
413.4337;392.0737
419.7881;392.0719
419.5875;392.07
419.8275;392.0644
419.6982;392.0625
415.7437;392.0606
413.6212;392.0606
413.4169;392.0494
412.2825;392.025
413.7;392.0194
418.0556;392.0175
419.9831;392.0119
413.6944;392.0044
420.6431;392.0044
417.9694;392.0044
419.7206;392.0025
419.7094;391.9969
418.6669;391.9912
419.6194;391.9612
415.9594;391.9556
411.4894;391.9481
415.3012;391.9181
420.42;391.9125
414.4125;391.9069
420.6619;391.8919
411.6225;391.8919
413.8031;391.8769
420.0788;391.8675
413.7563;391.8581
420.1181;391.8563
415.9088;391.8375
418.7438;391.8337
419.7;391.83
419.55;391.8244
412.665;391.8131
420.81;391.8037
420.4875;391.7794
413.5481;391.77
415.2431;391.7663
415.8431;391.7644
419.9119;391.7569
420;391.755
415.8469;391.7494
414.5756;391.74
413.805;391.7119
415.9331;391.7044
419.7056;391.695
413.4488;391.6931
419.7994;391.6781
413.1956;391.6762
419.9419;391.665
420.8625;391.6613
413.835;391.6556
414.1125;391.6519
413.2181;391.6462
415.9238;391.6388
413.7863;391.6313
414.7988;391.6181
420.3994;391.605
417.9956;391.605
419.7337;391.6013
411.5738;391.59
410.1169;391.575
413.8294;391.5713
413.4694;391.5562
418.5525;391.5094
413.5837;391.5038
419.8931;391.4813
412.2712;391.4813
413.805;391.4719
422.9269;391.4531
420.4706;391.4194
417.9937;391.4175
421.725;391.3987
420.45;391.3931
420.4125;391.3912
419.6606;391.3875
413.4919;391.3781
420.8606;391.3706
414.0769;391.3631
413.8163;391.3519
413.7131;391.3406
411.5006;391.335
420.135;391.3312
419.6738;391.32
420.7087;391.3144
414.525;391.3125
415.3369;391.3106
419.5744;391.2994
418.4194;391.2787
411.615;391.2787
418.5281;391.2525
410.85;391.2263
419.655;391.215
419.6175;391.2
420.825;391.1869
413.85;391.1719
419.775;391.155
420.4144;391.1438
414.4444;391.14
419.775;391.1363
419.6963;391.1175
419.8369;391.1119
413.2031;391.1062
419.8987;391.0988
413.235;391.095
410.5313;391.0931
420.3937;391.0875
420.7913;391.0856
413.4956;391.0669
420.2906;391.0575
413.9869;391.0519
420;391.0463
413.3381;391.0406
417.9562;391.0256
411.4762;391.0069
413.9494;390.9994
420.1294;390.9881
419.6512;390.975
420.7219;390.9694
413.8463;390.9319
418.2975;390.93
420.165;390.9188
413.9175;390.9187
419.5669;390.9094
421.2544;390.9019
413.8144;390.8981
418.0163;390.8981
420.2756;390.8813
411.7275;390.8775
413.8031;390.8588
419.6381;390.8362
413.8312;390.8138
420.3019;390.8119
420.8944;390.7762
415.3331;390.7706
419.7244;390.7706
419.625;390.7294
420.8475;390.6881
420.1613;390.6787
410.8744;390.6525
411.2137;390.6394
413.5144;390.6263
420.3488;390.6169
412.2844;390.6056
415.3931;390.5963
412.7006;390.5869
420.2213;390.5831
419.5463;390.5831
414.9806;390.5794
420.4106;390.5756
419.6306;390.5756
419.6494;390.5587
419.8238;390.5456
411.3206;390.5438
413.2275;390.5437
420.4031;390.5269
420.8494;390.525
413.8519;390.5231
413.325;390.5138
414.7425;390.51
413.4956;390.5081
410.5744;390.5006
419.655;390.4725
421.7513;390.4519
411.1575;390.4462
418.1419;390.4406
411.3825;390.4388
414.9806;390.4125
412.2844;390.4012
417.9844;390.39
414.5062;390.3788
420;390.3619
414.9206;390.3488
419.6569;390.3469
420.8606;390.3375
419.88;390.3188
414.9469;390.3037
419.5725;390.2981
410.1919;390.2906
414.99;390.2775
420.8719;390.2606
413.5088;390.2513
414.9;390.2437
414.9637;390.2306
415.3969;390.2025
420.8606;390.2025
413.5369;390.1988
414.975;390.1969
419.8031;390.1725
414.8981;390.1669
413.5275;390.1575
411.84;390.1481
420.765;390.1425
417.9994;390.1313
413.7863;390.1294
414.9694;390.1163
419.625;390.1125
414.9788;390.1069
420.1931;390.105
420.18;390.0994
419.9831;390.075
419.6119;390.0525
413.895;390.0506
412.245;390.03
420.8887;390.0112
413.5688;390.0075
420.1387;389.9794
414.4556;389.9775
419.6663;389.9644
419.85;389.9606
418.7513;389.955
418.5975;389.9512
411.1069;389.9475
420.4294;389.9456
413.4169;389.9438
419.6344;389.9287
417.9637;389.9287
419.6831;389.9063
413.3719;389.8931
420.8906;389.8838
413.4337;389.8763
414.855;389.8763
415.4325;389.8594
411.0019;389.8406
413.7956;389.8387
413.5819;389.8069
413.5612;389.8013
410.6081;389.7863
420.0169;389.7787
413.805;389.7656
420.4631;389.745
421.185;389.7412
420.2737;389.7281
414.9844;389.7075
413.5369;389.7037
417.9562;389.6925
419.6119;389.6869
413.8613;389.6738
413.5163;389.6588
413.8481;389.655
413.2406;389.6306
414.8606;389.6156
419.8144;389.5931
420.4631;389.5837
420.3337;389.5556
410.8781;389.5556
414.495;389.5444
410.9381;389.5444
412.2656;389.5388
413.7675;389.5275
419.6738;389.5219
420.3769;389.505
417.8325;389.5031
419.5819;389.4994
420.1969;389.4937
420.7556;389.4844
413.7731;389.4806
420.1519;389.4656
415.425;389.445
410.7;389.4431
419.6381;389.4413
413.9569;389.4225
419.8706;389.4037
413.8875;389.3794
413.8387;389.3775
419.5031;389.3681
413.5275;389.3625
414.8156;389.3513
419.9494;389.3362
420.8494;389.3062
413.7281;389.3006
413.6044;389.2931
411.915;389.2856
413.8875;389.2781
420.0525;389.2781
412.7719;389.2725
413.8406;389.2706
421.7438;389.2575
413.8256;389.2256
410.3288;389.2162
413.5875;389.2144
418.8225;389.2125
413.4844;389.2069
415.0088;389.2069
413.7319;389.205
419.8594;389.2031
413.7094;389.1787
420.0319;389.1769
410.8763;389.1769
419.7;389.1675
413.775;389.1469
414.8081;389.1244
419.8894;389.1187
420.1744;389.115
417.6769;389.1131
413.5744;389.1038
420.4763;389.0981
414.7275;389.0963
413.6006;389.0944
419.94;389.0887
410.8256;389.0869
418.6537;389.0831
412.2581;389.0475
413.5444;389.0438
420.0562;389.025
420.2606;389.0231
419.6681;389.0212
419.9531;389.01
414.4688;388.9969
419.5631;388.9969
410.6888;388.9837
420.4238;388.9331
419.7019;388.9125
410.9887;388.9106
420.1725;388.9069
420.3337;388.905
419.5875;388.8975
419.0944;388.8937
417.9225;388.875
420.1069;388.8319
419.8538;388.8244
413.8631;388.8169
420.2231;388.7981
419.8069;388.7888
420.3544;388.7775
412.0106;388.7775
419.6606;388.7737
419.8425;388.7644
419.8163;388.7569
415.0444;388.7437
413.6625;388.74
418.95;388.725
410.7694;388.7044
415.4325;388.6988
419.0231;388.6781
420.4256;388.6613
419.6156;388.6444
417.9319;388.6313
413.22;388.6294
420.1856;388.6275
419.7263;388.6256
420.0488;388.6219
419.7;388.6069
418.38;388.5938
418.5675;388.5844
419.8538;388.5844
413.6738;388.575
414.9188;388.575
419.9194;388.5731
420.165;388.5525
417.4781;388.5487
418.6725;388.545
420.1444;388.5431
420.8025;388.5413
419.7244;388.5356
413.5425;388.5244
413.8725;388.5094
415.4063;388.5038
419.7375;388.4775
419.6306;388.4756
420.5306;388.4719
419.805;388.4438
414.8456;388.4381
414.0281;388.4287
419.7337;388.425
420.0956;388.4213
413.5144;388.41
414.9056;388.4044
419.7319;388.4044
418.7156;388.4006
419.5931;388.3781
413.5706;388.3744
412.1963;388.3669
422.9681;388.3575
419.1619;388.35
419.4413;388.3425
414.9094;388.3387
411.06;388.3387
414.9262;388.335
419.8463;388.3312
420.0938;388.3125
419.5406;388.2975
419.5406;388.2844
420.465;388.2675
414.4781;388.2619
419.8256;388.2581
421.7062;388.2563
418.29;388.23
415.035;388.2225
420.045;388.2112
413.8894;388.2094
413.5275;388.2094
419.7825;388.2094
414.5025;388.2
414.8944;388.2
421.1569;388.2
420.1931;388.1944
413.55;388.185
413.7056;388.1794
412.7869;388.1644
413.5388;388.1606
420.8494;388.1494
419.8688;388.1437
419.5875;388.1344
413.9213;388.125
419.8631;388.1231
417.8944;388.1231
419.5706;388.1175
418.1569;388.0988
419.7637;388.0988
413.5275;388.0931
419.5444;388.0669
419.7169;388.065
413.5669;388.0556
414.9056;388.0519
419.8125;388.0275
410.445;388.0144
420.1425;388.0106
419.3006;387.9975
414.8869;387.9919
420.5906;387.9788
414.8325;387.975
413.6025;387.9694
414.915;387.9694
419.3325;387.9619
413.6625;387.9581
420.0844;387.93
419.4375;387.9244
420.12;387.9244
417.2775;387.9188
419.8031;387.9187
418.7719;387.8513
412.1906;387.8475
413.5725;387.8344
420.0675;387.8325
414.8194;387.8138
420.8194;387.7988
420.1069;387.7988
413.6906;387.7631
419.5444;387.7631
420.2081;387.7556
419.5612;387.7538
420.4669;387.7462
414.9188;387.7313
414.7181;387.705
421.0425;387.6638
413.6456;387.6619
419.7019;387.6619
415.0519;387.6319
415.4381;387.6225
420.1312;387.6056
418.0331;387.5906
420.1425;387.5906
419.9456;387.5869
414.5044;387.585
413.5163;387.5831
413.6475;387.5813
420.4688;387.5569
413.6156;387.5475
419.8838;387.5438
421.6219;387.5306
420.1162;387.5156
410.5594;387.5044
417.915;387.4931
411.1613;387.4894
414.9131;387.4856
420.0281;387.4706
413.6906;387.4688
419.8444;387.4575
413.9681;387.4406
420.06;387.4331
420.5231;387.42
414.4688;387.4144
419.8613;387.405
414.075;387.3863
413.9887;387.345
420.1031;387.3431
418.8262;387.3431
420.0994;387.3394
419.9456;387.3281
420.5269;387.3169
420.0544;387.2981
412.0331;387.2981
420.1219;387.2944
419.5106;387.2906
414.8625;387.2869
419.5819;387.285
414.8719;387.2756
417.9;387.2531
412.1344;387.2381
420.0525;387.2306
415.3744;387.2288
420.8119;387.2119
414.8981;387.21
411.2644;387.2006
419.7956;387.195
419.3813;387.195
419.5631;387.1819
417.1125;387.1762
412.8469;387.1725
417.885;387.1613
419.7131;387.15
419.5875;387.1444
419.7338;387.1387
415.0313;387.1331
413.6212;387.12
413.5819;387.1144
414.8138;387.1031
419.9025;387.0713
420.0525;387.0488
420.8531;387.0431
419.7469;387.0244
418.9069;386.9531
415.3706;386.94
420.2419;386.9119
421.0313;386.865
413.6906;386.8613
419.6119;386.8331
414.0994;386.8312
420.5738;386.8312
413.2894;386.8031
414.0244;386.7881
414.8456;386.7769
413.7393;386.7694
413.625;386.7619
413.7919;386.7563
413.775;386.7356
413.7525;386.7319
419.295;386.7075
413.6869;386.7
420.5419;386.6925
419.7131;386.6719
421.6125;386.6588
417.8944;386.655
420.0656;386.6512
420.0394;386.6512
419.8125;386.64
416.91;386.6288
417.735;386.6156
417.945;386.5912
413.7975;386.5819
413.5894;386.5781
414.8662;386.5688
415.0313;386.5444
421.1137;386.5425
413.6419;386.5219
419.8875;386.5181
411.3244;386.5031
414.9281;386.4937
412.0687;386.4919
413.7112;386.4881
419.4956;386.4881
412.0612;386.4713
412.8919;386.46
413.7938;386.4562
414.8513;386.4525
420.2588;386.4413
420.075;386.4375
419.9006;386.43
420.3281;386.4206
419.6063;386.3925
420.5625;386.3794
419.6306;386.3513
420.1031;386.3269
414.0638;386.31
414.8925;386.295
410.6663;386.295
419.775;386.2819
419.9906;386.2725
418.7006;386.25
415.3556;386.2387
414.5363;386.2162
413.6344;386.2125
420.6169;386.2069
420.2831;386.2012
419.6288;386.2012
420.2869;386.1938
413.6775;386.1506
413.5481;386.1338
420.1219;386.1281
417.8681;386.1244
420.81;386.1187
414.4856;386.0831
413.7844;386.0831
419.0044;386.0831
416.7094;386.0569
413.5762;386.0512
414.7894;386.0475
414.1237;386.0269
420.0225;386.025
419.2406;386.0175
414.8081;386.0137
419.4806;386.0081
419.1656;385.9969
420.7519;385.9912
417.8756;385.9706
413.565;385.9669
419.6869;385.9575
414.8812;385.9481
421.5806;385.9369
417.8662;385.935
414.765;385.9275
414.1031;385.8956
411.9975;385.8956
412.0856;385.8806
419.8275;385.8788
419.85;385.8731
413.79;385.8694
415.0106;385.8656
414.8812;385.8544
414.8438;385.8544
419.0512;385.8431
419.8556;385.8094
413.7881;385.7794
410.775;385.7437
413.6813;385.7288
417.5981;385.7288
419.1263;385.725
419.6569;385.7062
419.6212;385.6781
420.6263;385.6744
414.7819;385.6613
419.8256;385.6575
419.9681;385.6537
420.5775;385.6519
419.9644;385.6444
414.1875;385.6331
411.885;385.6275
421.5375;385.6219
423.0244;385.6162
413.6719;385.6125
414.9262;385.6069
419.9869;385.6013
419.6381;385.6013
414.8869;385.5862
411.4575;385.5806
419.9156;385.5581
417.9;385.5544
413.7319;385.5469
419.8369;385.5431
416.49;385.5413
420.9375;385.53
420.2681;385.5281
417.8775;385.5206
415.3688;385.5187
414.7406;385.4944
414.8662;385.4887
413.5856;385.4494
414.99;385.4438
413.7469;385.4344
414.9169;385.4306
412.1194;385.4306
421.5488;385.4081
412.9125;385.4063
414.4856;385.4006
413.7769;385.3669
411.5831;385.3669
419.7;385.3519
417.8681;385.3444
417.8812;385.3106
419.775;385.3012
420.06;385.26
420.5625;385.2544
415.9312;385.245
420.5156;385.23
414.1819;385.2263
420.8719;385.2206
410.9344;385.2075
414.8962;385.1981
421.5375;385.1981
417.4706;385.1681
413.7787;385.1663
419.5556;385.1531
421.23;385.1512
420.2194;385.1344
419.8331;385.1344
415.74;385.0894
414.5569;385.0669
415.5431;385.0556
419.5275;385.0519
419.7263;385.0406
420.15;385.0294
420.675;385.0256
411.8381;385.0256
413.7806;385.0219
414.2794;385.0125
419.535;385.0106
413.7863;384.99
421.4756;384.99
413.2988;384.9881
420.3431;384.9769
413.7581;384.9675
420.3244;384.9637
414.9169;384.9619
416.0869;384.9506
420.5606;384.9487
411.6506;384.9469
414.4594;384.945
420.2044;384.9413
419.6344;384.9375
413.55;384.9356
413.6681;384.9319
415.3669;384.93
416.31;384.9262
413.7619;384.9206
415.17;384.9113
421.2881;384.9
411.7369;384.8869
420.3881;384.8531
419.6982;384.8531
413.6775;384.8475
415.3069;384.84
413.7469;384.8381
412.9781;384.8344
414.8737;384.8269
419.8594;384.8213
419.8087;384.81
421.425;384.8025
414.8587;384.7988
411.0506;384.7987
412.0894;384.7687
420.0113;384.735
414.345;384.7219
420.3581;384.6994
420.3337;384.6881
414.9469;384.6844
419.8987;384.6825
414.7538;384.6656
420.0375;384.6412
416.6888;384.6225
421.3519;384.6094
420.3563;384.6056
416.2031;384.5981
414.8081;384.5963
420.3431;384.5963
412.0106;384.5831
420.0563;384.5531
414.4612;384.5494
419.7562;384.5494
419.6719;384.5363
414.9881;384.5306
419.7019;384.5175
411.8812;384.5006
420.8831;384.4819
419.6925;384.4781
420.3375;384.4612
411.1762;384.4556
420.3281;384.4425
411.6038;384.4256
419.7375;384.4162
413.5313;384.4069
420.0731;384.4069
419.8444;384.405
415.3219;384.4031
416.3569;384.3994
411.7256;384.3937
419.745;384.3919
413.6269;384.39
420.6375;384.3863
416.4544;384.3788
414.3694;384.3675
414.9862;384.3581
411.8156;384.3525
411.9319;384.3506
416.58;384.3169
420.6225;384.3037
418.6856;384.3
414.8794;384.2587
419.7506;384.2569
414.4537;384.225
419.4938;384.2213
411.9881;384.2213
412.005;384.2025
415.0219;384.1931
420.3094;384.1856
411.495;384.1763
419.535;384.1744
419.7337;384.1462
420.2513;384.1406
420.3506;384.1331
