K5T2_1.PV;K0T104_2.PV
421.8881;415.2525
421.2469;415.2506
421.5038;415.2506
422.1563;415.2506
421.875;415.2506
424.1738;415.2506
421.1756;415.2487
421.5262;415.2487
423.9056;415.2487
421.6725;415.2487
422.1638;415.2487
421.3819;415.2469
421.5244;415.2469
421.5788;415.2469
421.7006;415.2469
422.2631;415.2469
422.0719;415.2469
421.5619;415.2469
421.5075;415.2469
421.6369;415.245
421.9163;415.245
422.9063;415.245
422.2219;415.245
420.855;415.2431
421.65;415.2431
421.3294;415.2431
421.2637;415.2413
421.7175;415.2413
421.4156;415.2412
421.7363;415.2412
421.1381;415.2412
421.95;415.2412
422.4375;415.2412
421.3481;415.2394
421.8169;415.2394
422.6512;415.2394
421.7175;415.2394
421.7025;415.2375
421.2469;415.2375
421.8075;415.2375
422.1694;415.2375
422.0663;415.2375
421.9969;415.2356
421.9106;415.2356
421.7044;415.2356
421.1719;415.2356
421.5187;415.2356
421.4081;415.2356
421.2094;415.2356
421.5694;415.2356
421.6931;415.2338
421.2412;415.2338
421.8488;415.2338
421.44;415.2338
422.0156;415.2338
422.0287;415.2338
421.7569;415.2338
421.5488;415.2319
421.7513;415.2319
421.6931;415.2319
421.95;415.23
421.7813;415.23
422.2219;415.23
422.3719;415.23
421.4269;415.23
421.7719;415.2281
421.5038;415.2281
422.34;415.2281
421.7813;415.2281
421.8994;415.2263
421.4081;415.2263
421.8675;415.2263
422.3494;415.2263
422.8838;415.2263
421.7625;415.2244
422.1581;415.2244
421.68;415.2244
421.2375;415.2244
422.3625;415.2244
421.4437;415.2244
421.9312;415.2225
421.6913;415.2225
421.5244;415.2225
421.8056;415.2225
421.6594;415.2225
421.1269;415.2206
421.8375;415.2206
422.0438;415.2206
421.5;415.2206
421.7813;415.2206
421.5488;415.2188
422.1375;415.2188
421.7475;415.2188
423.7519;415.2169
421.6631;415.2169
421.7531;415.215
422.0363;415.215
421.8937;415.2131
422.3381;415.2131
421.32;415.2131
422.3232;415.2131
422.0587;415.2131
421.56;415.2131
421.9725;415.2131
421.7569;415.2112
422.175;415.2112
422.1638;415.2112
421.8131;415.2112
421.9463;415.2112
421.0462;415.2112
421.1063;415.2112
421.3763;415.2112
421.7156;415.2112
421.4719;415.2094
421.6125;415.2094
421.5975;415.2094
421.7644;415.2094
421.6406;415.2094
422.865;415.2094
422.1994;415.2094
422.0287;415.2094
421.1212;415.2075
421.7456;415.2075
422.0438;415.2075
421.23;415.2056
421.785;415.2056
421.8863;415.2056
422.1281;415.2056
421.3688;415.2056
422.0287;415.2038
422.085;415.2038
421.6013;415.2037
422.0175;415.2037
421.5525;415.2037
421.0931;415.2037
421.9256;415.2037
421.7607;415.2037
421.575;415.2019
421.5656;415.2019
421.8469;415.2
421.725;415.2
422.2106;415.2
421.6725;415.2
422.4769;415.2
421.7137;415.2
421.7625;415.1981
421.425;415.1981
422.0212;415.1981
421.8244;415.1981
420.9844;415.1981
421.9819;415.1981
422.4637;415.1981
421.7569;415.1981
421.4025;415.1981
421.5656;415.1981
421.8956;415.1963
421.3031;415.1963
422.13;415.1963
421.8375;415.1963
422.2219;415.1963
421.8619;415.1963
421.6706;415.1962
421.7813;415.1962
421.8844;415.1944
421.1606;415.1944
421.0988;415.1944
421.8469;415.1944
422.1169;415.1944
421.1775;415.1944
421.6106;415.1944
421.4625;415.1944
422.0119;415.1944
421.2562;415.1944
421.6669;415.1925
422.025;415.1925
421.0369;415.1925
421.1512;415.1925
422.265;415.1925
421.6837;415.1925
421.3575;415.1906
421.8244;415.1906
421.7906;415.1906
422.2838;415.1906
422.0006;415.1906
422.8875;415.1906
421.5656;415.1906
421.4512;415.1888
421.44;415.1888
421.275;415.1888
421.1625;415.1869
422.0963;415.1869
421.6688;415.1869
421.7475;415.1869
422.1431;415.1869
421.8656;415.1869
421.7513;415.1869
421.6294;415.185
423.15;415.185
422.2781;415.185
421.1869;415.1831
421.0744;415.1831
421.6162;415.1831
422.2369;415.1831
421.3219;415.1831
421.4625;415.1831
423.2494;415.1831
424.0856;415.1831
421.665;415.1831
421.7213;415.1812
421.1456;415.1812
422.0756;415.1812
421.9275;415.1812
421.7644;415.1812
421.7719;415.1812
421.0819;415.1794
421.4025;415.1794
421.4775;415.1794
421.1044;415.1794
422.1244;415.1794
421.1888;415.1794
421.5619;415.1794
421.9313;415.1794
421.5281;415.1794
421.5131;415.1794
421.4475;415.1775
421.9069;415.1775
421.5994;415.1775
421.8788;415.1775
421.7137;415.1775
421.4719;415.1756
421.8506;415.1756
421.5;415.1756
422.85;415.1756
421.3556;415.1756
422.0494;415.1756
421.7869;415.1738
422.22;415.1738
421.2994;415.1738
421.2844;415.1737
422.01;415.1737
422.1731;415.1737
421.5525;415.1737
421.0969;415.1719
421.2412;415.1719
421.7119;415.1719
422.0137;415.1719
421.6631;415.1719
421.8375;415.1719
421.3444;415.1719
421.2;415.17
421.6913;415.17
421.6894;415.17
421.5844;415.1681
421.6819;415.1681
421.2469;415.1681
421.2525;415.1681
421.3838;415.1681
421.3387;415.1663
421.98;415.1663
421.9931;415.1663
421.725;415.1644
421.1063;415.1644
421.7944;415.1644
421.9931;415.1644
421.9688;415.1644
421.7081;415.1625
421.335;415.1625
421.4606;415.1625
421.74;415.1625
421.4906;415.1625
422.2931;415.1625
421.6744;415.1625
421.215;415.1625
421.1081;415.1625
421.47;415.1625
422.4131;415.1625
422.3475;415.1625
421.7569;415.1625
422.2331;415.1606
421.9294;415.1606
421.7831;415.1606
422.8406;415.1606
421.1625;415.1588
421.9931;415.1588
422.1131;415.1588
421.2;415.1588
421.4606;415.1588
421.8262;415.1569
421.9556;415.1569
421.5881;415.1569
423.2813;415.1569
421.635;415.1569
421.7156;415.1569
421.6013;415.1569
421.59;415.155
421.0575;415.155
421.1625;415.155
421.6613;415.155
422.2969;415.155
421.125;415.1531
423.0919;415.1531
422.4188;415.1531
421.8506;415.1531
422.145;415.1512
422.1113;415.1512
421.8975;415.1512
421.3931;415.1494
421.6013;415.1494
421.56;415.1494
421.4063;415.1494
421.1456;415.1494
422.2856;415.1475
421.3669;415.1475
421.9987;415.1475
423.6187;415.1475
421.65;415.1475
421.4906;415.1475
421.3894;415.1456
421.8656;415.1456
422.3119;415.1456
421.7737;415.1456
421.6031;415.1456
421.4494;415.1437
421.2769;415.1437
421.425;415.1437
421.9781;415.1437
422.9512;415.1419
421.4494;415.1419
421.0612;415.1419
421.0706;415.1419
421.2881;415.1419
421.5319;415.1419
422.3006;415.1419
421.695;415.1419
421.185;415.14
421.6125;415.14
421.2431;415.14
421.9294;415.14
421.575;415.14
421.8094;415.14
421.4662;415.14
421.9856;415.1381
421.41;415.1381
421.1831;415.1381
421.815;415.1363
422.3438;415.1363
421.5094;415.1344
420.915;415.1344
421.7044;415.1344
421.65;415.1344
422.7431;415.1344
420.6113;415.1344
421.4081;415.1344
421.7156;415.1344
421.71;415.1344
421.4025;415.1325
420.9244;415.1325
421.5656;415.1325
422.8594;415.1325
421.77;415.1325
421.7306;415.1325
421.5187;415.1306
421.71;415.1306
421.6162;415.1306
421.6856;415.1306
421.1588;415.1288
421.4681;415.1288
421.3556;415.1288
423.1013;415.1269
422.0756;415.1269
421.6631;415.1269
421.5206;415.125
421.11;415.125
421.9819;415.125
421.6162;415.125
421.8469;415.125
421.035;415.125
421.2881;415.1231
421.7006;415.1231
421.7775;415.1231
421.7062;415.1231
421.9819;415.1231
421.8018;415.1212
421.2637;415.1212
421.6537;415.1212
421.9556;415.1212
422.1469;415.1212
421.8919;415.1212
421.725;415.1212
421.6406;415.1212
422.0137;415.1212
422.4281;415.1212
421.1625;415.1194
421.6406;415.1194
422.1169;415.1194
421.3219;415.1194
421.5713;415.1194
421.8844;415.1175
421.44;415.1175
421.4437;415.1175
421.0013;415.1175
422.4844;415.1175
421.59;415.1175
422.0812;415.1175
421.7381;415.1175
421.7363;415.1156
421.3219;415.1156
422.1244;415.1156
421.6181;415.1156
422.3644;415.1156
421.5862;415.1156
420.7238;415.1156
421.7494;415.1138
421.0988;415.1137
421.155;415.1137
422.4169;415.1137
422.2669;415.1119
421.5038;415.1119
421.6369;415.1119
421.2094;415.1119
421.2881;415.1119
421.515;415.11
421.7119;415.11
421.2731;415.11
421.4869;415.11
423.1988;415.11
421.2225;415.11
422.0981;415.1081
422.1469;415.1081
422.0963;415.1081
421.9256;415.1081
421.6969;415.1081
422.055;415.1081
421.9519;415.1081
421.38;415.1063
421.5975;415.1063
421.0537;415.1063
421.74;415.1063
421.3406;415.1063
422.2481;415.1062
421.5187;415.1062
422.1694;415.1062
421.7381;415.1044
421.05;415.1044
422.2462;415.1044
421.4887;415.1044
421.7962;415.1044
421.7062;415.1044
422.5125;415.1044
422.3775;415.1044
421.3894;415.1044
422.3981;415.1044
422.8219;415.1025
421.6537;415.1025
421.1156;415.1025
421.9144;415.1025
421.8563;415.1025
421.8187;415.1025
421.3912;415.1025
421.5431;415.1025
421.6519;415.1025
421.8844;415.1025
421.7962;415.1025
421.2525;415.1006
421.1437;415.1006
421.1625;415.1006
421.4775;415.1006
421.7888;415.1006
420.9881;415.1006
421.4344;415.0988
421.8281;415.0988
421.5056;415.0988
421.0181;415.0988
422.0438;415.0988
421.35;415.0988
421.6237;415.0988
421.665;415.0988
422.0587;415.0988
421.7438;415.0988
421.7231;415.0969
421.7306;415.0969
421.4813;415.0969
421.8469;415.0969
421.6537;415.0969
421.8187;415.0969
422.2313;415.0969
421.41;415.0969
421.6725;415.095
421.5038;415.095
421.275;415.095
421.125;415.095
421.8506;415.095
421.68;415.095
422.4806;415.095
422.1375;415.095
421.2337;415.0931
422.1731;415.0931
421.7437;415.0931
421.1344;415.0931
421.7175;415.0931
421.4213;415.0912
422.2125;415.0912
422.1244;415.0912
421.5375;415.0912
421.92;415.0912
421.3894;415.0912
421.1719;415.0894
421.1944;415.0894
422.1431;415.0894
421.4512;415.0894
421.9688;415.0875
421.1644;415.0856
421.5881;415.0856
421.0988;415.0856
422.0569;415.0856
421.4119;415.0856
421.6894;415.0856
421.4381;415.0856
421.5187;415.0837
421.8881;415.0837
421.7794;415.0837
421.9706;415.0837
422.0438;415.0837
422.0494;415.0837
422.1919;415.0837
421.155;415.0837
421.4231;415.0819
422.6063;415.0819
421.68;415.0819
421.6013;415.08
421.2263;415.08
421.71;415.08
421.4231;415.08
421.3969;415.08
421.0969;415.08
421.2262;415.08
421.6875;415.08
421.125;415.0781
421.5675;415.0781
421.545;415.0781
421.3463;415.0781
421.5131;415.0763
422.0344;415.0763
421.6144;415.0762
421.6519;415.0762
421.7363;415.0762
421.2844;415.0762
422.8538;415.0762
421.8506;415.0762
421.6781;415.0744
421.725;415.0744
421.7363;415.0744
421.9406;415.0744
421.86;415.0744
421.0313;415.0744
421.3481;415.0725
421.275;415.0725
421.9519;415.0725
422.2894;415.0725
422.8519;415.0725
421.8337;415.0725
421.1775;415.0706
421.5844;415.0706
422.1394;415.0706
422.31;415.0706
421.4175;415.0688
421.1137;415.0688
421.6931;415.0688
421.4869;415.0688
422.3644;415.0688
421.0894;415.0669
421.6275;415.0669
422.3287;415.0669
422.0119;415.0669
421.5713;415.0669
421.8488;415.0669
421.98;415.0669
421.1756;415.065
422.3719;415.065
421.4475;415.0631
421.4063;415.0631
421.575;415.0631
421.9163;415.0631
422.4919;415.0631
421.1381;415.0631
421.6275;415.0612
421.395;415.0612
421.8581;415.0612
421.4362;415.0612
421.8;415.0612
422.1431;415.0612
422.2781;415.0612
421.5994;415.0612
421.6913;415.0594
422.625;415.0594
421.9912;415.0594
422.3438;415.0594
421.4775;415.0575
421.6988;415.0575
421.4981;415.0575
421.6931;415.0575
421.1231;415.0575
422.0719;415.0575
421.4494;415.0575
421.9275;415.0556
421.95;415.0556
421.1156;415.0556
422.2575;415.0556
422.3869;415.0556
421.7569;415.0537
422.2781;415.0537
421.65;415.0537
421.2881;415.0537
420.4688;415.0537
421.8937;415.0537
421.5975;415.0537
421.5563;415.0537
421.35;415.0537
421.6294;415.0537
421.7756;415.0519
421.3163;415.0519
421.1137;415.0519
422.1881;415.0519
421.8225;415.0519
422.4881;415.0519
422.25;415.0519
421.5019;415.0519
421.65;415.05
421.6688;415.05
422.2444;415.05
421.1981;415.05
422.1525;415.05
421.4138;415.05
421.0631;415.05
422.1525;415.05
421.7137;415.05
421.7906;415.05
420.9956;415.0481
421.92;415.0481
421.7269;415.0481
421.5769;415.0481
421.6444;415.0481
421.3031;415.0481
421.1381;415.0463
421.7269;415.0463
421.3875;415.0463
421.9688;415.0463
421.5187;415.0463
421.8994;415.0463
421.215;415.0463
421.4156;415.0463
422.25;415.0462
421.0706;415.0444
421.6725;415.0444
421.7231;415.0444
420.9619;415.0444
422.085;415.0444
421.4381;415.0444
421.0894;415.0444
423.4781;415.0444
422.2538;415.0444
421.0294;415.0444
421.5469;415.0444
421.1437;415.0425
421.725;415.0425
421.0275;415.0425
422.7619;415.0425
421.6031;415.0425
421.1588;415.0425
421.9912;415.0406
421.9819;415.0406
421.65;415.0406
421.7887;415.0388
421.7194;415.0388
421.7531;415.0388
421.4794;415.0388
421.5394;415.0388
422.0081;415.0388
421.0275;415.0388
421.7831;415.0369
421.4006;415.0369
421.6781;415.0369
420.8831;415.0369
421.4625;415.0369
422.0944;415.035
421.8225;415.035
423.825;415.035
422.1787;415.035
421.7475;415.035
421.8994;415.035
421.2;415.0331
421.6894;415.0331
421.41;415.0331
421.5375;415.0331
421.4269;415.0331
421.0125;415.0331
421.1644;415.0313
422.145;415.0313
421.9894;415.0313
420.7406;415.0313
422.1994;415.0313
421.4587;415.0313
421.4719;415.0313
421.6144;415.0294
421.4381;415.0294
421.6631;415.0294
421.4662;415.0294
421.0969;415.0275
421.0837;415.0275
422.2538;415.0275
421.1663;415.0275
421.65;415.0275
421.4512;415.0275
421.7494;415.0275
421.9012;415.0275
420.9656;415.0256
421.2544;415.0256
421.0219;415.0256
421.3894;415.0256
421.9275;415.0256
421.0594;415.0256
421.1212;415.0238
421.4944;415.0237
421.4344;415.0219
421.2431;415.0219
421.6387;415.0219
420.6338;415.0219
421.8;415.02
421.8506;415.02
421.0912;415.02
421.4569;415.0181
421.3594;415.0181
421.5938;415.0181
421.7306;415.0163
421.9969;415.0163
421.3763;415.0163
421.2281;415.0162
421.1044;415.0144
421.6594;415.0144
421.665;415.0144
421.4775;415.0144
421.4494;415.0125
422.2256;415.0125
421.4006;415.0125
421.6913;415.0125
421.3875;415.0106
421.7681;415.0106
421.785;415.0106
421.7588;415.0106
420.9169;415.0106
421.6537;415.0106
421.6237;415.0106
421.1119;415.0106
422.085;415.0088
421.6594;415.0088
421.8731;415.0087
421.0537;415.0069
421.965;415.0069
421.92;415.0069
421.95;415.0069
422.1656;415.005
421.2112;415.005
421.5919;415.005
421.7475;415.005
422.4188;415.005
422.8913;415.005
422.1131;415.005
421.8788;415.005
421.0744;415.005
421.7044;415.005
421.7944;415.0031
421.8619;415.0031
422.1169;415.0031
421.0594;415.0031
421.4625;415.0031
422.1206;415.0031
421.5694;415.0031
421.6856;415.0031
421.5394;415.0013
421.2188;415.0013
421.4887;415.0013
421.6556;415.0013
421.3931;415.0013
421.4344;414.9994
421.8844;414.9994
420.9881;414.9994
422.3887;414.9994
420.9113;414.9975
421.8319;414.9975
422.8294;414.9975
422.1319;414.9975
422.8575;414.9975
421.6088;414.9975
421.1231;414.9956
421.1625;414.9956
421.9481;414.9956
421.4981;414.9956
422.8519;414.9956
422.6625;414.9956
422.8744;414.9956
421.3012;414.9956
421.5187;414.9956
422.0831;414.9937
421.6162;414.9937
421.56;414.9937
421.665;414.9937
421.7831;414.9937
421.7344;414.9937
421.4606;414.9937
421.8994;414.9919
421.2487;414.9919
422.2462;414.9919
422.1619;414.9919
421.9781;414.9919
422.7094;414.9919
422.4863;414.9919
422.205;414.9919
421.5525;414.99
421.515;414.99
420.435;414.99
421.4981;414.99
421.8018;414.9881
421.1344;414.9881
421.4156;414.9881
421.9294;414.9881
422.3269;414.9881
423.9656;414.9881
420.8362;414.9881
422.0963;414.9881
421.8225;414.9862
421.1775;414.9844
421.5338;414.9844
422.1975;414.9844
421.95;414.9844
421.515;414.9825
421.2806;414.9825
421.7644;414.9825
421.7644;414.9806
422.22;414.9806
421.2281;414.9806
421.7681;414.9806
421.4362;414.9806
421.4962;414.9788
421.7569;414.9788
421.5206;414.9788
421.5938;414.9788
421.2262;414.9787
421.3556;414.9769
421.2244;414.9769
421.8581;414.9769
422.2762;414.9769
422.1937;414.9769
421.1906;414.9769
421.7025;414.9769
421.5919;414.975
422.0062;414.975
421.1081;414.975
422.5481;414.975
421.6481;414.975
421.6069;414.9731
421.3219;414.9731
421.1419;414.9731
421.9744;414.9731
421.6069;414.9731
421.725;414.9713
422.7337;414.9713
421.6894;414.9713
421.7006;414.9713
421.7137;414.9713
421.7869;414.9694
422.0963;414.9694
421.8431;414.9675
422.1038;414.9675
422.5275;414.9675
421.4625;414.9656
421.0556;414.9656
421.4044;414.9656
421.6744;414.9656
420.9731;414.9637
421.8319;414.9637
421.2881;414.9637
420.9488;414.9637
421.0313;414.9619
422.2819;414.9619
423.0938;414.9619
421.8675;414.9619
421.3875;414.9619
421.0219;414.9619
421.7737;414.96
421.1288;414.96
421.8112;414.96
421.6913;414.96
421.32;414.96
421.0256;414.96
421.5413;414.9581
421.3481;414.9581
421.9744;414.9581
421.8788;414.9581
422.7487;414.9581
421.8788;414.9562
422.2387;414.9562
421.1494;414.9544
422.835;414.9544
422.8781;414.9544
421.6913;414.9544
421.1044;414.9544
422.0269;414.9525
421.0556;414.9525
422.4544;414.9525
421.38;414.9506
421.7137;414.9488
421.4437;414.9488
421.7531;414.9487
421.1306;414.9469
421.4587;414.9469
422.1731;414.9469
422.0025;414.9469
421.0331;414.9469
421.6969;414.9469
422.0606;414.945
421.1363;414.945
421.6069;414.945
421.5131;414.945
421.3763;414.9431
421.6762;414.9431
422.1712;414.9413
421.1831;414.9413
422.19;414.9394
421.4813;414.9394
421.77;414.9375
421.2994;414.9375
421.2281;414.9375
421.5356;414.9375
421.2281;414.9375
421.6725;414.9375
422.8031;414.9375
420.885;414.9375
421.8056;414.9356
421.7888;414.9356
421.6369;414.9356
422.1619;414.9356
422.5519;414.9356
421.3594;414.9356
421.5581;414.9356
421.4138;414.9356
421.9744;414.9337
422.0512;414.9337
421.4381;414.9319
421.7438;414.9319
421.7006;414.9319
421.2281;414.93
421.65;414.93
421.5431;414.93
421.0388;414.93
422.3531;414.93
422.3587;414.93
422.3381;414.9281
421.4794;414.9263
421.7813;414.9262
421.1475;414.9262
421.4794;414.9244
421.1625;414.9244
420.7725;414.9244
421.4362;414.9225
422.1619;414.9225
421.7325;414.9225
421.8431;414.9225
421.4587;414.9225
421.9106;414.9206
421.5919;414.9206
421.3969;414.9206
421.3275;414.9188
421.6856;414.9188
420.9769;414.9188
421.4119;414.9169
421.8563;414.9169
421.4869;414.9169
421.0219;414.915
422.0156;414.915
421.3031;414.915
421.7456;414.9131
422.1225;414.9131
422.0794;414.9113
421.9875;414.9113
422.775;414.9113
420.9937;414.9113
421.6706;414.9094
421.5;414.9094
421.6613;414.9094
421.3519;414.9094
421.8563;414.9094
422.0981;414.9094
422.7525;414.9075
421.3913;414.9075
421.4437;414.9056
421.4981;414.9056
421.7288;414.9056
422.5163;414.9056
421.725;414.9056
421.395;414.9037
421.1756;414.9037
421.2637;414.9037
421.725;414.9019
421.7831;414.9019
421.4981;414.9019
420.1444;414.9019
421.8356;414.9019
421.9837;414.9019
420.8419;414.8981
421.5319;414.8981
422.4937;414.8981
421.1775;414.8963
421.6406;414.8962
421.2581;414.8962
421.6031;414.8925
421.725;414.8925
421.5506;414.8906
421.7475;414.8906
422.2819;414.8906
422.3531;414.8906
421.9031;414.8906
422.3232;414.8906
421.4794;414.8906
421.6931;414.8906
421.6856;414.8888
421.6125;414.8869
421.3856;414.8869
421.5225;414.8869
421.4175;414.885
421.5656;414.8831
421.5113;414.8831
422.4337;414.8831
421.6069;414.8831
421.0294;414.8831
421.7306;414.8813
421.4887;414.8813
421.1588;414.8812
421.7288;414.8794
421.1381;414.8794
422.1244;414.8794
421.4475;414.8794
421.1906;414.8794
422.1487;414.8775
421.4719;414.8775
422.2406;414.8775
421.4419;414.8775
421.2956;414.8756
422.4919;414.8756
422.6063;414.8756
422.025;414.8756
421.5038;414.8756
422.2613;414.8737
421.4212;414.8737
421.1381;414.8719
421.5206;414.8719
421.6125;414.8719
421.8056;414.8719
422.2631;414.87
421.1606;414.87
421.8075;414.87
421.2375;414.8681
422.3232;414.8681
421.365;414.8681
422.0363;414.8662
421.5506;414.8644
421.7569;414.8644
421.0687;414.8644
421.6837;414.8644
421.9256;414.8644
421.9256;414.8625
421.5206;414.8625
421.9444;414.8625
421.5075;414.8625
421.5938;414.8606
421.0875;414.8606
421.6594;414.8606
422.0344;414.8606
420.5869;414.8606
421.2994;414.8588
422.0512;414.8588
421.6069;414.8588
421.7981;414.8588
422.43;414.8588
421.9331;414.8587
421.9856;414.8587
421.1025;414.8569
421.7625;414.855
422.52;414.855
422.5388;414.855
421.56;414.855
421.9912;414.8531
422.1338;414.8531
421.9031;414.8513
421.0444;414.8513
422.3325;414.8513
421.5581;414.8513
422.2294;414.8494
421.8769;414.8494
421.2525;414.8494
421.4738;414.8494
421.9331;414.8494
421.4944;414.8475
421.2188;414.8475
421.5881;414.8475
421.2938;414.8456
421.9631;414.8456
421.4119;414.8456
421.7925;414.8456
421.9275;414.8456
421.0725;414.8456
421.7419;414.8456
421.0594;414.8456
421.9594;414.8438
421.8975;414.8438
421.2975;414.8438
421.3106;414.8438
421.71;414.8419
422.16;414.8419
421.1006;414.84
421.5488;414.84
421.9313;414.84
421.8225;414.8381
421.2919;414.8381
420.8513;414.8381
421.9631;414.8362
421.3781;414.8362
421.5225;414.8344
