K5PC5CH.OP;K5T5_2.PV;K5T18_1.PV;K5F3.PV
31.6587;663.2672;210.3585;2077.948
30.43443;666.3641;210.3583;2117.094
30.26838;657.524;210.3583;2045.302
30.30755;658.2328;210.3575;2059.72
31.94401;667.1229;210.3573;2106.421
31.9449;666.0411;210.3571;2099.391
31.73276;665.9156;210.3554;2106.261
31.86026;662.9365;210.3552;2089.538
30.18594;661.6224;210.3537;2043.175
30.69312;662.5021;210.3535;2095.897
31.79609;665.7463;210.3533;2095.43
30.4774;667.5625;210.3531;2129.949
30.70167;664.2323;210.3529;2093.509
30.1175;657.6146;210.3523;2042.354
30.10734;656.4083;210.3523;2031.17
30.54385;666.0849;210.3521;2124.764
31.47099;663.826;210.3521;2109.74
30.3238;657.913;210.3521;2038.16
30.40495;666.1875;210.3517;2125.24
31.67615;664.6219;210.3513;2084.195
30.37255;665.6156;210.3504;2127.664
30.38625;667.5479;210.3496;2114.308
29.64766;641.5781;210.3496;1945.557
32.04828;666.0281;210.3494;2098.872
30.48443;668.3287;210.3485;2125.38
30.18094;655.8776;210.3485;2055.067
31.48615;668.9916;210.3479;2103.239
30.2899;658.6917;210.3477;2058.143
30.46589;668.263;210.3473;2111.352
30.1624;661.2057;210.3473;2031.567
30.26365;658.2224;210.3456;2047.321
31.82948;661.5615;210.3446;2102.97
31.53958;665.6932;210.3444;2108.187
32.15781;663.1838;210.3444;2099.427
30.17484;657.5;210.344;2057.078
30.11588;658.2719;210.344;2049.784
31.52854;664.1255;210.3438;2096.432
30.25187;660.5307;210.3431;2058.522
32.02787;664.5906;210.3427;2094.059
30.29286;659.2438;210.3425;2046.935
31.74297;661.9537;210.3421;2070.754
30.34906;658.2813;210.3421;2051.555
31.82578;666.1229;210.3417;2095.618
30.36156;657.0886;210.3408;2059.903
30.84526;668.4583;210.3404;2138.691
32.10062;662.5849;210.3404;2087.382
30.31625;655.8047;210.3402;2048.505
32.05917;663.0599;210.34;2103.071
30.5926;664.9469;210.34;2093.64
30.43386;657.1437;210.3398;2051.495
31.93771;660.2906;210.3394;2092.196
30.69036;663.1838;210.3392;2077.349
31.76563;663.1667;210.3385;2083.617
31.7574;663.6948;210.3383;2101.947
30.18203;658.3041;210.3383;2024.056
30.18609;656.874;210.3381;2045.548
30.35547;664.1135;210.3369;2131.375
30.31797;658.4193;210.336;2058.044
30.51297;659.9318;210.3344;2047.845
31.8775;663.0297;210.3342;2104.071
32.00026;663.1703;210.3333;2090.662
30.20031;657.3552;210.3327;2040.968
31.71443;662.5162;210.3325;2093.04
30.53427;667.0714;210.3323;2127.518
30.42042;667.5729;210.3323;2124.62
30.21057;658.9036;210.3323;2062.381
30.36839;666.7839;210.3321;2127.676
31.26208;663.4135;210.3321;2108.175
30.19938;658.5698;210.3319;2032.978
30.32719;660.5146;210.3306;2042.283
30.36865;662.9344;210.3304;2115.273
31.66463;662.6385;210.3304;2101.813
30.47344;660.8875;210.3281;2096.627
30.85193;664.0359;210.3281;2092.027
30.1687;660.3568;210.3281;2060.682
30.47479;666.0859;210.3254;2114.577
30.05089;655.1474;210.3254;2032.295
30.83615;662.487;210.3248;2091.535
31.63563;668.0364;210.324;2101.781
31.83312;663.7385;210.324;2088.704
30.90146;662.6589;210.3235;2095.798
30.6488;666.1927;210.3231;2122.113
30.71589;662.3818;210.3229;2102.492
30.70245;663.3458;210.3225;2115.968
30.76943;669.8417;210.3223;2156.43
31.7875;661.8818;210.3223;2081.751
30.39229;656.3964;210.3221;2058.298
30.36302;664.8172;210.3217;2121.58
30.32745;657.0229;210.321;2043.813
30.27068;656.6818;210.321;2014.999
31.7537;663.9838;210.3208;2083.201
30.17766;657.3531;210.3204;2047.741
30.38531;668.8099;210.32;2125.891
30.35047;657.5339;210.3194;2048.754
31.88797;663.8568;210.3192;2082.773
31.79469;665.1922;210.3171;2085.866
31.74708;665.0667;210.3169;2097.671
29.98578;654.5953;210.3169;2041.506
31.61224;661.8104;210.3163;2080.337
30.05995;658.7015;210.3163;2052.758
31.79349;663.3734;210.316;2097.719
30.23417;658.8182;210.316;2057.552
30.20818;658.7922;210.316;2051.616
30.4449;663.5745;210.3154;2120.776
31.73214;665.1437;210.3154;2089.935
31.8025;662.7271;210.315;2082.966
30.36766;665.3901;210.3148;2116.665
32.24193;663.6906;210.3144;2090.513
31.79995;667.6396;210.3142;2103.202
31.65797;664.5714;210.3142;2102.629
31.74844;661.962;210.3142;2082.424
30.54891;657.9719;210.3142;2046.718
29.37531;657.9281;210.3142;2025.345
30.21297;659.775;210.3131;2034.797
30.32036;658.0089;210.3129;2045.912
31.98536;660.2078;210.3125;2082.312
30.10333;658.6412;210.3125;2048.161
30.28339;655.6266;210.3111;2055.214
31.68844;661.1536;210.3108;2086.844
30.25906;659.0599;210.3108;2047.495
31.70646;662.9568;210.3102;2097.789
31.85401;664.713;210.3092;2101.855
32.00651;667.0203;210.309;2101.919
29.95625;662.1818;210.3083;2064.2
32.05766;662.5234;210.3081;2087.286
30.25604;660.1896;210.3077;2052.035
32.19979;664.6943;210.3073;2096.427
30.28708;662.9636;210.3071;2116.654
31.70708;662.7927;210.3067;2083.859
31.4226;660.1625;210.3062;2081.311
30.38255;658.9714;210.3058;2037.221
31.81656;662.8489;210.3056;2090.836
30.7713;660.0109;210.3056;2068.336
30.65651;664.1677;210.3054;2127.562
30.14953;654.9823;210.3054;2027.736
31.50891;663.5672;210.305;2086.922
31.77896;664.9594;210.3048;2113.066
31.68547;665.0911;210.3048;2086.53
31.75083;662.3516;210.3044;2101.495
30.36911;657.7198;210.3044;2044.208
30.37828;663.8875;210.304;2105.495
31.9551;663.9328;210.3038;2100.811
31.5763;659.8979;210.3029;2085.988
31.69698;659.6088;210.3029;2082.455
30.20984;659.8568;210.3029;2038.906
31.84844;663.2229;210.3027;2099.081
30.08094;656.2578;210.3025;2049.841
30.4649;667.9818;210.3023;2126.643
31.78365;664.3953;210.3017;2111.284
31.71307;662.4313;210.3017;2108.874
31.68521;664.5328;210.3013;2070.774
30.04286;659.274;210.3004;2056.012
31.82714;664.0255;210.3;2107.306
30.31589;661.9589;210.2994;2058.641
31.90286;664.376;210.2992;2098.214
32.01563;660.287;210.2992;2086.189
31.95026;662.9172;210.299;2098.929
30.38688;664.7531;210.2988;2122.367
31.60073;663.0719;210.2988;2098.064
32.18859;664.4177;210.2985;2086.956
32.13161;662.3781;210.2971;2090.326
30.16687;655.4484;210.2969;2033.481
30.17578;658.4459;210.2967;2042.277
30.09974;656.8958;210.2967;2036.647
31.62073;664.4213;210.2948;2095.682
30.27005;667.1766;210.2944;2129.789
31.92531;661.6557;210.2944;2093.308
29.38338;655.4589;210.2942;2016.114
31.44318;664.225;210.2933;2095.017
30.34213;658.9;210.2933;2039.461
32.54115;659.3265;210.2925;2092.736
30.21536;657.0604;210.2925;2049.301
29.83937;661.225;210.2921;2066.098
30.25609;661.6453;210.2921;2046.934
31.98479;660.5135;210.2919;2079.241
31.76505;662.762;210.2904;2085.383
30.30974;666.0703;210.2896;2117.686
31.54089;665.624;210.2896;2113.448
31.75104;661.4375;210.2896;2082.74
32.16167;662.9849;210.2894;2085.32
31.97896;665.5714;210.2892;2109.628
31.88276;663.2781;210.289;2089.131
30.87823;662.5641;210.2885;2089.725
31.92588;661.7271;210.2885;2089.595
32.02818;663.8531;210.2881;2082.4
32.07292;662.1266;210.2879;2098.617
30.26526;656.3729;210.2875;2062.882
30.73979;666.2974;210.2873;2121.606
32.05995;664.3969;210.2871;2099.625
31.83937;662.2974;210.2871;2097.936
31.54313;665.9349;210.2869;2095.929
30.37729;662.0677;210.2863;2107.475
31.63115;661.7792;210.2858;2089.756
30.24245;658.0307;210.2854;2048.321
31.8399;664.4016;210.2852;2082.688
30.64479;663.0911;210.2846;2117.996
31.96115;660.8443;210.2846;2098.686
30.37401;668.3328;210.2842;2121.875
30.14385;659.4135;210.284;2028.049
30.14453;656.0391;210.2838;2045.284
29.64365;649.8927;210.2835;1978.792
30.4188;669.4667;210.2831;2123.694
31.56083;660.6713;210.2829;2091.786
31.33833;662.0182;210.2827;2081.876
31.52646;669.6042;210.2825;2111.328
31.5637;663.1323;210.2823;2082.957
30.35213;658.2911;210.2823;2045.837
30.43531;666.0828;210.2817;2123.044
31.67;663.7463;210.2817;2106.266
31.63984;666.0344;210.2815;2089.895
30.63083;669.7927;210.2813;2124.203
31.69411;660.9714;210.2813;2089.118
32.22511;678.4828;210.281;2205.382
30.59224;664.2839;210.281;2105.468
31.65734;659.8375;210.2808;2078.634
31.86375;664.5839;210.2804;2096.407
30.22833;665.2198;210.28;2113.594
30.37589;662.1578;210.2792;2109.363
30.42958;658.851;210.2783;2048.652
30.3287;663.5458;210.2775;2120.903
30.41896;661.4401;210.2775;2059.254
31.62729;663.9286;210.2767;2081.408
31.74432;667.1912;210.2765;2103.405
30.34953;659.4172;210.276;2058.523
31.64125;665.4266;210.2758;2094.072
31.77057;661.9135;210.2756;2101.051
32.08385;663.6542;210.2756;2078.811
31.73;664.5406;210.275;2099.138
30.43146;664.5865;210.2748;2091.697
31.63932;662.5292;210.2744;2082.275
30.21318;653.3625;210.2744;2018.043
32.07828;663.0896;210.2723;2081.933
30.78354;663.3583;210.2719;2098.52
32.03281;662.5531;210.2719;2091.085
30.21875;659.8688;210.2719;2064.172
30.18042;659.3083;210.2715;2045.451
31.82146;665.9615;210.2713;2101.329
30.15818;653.5469;210.2706;2033.064
30.17745;655.0771;210.2706;2031.698
32.10266;662.0787;210.2704;2086.202
31.81266;660.0922;210.27;2091.558
31.8838;665.0042;210.2696;2081.957
30.20224;654.6542;210.2685;2042.95
31.93526;663.4328;210.2675;2099.081
31.79891;665.5901;210.2673;2091.376
30.15463;658.325;210.2673;2034.354
29.7599;654.9781;210.2671;2017.586
30.42745;663.4469;210.2669;2123.02
32.40505;679.2313;210.2667;2215.208
30.36802;665.0391;210.2665;2121.618
31.79474;661.8922;210.2656;2101.271
31.65839;666.0891;210.2652;2107.744
30.36297;664.5677;210.2648;2120.278
31.43714;662.9677;210.2644;2104.886
30.3187;662.3901;210.2644;2063.324
30.41375;667.4005;210.2642;2125.385
31.8276;664.0125;210.2642;2081.492
29.40479;657.3453;210.2642;2021.695
32.10354;664.8776;210.2635;2089.512
31.85203;660.6849;210.2635;2075.383
30.32667;653.9172;210.2635;2049.806
30.3126;658.9459;210.2631;2064.29
31.63573;665.9432;210.2629;2103.554
31.75838;663.2531;210.2627;2082.741
30.17052;658.9984;210.2615;2062.816
31.64844;662.1188;210.2612;2083.237
30.37771;666.5818;210.261;2113.338
31.91927;661.2146;210.2608;2088.636
32.1062;664.1412;210.2606;2094.252
31.78073;664.8052;210.2602;2099.437
30.3963;666.812;210.2592;2129.623
31.69599;667.2443;210.259;2102.213
30.42078;673.3276;210.2583;2130.09
30.56885;667.626;210.2581;2131.456
29.79094;649.9667;210.2581;1976.838
31.79505;668.3792;210.2579;2094.874
30.29089;656.5354;210.2577;2037.038
31.97979;663.8885;210.2573;2090.92
32.13266;666.3344;210.2565;2096.995
31.87135;664.8219;210.2558;2083.251
30.27479;666.3458;210.2542;2115.616
31.88854;663.7276;210.254;2084.351
31.46208;661.6859;210.2538;2086.184
31.46865;661.8396;210.2538;2081.623
30.36672;668.3224;210.2533;2112.393
30.28698;657.9146;210.2529;2058.431
32.2351;659.8854;210.2521;2081.429
30.39859;663.8495;210.2515;2118.565
31.78818;661.5802;210.2515;2083.917
31.82937;666.5536;210.2508;2106.033
31.55688;664.2766;210.2508;2083.072
31.9538;664.201;210.249;2093.223
31.57859;659.0146;210.249;2086.663
30.4488;669.1339;210.2477;2119.034
31.59521;663.5625;210.2477;2095.628
31.69917;663.5833;210.2477;2076.048
30.34271;658.0109;210.2477;2034.673
30.70786;665.999;210.2469;2115.186
30.21151;656.6797;210.2469;2027.882
31.84536;665.3547;210.2467;2091.655
32.12578;661.2948;210.2462;2092.501
30.28432;658.4125;210.2458;2041.197
30.49214;667.4938;210.2454;2127.784
30.29;656.0469;210.2444;2040.479
30.33417;659.7745;210.2442;2075.545
30.42156;663.876;210.244;2130.653
31.61557;664.187;210.244;2102.546
30.18057;658.7109;210.244;2049.282
31.72734;661.9531;210.2435;2085.385
31.39354;664.7193;210.2429;2109.022
32.11948;663.1307;210.2425;2087.48
30.1601;658.7469;210.2421;2038.987
31.31656;660.8386;210.2419;2086.232
30.32521;664.0333;210.2406;2114.626
30.49;662.7026;210.2404;2110.334
30.0626;658.0458;210.24;2039.905
32.37912;681.6859;210.2394;2207.674
32.06276;660.6959;210.2394;2079.894
29.38823;657.0307;210.2392;2019.948
31.77281;665.3599;210.239;2103.961
30.2213;659.7719;210.2388;2060.638
29.98172;655.6875;210.2381;2054.512
30.15542;655.4464;210.2379;2039.071
30.42682;667.8469;210.2369;2118.728
31.7624;663.4802;210.2367;2090.948
30.3649;666.7161;210.2365;2121.84
30.46146;659.4515;210.236;2056.23
31.58547;663.4302;210.2356;2099.008
30.4299;658.0432;210.2354;2057.04
32.17505;660.9521;210.2352;2072.786
31.61531;663.8896;210.2346;2108.939
30.17391;657.2562;210.2346;2027.621
31.91182;662.1349;210.2329;2102.163
31.92682;665.5964;210.2329;2100.079
30.28542;658.1906;210.2327;2041.972
30.56161;664.9807;210.2317;2110.669
30.26625;662.7651;210.2315;2122.415
31.51047;661.025;210.2315;2077.838
32.07667;660.4818;210.2308;2095.313
30.015;656.3281;210.2308;2024.502
32.0761;660.9792;210.2306;2083.104
30.55005;662.7198;210.23;2074.839
30.52583;666.9427;210.2298;2130.921
30.29755;657.8333;210.2298;2060.568
32.09969;663.7062;210.2296;2089.215
30.41;659.5208;210.2292;2048.779
31.7799;664.0526;210.2287;2078.508
31.83339;663.1776;210.2283;2091.279
30.35568;668;210.2277;2108.289
31.89156;661.8818;210.2277;2099.768
31.52974;661.5042;210.2277;2090.475
30.55062;664.813;210.2275;2122.342
30.29729;658.2333;210.2273;2057.15
30.25578;666.7208;210.2271;2117.935
32.14583;665.0057;210.2269;2095.846
30.14828;657.5292;210.2267;2033.865
31.84531;660.8849;210.2265;2099.89
32.08667;664.1448;210.2265;2082.716
30.65458;668.437;210.2254;2118.274
31.67078;664.6932;210.2246;2107.832
30.49026;665.4151;210.2246;2107.168
32.01198;659.0922;210.2244;2083.971
30.09833;656.264;210.2244;2041.581
31.75109;659.5401;210.224;2080.227
30.33703;666.0943;210.2231;2125.334
31.93104;663.1104;210.2231;2090.076
31.80016;663.438;210.2229;2089.529
30.46453;657.9896;210.2215;2046.577
31.57443;665.1016;210.2208;2108.347
30.13297;658.138;210.2206;2049.233
31.89562;666.0646;210.2194;2087.717
29.92995;659.038;210.2194;2044.675
31.7163;664.112;210.219;2103.202
31.92307;665.7667;210.219;2093.185
30.7738;664.3734;210.2188;2118.027
30.26172;664.7297;210.2188;2107.526
31.64427;666.6578;210.2185;2103.819
32.10167;664.7052;210.2175;2088.286
31.64453;662.6182;210.2169;2079.296
30.44823;664.2687;210.2162;2108.271
31.84516;666.926;210.2162;2097.38
32.05865;663.9583;210.216;2086.533
31.84818;663.0021;210.2148;2100.13
32.03073;664.676;210.2148;2080.531
30.16849;655.6828;210.2146;2046.21
30.52891;662.9661;210.2144;2106.599
31.80297;661.5349;210.2144;2086.744
30.42161;664.8333;210.214;2108.473
32.09432;662.2745;210.214;2082.617
29.86568;662.3406;210.214;2070.878
30.25068;655.2141;210.214;2048.794
30.30536;657.5234;210.2137;2049.438
30.16396;662.1016;210.2131;2098.459
31.96094;666.2963;210.2129;2085.433
31.94344;663.3807;210.2123;2083.041
31.7462;663.6875;210.2115;2084.038
30.56964;667.0734;210.2106;2122.644
31.71109;663.4854;210.21;2088.442
31.38385;667.1583;210.2098;2106.436
31.59547;663.2453;210.2098;2083.029
30.36453;660.1016;210.2098;2064.097
31.98177;665.3088;210.2096;2079.025
31.9312;664.0989;210.2092;2086.528
31.48703;661.2422;210.2092;2083.744
31.76417;665.5292;210.2088;2072.202
30.20448;657.9219;210.2085;2035.265
30.5975;668.738;210.2083;2129.475
30.39792;670.5432;210.2079;2122.796
31.81354;664.2318;210.2077;2084.529
31.77427;661.2792;210.2075;2082.821
31.83182;663.4849;210.2073;2083.254
30.27104;662.6661;210.2071;2115.709
30.39052;660.4661;210.2069;2048.277
30.2576;657.5875;210.2067;2041.979
31.85917;660.4875;210.206;2085.362
31.83656;661.7307;210.2058;2073.952
32.02464;660.9911;210.2054;2084.205
30.16193;659.0328;210.2054;2051.085
30.68229;666.4755;210.2046;2118.526
30.5575;665.5292;210.2044;2121.429
31.74755;663.5599;210.2042;2086.265
30.65484;663.7203;210.204;2095.719
32.01901;661.4224;210.2035;2082.912
30.22688;657.8505;210.2035;2074.754
31.56047;664.7427;210.2029;2095.634
31.0024;666.5886;210.2012;2142.257
31.505;662.3719;210.2012;2101.105
30.45948;658.2542;210.2008;2039.786
30.16432;658.9865;210.2006;2042.119
31.88781;675.9641;210.2004;2184.937
31.77198;663.2021;210.2004;2102.994
30.37885;667.5536;210.2;2120.19
31.69302;662.8162;210.2;2080.156
31.66349;662.5687;210.1998;2088.564
31.54776;659.1417;210.1998;2081.713
30.24583;665.4562;210.1996;2115.153
31.70411;663.3724;210.1992;2095.34
30.31214;657.486;210.1981;2048.104
31.9749;662.7734;210.1979;2090.762
30.1074;657.5318;210.1979;2035.739
29.76948;656.9401;210.1977;2050.027
30.42479;669.0318;210.1975;2121.09
30.56313;664.3521;210.1973;2113.74
30.1025;658.6771;210.1973;2051.916
32.16896;663.7068;210.1967;2089.263
32.01573;667.5297;210.196;2099.5
31.73818;661.3209;210.1958;2088.322
30.42328;660.5583;210.1952;2046.627
30.4351;665.6302;210.195;2117.667
29.54146;645.9031;210.1946;1961.857
31.84281;663.7271;210.1944;2083.559
31.50661;661.0729;210.1938;2084.943
32.00646;663.5016;210.1938;2081.355
31.69448;661.2302;210.1935;2086.068
31.76083;662.7375;210.1925;2089.446
30.95828;668.5167;210.1919;2140.749
30.22729;657.6875;210.1915;2049.379
31.93385;665.2635;210.1906;2107.927
31.7525;661.0917;210.1906;2088.238
32.05948;665.462;210.1902;2095.679
32.23047;660.7323;210.1902;2074.78
31.54563;664.2948;210.1896;2106.851
30.73797;662.8255;210.1894;2077.161
30.40516;664.1568;210.189;2113.914
30.24234;658.2271;210.1883;2052.038
31.82922;664.5255;210.1875;2102.424
30.23787;659.8849;210.1871;2060.975
31.61469;662.0068;210.1867;2082.158
30.57245;670.374;210.1862;2126.327
30.36568;657.8578;210.186;2053.55
32.04385;663.7391;210.1858;2089.901
30.47068;665.8427;210.1854;2105.311
31.95052;663.9182;210.1854;2090.028
30.10031;659.5224;210.1854;2070.899
31.74526;666.6969;210.1844;2100.522
30.16312;656.389;210.1842;2057.95
32.01208;663.3563;210.1831;2079.819
29.61547;647.3135;210.1827;1974.76
31.70963;662.2385;210.1825;2102.42
30.16641;657.8703;210.1825;2050.545
30.33109;657.3167;210.1819;2047.949
30.5588;664.3109;210.1817;2121.816
32.11615;663.6354;210.1812;2100.674
31.98026;664.6088;210.181;2101.769
31.47432;666.3125;210.1808;2099.087
31.74948;662.074;210.18;2086.054
30.40979;664.2672;210.1796;2128.596
29.86776;660.5792;210.1796;2062.795
31.79661;663.0958;210.1794;2099.765
31.71073;659.8776;210.1792;2083.364
30.23026;656.5833;210.1785;2030.132
32.19646;659.3245;210.1781;2088.269
31.87875;664.3807;210.1781;2087.538
30.13469;657.3651;210.1781;2050.272
30.07219;654.5078;210.1781;1986.001
31.45229;662.8859;210.1779;2108.331
31.79719;662.1713;210.1775;2085.04
30.2776;658.4734;210.1771;2046.669
31.75568;664.1016;210.1765;2085.994
30.32016;666.6813;210.1763;2106.064
31.84219;666.7297;210.1763;2101.491
30.22286;658.4651;210.176;2050.853
31.58484;665.2271;210.175;2101.275
31.98484;663.7557;210.1742;2084.833
30.71286;665.7141;210.1735;2136.142
30.3875;663.0755;210.1731;2126.252
31.82042;663.2422;210.1729;2084.793
31.78719;660.7073;210.1729;2079.339
31.91646;662.038;210.1723;2088.668
31.47021;665.9114;210.1715;2102.497
31.53365;662.1375;210.1715;2100.335
30.25838;656.0474;210.1708;2055.25
31.89286;664.6266;210.1702;2090.837
31.69318;666.0339;210.17;2106.215
30.21823;658.7062;210.1694;2062.647
31.58453;661.7948;210.1692;2089.961
31.6237;666.2719;210.169;2101.499
31.73063;674.624;210.1681;2176.569
31.62302;664.1568;210.1679;2108.589
32.26203;663.8563;210.1677;2087.978
31.56443;664.6036;210.1677;2084.157
30.31969;658.7953;210.1677;2057.083
30.31021;657.0724;210.1677;2047.678
30.29187;655.2385;210.1675;2027.629
31.96375;663.7932;210.1671;2093.895
31.89016;661.8229;210.1669;2098.641
31.80698;665.2193;210.1669;2098.493
30.38078;668.9979;210.1662;2122.67
30.2076;656.3094;210.166;2048.197
30.76021;663.5526;210.1654;2121.526
30.33542;658.1213;210.1654;2048.508
30.70188;662.0776;210.1648;2100.406
30.34964;658.5995;210.1648;2052.204
31.83922;662.325;210.1644;2086.515
29.47859;660.8812;210.164;2075.139
30.51287;663.3844;210.1629;2124.829
31.95609;662.1208;210.1623;2097.32
29.48604;656.4448;210.1623;2018.389
31.67594;662.0792;210.1621;2101.058
31.55713;664.1729;210.1621;2079.154
30.14323;657.7573;210.1619;2059.306
30.38026;665.8661;210.1613;2126.51
32.04411;658.8802;210.1613;2080.269
30.22062;664.2125;210.16;2121.068
30.32068;659.3906;210.16;2038.585
29.24568;656.1099;210.1596;2015.83
30.32339;664.2479;210.159;2118.232
31.95776;661.0151;210.159;2090.563
31.79755;666.2839;210.159;2089.072
30.27271;660.0234;210.1588;2050.741
30.3237;657.4141;210.1583;2058.537
30.27151;667.3927;210.1581;2116.472
31.68646;662.3406;210.1581;2101.015
30.66599;664.3849;210.1577;2105.98
31.5424;666.1781;210.1577;2082.067
31.83646;665.2761;210.1573;2099.599
30.26542;658.2297;210.1573;2061.843
30.235;658.0911;210.1573;2042.632
31.5774;663.2214;210.1571;2086.384
30.36094;665.6521;210.1567;2121.158
31.87078;665.2338;210.1567;2101.197
31.84031;663.0385;210.1567;2098.591
30.27005;662.4432;210.1567;2077.26
31.54062;659.4474;210.1556;2078.652
30.01422;655.4448;210.155;2055.376
32.26437;674.676;210.1548;2206.019
30.16234;660.2714;210.1544;2051.247
31.99615;664.826;210.154;2087.029
30.08323;656.1203;210.154;2043.615
30.18359;655.8146;210.154;2033.249
30.30281;659.0765;210.1523;2049.021
30.31068;655.3318;210.1523;2028.633
31.95703;665.937;210.1521;2087.382
30.89713;664.1912;210.1515;2099.769
29.44771;660.9073;210.1515;2077.63
30.59552;668.7125;210.1508;2104.286
30.84026;664.275;210.1508;2099.357
32.03011;661.4953;210.1508;2088.277
31.73349;668.0943;210.1504;2103.062
31.97198;663.4771;210.1504;2094.064
31.82948;662.7781;210.1504;2082.871
30.45818;668.1432;210.1502;2126.918
31.45922;661.8422;210.15;2101.886
30.28391;667.7422;210.1498;2123.667
30.12307;659.4057;210.1496;2057.886
31.79745;665.5422;210.1492;2106.517
31.99453;660.3906;210.1481;2090.79
30.92542;664.6318;210.1477;2134.274
31.54682;665.1219;210.1473;2077.153
29.44875;657.4011;210.1469;2019.571
29.94578;657.7604;210.1465;2070.576
30.30318;659.3271;210.1463;2055.571
31.98234;663.738;210.146;2091.733
31.65458;664.9432;210.1458;2105.438
31.66823;666.237;210.1454;2109.509
31.92271;666.1276;210.145;2100.879
30.68328;665.1135;210.1448;2114.115
31.52938;662.2396;210.1446;2087.747
30.4787;656.6297;210.1446;2045.978
30.36594;656.2089;210.1444;2047.003
31.61302;661.3979;210.1442;2083.076
32.04146;661.9974;210.1435;2078.658
31.77036;662.3708;210.1433;2070.096
29.9263;662.6927;210.1429;2091.829
30.17802;655.9057;210.1421;2048.918
32.08859;663.7099;210.1419;2087.301
30.91276;664.8542;210.1415;2102.53
29.39651;657.7458;210.1415;2021.789
30.86339;664.8026;210.1413;2109.216
31.83063;669.075;210.1413;2088.59
30.16417;658.2573;210.141;2041.459
31.71911;662.2208;210.1408;2071.173
31.86281;667.4958;210.1406;2099.456
30.34115;664.5375;210.1406;2089.335
31.61552;664.3219;210.1404;2107.33
31.70172;665.1708;210.14;2104.673
30.26547;656.2646;210.1396;2032.325
31.75995;676.2703;210.1387;2179.161
30.34708;664.3682;210.1381;2120.76
31.50953;664.9688;210.1377;2110.782
31.82057;663.2599;210.1369;2099.529
30.53031;665.3245;210.136;2130.03
32.00266;664.3162;210.136;2097.96
30.58328;666.275;210.135;2111.435
31.99031;661.9297;210.134;2092.348
30.3324;666.137;210.1335;2115.454
30.47693;667.3677;210.1329;2128.312
31.45604;665.2875;210.1329;2101.933
31.38552;662.5432;210.1329;2100.49
30.27281;658.0541;210.1321;2054.199
30.7562;665.1297;210.1319;2121.288
31.62245;661.1943;210.1319;2095.183
29.89953;660.1932;210.131;2051.523
31.5387;665.226;210.1308;2103.792
29.73172;660.5979;210.1302;2078.213
32.0087;664.5844;210.13;2093.633
31.84422;675.8151;210.1296;2185.029
30.33667;664.5865;210.129;2117.354
31.55094;667.4005;210.1288;2096.454
30.34687;657.5255;210.1285;2048.848
30.28443;666.4667;210.1277;2126.315
30.39177;657.4792;210.1275;2045.573
31.92411;663.5255;210.1273;2098.614
31.84266;664.663;210.1273;2088.199
31.77411;665.1213;210.1271;2104.776
30.7126;668.876;210.1269;2118.194
30.88385;663.3234;210.1269;2106.614
31.54526;665.5042;210.1267;2103.388
30.70302;664.7682;210.1263;2122.591
29.79839;662.6813;210.1256;2088.323
30.77323;663.0307;210.1254;2109.247
30.21797;659.4078;210.1254;2058.21
31.96057;662.3875;210.1252;2105.252
30.39823;657.0104;210.1252;2049.991
30.37406;657.9297;210.1252;2048.963
29.9426;659.5443;210.1252;2040.973
29.0288;654.8505;210.1252;2008.687
29.80406;658.7052;210.1242;2071.783
31.78333;662.1557;210.124;2077.217
30.60719;666.3505;210.1229;2121.659
31.83167;667.9672;210.1229;2108.561
29.46828;651.7646;210.1229;2007.136
30.50125;667.6396;210.1227;2122.7
31.87818;662.5328;210.1227;2095.473
31.97292;663.2906;210.1227;2089.183
31.64318;659.5193;210.1227;2088.102
29.77906;664.2057;210.1221;2078.394
30.33885;665.1255;210.1219;2110.79
30.36016;666.1193;210.1219;2107.913
31.93719;666.6609;210.1219;2093.107
31.66318;665;210.1217;2108.17
30.33974;663.3979;210.1212;2120.646
31.73802;664.0729;210.1206;2102.76
30.40359;659.1969;210.1202;2054.134
32.08219;663.5802;210.12;2088.827
32.0163;663.2239;210.12;2084.146
30.33151;658.9604;210.1196;2054.961
30.42943;669.0411;210.1194;2128.403
30.58307;664.9708;210.1185;2122.921
29.9612;662.1531;210.1185;2070.246
31.44266;664.8068;210.1179;2106.02
30.73885;664.212;210.1175;2118.345
30.94859;663.5609;210.1175;2107.99
30.8949;665.5765;210.1167;2116.663
31.77193;666.1344;210.116;2109.198
30.29396;664.1115;210.1158;2116.626
31.62125;661.6245;210.1158;2086.938
29.50755;661.2474;210.1158;2081.51
31.71479;659.9646;210.1156;2078.772
30.88932;663.7755;210.1154;2109.812
31.74438;662.8281;210.1152;2079.872
30.85854;666.375;210.115;2101.351
31.90286;662.6516;210.1148;2082.338
32.00911;662.7615;210.1138;2081.064
30.36198;656.8458;210.1138;2045.859
29.89911;655.924;210.1135;2054.562
29.65135;661.7792;210.1131;2066.837
30.85443;667.6334;210.1129;2142.262
30.28573;663.8214;210.1125;2118.751
30.61448;663.9995;210.1123;2111.715
30.40125;666.976;210.1121;2123.227
30.1613;658.924;210.1121;2049.777
30.10687;657.5333;210.1121;2035.593
31.88458;662.5354;210.1115;2092.205
31.58505;664.2953;210.111;2104.104
31.75474;661.812;210.1108;2094.344
