K5PC5CH.OP;K5PC6CH.OP;K5F3.PV
51.43698;62.5738;2933.36
51.43667;62.76453;2918.967
51.43615;62.72729;2908.968
51.43411;62.6601;2918.455
51.43318;62.63615;2925.638
51.43224;62.71011;2915.774
51.43021;62.61666;2917.145
51.42963;62.49166;2938.734
51.42844;62.57312;2931.804
51.42797;62.52172;2936.099
51.42792;62.72604;2924.078
51.42781;62.66761;2924.111
51.42735;62.73563;2918.592
51.42583;62.83151;2910.885
51.42505;62.71714;2941.221
51.42411;62.6274;2920.477
51.42396;62.55568;2929.729
51.42318;62.61406;2931.597
51.42083;62.70203;2918.743
51.42016;62.65937;2917.812
51.42015;62.75719;2917.624
51.41687;62.55495;2930.224
51.41438;62.67735;2929.941
51.41432;62.56057;2936.324
51.41323;62.57182;2933.767
51.4125;62.62005;2938.158
51.41208;62.57646;2930.805
51.41177;62.58125;2934.558
51.41146;62.7638;2912.558
51.41047;62.66656;2925.885
51.41037;62.69781;2915.997
51.40896;62.77568;2918.129
51.40823;62.57146;2936.92
51.40802;62.65672;2918.223
51.40766;62.49745;2963.856
51.40729;62.7637;2911.949
51.40724;62.65526;2917.051
51.40703;62.59422;2930.649
51.40672;62.60995;2934.927
51.40656;62.64729;2929.977
51.40583;62.72214;2909.976
51.405;62.63464;2922.982
51.40406;62.59536;2930.857
51.40385;62.51953;2928.437
51.40255;62.55479;2926.984
51.40115;62.48875;2935.628
51.39989;62.58849;2935.431
51.39985;62.67927;2923.358
51.39906;62.72906;2920.018
51.39885;62.70724;2918.001
51.39745;62.57552;2935.87
51.3963;62.58229;2926.774
51.39589;62.71943;2909.321
51.39547;62.82609;2929.262
51.39516;62.57604;2933.742
51.39484;62.44229;2945.998
51.39417;62.52412;2938.75
51.39109;62.56422;2939.119
51.39109;62.52521;2937.271
51.39094;62.50323;2937.528
51.39078;62.67719;2925.694
51.39068;62.74203;2910.148
51.39011;62.7275;2918.222
51.38974;62.68609;2923.068
51.38896;62.75234;2916.26
51.38786;62.48771;2942.688
51.38776;62.6362;2928.198
51.38573;62.7187;2905.759
51.38562;62.57615;2930.427
51.38505;62.58031;2925.582
51.38359;62.71203;2912.729
51.38338;62.41656;2935.774
51.38338;62.58015;2934.716
51.38208;62.63865;2950.936
51.3814;62.42682;2938.667
51.38109;62.38401;2942.678
51.38083;62.74187;2916.873
51.37828;62.69859;2912.8
51.37812;62.62135;2917.001
51.37797;62.65578;2929.951
51.37781;62.45229;2946.261
51.37453;62.49453;2952.108
51.37411;62.6362;2919.54
51.37292;62.70609;2924.746
51.3726;62.66052;2939.937
51.37146;62.58578;2930.237
51.37021;62.42052;2935.799
51.37021;62.65797;2936.159
51.36969;62.70047;2885.133
51.36901;62.72245;2913.98
51.36833;62.57187;2932.243
51.36787;62.59068;2927.646
51.36672;62.55984;2938.588
51.36651;62.56136;2929.455
51.36625;62.72536;2927.116
51.36589;62.60594;2927.837
51.36485;62.55;2931.717
51.36469;62.57625;2929.929
51.36396;62.51464;2942.954
51.3637;62.54328;2934.065
51.36219;62.72479;2915.224
51.35995;62.66661;2926.139
51.35875;62.64177;2931.177
51.35682;62.54521;2935.104
51.35537;62.545;2935.985
51.355;62.58213;2932.038
51.35448;62.57328;2933.224
51.35365;62.47068;2937.121
51.35318;62.54729;2939.28
51.35224;62.57792;2931.387
51.35213;62.50083;2946.175
51.35213;62.54;2931.863
51.35099;62.46354;2944.492
51.35099;62.67526;2931.531
51.35052;62.43266;2980.487
51.35036;62.56287;2936.548
51.34948;62.52557;2933.555
51.34813;62.50599;2939.817
51.34672;62.55219;2935.374
51.34604;62.56016;2933.411
51.34474;62.5887;2933.753
51.34432;62.6663;2919.041
51.34422;62.64849;2920.929
51.34417;62.72609;2926.45
51.34365;62.56375;2933.291
51.34338;62.53667;2932.136
51.34208;62.50219;2930.736
51.33963;62.53698;2922.197
51.33901;62.51224;2932.065
51.33735;62.59219;2929.188
51.33672;62.70703;2921.479
51.33615;62.48318;2947.354
51.33542;62.59854;2924.533
51.33349;62.52667;2935.694
51.33292;62.56646;2928.913
51.33219;62.55271;2932.248
51.33146;62.49724;2926.722
51.3312;62.57932;2927.644
51.33099;62.47432;2936.054
51.33042;62.52474;2934.907
51.32958;62.51516;2928.561
51.32932;62.55026;2928.934
51.32901;62.58469;2928.428
51.3288;62.57573;2929.643
51.32797;62.51807;2934.646
51.32766;62.72146;2912.82
51.32745;62.52687;2936.034
51.32745;62.56432;2930.39
51.32682;62.51588;2954.719
51.32656;62.43359;2938.886
51.32625;62.58307;2935.356
51.32599;62.56234;2934.013
51.3251;62.80677;2919.875
51.32474;62.61766;2930.551
51.32354;62.53188;2939.083
51.3224;62.54656;2938.584
51.32146;62.62865;2943.611
51.32073;62.56302;2936.64
51.3199;62.6386;2932.663
51.31969;62.7775;2915.948
51.31943;62.60661;2935.278
51.31896;62.56224;2932.549
51.3187;62.45438;2940.607
51.31865;62.55838;2932.887
51.31849;62.60781;2928.943
51.31839;62.60484;2923.532
51.31802;62.55698;2937.765
51.31703;62.53891;2936.293
51.31531;62.52864;2935.675
51.31443;62.71239;2890.351
51.31307;62.63338;2940.393
51.31245;62.52984;2934.559
51.31234;62.56828;2930.986
51.3113;62.54609;2932.696
51.30943;62.47484;2941.15
51.30922;62.74646;2919.909
51.30891;62.57021;2926.504
51.30771;62.5637;2928.101
51.30766;62.48318;2946.882
51.30594;62.52713;2932.62
51.30563;62.44588;2942.678
51.30458;62.51625;2933.713
51.3038;62.56688;2937.927
51.30365;62.58135;2961.393
51.30099;62.46698;2943.926
51.30088;62.73823;2913.946
51.30083;62.57563;2925.207
51.29854;62.57422;2929.023
51.29818;62.54297;2934.271
51.29755;62.50286;2936.556
51.2975;62.54307;2926.282
51.29734;62.54974;2936.607
51.29667;62.62578;2930.552
51.29474;62.55437;2937.037
51.29443;62.43708;2941.843
51.29438;62.61276;2940.275
51.29281;62.53781;2925.842
51.29276;62.57146;2928.769
51.29208;62.4451;2932.376
51.2912;62.53995;2931.664
51.28969;62.67057;2921.449
51.28906;62.42839;2930.1
51.28896;62.58094;2925.418
51.28667;62.54776;2933.889
51.28479;62.56958;2935.722
51.28443;62.5688;2928.561
51.28443;62.53818;2930.809
51.28422;62.51557;2947.067
51.28375;62.51922;2938.477
51.28245;62.56906;2937.441
51.28219;62.53089;2939.791
51.28141;62.49995;2957.764
51.28125;62.58187;2926.577
51.28078;62.45521;2938.689
51.28016;62.6651;2928.303
51.27984;62.43708;2941.43
51.27932;62.55245;2927.4
51.27901;62.725;2911.164
51.27828;62.5613;2936.972
51.27823;62.45745;2937.399
51.2776;62.44021;2940.469
51.27755;62.43521;2942.739
51.27734;62.53729;2947.088
51.27734;62.46271;2943.641
51.27713;62.57214;2927.99
51.27682;62.56146;2934.236
51.27583;62.52255;2939.417
51.27516;62.56739;2946.175
51.27489;62.63568;2919.303
51.27417;62.62578;2928.146
51.2738;62.57761;2935.186
51.27338;62.57385;2925.365
51.27;62.44484;2938.838
51.26786;62.59193;2928.85
51.2676;62.46052;2937.291
51.26495;62.57682;2935.764
51.26427;62.45219;2936.95
51.26422;62.59813;2934.795
51.26401;62.38828;2936.146
51.26401;62.53411;2938.459
51.26396;62.55922;2930.437
51.26344;62.51448;2929.367
51.26292;62.57828;2933.463
51.26052;62.5349;2932.776
51.26011;62.59052;2945.821
51.26;62.39708;2939.902
51.25943;62.46333;2929.219
51.25828;62.49141;2934.449
51.25823;62.52625;2931.205
51.25818;62.50854;2928.834
51.2575;62.45807;2941.721
51.2574;62.42656;2932.703
51.25729;62.48219;2933.672
51.25698;62.58948;2925.491
51.25625;62.44729;2977.813
51.25604;62.42828;2943.804
51.25599;62.42969;2935.171
51.25557;62.44734;2934.043
51.25469;62.46761;2938.536
51.25443;62.50891;2931.102
51.25438;62.61547;2931.356
51.25385;62.60297;2923.55
51.25359;62.38578;2941.095
51.25338;62.72755;2921.279
51.25266;62.45266;2940.438
51.25214;62.5175;2936.08
51.24995;62.58339;2923.664
51.24948;62.4512;2931.909
51.24932;62.44208;2941.345
51.24609;62.53917;2931.844
51.24552;62.54297;2929.429
51.24516;62.5262;2938.259
51.24516;62.52641;2934.891
51.24417;62.41282;2938.677
51.24391;62.49052;2946.683
51.24266;62.51286;2929.356
51.24073;62.53162;2938.911
51.24026;62.55167;2939.708
51.2387;62.47786;2942.796
51.23802;62.56073;2930.122
51.23792;62.47568;2929.789
51.23776;62.55151;2934.593
51.23719;62.46635;2946.425
51.23714;62.47536;2940.2
51.23714;62.48286;2956.081
51.23714;62.52297;2929.902
51.23599;62.53568;2929.409
51.23489;62.56937;2929.85
51.23458;62.5224;2936.545
51.23443;62.46849;2938.024
51.23359;62.57042;2937.382
51.23344;62.40443;2936.917
51.23271;62.4849;2943.72
51.2325;62.50854;2921.854
51.23208;62.50042;2932.817
51.23135;62.40771;2935.541
51.23109;62.50787;2968.098
51.23078;62.41401;2936.353
51.23063;62.49266;2937.507
51.22937;62.41307;2931.947
51.22937;62.52156;2936.808
51.22922;62.42302;2941.557
51.22911;62.62599;2929.811
51.22604;62.5761;2927.696
51.22406;62.5187;2939.382
51.22271;62.58172;2927.675
51.22266;62.51807;2926.425
51.2213;62.40714;2941.302
51.22042;62.49125;2941.866
51.21885;62.55495;2932.236
51.2187;62.51776;2936.668
51.21854;62.5438;2928.76
51.21828;62.49156;2937.001
51.21786;62.53151;2938.705
51.2163;62.54578;2927.219
51.21614;62.56875;2925.747
51.21578;62.53761;2925.906
51.21563;62.47219;2940.917
51.21531;62.47469;2940.62
51.21526;62.52287;2942.715
51.21526;62.48672;2929.789
51.21516;62.43646;2934.366
51.21516;62.54406;2930.055
51.21416;62.43135;2947.488
51.21406;62.54599;2947.399
51.2138;62.57656;2935.879
51.2137;62.51089;2939.543
51.21312;62.48672;2929.969
51.21115;62.55583;2956.094
51.21037;62.50885;2939.792
51.21021;62.47276;2932.16
51.20964;62.5001;2928.715
51.20839;62.44557;2936.775
51.20833;62.53625;2937.702
51.20797;62.5326;2933.963
51.20734;62.5287;2938.853
51.20615;62.55073;2937.821
51.2051;62.53417;2929.133
51.20401;62.4164;2939.281
51.2037;62.50161;2920.739
51.20313;62.50807;2939.948
51.20151;62.39557;2939.038
51.20125;62.43474;2936.421
51.20094;62.52953;2927.223
51.20083;62.37604;2940.387
51.20078;62.43854;2936.717
51.19995;62.4924;2955.339
51.19953;62.46229;2945.59
51.19922;62.53083;2941.631
51.19786;62.54708;2934.268
51.19755;62.53271;2926.99
51.19745;62.60401;2942.293
51.19677;62.50792;2931.723
51.19672;62.52412;2924.336
51.19297;62.55995;2930.69
51.19255;62.5676;2928.913
51.19219;62.4162;2933.929
51.19219;62.40177;2942.981
51.19203;62.50375;2928.383
51.18906;62.49682;2946.86
51.18864;62.45411;2939.073
51.18813;62.41265;2940.806
51.18719;62.43219;2942.571
51.18672;62.55964;2927.233
51.18651;62.43135;2940.497
51.18641;62.49516;2939.467
51.18599;62.58427;2927.414
51.18563;62.45609;2940.299
51.18547;62.45292;2933.813
51.18531;62.49349;2936.856
51.18459;62.46;2939.543
51.18385;62.43365;2945.605
51.18297;62.44359;2945.508
51.18021;62.445;2933.641
51.1799;62.53838;2961.434
51.17958;62.55792;2956.705
51.17906;62.48912;2955.301
51.17823;62.56297;2929.996
51.17776;62.46677;2933.275
51.17651;62.46479;2940.706
51.17646;62.56266;2941.757
51.1762;62.44313;2940.886
51.17609;62.56417;2923.498
51.17557;62.39787;2940.614
51.17521;62.55912;2933.697
51.17474;62.49177;2942.986
51.17422;62.49891;2943.839
51.17344;62.4512;2932.822
51.17271;62.46229;2937.321
51.17198;62.50958;2936.873
51.16958;62.47896;2944.108
51.16948;62.52021;2942.233
51.16932;62.4613;2934.428
51.16865;62.50948;2932.901
51.16864;62.6101;2930.858
51.1675;62.52063;2934.647
51.16714;62.51422;2930.037
51.16599;62.37812;2935.02
51.16589;62.44943;2938.338
51.16547;62.54219;2934.469
51.16521;62.51802;2934.125
51.16412;62.54745;2933.567
51.16297;62.44547;2937.471
51.16177;62.52662;2944.537
51.16135;62.52099;2937.662
51.16052;62.51292;2930.543
51.15911;62.46214;2938.063
51.15875;62.5163;2929.99
51.15854;62.52172;2924.507
51.15849;62.49318;2928.892
51.15818;62.44781;2945.621
51.15781;62.5336;2943.374
51.15776;62.49266;2931.539
51.15578;62.40458;2931.864
51.15557;62.54677;2908.472
51.1538;62.48953;2933.661
51.15292;62.56349;2941.199
51.15281;62.54479;2933.09
51.1526;62.46677;2936.131
51.1524;62.48583;2936.322
51.15136;62.49364;2942.13
51.15052;62.54807;2934.166
51.14938;62.50255;2929.166
51.14901;62.55094;2969.516
51.14844;62.5012;2938.172
51.14807;62.4626;2937.672
51.14802;62.49213;2940.388
51.14719;62.41677;2936.379
51.14677;62.38547;2935.545
51.14614;62.46386;2942.92
51.14563;62.46432;2936.827
51.14531;62.54323;2924.154
51.14526;62.48489;2933.97
51.14484;62.47266;2937.053
51.14359;62.53828;2926.235
51.14349;62.45833;2932.779
51.14286;62.51469;2933.664
51.1426;62.55302;2927.94
51.14245;62.47068;2924.567
51.14229;62.54495;2953.817
51.14229;62.56688;2932.918
51.14141;62.49182;2940.696
51.14042;62.47927;2931.886
51.14042;62.44714;2938.891
51.13943;62.48083;2931.242
51.13896;62.51776;2939.476
51.13885;62.58156;2926.806
51.13875;62.39359;2940.136
51.13833;62.58823;2925.708
51.13823;62.46099;2922.702
51.13776;62.44708;2934.372
51.13682;62.55162;2937.367
51.13604;62.4776;2922.973
51.13589;62.50948;2934.437
51.13406;62.55021;2925.14
51.13359;62.46453;2932.523
51.13349;62.4012;2935.874
51.13198;62.50406;2969.525
51.13156;62.46547;2945.884
51.13125;62.37766;2943.307
51.12797;62.49057;2935.955
51.12781;62.48068;2948.012
51.12734;62.52578;2941.275
51.12568;62.46599;2932.089
51.125;62.46584;2925.364
51.12406;62.43536;2933.942
51.12302;62.53484;2930.112
51.12255;62.46125;2937.679
51.12255;62.44568;2930.262
51.1225;62.54307;2930.052
51.12156;62.53583;2930.852
51.12135;62.45693;2940.698
51.12037;62.56656;2920.734
51.12031;62.53229;2947.294
51.1187;62.4724;2946.199
51.1186;62.5274;2937.014
51.11833;62.26661;2805.376
51.11724;62.48172;2945.964
51.11385;62.5437;2929.013
51.11312;62.46172;2933.344
51.11292;62.5049;2946.345
51.11203;62.4076;2937.036
51.11125;62.45068;2940.646
51.10885;62.44406;2939.116
51.10828;62.43755;2953.588
51.10781;62.49224;2935.603
51.10771;62.48432;2935.945
51.1076;62.49115;2928.917
51.1074;62.41797;2932.135
51.10729;62.5225;2929.293
51.10677;62.57219;2937.784
51.10667;62.45057;2932.451
51.10599;62.4912;2932.966
51.10578;62.45214;2934.509
51.10552;62.50182;2937.958
51.105;62.56516;2935.283
51.10443;62.53036;2936.341
51.10443;62.47662;2940.21
51.10229;62.37854;2931.593
51.10177;62.40693;2936.352
51.09995;62.51307;2942.444
51.09969;62.44594;2937.784
51.09792;62.43906;2937.462
51.09682;62.52245;2931.294
51.09583;62.5351;2937.452
51.09568;62.4249;2935.799
51.09495;62.55714;2954.595
51.09448;62.44172;2927.593
51.0937;62.39755;2941.669
51.09266;62.51958;2932.171
51.09167;62.54057;2935.648
51.09151;62.57698;2946.215
51.09084;62.41193;2936.365
51.09063;62.58005;2924.639
51.08969;62.43974;2943.205
51.08958;62.57073;2936.954
51.08958;62.46203;2933.26
51.0888;62.39989;2941.383
51.08735;62.51286;2939.091
51.08552;62.45562;2937.725
51.08469;62.56677;2937.669
51.08255;62.40844;2934.646
51.08245;62.40526;2935.8
51.0812;62.43917;2940.631
51.08115;62.41412;2939.278
51.08089;62.48406;2942.052
51.07787;62.50578;2921.922
51.07714;62.3949;2935.386
51.07359;62.46458;2938
51.07261;62.46031;2941.873
51.07177;62.51068;2929.458
51.07109;62.49693;2933.598
51.07104;62.39484;2934.074
51.06953;62.41484;2932.722
51.06844;62.54151;2928.77
51.06818;62.45287;2934.827
51.06557;62.48063;2933.569
51.06469;62.50521;2934.519
51.06422;62.5299;2914.689
51.06411;62.48328;2937.18
51.0638;62.45677;2936.031
51.06344;62.45937;2940.397
51.06318;62.54531;2936.799
51.0626;62.48474;2937.722
51.06177;62.52646;2942.253
51.06104;62.42365;2943.174
51.05953;62.54599;2931.684
51.05922;62.50578;2930.084
51.05854;62.53245;2961.638
51.05708;62.51052;2936.279
51.05614;62.46703;2932.005
51.05594;62.57755;2926.488
51.05537;62.45708;2941.341
51.05432;62.38474;2936.298
51.05417;62.54906;2941.803
51.05412;62.4451;2933.063
51.05412;62.47896;2939.754
51.05365;62.54438;2912.074
51.05349;62.40781;2944.35
51.05344;62.44083;2968.92
51.05302;62.45354;2931.756
51.05286;62.45724;2932.09
51.05281;62.50682;2937.508
51.0526;62.5051;2928.271
51.05219;62.39891;2949.946
51.05214;62.51537;2924.601
51.05208;62.41828;2932.257
51.05167;62.54109;2957.017
51.05161;62.56297;2930.181
51.05031;62.52464;2937.534
51.04927;62.52568;2938.876
51.04891;62.42042;2939.256
51.04729;62.54703;2948.008
51.04698;62.51521;2928.579
51.04688;62.53328;2934.111
51.04615;62.47349;2933.558
51.04453;62.54396;2937.94
51.04385;62.47328;2940.496
51.04266;62.47219;2936.059
51.0425;62.37224;2938.966
51.04203;62.51042;2933.696
51.03995;62.48542;2929.651
51.03932;62.50396;2933.052
51.03859;62.50932;2922.662
51.03859;62.50156;2942.757
51.03729;62.3913;2939.849
51.03578;62.46037;2939.58
51.03573;62.53714;2961.191
51.03557;62.48021;2938.097
51.03479;62.48714;2938.157
51.03437;62.47588;2935.783
51.03437;62.50099;2937.363
51.03417;62.46031;2937.79
51.03375;62.48208;2929.008
51.03219;62.49172;2941.442
51.03099;62.40724;2944.431
51.03062;62.53812;2930.889
51.02906;62.49906;2936.201
51.02885;62.51781;2935.253
51.02839;62.57271;2943.336
51.02792;62.47437;2932.964
51.02693;62.4525;2942.779
51.02641;62.41459;2939.449
51.02636;62.49146;2935.777
51.02474;62.47729;2940.122
51.02401;62.47583;2936.177
51.02344;62.44833;2940.293
51.02245;62.53755;2929.905
51.02229;62.51073;2934.935
51.02187;62.52854;2947.762
51.02187;62.43797;2929.775
51.02177;62.49042;2941.491
51.02026;62.47276;2937.727
51.02;62.585;2930.656
51.01953;62.41875;2930.148
51.01854;62.51448;2950.865
51.01849;62.41265;2933.612
51.01807;62.535;2910.602
51.01448;62.42495;2938.428
51.01443;62.51318;2940.703
51.01401;62.47911;2937.492
51.01188;62.49437;2936.409
51.0087;62.52964;2962.856
51.00865;62.43026;2938.853
51.00844;62.47922;2938.619
51.00828;62.49516;2932.953
51.0076;62.45604;2941.053
51.00599;62.41568;2939.229
51.00281;62.5876;2938.384
51.00266;62.49432;2932.301
51.00214;62.42271;2945.409
51.0012;62.44865;2930.755
51.00078;62.51146;2968.124
50.99984;62.50865;2937.986
50.99974;62.54052;2925.525
50.99932;62.44844;2936.125
50.99906;62.43615;2935.714
50.99797;62.52526;2932.803
50.99667;62.55042;2930.107
50.99547;62.55938;2939.227
50.99401;62.58411;2930.387
50.99089;62.57776;2933.533
50.98969;62.5061;2928.612
50.98896;62.44995;2935.438
50.98891;62.48359;2942.306
50.98839;62.44292;2937.979
50.98828;62.42734;2941.336
50.98755;62.52495;2942.437
50.9874;62.52755;2938.985
50.98719;62.4612;2938.727
50.98604;62.44333;2930.938
50.98521;62.54016;2940.589
50.98422;62.41042;2931.379
50.98401;62.5362;2927.087
50.98365;62.43281;2944.151
50.98203;62.38682;2944.964
50.98156;62.52656;2942.756
50.98083;62.52312;2920.889
50.98047;62.53073;2927.535
50.98037;62.56016;2931.871
50.98016;62.45953;2909.428
50.97969;62.47094;2944.557
50.97969;62.39161;2938.068
50.97932;62.43417;2931.641
50.97911;62.40505;2932.383
50.97823;62.4514;2934.435
50.9776;62.50021;2926.149
50.9775;62.45807;2931.825
50.97594;62.46458;2936.348
50.97583;62.40969;2943.5
50.97495;62.5687;2933.24
50.9738;62.50745;2936.029
50.97375;62.42521;2947.93
50.97318;62.48812;2924.225
50.97219;62.57255;2942.945
50.97203;62.53646;2928.746
50.97109;62.56662;2939.816
50.96891;62.50547;2936.21
50.96802;62.44417;2944.164
50.96708;62.5087;2939.081
50.96437;62.50552;2949.11
50.96386;62.39583;2940.851
50.96323;62.53167;2931.214
50.96083;62.58213;2938.813
50.96073;62.4475;2938.993
50.96031;62.52042;2929.38
50.96021;62.41297;2944.62
50.9576;62.49031;2948.818
50.95677;62.45187;2932.985
50.9562;62.53417;2930.897
50.9549;62.5663;2939.385
50.95313;62.48042;2927.209
50.95213;62.5374;2933.673
50.94901;62.46729;2935.211
50.94839;62.54813;2938.871
50.94703;62.55787;2935.937
50.94604;62.51599;2924.547
50.94193;62.39964;2936.018
50.94188;62.55745;2925.974
50.9375;62.50672;2933.469
50.93661;62.41828;2944.982
50.93583;62.44021;2939.259
50.93578;62.54573;2936.008
50.93521;62.42995;2932.431
50.93474;62.46193;2938.924
50.93453;62.47719;2939.036
50.93224;62.39521;2934.004
50.92963;62.53854;2940.978
50.92812;62.53516;2939.775
50.92797;62.52255;2929.212
50.9263;62.57297;2929.634
50.92588;62.47911;2937.601
50.92521;62.52734;2923.212
50.91828;62.56625;2930.758
50.91734;62.50589;2939.221
50.91661;62.43917;2932.138
50.91646;62.51328;2922.004
50.91521;62.49932;2940.405
50.91448;62.53011;2921.784
50.91276;62.45568;2931.865
50.9113;62.48792;2934.521
50.91083;62.58089;2948.18
50.91068;62.52755;2928.586
50.90813;62.49833;2930.701
50.90672;62.43745;2939.242
50.90245;62.55797;2927.408
50.90224;62.50203;2927.572
50.90099;62.49385;2940.063
50.90057;62.55406;2930.077
50.8974;62.55088;2934.217
50.89729;62.47036;2925.077
50.89625;62.52042;2936.323
50.89578;62.49354;2931.94
50.89385;62.54547;2929.913
50.8925;62.41401;2943.894
50.88677;62.45396;2939.26
50.88531;62.49104;2955.922
50.88255;62.4113;2942.195
50.88083;62.56219;2925.336
50.8801;62.45219;2932.625
50.87573;62.48484;2953.291
50.87458;62.49937;2933.372
50.87037;62.42943;2938.075
50.86672;62.51323;2916.029
50.86656;62.51781;2936.643
50.86354;62.53703;2932.699
50.86068;62.52708;2937.675
50.85922;62.56505;2940.632
50.85698;62.4787;2943.512
50.85568;62.53484;2951.782
50.85042;62.54422;2933.333
50.84818;62.44537;2938.355
50.8475;62.49537;2928.515
50.84391;62.53557;2932.659
50.83359;62.4462;2937.487
50.82813;62.41724;2936.865
50.82672;61.8824;2953.422
50.82125;62.48912;2928.798
50.81615;62.49406;2943.194
50.81594;62.41953;2929.604
50.79099;62.5175;2933.168
50.78859;62.55682;2932.501
50.7849;62.4474;2932.247
50.77885;62.50089;2934.798
50.77662;62.44089;2942.228
50.77271;62.44573;2926.382
50.76167;62.47594;2939.997
50.75375;62.49464;2936.541
50.74859;62.32578;2808.989
50.73885;62.5474;2940.523
50.73859;62.51349;2936.698
50.73828;62.54255;2940.024
50.73484;62.41677;2839.654
50.73359;62.34094;2813.111
50.73323;62.58797;2939.112
50.72276;62.34443;2806.109
50.71516;62.50474;2929.285
50.7126;62.46453;2938.215
50.70823;62.59568;2927.698
50.70448;62.56208;2931.736
50.70338;62.13115;2946.958
50.70042;62.34406;2806.962
50.68656;62.41042;2929.703
50.68453;62.11964;2950.045
50.67849;62.35099;2786.257
50.67349;62.33193;2813.088
50.67089;62.49573;2930.278
50.67047;62.31167;2815.159
50.65302;62.28901;2804.224
50.65297;62.47703;2916.253
50.64406;62.46531;2930.181
50.62979;62.31276;2811.895
50.62802;62.38172;2837.936
50.62557;62.35005;2819.625
50.62495;62.33021;2808.426
50.62427;62.30969;2818.004
50.6226;62.32505;2813.2
50.6176;62.34625;2811.262
50.61625;62.34661;2812.125
50.61349;62.34016;2812.184
50.60917;62.33344;2808.381
50.60646;62.32427;2818.108
50.60625;62.31495;2809.321
50.6037;62.31922;2809.153
50.59568;62.35963;2824.717
50.59156;62.33286;2818.406
50.58688;62.33234;2813.445
50.58422;62.30838;2805.935
50.58234;62.31469;2814.069
50.58234;62.30802;2811.704
50.58208;62.30516;2807.99
50.58151;62.29755;2810.212
50.57797;62.31594;2821.247
50.57505;61.4311;2913.151
50.57401;62.34458;2822.231
50.57307;62.31599;2810.95
50.56547;62.29703;2817.243
50.56411;62.33562;2813.694
50.56104;62.34828;2811.918
50.55766;62.32463;2816.258
50.54365;62.33094;2809.275
50.51833;62.33974;2817.405
50.51714;62.34693;2817.352
50.51349;62.33167;2807.604
50.50838;62.30344;2806.999
50.50307;62.14068;2953.76
50.49969;62.1474;2946.023
50.49943;62.33693;2807.021
50.49328;62.32401;2806.629
50.47922;62.32807;2814.446
50.47313;62.33833;2805.533
50.45651;61.55057;2934.074
50.44568;62.28505;2817.863
50.43276;62.33901;2804.543
50.42229;62.31187;2814.017
50.42073;62.34229;2813.418
50.41547;61.72281;2929.804
50.41;62.32286;2807.484
50.40875;61.74484;2933.791
50.40656;61.71719;2928.697
50.40141;61.71406;2933.807
50.40115;61.70182;2922.93
50.39844;61.69714;2932.269
50.39797;61.71235;2931.198
50.39599;61.70036;2938.044
50.39469;61.7062;2927.582
50.39302;61.70937;2940.43
50.38042;61.69989;2928.552
50.3799;61.48932;2920.121
50.37797;61.70562;2933.448
50.37026;61.66766;2959.97
50.36818;61.49859;2922.515
50.36766;61.71281;2933.386
50.36531;61.70641;2932.066
50.36375;62.28531;2807.023
50.35656;61.71188;2932.684
50.35588;61.70063;2922.274
50.35578;61.71255;2922.858
50.35052;61.70485;2924.13
50.34917;61.71479;2923.204
50.34719;61.68833;2925.111
50.3437;61.69714;2929.046
50.34338;61.69828;2925.914
50.34328;61.71162;2933.776
50.34052;61.71854;2928.3
50.34047;61.70797;2925.085
50.34;61.72667;2926.05
50.33984;61.64885;2951.382
50.33714;61.70662;2923.846
50.33516;61.69188;2932.906
50.33511;61.70474;2926.71
50.33505;61.48656;2927.614
50.33458;61.7062;2926.823
50.33432;61.6837;2942.017
50.33151;61.67719;2919.435
50.33094;61.69823;2921.636
50.32755;61.71495;2926.424
50.32594;61.70724;2933.134
50.32292;61.68594;2922.316
50.3212;61.72729;2929.39
50.32073;61.53312;2801.671
50.3199;61.48109;2924.835
50.31713;61.69682;2920.735
50.31672;61.6837;2927.786
50.31609;61.69771;2926.749
50.31609;61.52219;2915.765
50.3149;61.69776;2941.123
50.31344;61.70984;2924.283
50.3125;61.68656;2928.092
50.31031;61.69859;2926.1
50.30802;61.70734;2926.602
50.30661;61.71802;2929.766
50.30604;61.68745;2933.053
50.30354;61.69458;2924.917
50.30312;61.50412;2922.683
50.30188;61.70151;2925.063
50.30141;61.71073;2926.194
50.29833;61.69146;2928.187
50.29828;61.69094;2925.09
50.29651;61.69135;2930.015
50.29536;61.65818;2921.216
50.29485;61.68719;2923.125
50.29464;61.69172;2917.883
50.29313;61.50781;2941.066
50.29245;61.69484;2928.486
50.2911;61.69239;2928.09
50.29021;61.73938;2920.955
50.28942;61.71552;2926.894
50.28885;61.72964;2927.325
50.28745;61.69614;2928.967
50.28714;61.69698;2932.154
50.28682;61.70125;2928.826
50.28641;61.69911;2934.122
50.28578;61.69765;2929.25
50.28406;61.7;2928.813
50.2826;61.46531;2927.148
50.28229;61.69901;2930.776
50.28052;61.6988;2931.286
50.27833;61.69875;2926.946
50.27469;61.67146;2918.5
50.27469;61.68766;2930.355
50.27406;61.7037;2923.217
50.2737;61.68422;2940.094
50.27229;61.68318;2927.712
50.27135;61.51365;2950.262
50.27021;61.6912;2923.113
50.27016;61.66245;2926.195
50.26979;61.50406;2927.884
50.26703;61.66864;2918.571
50.26401;61.71172;2921.047
50.2626;61.75854;2926.218
50.26052;61.70682;2928.445
