K5PC5CH.OP;K5PC6CH.OP;K5F3.PV
26.34255;38.89776;1962.668
26.34214;38.95828;1862.203
26.34161;39.35698;1918.096
26.34068;39.19646;1946.827
26.3399;38.99464;1891.189
26.33922;39.23016;1965.602
26.33813;38.79698;1910.257
26.33776;39.02214;1901.373
26.3376;38.91229;1914.769
26.33729;38.89302;1856.548
26.33677;38.82302;1967.867
26.33625;39.00114;1896.953
26.33615;38.91188;1946.984
26.33562;38.92203;1963.861
26.33552;38.98985;1894.252
26.33396;38.92036;1968.736
26.33349;39.17708;1897.627
26.33339;39.3725;1877.161
26.33307;38.88115;1913.397
26.33281;38.89828;1962.876
26.33203;38.97198;1874.596
26.33193;38.78443;1907.241
26.33146;38.78948;1861.549
26.3313;38.94162;1869.177
26.33088;38.91995;2001.022
26.33068;38.97937;1960.389
26.33063;39.07828;1895.484
26.32948;39.04599;1893.939
26.32854;38.91526;1898.407
26.32854;38.97177;1890.301
26.32844;38.92167;1865.508
26.32818;39.04917;1868.859
26.32807;39.0675;1892.015
26.32781;38.9586;1863.967
26.32776;38.98255;1872.824
26.32672;39.32583;1904.024
26.32562;38.87688;1908.23
26.32526;38.94307;1968.486
26.32463;39.09807;1859.717
26.32463;39.26266;1864.797
26.32453;39.05068;1891.968
26.32443;38.87344;1857.732
26.32427;38.96427;1834.829
26.32427;38.78875;1964.742
26.32422;38.9824;1864.049
26.32323;38.64656;1990.534
26.32297;39.015;1890.14
26.32271;39.0325;1896.322
26.3224;39.37198;1883.881
26.32224;39.39068;1904.938
26.32214;39.27089;1949.098
26.32208;38.75026;1861.288
26.32167;39.16078;1899.016
26.32104;38.94677;1866.112
26.32083;38.8937;1893.459
26.32047;39.25953;1957.327
26.31964;38.95906;1990.725
26.31937;39.07016;1897.224
26.31927;38.93094;1861.889
26.31911;39.02641;1869.414
26.3188;38.95182;1864.698
26.31854;38.91562;1866.853
26.31849;38.96344;1873.282
26.31812;39.07906;1890.294
26.31797;39.36943;1923.332
26.31792;38.98646;1867.535
26.31776;38.89235;1856.933
26.3175;39.3413;1886.255
26.31729;39.35995;1883.452
26.31698;38.73432;1857.767
26.31651;38.97745;1898.163
26.3163;39.0199;1891.625
26.31614;38.78083;1961.689
26.31589;38.86146;1860.666
26.31557;38.90354;1904.017
26.31542;39.24141;1909.326
26.31521;38.79583;1957.328
26.31479;38.91609;1868.981
26.31453;39.38104;1895.891
26.31365;39.03094;1830.302
26.31177;39.06313;1891.387
26.31146;38.86693;1873.093
26.3112;39.02104;1892.825
26.31052;38.92115;1905.518
26.31037;38.9099;1906.561
26.31005;38.87094;1896.406
26.31;39.25724;1906.228
26.30995;39.03443;1865.236
26.30969;39.00255;1859.245
26.30896;39.07052;1981.359
26.30865;38.82328;1962.112
26.30812;39.125;1934.104
26.30677;38.84995;1965.689
26.30672;38.91604;1865.254
26.30651;38.83042;1966.562
26.30641;38.89104;1925.531
26.30635;39.11849;1891.378
26.30589;39.00297;1920.599
26.30547;39.34891;1875.969
26.30511;39.04625;1865.502
26.30474;39.11359;1898.54
26.30338;38.86016;1959.254
26.30338;39.38146;1926.059
26.30281;38.8288;1910.527
26.30229;38.84094;1859.385
26.30172;38.86021;1968.035
26.30068;38.8437;1864.759
26.29995;38.9249;1900.501
26.29911;38.93781;1884.155
26.29812;39.00557;1869.583
26.29797;38.92641;1903.921
26.29792;38.96646;1859.822
26.29766;38.90776;1860.914
26.2976;39.01406;1891.745
26.29724;38.96302;1865.33
26.29672;38.9799;1869.605
26.29672;38.83406;1911.635
26.29662;39.00927;1893.901
26.29562;38.91917;1858.909
26.29479;38.84536;1887.275
26.29406;38.92401;1906.361
26.29338;39.0149;1868.751
26.29318;39.37302;1877.026
26.29281;38.95151;1961.307
26.2925;38.82849;1963.635
26.29234;39.08682;1877.612
26.29234;39.13047;1903.519
26.29182;39.06641;1921.447
26.29146;39.03109;1867.238
26.29136;38.93417;1897.77
26.29109;39.1213;1892.612
26.29052;38.83162;1959.773
26.29037;38.9425;1904.235
26.29021;39.07781;1890.373
26.28969;38.84985;1864.31
26.28927;39.01099;1867.432
26.28891;38.77432;1856.549
26.2888;39.03432;1866.008
26.28776;38.91265;1861.02
26.28766;39.10094;1865.322
26.28755;39.10073;1961.797
26.28745;39.01245;1966.275
26.28677;39.10213;1891.612
26.28594;38.89693;1957.522
26.28588;38.97734;1851.743
26.28588;38.74443;1960.427
26.28578;39.14625;1904.599
26.28307;39.16958;1902.99
26.28271;38.92521;1865.555
26.28271;39.04891;1922.846
26.28245;39.1488;1898.136
26.28214;39.03932;1867.837
26.28198;39.03328;1890.956
26.28188;38.83682;1926.704
26.28125;38.96917;1861.679
26.2812;38.93344;1858.262
26.28099;38.90406;1903.588
26.28099;39.25198;1966.484
26.28073;39.07844;1862.348
26.27922;38.99349;1861.006
26.27885;38.81964;1961.206
26.2788;39.03927;1865.327
26.27844;38.71396;1863.069
26.27839;38.92005;1870.92
26.27828;38.84099;1855.412
26.27823;39.39891;1910.173
26.27792;38.89359;1914.176
26.27761;39.39109;1920.028
26.27734;39.35354;1885.969
26.27729;39.03552;1891.184
26.27641;38.86167;1879.881
26.27604;38.90094;1900.432
26.27563;38.98547;1893.622
26.27552;39.19776;1903.433
26.27521;38.86359;1924.301
26.27495;38.94453;1859.571
26.27474;38.98104;1897.797
26.27448;39.34318;1904.024
26.27396;39.01917;1863.65
26.27359;38.94698;1889.585
26.27276;38.80083;1853.688
26.2725;38.88276;1858.805
26.27219;38.75031;1918.668
26.27167;39.0875;1942.945
26.2713;38.80563;1963.603
26.27078;39.00469;1898.705
26.27068;39.16193;1898
26.27052;38.61708;1886.463
26.26974;38.96557;1870.612
26.26964;38.88604;1866.559
26.26964;38.91505;1912.433
26.26958;38.80729;1857.624
26.26958;38.74411;1887.131
26.26937;39.35135;1901.953
26.26927;38.92453;1960.346
26.26802;38.91016;1861.609
26.26786;39.86198;1950.445
26.2674;38.95109;1859.311
26.26719;38.9499;1857.297
26.26677;38.92833;1953.747
26.26615;39.04859;1866.515
26.26604;38.96969;1857.532
26.26563;39.37594;1900.273
26.26547;38.93495;1866.733
26.26516;38.95495;1862.265
26.2651;38.90094;1884.117
26.26505;39.36958;1906.093
26.26391;38.71729;1961.85
26.26385;38.98208;1898.62
26.2638;39.38234;1915.773
26.26365;39.02;1942.366
26.26339;38.72287;1857.65
26.26339;38.93114;1907.236
26.26292;38.92313;1870.986
26.26271;38.91661;1960.15
26.26219;38.84849;1927.051
26.26213;38.86485;1856.695
26.26182;39.00953;1868.699
26.26161;38.78672;1906.368
26.26135;39.36318;1922.757
26.2613;39.16552;1893.267
26.26089;38.92833;1914.199
26.26078;38.96005;1917.835
26.26047;38.90937;1898.973
26.25943;38.89682;1901.576
26.25922;38.73094;1858.154
26.25912;38.87302;1966.204
26.25766;39.04099;1895.306
26.25745;38.86802;1861.194
26.25703;38.96583;1899.89
26.25693;39.36964;1890.75
26.25667;38.99953;1862.13
26.25661;39.03016;1867.782
26.25604;38.79219;1959.97
26.25542;38.9149;1888.549
26.25526;38.93047;1861.879
26.2551;39.00302;1895.829
26.25359;38.87469;1858.481
26.25344;38.94062;1961.481
26.25344;39.33755;1959.759
26.25307;38.98302;1899.669
26.2526;38.9801;1872.411
26.25229;39.09406;1953.617
26.25219;38.93708;1903.108
26.25115;38.98927;1896.074
26.25104;38.59302;1855.841
26.25099;38.8225;1909.88
26.25026;38.81984;1857.632
26.25005;39.3549;1925.613
26.24937;39.33578;1929.721
26.24859;38.93281;1882.35
26.24823;39.22662;1971.403
26.24745;38.92859;1900.466
26.24688;39.15073;1899.068
26.24667;38.91323;1882.802
26.24641;39.11864;1897.071
26.24604;38.92;1962.175
26.24583;38.83594;1959.024
26.24552;39.36542;1907.083
26.24526;39.2149;1903.043
26.2449;38.77734;1860.286
26.24427;39.37641;1925.929
26.24422;38.93448;1870.229
26.24411;38.99281;1961.94
26.24385;39.02287;1898.521
26.24359;38.91901;1911.906
26.24349;39.00932;1892.655
26.24302;38.93937;1898.19
26.2412;38.94661;1917.936
26.24094;38.9776;1866.103
26.24083;38.86802;1891.461
26.24031;38.80792;1965.483
26.2401;39.22203;1977.17
26.23995;38.85922;1913.32
26.23989;38.8976;1905.193
26.23964;39.15125;1900.964
26.23948;39.37495;1880.128
26.23927;38.93516;1900.485
26.2387;39.33958;1880.918
26.2376;38.7437;1890.453
26.23708;38.93875;1903.66
26.23693;38.79562;1859.016
26.23667;39.34266;1888.423
26.23661;38.81484;1965.606
26.23583;39.1036;1893.839
26.23531;38.85448;1961.641
26.23526;38.85854;1877.916
26.23391;38.95099;1872.899
26.2338;38.82302;1859.448
26.23349;38.8149;1966.422
26.23333;38.93063;1932.157
26.23328;38.72833;1964.273
26.23323;39.23;1961.964
26.23214;39.37938;1878.508
26.23073;38.87984;1956.01
26.22958;38.8912;1903.416
26.22922;39.02328;1859.019
26.22917;38.87833;1908.676
26.22896;39.22698;1944.252
26.22865;38.88833;1898.227
26.22818;38.98901;1860.081
26.22792;39.25245;1911.83
26.22771;39.1588;1903.811
26.2274;38.87302;1861.625
26.22724;38.88068;1897.889
26.22667;39.25573;1933.516
26.22661;39.34229;1879.752
26.22578;38.82333;1855.592
26.22568;38.97443;1871.584
26.22542;39.00229;1869.237
26.22495;38.97901;1860.285
26.22437;39.26089;1956.059
26.22396;38.72615;1863.158
26.22375;38.89271;1966.927
26.22323;39.36901;1877.275
26.22292;38.885;1866.676
26.22193;38.90094;1860.226
26.22187;38.80656;1857.012
26.22187;38.94818;1965.263
26.22177;38.84417;1856.594
26.22161;39.26104;1912.802
26.22078;38.88724;1864.255
26.22042;38.93187;1873.31
26.21948;38.98787;1862.844
26.21891;38.86432;1861.804
26.21797;38.8651;1963.988
26.21755;38.86573;1906.214
26.21698;38.86349;1859.372
26.21672;38.99396;1865.219
26.21646;38.925;1859.382
26.21646;38.96432;1893.959
26.2162;38.79078;1963.961
26.21531;38.89021;1857.356
26.21516;38.9451;1864.675
26.21479;38.96984;1947.291
26.21458;38.96182;1866.21
26.21412;39.1736;1896.97
26.21396;38.7237;1855.573
26.2138;38.93172;1857.293
26.21359;39.04427;1896.295
26.21333;38.90099;1859.784
26.21234;38.97354;1859.958
26.21219;38.74588;1900.951
26.21214;39.36833;1876.055
26.21073;38.94828;1896.718
26.21068;38.39542;1914.974
26.20984;39.34656;1882.194
26.20958;39.13047;1890.215
26.20938;38.44761;1912.922
26.20906;38.81776;1895.389
26.20844;38.94135;1907.839
26.20839;39.75703;1974.684
26.20833;38.97937;1870.742
26.20807;38.8614;1862.984
26.20792;38.85458;1902.168
26.20781;38.94234;1924.019
26.20729;38.94677;1904.026
26.20662;39.18114;1894.401
26.20656;38.93229;1888.365
26.20641;39.38495;1886.456
26.20594;38.5875;1887.395
26.20495;38.92234;1952.393
26.20474;38.85474;1874.067
26.20469;39.40031;1848.269
26.20469;39.33776;1883.258
26.20464;38.89922;1979.912
26.20391;39.29672;1909.063
26.20338;38.91177;1884.266
26.20307;38.95427;1903.919
26.2024;39.02578;1865.94
26.20229;38.84661;1902.611
26.20224;38.85386;1960.56
26.20193;39.3688;1884.957
26.20167;39.26828;1913.808
26.20161;38.85443;1907.43
26.20115;38.87286;1907.365
26.20073;39.03724;1862.533
26.20073;38.86292;1856.587
26.20068;38.92432;1855.498
26.20031;38.81839;1862.685
26.19963;38.8801;1889.094
26.19958;38.80865;1872.44
26.19922;39.10234;1898.83
26.19891;38.95396;1895.736
26.1987;38.87849;1914.742
26.19776;38.89833;1879.828
26.19615;38.89589;1901.795
26.19578;38.71516;1908.891
26.19547;38.9712;1858.042
26.19484;38.98323;1870.233
26.19474;39.01615;1871.05
26.19339;38.83891;1889.345
26.19333;38.83448;1963.742
26.19328;39.02354;1899.866
26.19292;38.64912;1905.48
26.1926;38.95839;1872.892
26.19255;39.01979;1895.126
26.19234;38.95531;1893.721
26.19172;38.93432;1865.254
26.19172;39.05016;1890.565
26.19141;39.17844;1900.034
26.19135;38.85135;1909.097
26.19057;38.81943;1921.023
26.19047;39.35162;1880.8
26.19036;38.71604;1858.535
26.1901;38.7312;1862.521
26.1899;38.93672;1895.429
26.18943;38.90104;1887.684
26.18917;38.99682;1902.109
26.18885;38.97141;1897.34
26.18859;39.00261;1872.585
26.18854;38.98463;1878.318
26.18849;38.91745;1855.405
26.18823;38.85213;1855.398
26.18813;38.97479;1866.17
26.18797;38.92276;1893.37
26.18792;38.7687;1865.545
26.1876;38.73479;1899.318
26.18693;38.91672;1961.545
26.18677;38.88802;1952.509
26.18667;38.88917;1859.796
26.18656;38.92927;1859.648
26.18646;38.97172;1894.379
26.18573;38.96422;1872.073
26.18568;38.82823;1943.926
26.1849;38.80964;1860.491
26.18406;38.8551;1967.191
26.18386;39.40224;1877.418
26.18349;38.95526;1896.953
26.18323;38.96609;1885.098
26.18297;38.95703;1859.234
26.18271;38.69917;1861.255
26.18234;38.8599;1903.71
26.18229;38.9311;1900.135
26.18224;38.77349;1853.43
26.18203;38.90958;1906.899
26.18193;38.91651;1869.733
26.18188;39.07359;1966.638
26.18156;38.88901;1964.286
26.18099;38.77302;1862.052
26.17932;38.90573;1911.411
26.17891;38.93114;1855.403
26.17828;38.86547;1883.628
26.17766;38.90573;1903.44
26.17714;38.84583;1964.427
26.17641;38.93719;1859.524
26.17609;38.95995;1864.711
26.17526;38.9412;1862.033
26.17526;39.12979;1898.124
26.175;38.90359;1928.154
26.17495;38.96635;1873.576
26.17422;39.22625;1891.836
26.17401;39.08859;1895.89
26.17349;38.78099;1892.08
26.17344;38.83015;1899.367
26.17318;38.9175;1899.776
26.17307;38.94458;1867.502
26.17229;38.87365;1925.884
26.17224;39.20203;1894.948
26.17089;39.01015;1894.371
26.17078;38.87818;1897.24
26.17042;38.89833;1857.405
26.16953;39.05448;1962.318
26.16891;38.99667;1865.959
26.16859;38.91417;1863.885
26.16849;38.9275;1870.832
26.16849;39.38859;1864.957
26.16844;38.84172;1967.176
26.16776;38.92828;1909.11
26.1663;38.91667;1862.381
26.16521;38.89109;1895.668
26.16505;38.74693;1959.572
26.16484;38.88828;1898.764
26.16469;38.76615;1855.318
26.16443;38.8476;1889.182
26.16385;38.91573;1897.298
26.16349;38.6863;1963.421
26.16333;38.99297;1909.77
26.16271;38.74537;1857.763
26.16255;38.90937;1905.392
26.16203;38.93338;1865.151
26.16177;38.79693;1970.141
26.16135;38.95359;1894.798
26.16099;38.74693;1909.305
26.16078;38.92328;1861.026
26.16031;38.85276;1855.274
26.15937;39.25214;1957.925
26.15896;38.90187;1892.648
26.15833;39.37359;1888.833
26.15823;38.97786;1906.516
26.15786;38.93026;1873.1
26.15766;38.90932;1863.839
26.15755;39.33187;1956.573
26.15641;38.87328;1907.989
26.15625;38.94906;1861.699
26.15604;38.81396;1853.902
26.15599;38.83818;1855.006
26.15516;38.99974;1945.134
26.15438;38.72807;1905.975
26.15281;38.89901;1910.261
26.15245;38.97911;1900.809
26.15198;39.04213;1870.051
26.15198;39.26354;1884.687
26.15125;38.82057;1903.795
26.15047;38.92292;1908.358
26.15;38.94011;1896.743
26.14948;38.98953;1918.138
26.14911;38.96386;1860.195
26.14891;38.68922;1855.673
26.14844;38.9651;1900.668
26.14766;38.30891;1935.793
26.14646;39.13911;1899.694
26.14604;38.78104;1900.813
26.14557;38.99318;1895.096
26.14521;38.87646;1948.855
26.14474;38.8924;1896.155
26.14469;38.92307;1905.941
26.14432;38.80177;1907.645
26.14417;39.0401;1867.668
26.14412;38.91453;1902.608
26.14391;38.96854;1865.714
26.14271;38.95099;1905.817
26.1426;38.8625;1866.133
26.1426;38.87807;1905.986
26.14224;38.9463;1861.505
26.14151;38.91031;1940.504
26.14083;38.76015;1916.743
26.14057;38.65932;1862.621
26.14052;38.82828;1892.623
26.14;38.89604;1942.491
26.1399;38.89412;1859.415
26.13958;39.37292;1900.946
26.13922;38.84229;1856.189
26.13917;38.84792;1894.487
26.13865;38.84625;1907.542
26.13849;38.88057;1858.603
26.13828;38.94484;1854.483
26.13823;38.94276;1968.044
26.13807;38.79964;1898.847
26.13766;38.85396;1961.254
26.13724;38.99963;1965.083
26.13688;38.43094;1951.743
26.13688;38.65573;1887.206
26.13651;38.82755;1896.815
26.13651;38.84432;1895.635
26.13635;39.36766;1882.007
26.13573;38.80359;1965.17
26.13568;38.91656;1903.036
26.13511;38.7613;1947.71
26.13365;38.88677;1899.661
26.13354;38.8938;1911.2
26.13333;38.88844;1904.111
26.13302;38.84984;1922.866
26.13203;38.90766;1860.915
26.13203;38.74891;1908.066
26.13073;38.90328;1898.279
26.13047;38.96776;1898.224
26.13021;38.90109;1889.997
26.1299;38.82422;1909.338
26.12958;38.93182;1907.484
26.12927;38.97839;1866.905
26.12927;38.92125;1890.928
26.12911;38.7113;1857.154
26.1288;38.84328;1966.502
26.12849;38.70432;1964.795
26.12776;38.87052;1911.066
26.12734;38.79089;1858.047
26.12719;39.32521;1904.377
26.12625;39.37953;1885.778
26.12552;38.80719;1901.602
26.12531;38.83135;1887.483
26.1251;38.9649;1893.962
26.12505;39.36677;1882.429
26.12484;38.95995;1902.094
26.12469;39.37411;1870.369
26.12453;39.00063;1868.038
26.12437;38.92177;1899.182
26.12427;38.90839;1925.729
26.12365;38.92354;1904.935
26.12354;38.95552;1898.696
26.12333;38.91427;1861.079
26.12266;38.74151;1961.711
26.12224;38.79536;1967.334
26.12224;39.39526;1870.911
26.12161;38.6776;1889.251
26.1213;38.95354;1867.238
26.12078;38.69266;1964.404
26.12047;38.90906;1904.629
26.12005;38.69286;1867.261
26.11979;38.91708;1865.665
26.11979;38.88901;1856.306
26.11849;38.87208;1858.472
26.11792;38.82088;1859.859
26.11792;38.79354;1894.258
26.11786;38.74104;1827.34
26.11609;38.82135;1961.125
26.11516;38.6899;1906.823
26.11495;38.9724;1872.491
26.11464;39.2326;1948.156
26.11391;38.94943;1860.682
26.1138;39.32417;1964.381
26.1137;38.94213;1912.696
26.11318;38.61609;1906.793
26.11255;38.75031;1866.448
26.11208;39.36474;1898.334
26.11182;38.92193;1918.532
26.11135;38.9312;1910.629
26.11073;38.52542;1854.916
26.11052;38.87453;1963.094
26.11052;38.79354;1895.549
26.11047;38.86516;1962.436
26.11021;39.38281;1876.709
26.10875;38.95292;1862.033
26.10865;38.92229;1908.452
26.10802;38.84698;1902.162
26.10781;38.98386;1867.638
26.10781;38.35604;1905.901
26.10755;38.66964;1858.137
26.10708;38.8887;1899.562
26.10672;39.22688;1896.391
26.10646;39.03661;1867.506
26.10578;38.74792;1946.02
26.10563;38.85375;1896.538
26.10526;38.82141;1887.928
26.10432;38.84406;1858.399
26.10396;38.86786;1968.674
26.10349;38.92292;1898.38
26.1026;38.8862;1901.957
26.10234;39.29396;1905.526
26.10224;39.27328;1958.899
26.10203;38.63021;1860.85
26.10125;38.84484;1894.501
26.10089;38.96469;1894.172
26.10089;38.9324;1910.781
26.10068;38.88781;1870.881
26.09964;38.79599;1959.942
26.09964;38.85479;1948.969
26.09953;38.89552;1863.361
26.09859;38.76078;1865.182
26.09828;38.79578;1895.637
26.09813;38.86115;1932.029
26.09786;38.86641;1903.783
26.09672;38.90828;1861.571
26.09651;38.62245;1839.246
26.09552;38.67021;1962.612
26.09443;38.8476;1910.202
26.09422;38.8538;1864.75
26.0938;38.84953;1860.371
26.09333;38.91932;1867.392
26.09318;38.68406;1957.54
26.09266;38.78297;1853.834
26.09219;39.10042;1895.603
26.09203;38.81984;1937.55
26.09193;38.90328;1861.501
26.09099;38.84203;1851.881
26.09031;38.42323;1858.823
26.09016;38.43807;1902.247
26.09016;38.69948;1885.219
26.08922;39.2587;1908.182
26.08912;38.90479;1901.324
26.08781;38.82896;1857.885
26.08703;38.73995;1865.432
26.08693;38.7974;1879.091
26.08667;38.69584;1858.741
26.08594;39.1461;1902.788
26.08583;38.84917;1966.375
26.08537;38.76688;1885.008
26.0851;39.00036;1898.877
26.085;38.90099;1896.604
26.08474;38.79495;1912.821
26.08469;38.89114;1900.551
26.08391;38.84099;1887.801
26.08312;38.90969;1904.393
26.08307;39.2439;1856.648
26.08224;38.9313;1895.496
26.08219;38.95792;1989.81
26.08219;38.74266;1961.73
26.08219;38.89823;1898.338
26.08193;38.54203;1861.246
26.08156;38.89771;1861.718
26.07958;38.94302;1863.809
26.07922;39.16948;1956.262
26.07776;38.7838;1916.868
26.07771;38.78875;1886.875
26.07766;39.32896;1888.87
26.07755;38.77813;1855.184
26.07745;38.94875;1892.464
26.07698;38.35901;1907.969
26.07589;38.91813;1898.966
26.07411;38.55276;1862.51
26.07411;39.37344;1878.529
26.07313;38.77651;1959.892
26.07313;38.96349;1875.37
26.07286;38.85896;1911.229
26.07281;38.78995;1893.539
26.07245;38.92958;1864.811
26.0724;38.54214;1863.13
26.0724;38.83615;1879.012
26.07219;38.93104;1865.21
26.07167;38.86594;1944.281
26.06995;38.69745;1862.154
26.0699;39.00312;1947.048
26.06964;38.86864;1945.976
26.06943;39.0074;1898.084
26.06896;38.82026;1860.089
26.06896;38.70266;1886.746
26.06839;38.98651;1867.498
26.06828;38.81526;1904.161
26.06729;38.92943;1861.594
26.06729;38.85109;1891.574
26.06719;38.85307;1902.094
26.06719;38.8662;1916.286
26.06708;38.86156;1896.409
26.06688;38.34771;1913.169
26.06635;39.29958;1913.41
26.0662;38.91323;1899.4
26.06542;38.66661;1862.668
26.06505;38.95135;1920.864
26.06484;38.8575;1896.486
26.06469;38.83937;1856.958
26.06458;38.93385;1904.051
26.06401;38.8075;1949.401
26.06396;38.56422;1859.542
26.06385;38.87047;1903.964
26.06339;38.65974;1858.877
26.06318;38.91901;1856.586
26.06302;38.89844;1963.807
26.06281;38.89146;1911.01
26.06271;38.83109;1875.49
26.06234;38.85484;1920.738
26.0613;39.35026;1956.849
26.06109;39.05557;1961.068
26.06104;38.82182;1895.431
26.06047;38.73292;1860.548
26.06021;38.31823;1911.307
26.06021;38.85047;1901.759
26.05911;38.71198;1964.788
26.05911;38.81927;1896.175
26.05797;39.07838;1957.241
26.05792;39.00323;1902.182
26.05729;38.8112;1886.544
26.05719;38.95562;1860.667
26.05693;38.74162;1963.456
26.05682;39.14521;1903.674
26.05589;39.24698;1911.437
26.05521;38.82917;1959.77
26.0551;38.83703;1878.141
26.05479;39.19953;1900.943
26.05396;38.9138;1873.277
26.05323;38.89412;1901.146
26.05266;38.94932;1974.427
26.0526;39.25667;1854.321
26.0525;38.86958;1872.367
26.05245;38.92963;1900.821
26.05193;38.8926;1896.134
26.0512;38.79807;1861.301
26.0512;38.82542;1887.397
26.05083;38.83469;1860.013
26.05021;39.27073;1939.244
26.04901;38.81036;1858.862
26.04771;38.80719;1862.346
26.04667;38.92776;1863.679
26.04609;38.32229;1908.181
26.04599;38.78427;1879.078
26.04505;38.86864;1901.036
26.04422;38.90922;1865.724
26.0438;38.32787;1899.288
26.04344;39.14443;1895.615
26.04266;38.81693;1965.507
26.04255;38.8487;1897.27
26.04203;38.29344;1937.813
26.04167;38.78537;1828.268
26.04057;38.7449;1922.135
26.04026;39.31511;1973.466
26.04021;38.75636;1910.126
26.03979;38.81104;1898.295
26.03948;38.87688;1901.699
26.0388;38.87224;1860.672
26.0388;38.88208;1920.95
26.03849;39.39557;1882.452
26.03729;38.89104;1891.317
26.03719;39.13958;1897.591
26.03713;38.89073;1886.073
26.03703;38.96406;1896.499
26.03672;38.8337;1895.624
26.03484;38.39281;1912.451
26.03469;38.98823;1896.046
26.03453;38.82438;1900.207
26.03432;38.76411;1897.087
26.03411;39.24125;1912.869
26.03406;38.76865;1928.767
26.03375;38.85266;1896.079
26.03333;39.00172;1964.635
26.0324;38.73271;1859.309
26.03198;38.76422;1903.602
26.03151;38.86995;1863.828
26.03031;38.44667;1854.595
26.0301;38.64708;1862.141
26.02958;38.73521;1967.716
26.0287;38.87802;1900.392
26.02854;38.85422;1897.971
26.02708;38.84349;1901.068
26.02615;38.65505;1956.842
26.02609;38.43964;1895.679
26.02531;38.92239;1945.97
26.0251;38.87625;1902.463
26.02484;38.94224;1868.236
26.02401;38.35688;1892.536
26.02349;38.83984;1972.42
26.02349;38.87677;1888.199
26.02281;38.83615;1966.569
26.02266;38.51286;1859.767
26.02208;38.89906;1897.361
26.02193;39.14292;1903.735
26.02099;38.40865;1909.515
26.01995;38.89016;1859.943
26.01984;39.16255;1896.61
26.01984;38.79979;1893.831
26.01875;38.35281;1913.22
26.01776;38.62807;1861.901
26.0175;38.87703;1965.534
26.01734;39.02656;1858.082
26.01729;38.88531;1863.325
26.01724;38.80865;1983.845
26.01672;38.89458;1965.791
26.01672;38.93979;1894.535
26.01583;38.50094;1855.546
26.01474;39.17213;1900.327
26.01458;38.40484;1890.352
26.01453;39.25219;1969.626
26.01443;38.81755;1899.994
26.01438;38.91943;1863.103
26.0138;38.83641;1855.399
26.01349;38.89031;1903.845
26.01328;38.59901;1891.717
26.01213;38.90766;1862.848
26.01125;38.94151;1905.717
26.00958;38.78172;1960.31
26.00896;38.89365;1902.578
26.00891;38.97958;1860.393
26.00865;38.83177;1860.898
26.00838;38.74464;1858.201
26.00802;38.9137;1899.5
26.00714;38.80906;1896.305
26.00677;38.4788;1891.988
26.00396;38.72813;1856.839
26.00323;38.87812;1903.868
26.0026;38.96734;1978.886
26.0024;39.23495;1947.524
26.00214;38.73807;1890.599
26.00156;39.25615;1872.744
26.00052;38.74109;1963.368
26.00052;38.83255;1929.367
25.99885;38.88146;1967.82
25.99833;38.72042;1862.348
25.99719;38.63839;1981.738
25.99708;38.85995;1896.094
25.99703;38.91208;1903.442
25.99568;38.885;1967.211
25.99537;38.86839;1897.34
25.995;39.26469;1909.533
25.9949;39.21328;1956.723
25.99458;38.95485;1903.649
25.99453;38.97453;1864.842
25.99276;38.32234;1934.643
25.99234;39.02016;1962.935
25.99234;38.43927;1937.255
25.99026;38.89479;1973.945
25.98844;38.89078;1864.479
25.98818;38.88755;1900.169
25.98802;38.34042;1911.586
25.98781;38.84458;1886.887
25.98766;38.73484;1855.659
25.98672;38.77666;1890.945
25.98615;38.88583;1891.53
25.98505;38.42354;1892.274
25.98396;38.7951;1893.789
25.9838;38.3326;1899.486
25.9813;38.44573;1914.922
25.98089;38.71266;1962.496
25.98047;39.05469;1963.024
25.98047;38.90792;1899.676
25.97891;38.34859;1895.314
25.97823;38.89823;1964.758
25.97818;38.82568;1873.443
25.97713;38.87537;1925.349
25.97672;38.80859;1854.779
25.97583;38.75078;1969.594
25.97552;38.82729;1879.376
25.97531;38.38635;1954.343
25.97495;38.80844;1961.167
25.97453;38.72438;1942.563
25.97453;38.9399;1908.491
25.97432;38.67255;1890.273
25.97385;38.74969;1827.326
25.97375;38.3751;1904.086
25.97344;38.82412;1965.003
25.97271;38.83349;1880.646
25.9713;38.8611;1899.392
25.97062;38.83495;1891.205
25.97037;38.76396;1894.139
25.96984;39.25781;1977.337
25.96906;38.28807;1914.414
25.9688;39.04219;1930.47
25.9687;38.82479;1841.683
25.9674;38.79786;1894.492
25.96729;38.85422;1914.331
25.96719;38.87948;1895.639
25.96667;38.79062;1911.433
25.96661;38.87646;1892.583
25.96651;38.76807;1907.242
25.96625;38.74703;1881.129
25.96552;38.82536;1938.887
25.96516;38.33333;1911.094
25.96474;38.37708;1902.302
25.96354;38.74844;1962.16
25.96333;38.60339;1856.641
25.96333;38.86995;1922.91
25.96286;39.26521;1880.819
25.96281;38.80771;1902.871
25.96052;38.73323;1859.106
25.96005;38.80104;1886.58
25.95974;39.33323;1962.997
25.95963;38.86849;1856.623
25.95958;38.80167;1859.222
25.95906;38.82604;1876.147
25.95693;38.39125;1848.901
25.95646;38.8838;1902.995
25.95563;38.76797;1878.31
25.95448;38.6461;1958.044
25.9525;38.80083;1930.629
25.95198;38.19443;1912.402
