K5PC5CH.OP;K5T4.PV;K5T18_2.PV;K5PC6CH.OP;K5T8_3.PV;K5T10_1.PV
48.81391;130.5353;87.84354;60.40667;116.3264;99.87406
48.55703;130.4701;87.25146;60.38703;115.8317;99.87375
48.87682;130.9453;87.93063;60.39182;116.2061;99.87365
48.81328;130.8274;88.06521;60.40167;116.2844;99.87323
50.85568;132.5435;89.33791;62.53484;117.3184;99.87198
48.75302;130.6803;87.25208;60.41104;116.2103;99.87146
48.89901;130.8014;87.40479;60.38411;116.2149;99.86938
48.99573;130.8468;87.21625;60.42151;116.4777;99.86864
51.16412;132.5693;89.32917;62.54745;116.8574;99.86687
48.75417;130.9178;87.25417;60.41729;116.2464;99.86646
51.03859;132.6938;89.38146;62.50156;117.3417;99.86573
48.58948;130.5129;87.35458;60.41323;115.847;99.86437
51.25943;132.2496;89.17834;62.46333;117.2904;99.86115
48.69765;130.6807;87.3448;60.40005;115.83;99.86021
51.12031;132.3913;89.36459;62.53229;117.2958;99.85792
51.03859;132.3808;89.19375;62.50932;117.3233;99.85667
48.58266;130.4731;87.38208;60.36172;115.4248;99.85646
48.69651;130.8353;87.31667;60.39589;116.2399;99.855
48.68562;130.7208;87.64146;60.41167;116.2552;99.85479
48.89734;130.8024;87.17583;60.42833;116.4979;99.85365
40.66349;127.3685;85.65166;52.80625;118.972;99.84959
48.38198;130.4172;87.36083;60.3488;115.4393;99.84552
48.96396;130.8014;87.57958;60.41479;116.2255;99.84396
48.61;131.3374;87.33375;60.34458;115.873;99.84031
51.21854;132.2623;89.34979;62.5438;116.8325;99.83458
48.75974;130.6308;87.58604;60.40578;116.2158;99.83083
50.98156;132.6283;89.41104;62.52656;117.3506;99.8301
48.81505;130.7123;87.595;60.38963;116.2957;99.82761
48.88682;130.4725;87.42396;60.40162;116.214;99.8275
48.77318;130.6402;87.62729;60.3849;116.2503;99.82302
48.8488;130.6925;87.51708;60.39927;116.228;99.81594
48.85453;130.3916;87.57188;60.42469;116.234;99.81406
48.82104;132.1159;87.59812;60.40776;118.2028;99.81104
48.65057;130.9267;87.58729;60.40995;116.2324;99.80927
48.56781;130.5139;87.74563;60.40406;116.2157;99.80906
48.46479;130.4681;87.29271;60.37599;115.4122;99.80666
51.28443;132.594;89.56667;62.53818;116.8392;99.8001
50.85698;132.6893;89.30917;62.4787;117.3415;99.79271
51.01443;132.5854;89.40792;62.51318;117.1686;99.78989
48.84026;132.1226;87.68855;60.43609;118.2;99.78886
48.63318;130.9517;87.53917;60.39265;116.3109;99.78709
48.76682;131.9053;87.485;60.44005;118.1687;99.78656
50.96437;132.2368;89.26563;62.50552;117.275;99.78291
51.06557;132.6837;89.325;62.48063;117.2337;99.78062
48.69068;131.991;87.48625;60.43323;118.1598;99.77927
51.28422;132.8422;89.31812;62.51557;117.35;99.77323
48.73469;130.6546;87.47125;60.39948;116.2196;99.77302
48.83641;131.018;87.54479;60.40255;115.6744;99.76802
48.90911;131.1665;87.54083;60.39307;115.7246;99.76646
51.03437;132.6193;89.36771;62.47588;117.3;99.76146
48.28578;130.1893;87.27583;60.32318;115.3673;99.7551
48.38136;130.2704;87.24604;60.26271;115.3639;99.75448
51.02636;132.3545;89.49646;62.49146;117.2219;99.75365
51.34338;132.1387;89.27042;62.53667;116.8825;99.74802
48.63724;130.9916;87.59333;60.36964;115.5341;99.74718
51.13896;132.5243;89.12583;62.51776;116.9122;99.74354
51.21786;132.2373;89.13125;62.53151;116.8741;99.74198
51.34948;132.0755;89.42729;62.52557;116.9102;99.74187
48.85563;132.031;87.53188;60.42078;118.1865;99.74136
51.24026;132.8142;89.37813;62.55167;116.8346;99.73833
51.22937;132.8216;89.335;62.52156;117.0049;99.73604
48.83234;131.022;87.57166;60.39661;115.5911;99.73156
48.20438;130.3464;87.2748;59.96635;115.3533;99.73052
48.70057;131.0169;87.55583;60.37172;115.3111;99.72781
50.87573;132.38;89.41959;62.48484;117.3053;99.72719
48.7625;132.1892;87.71125;60.42453;118.1893;99.72198
48.53912;131.1228;87.48708;60.36031;115.3691;99.71323
51.11292;132.4482;89.34563;62.5049;117.3317;99.71291
51.23802;132.3851;89.49687;62.56073;116.8198;99.71156
51.24266;132.4031;89.56687;62.51286;116.9839;99.70906
48.71115;130.9819;87.55334;60.36932;115.4545;99.70292
50.81615;132.4281;89.41542;62.49406;117.2928;99.70052
48.11349;130.2484;87.28667;59.96417;115.3377;99.69938
48.69198;132.0805;87.59208;60.39719;118.183;99.69625
48.36161;130.304;87.29354;59.96094;115.3226;99.69417
51.25823;132.1323;89.50396;62.52625;116.9356;99.69083
51.14229;132.4449;89.22021;62.56688;116.9041;99.69041
51.23599;132.3108;89.25083;62.53568;116.9274;99.68729
48.0687;130.1201;87.29271;59.93896;115.2748;99.67958
51.02229;132.351;89.51396;62.51073;117.1786;99.67083
48.91891;131.9623;87.74062;60.41859;118.1942;99.66843
48.17974;130.2125;87.32313;59.94677;115.3015;99.66708
56.27489;139.1224;95.31854;67.79302;121.0103;99.65885
51.53276;132.1232;89.39021;62.52182;116.8866;99.65698
51.39109;132.1366;89.2673;62.56422;116.9168;99.64969
48.11115;130.2574;87.29105;59.96208;115.3204;99.64969
51.12781;132.3377;89.46021;62.48068;117.2686;99.64948
51.35682;132.217;89.47229;62.54521;116.8345;99.64802
51.27583;132.2432;89.57438;62.52255;116.9544;99.6451
51.39109;132.0712;89.06812;62.52521;116.8852;99.64448
51.15281;132.3672;89.2;62.54479;116.8929;99.64354
48.19979;130.0634;87.25542;59.92891;115.2554;99.64104
48.0063;130.0097;87.21;59.92365;115.1149;99.63406
50.98719;132.5092;89.37;62.4612;117.3186;99.63271
51.32073;132.2725;89.39875;62.56302;116.8165;99.63219
47.88823;130.1699;87.26083;59.94807;115.1585;99.6276
51.34672;132.6541;89.38979;62.55219;117;99.62479
48.05276;129.9877;87.24583;59.94849;115.1933;99.62281
51.3637;132.0456;89.25459;62.54328;116.9017;99.62115
51.39417;132.301;89.3325;62.52412;116.8854;99.61948
50.9562;132.4282;89.40584;62.53417;117.1438;99.61927
48.16964;130.1989;87.235;59.9713;115.1821;99.61864
50.91661;132.5387;89.34104;62.43917;117.3656;99.61708
48.79036;130.9078;87.56625;60.3788;115.1934;99.615
48.02969;130.0495;87.25063;59.945;115.1241;99.60917
51.33349;132.2235;89.10958;62.52667;116.916;99.60812
51.23714;132.095;89.04938;62.52297;116.9604;99.5927
48.13266;130.0952;87.27563;59.945;115.1483;99.58969
51.0076;132.6147;89.35938;62.45604;117.3707;99.58656
51.36651;132.2107;89.30875;62.56136;116.8944;99.58646
51.04385;132.3885;89.46458;62.47328;117.1378;99.57792
51.30458;132.3103;89.17958;62.51625;116.9399;99.5576
48.85333;131.9999;87.70563;60.43094;118.1563;99.55656
40.61646;127.1121;85.37312;52.81172;118.8399;99.55563
48.98687;130.9608;87.50625;60.36964;115.0921;99.54292
51.09682;132.387;89.24687;62.52245;117.0343;99.51542
51.33292;132.2564;89.45104;62.56646;116.8361;99.51344
51.20734;132.3081;89.46042;62.5287;116.9734;99.51281
51.29818;132.4032;89.29;62.54297;117.0431;99.5126
51.2163;132.2793;89.13145;62.54578;116.9423;99.50896
51.28219;132.3163;89.35396;62.53089;117.0176;99.50708
51.16714;132.351;89.42583;62.51422;116.9939;99.50614
51.39094;132.3799;89.39562;62.50323;117.0549;99.49927
47.86396;129.6949;87.28625;59.94219;115.1665;99.49156
48.13203;129.7367;87.24271;59.91745;115.1061;99.49115
48.18151;129.9585;87.11229;59.94437;115.135;99.48896
48.02016;129.7959;87.14604;59.92714;115.1307;99.48781
48.7213;132.1074;87.87771;60.39761;118.1739;99.48615
48.70797;132.1202;87.85062;60.40609;118.1605;99.48156
48.05318;129.871;87.14562;59.95083;115.1257;99.4801
48.01313;129.8103;87.28042;59.92271;115.1811;99.47958
51.19203;132.3231;89.24104;62.50375;117.0703;99.47552
51.09583;132.3003;89.39896;62.5351;117.0644;99.47427
47.94323;129.7645;87.10896;59.93344;115.1413;99.47375
51.27682;132.2197;89.3175;62.56146;116.9715;99.47302
51.23458;132.1645;89.19187;62.5224;116.9499;99.47177
51.24516;132.0506;89.33813;62.52641;116.9279;99.47041
51.32797;132.3716;89.1002;62.51807;117.0373;99.46844
48.16781;129.8282;87.16542;59.94875;115.1248;99.46844
51.1186;132.729;89.45104;62.5274;117.0577;99.46803
48.08688;129.9538;87.13875;59.93979;115.0333;99.46323
51.31531;132.3008;89.24396;62.52864;116.9534;99.4623
51.32354;132.1831;89.18916;62.53188;116.9896;99.46114
48.79729;132.2669;87.71208;60.42698;118.1443;99.46
51.41687;132.102;89.24292;62.55495;116.8712;99.45979
48.10245;129.8916;87.25438;59.92068;115.1833;99.45563
48.07375;130.0768;87.04313;59.93073;115.1413;99.455
51.42797;132.3008;89.31563;62.52172;116.9739;99.45302
51.35213;132.0936;89.415;62.54;116.8457;99.45229
51.29755;132.625;89.29854;62.50286;117.0432;99.44917
47.91286;129.7627;87.2825;59.93307;115.1415;99.44791
48.13932;129.7018;87.08875;59.92745;115.1516;99.44771
48.73833;130.8669;87.38125;60.34661;114.9541;99.44719
51.2051;132.0793;88.99229;62.53417;116.9091;99.44708
48.00802;129.9382;87.25646;59.91427;115.0762;99.44218
51.17823;132.3114;89.26708;62.56297;117.056;99.43979
48.06948;130.1482;86.96083;59.93948;115.1554;99.43896
51.20094;132.4405;89.28313;62.52953;116.971;99.43771
47.95917;129.8705;87.26917;59.92729;115.1947;99.43542
51.3038;132.1283;89.30146;62.56688;116.8755;99.43354
51.26344;132.1873;89.30791;62.51448;116.983;99.43229
51.3224;132.2341;89.42438;62.54656;116.8346;99.42521
51.32958;132.7063;89.40562;62.51516;117.0225;99.42416
51.36485;132.4389;89.20729;62.55;117.0069;99.42177
51.26052;132.15;89.18208;62.5349;116.9511;99.42073
50.91276;132.6113;89.31208;62.45568;117.3664;99.41906
48.74552;132.0614;87.8625;60.43562;118.1659;99.41843
47.91021;129.743;87.16521;59.93266;115.1787;99.40771
48.08229;129.9052;87.21458;59.92833;115.1804;99.40542
56.4238;139.1796;95.34646;67.7975;120.9957;99.40208
48.65016;132.2169;87.81646;60.39625;118.169;99.4001
48.05104;129.6153;87.11625;59.91583;115.1665;99.39886
48.82787;132.1985;87.78458;60.41417;118.139;99.39323
48.08187;129.9389;87.02062;59.91583;115.0071;99.38156
40.69521;126.8277;85.26854;52.79453;118.7122;99.3675
48.72662;130.6794;87.32729;60.3549;114.8132;99.36188
51.22406;132.511;89.2877;62.5187;116.9702;99.35646
51.19786;132.5314;89.42875;62.54708;116.9783;99.34708
51.03479;132.4445;89.34625;62.48714;117.368;99.34396
48.85938;132.1236;87.8923;60.41417;118.1704;99.33677
51.24073;132.6773;89.15791;62.53162;117.0064;99.32864
48.89005;132.3642;87.58854;60.42781;118.2388;99.31229
48.6825;132.0018;87.38104;60.41859;118.0832;99.31
51.24609;132.614;89.62833;62.53917;116.9857;99.30823
48.84396;132.2284;87.56104;60.40016;118.1777;99.29354
48.74401;130.5185;87.24563;60.35932;114.7058;99.2924
48.82037;132.0348;87.98104;60.41109;118.1627;99.28156
51.08552;132.4779;89.40479;62.45562;117.3282;99.27417
47.40682;130.3297;86.66875;59.38484;115.9068;99.27333
51.18813;132.2531;89.34583;62.41265;117.2677;99.27084
51.34208;132.282;89.35875;62.50219;116.936;99.26854
48.76646;132.0648;87.41521;60.40818;118.0354;99.26469
48.9537;132.509;87.59521;60.42437;118.2829;99.25948
47.92677;132.1681;87.71416;59.56245;118.3127;99.23812
48.94625;132.2453;87.73209;60.45448;118.3096;99.23563
51.35318;132.4422;89.57562;62.54729;116.7986;99.2325
51.17344;132.442;89.40125;62.4512;117.3133;99.22781
48.85807;132.102;87.94542;60.43047;118.1766;99.22677
48.14021;129.9698;86.93042;59.91474;114.9794;99.22562
49.0776;132.2771;87.69937;60.44927;118.2986;99.22302
47.28469;130.0734;86.52292;59.38479;115.882;99.21906
47.30838;130.2668;86.64812;59.38302;115.9023;99.21281
56.49656;139.122;95.48812;67.7937;121.0066;99.20219
51.2137;132.334;89.40875;62.51089;116.9148;99.20062
48.01943;130.5426;86.71812;59.77948;115.9155;99.20042
51.40385;132.3163;89.28521;62.51953;116.7685;99.19521
46.9537;132.1548;87.40833;58.46437;118.3709;99.18646
40.63641;126.5498;84.90479;52.78484;118.5658;99.18343
48.59453;132.0269;87.36292;60.43307;118.0975;99.18219
48.77953;130.3862;87.17646;60.33932;114.5758;99.17313
47.33812;129.31;86.57542;59.25219;114.8943;99.17114
51.23776;132.4421;89.43063;62.55151;116.884;99.17052
47.42323;129.2944;86.56646;59.26719;114.8911;99.16885
46.80021;132.0863;87.23479;58.42349;118.4303;99.16656
48.84573;132.3526;87.6552;60.43536;118.2944;99.16167
51.17521;132.3546;89.58063;62.55912;116.8405;99.1599
51.2187;132.1925;89.23563;62.51776;116.7235;99.15938
48.37625;130.2711;86.71687;60.18276;115.9677;99.15907
51.13589;132.2429;89.28083;62.50948;116.6738;99.15553
47.71729;132.1276;87.57104;59.26578;118.3326;99.15343
48.77167;132.1692;87.35896;60.44078;117.9684;99.13927
51.15578;132.2051;89.30646;62.40458;117.2497;99.13239
48.74125;132.1671;87.40875;60.4088;118.1064;99.13229
48.81886;131.8595;87.9475;60.39198;118.1363;99.13021
48.10771;129.8522;86.90396;59.92422;114.9364;99.12448
47.32339;129.9558;86.43333;59.36938;115.8743;99.12292
48.33015;130.3169;86.72;60.17786;115.9721;99.12104
48.82703;132.2495;87.40271;60.41265;118.1065;99.12063
51.10729;132.0401;89.17291;62.5225;116.654;99.11802
48.77234;132.0694;87.32166;60.43365;117.9824;99.11708
47.45734;130.7462;86.59229;59.45479;116.2841;99.11552
48.78557;132.0905;87.28438;60.42786;118.121;99.1124
48.75818;132.2803;87.49646;60.39578;118.1278;99.11218
48.30818;130.3167;86.73312;60.20333;115.9944;99.10958
48.10599;129.7538;86.92438;59.92375;114.9324;99.10844
47.41016;129.2522;86.65104;59.27458;114.8913;99.10802
48.41651;130.4434;86.78188;60.1701;115.9512;99.10396
47.56786;129.1152;86.55396;59.40151;114.9386;99.10302
48.71443;132.0646;87.61396;60.4563;117.9273;99.09229
48.66188;132.167;87.50479;60.44448;117.9582;99.09073
47.42906;129.3005;86.56;59.2737;114.8903;99.08802
50.89729;132.2842;89.35083;62.47036;116.7405;99.08688
48.67219;132.2265;87.44896;60.43489;117.9706;99.08614
51.16135;132.0101;89.12708;62.52099;116.6164;99.08187
51.07104;132.4115;89.35709;62.39484;116.7456;99.0749
48.36297;130.717;86.66271;60.17891;115.9323;99.07469
47.57255;130.3616;86.48896;59.44953;116.3201;99.07417
47.42786;129.2113;86.56604;59.27609;114.9335;99.0725
47.94495;129.4708;86.72646;59.8974;114.9231;99.06781
47.42682;129.3026;86.76604;59.2838;114.8925;99.06417
48.05344;129.0908;86.61562;59.89412;114.9466;99.06281
47.36422;129.1706;86.40625;59.25427;114.8935;99.06261
47.95219;129.5967;86.72896;59.8938;114.9338;99.05605
48.70036;132.2434;87.42979;60.41859;117.9684;99.05583
47.23787;129.1784;86.43459;59.25495;114.8909;99.05563
47.33354;129.1785;86.68312;59.26432;114.8919;99.05375
48.93859;131.8643;87.84333;60.39224;118.1205;99.0526
47.34875;129.9406;86.25229;59.39838;115.8364;99.0526
48.88865;131.8242;87.91625;60.42588;118.1275;99.05115
50.8801;132.4103;89.32125;62.45219;116.7635;99.04781
47.42588;129.3492;86.78604;59.25995;114.9051;99.04688
47.30026;129.2702;86.65562;59.24714;114.8974;99.04688
48.08963;129.1894;86.69209;59.92021;114.9424;99.04656
48.8812;132.1703;87.34312;60.40453;118.1127;99.04625
47.4276;129.3566;86.625;59.28042;114.8998;99.04562
48.33833;130.5262;86.81208;60.20495;115.8801;99.04375
47.41255;129.0353;86.63438;59.27859;114.8938;99.04031
48.81385;132.3106;87.19334;60.39792;118.12;99.03979
48.42344;130.4458;86.73209;60.21838;116.0048;99.03823
48.00922;129.5696;86.75146;59.92089;114.9355;99.03667
47.99672;129.562;86.82166;59.91459;114.9194;99.03667
47.55088;130.8124;86.74416;59.47724;116.2479;99.03562
48.075;129.3741;86.66541;59.91088;114.9473;99.03188
48.03807;129.4965;86.715;59.91484;114.9299;99.03156
51.23208;132.2564;89.11021;62.50042;116.5953;99.03062
48.84359;132.2343;87.27979;60.42021;118.1102;99.02865
48.59724;132.016;87.23375;60.41422;118.1199;99.02823
47.27427;129.0483;86.45917;59.24635;114.8867;99.02229
47.41156;129.3579;86.65604;59.2563;114.901;99.02177
48.38495;130.2506;86.90417;60.20078;115.8965;99.01968
48.79943;132.1337;87.18333;60.42682;118.1084;99.01958
47.49187;129.3159;86.54021;59.2963;114.8922;99.01896
48.34672;130.5555;86.73458;60.17385;115.9325;99.01708
47.35557;129.3533;86.54333;59.26443;114.8884;99.015
47.31531;129.2514;86.52458;59.26943;114.8964;99.01146
48.49047;130.3272;86.73479;60.20469;115.8665;99.01094
47.41104;129.9581;86.31167;59.40162;115.8841;99.00979
48.39917;131.2263;86.59417;60.25818;115.8894;99.00781
51.29208;132.3513;89.25313;62.4451;116.7432;99.0075
48.82026;132.1644;87.67979;60.4388;117.9145;99.00739
51.15875;132.2072;89.26479;62.5163;116.5987;99.00604
48.36115;130.4664;86.70021;60.18359;116.001;99.00459
48.26917;130.2734;86.72771;60.17339;115.995;99.00354
47.9912;129.4058;86.72354;59.91489;114.9309;99.00114
48.42115;130.6131;86.84312;60.26484;116.0385;98.99625
51.18641;132.2652;89.10729;62.49516;116.5791;98.99541
48.3124;130.3965;86.7477;60.22557;115.9884;98.99521
47.4988;129.1665;86.54292;59.26729;114.8709;98.99396
47.64714;130.1582;86.19688;59.47484;116.3665;98.99333
51.0812;132.3505;89.29459;62.43917;116.7547;98.99313
47.35021;129.4717;86.48666;59.27427;115.0571;98.99292
48.07406;129.4676;86.69896;59.91771;114.9323;98.98688
48.86562;131.7486;87.85875;60.42089;118.1132;98.98677
47.39885;129.3171;86.77292;59.27453;114.908;98.98406
47.58458;130.2614;86.35979;59.4663;116.3553;98.98344
50.83359;132.4812;89.28625;62.4462;116.743;98.9825
48.71708;130.1973;87.05896;60.34406;114.4655;98.98156
47.76714;130.9456;86.91187;59.48453;116.2509;98.97865
48.49073;130.9391;86.66583;60.26146;115.9439;98.9776
48.33724;130.648;86.77708;60.25557;115.9984;98.97729
47.49198;129.1607;86.56583;59.26771;114.7765;98.97719
48.30417;130.3616;86.73021;60.21469;115.8886;98.97157
48.43474;130.4817;86.8125;60.19609;115.8603;98.97094
47.3899;129.2774;86.57229;59.28838;115.0397;98.97094
48.46953;130.5377;86.98792;60.22932;115.9989;98.97052
47.47281;129.0688;86.52875;59.25109;114.7519;98.96917
51.26;132.158;89.36646;62.39708;117.2008;98.96739
48.8764;132.1472;87.72166;60.46432;117.936;98.96416
48.27063;130.4495;86.73583;60.19062;115.9511;98.96354
47.49807;129.6247;86.285;59.31833;115.1145;98.9626
47.54615;129.1933;86.57354;59.27057;114.8204;98.95927
48.3088;130.6118;86.78458;60.15708;115.927;98.95895
48.48708;130.6598;86.86312;60.2501;116.0917;98.95677
48.45864;130.7863;86.73333;60.24141;115.8785;98.95646
48.41656;130.6468;86.63834;60.21708;115.8772;98.95541
48.38068;130.6006;86.7175;60.19276;115.8787;98.95521
47.23875;129.516;86.3275;59.25896;115.0917;98.95427
47.40234;129.3777;86.58813;59.27406;114.9024;98.95416
47.43526;129.738;86.20646;59.38802;115.8326;98.95375
47.22766;128.9356;86.30292;59.27312;114.9685;98.95281
47.46391;128.9788;86.59312;59.26656;114.8942;98.95073
48.34849;130.405;86.78291;60.19786;116.0052;98.94968
47.22375;129.2443;86.67354;59.27901;114.8472;98.94854
47.40562;129.4408;86.74187;59.2699;114.9107;98.94719
51.23344;132.0128;89.36917;62.40443;117.1399;98.94656
47.35833;129.2071;86.50146;59.2699;114.8871;98.94511
48.33766;130.843;86.72229;60.27714;115.8047;98.94312
48.24344;130.4379;86.68604;60.21943;115.8492;98.94177
46.69745;131.661;87.15146;58.42078;118.4691;98.94031
47.37761;129.0209;86.24667;59.27417;114.9426;98.93864
47.49958;129.0564;86.60083;59.29609;114.8898;98.93739
48.35771;130.3827;86.81895;60.20599;115.8627;98.93729
48.2638;130.5583;86.95812;60.24734;115.9956;98.93656
51.33042;132.3804;89.54063;62.52474;116.5373;98.93406
51.09448;132.414;89.33041;62.44172;116.7645;98.93291
40.68365;126.3397;84.62146;52.77932;118.3993;98.93114
47.35641;129.0472;86.56792;59.2651;114.8795;98.93031
47.55115;129.118;86.58083;59.29974;114.8722;98.92896
48.22302;130.4447;86.73417;60.1851;116.0033;98.92823
47.33672;129.1806;86.58667;59.27672;114.847;98.92823
48.31297;130.4944;86.84896;60.21255;115.8825;98.9274
50.93453;132.3806;89.33312;62.47719;116.7247;98.9251
47.40359;129.2365;86.63563;59.25974;114.86;98.92313
47.76542;130.1883;86.09813;59.50375;116.3748;98.9225
48.8336;132.1337;87.7575;60.45526;117.9283;98.92136
47.65031;130.0776;86.33208;59.47813;116.2484;98.91688
48.40437;130.9399;87.10355;60.07172;116.2448;98.91646
51.21516;132.4039;89.21458;62.54406;116.5744;98.91563
51.28375;132.4532;89.345;62.51922;116.5598;98.91552
47.35188;129.0315;86.18833;59.30292;114.6712;98.91261
47.40187;129.0554;86.54;59.27464;114.904;98.91146
48.42427;130.5191;86.98688;60.22214;115.8809;98.91073
47.31193;128.9729;86.31333;59.2949;114.6819;98.90979
47.3813;129.2353;86.32833;59.28172;115.1232;98.90948
48.50276;130.4447;86.74458;60.2588;115.9629;98.90511
48.57307;130.5279;87.02312;60.24458;116.005;98.90417
47.29422;129.7608;86.33771;59.25776;115.1139;98.90323
48.39979;130.3841;86.72916;60.25792;115.8319;98.90104
48.37162;130.555;86.96687;60.23875;116.0081;98.89854
50.82813;132.4907;89.3073;62.41724;116.7359;98.89479
47.49109;129.0186;86.60375;59.25505;114.6067;98.89094
48.51937;130.3909;86.70187;60.25463;115.9811;98.88615
48.6851;131.8555;87.73771;60.42125;118.0439;98.8851
47.45313;129.199;86.56709;59.27255;114.9252;98.88322
48.41594;130.383;86.72479;60.21563;115.9093;98.88313
48.44568;130.4525;86.79958;60.24052;116.0032;98.88219
