K0P125.PV;K5Q2_2.PV;K5FCV4_2I.PV;K5P6.PV;K5PCV6I.PV;K5PCV17_1I.PV;K5P17_1.PV;K5PCV17_2I.PV;K5P17_2.PV;K5F3.PV;K5T20.PV;K5P110.PV;K5PCV4I.PV;K5T12.PV;K5P13.PV;K5HCV60I.PV;K5P16_1.PV;K5GKAL.PV;K5HCV61I.PV;K5P16_2.PV;K5FCV4_1I.PV;K5Q2_1.PV;K5P4_1.PV
65.2915;174.2188;5.30625;1.828693;98.2;80.67812;11.93617;99.70157;11.50844;3046.082;23.125;63.6395;44.08906;165.2544;4.002;98.02032;1.227961;21.93837;97.62656;1.34318;100;670.625;22.18844
65.509;200.625;5.36;1.831863;98.20719;80.69875;11.98859;99.69781;11.56024;3050.033;23.1175;63.827;44.08594;165.1787;4.004119;98.04;1.261852;21.96126;97.63875;1.375648;100;683.2188;22.28
65.11;166.4063;5.479688;1.830248;98.20718;80.65781;11.92937;99.71125;11.50984;3043.318;23.12875;63.5495;44.08813;165.1919;3.996263;98.0075;1.226719;21.93781;97.63125;1.350508;100;687.9375;22.19094
64.6885;73.03125;5.276875;1.828673;98.18344;80.68594;11.8282;99.70906;11.40438;3029.378;23.1325;63.095;44.08281;165.2019;3.999187;98.07687;1.242414;21.9946;97.7575;1.367516;100;680.1563;21.99281
64.342;134.875;5.3625;1.828693;98.18437;80.68562;11.75047;99.7025;11.33008;3018.249;23.09781;62.7575;44.08562;165.1919;3.999712;98.05406;1.187172;21.8581;97.69188;1.364047;100;691.5;21.86188
64.0925;142.8438;5.29625;1.829953;98.20594;80.70187;11.69867;99.68875;11.27977;3012.484;23.12094;62.515;44.06969;165.2569;4.000369;98.07531;1.321398;21.8047;97.69469;1.354969;100;686.0938;21.73313
64.044;208.5;5.240313;1.829717;98.22219;80.67906;11.67961;99.69437;11.2507;3009.45;23.1;62.419;44.0625;165.2769;4.002581;97.99937;1.225227;21.83998;97.74;1.358133;100;690.5938;21.73063
64.435;174.875;5.216875;1.82889;98.22656;80.65313;11.78484;99.70906;11.36375;3020.089;23.11406;62.849;44.06281;165.2744;4.000931;97.98438;1.248234;21.78426;97.78562;1.361602;100;693.75;21.90562
64.8875;106.6875;5.350937;1.829304;98.20125;80.6525;11.86719;99.71719;11.43094;3035.263;23.10563;63.2375;44.07219;165.3469;4.001213;98.09219;1.302477;21.837;97.68282;1.347305;100;681.6563;22.01937
65.1495;176.875;5.317187;1.830682;98.20625;80.7;11.92117;99.69531;11.48555;3042.832;23.1;63.518;44.07656;165.3069;4.000894;98.01094;1.245695;21.72738;97.64375;1.35775;100;689.8438;22.13156
65.4265;145.4375;5.253125;1.829697;98.21562;80.71094;11.96727;99.68468;11.54406;3050.733;23.10125;63.779;44.08844;165.3219;4.000519;98.06;1.23957;21.76588;97.62437;1.350359;100;678.2813;22.24688
65.26;208.2813;5.379687;1.829717;98.22656;80.69531;11.96469;99.69844;11.52539;3047.691;23.10438;63.702;44.09687;165.305;4.002694;98.04219;1.304563;21.89088;97.60938;1.362961;100;690.9375;22.23562
64.7645;94.3125;5.43;1.832473;98.185;80.68281;11.87586;99.69;11.43953;3034.932;23.115;63.278;44.09156;165.2969;4.007137;97.97031;1.247703;21.74714;97.67406;1.375484;100;681.9375;22.06781
64.4705;196.9063;5.429062;1.829146;98.19032;80.68687;11.79844;99.71781;11.34922;3023.093;23.11906;62.893;44.1025;165.3194;4.005113;98.155;1.224344;21.75379;97.58031;1.36832;100;683.125;21.8825
64.172;184.625;5.300625;1.830721;98.20875;80.67438;11.72727;99.70562;11.29367;3014.621;23.12313;62.6035;44.07719;165.2981;4.00635;98.01937;1.233531;21.64042;97.77969;1.371781;100;681.1563;21.77312
63.9365;146;5.476875;1.829717;98.21219;80.69157;11.66992;99.71438;11.24844;3008.853;23.105;62.409;44.09813;165.31;4.006331;98.08906;1.275406;21.5859;97.5625;1.356023;100;679.0625;21.70938
64.2325;165.9375;5.4075;1.831174;98.1975;80.66844;11.71758;99.70906;11.30234;3015.234;23.09781;62.63;44.08562;165.3056;3.998456;98.01;1.210008;21.57482;97.71313;1.370086;100;684.9688;21.79688
64.753;139.2813;5.320625;1.829126;98.23032;80.71969;11.82414;99.70094;11.3918;3029.734;23.08187;63.107;44.08562;165.33;4.000913;98.00844;1.25275;21.53846;97.73156;1.365055;100;684.8438;21.99875
65.0265;143.125;5.317187;1.829737;98.24219;80.70469;11.90898;99.69063;11.47688;3038.865;23.0975;63.4595;44.07188;165.3919;4.003838;98.07344;1.257836;21.50454;97.67031;1.35525;100;683.4375;22.11031
65.284;218.5;5.340937;1.829323;98.21625;80.73093;11.96766;99.69594;11.53836;3048.288;23.08312;63.6825;44.07625;165.3956;4.009781;98.11031;1.144508;21.74533;97.68781;1.37575;100;685.875;22.22313
65.4075;108.125;5.44375;1.830111;98.22031;80.66563;11.9707;99.7125;11.5532;3052.256;23.11781;63.7995;44.07031;165.39;4.0026;98.03906;1.284227;21.71457;97.71407;1.359641;100;688.2813;22.27094
65.0355;125.25;5.445625;1.82889;98.18813;80.67844;11.90063;99.6925;11.46586;3041.962;23.08281;63.454;44.08813;165.4025;4.005431;98.07;1.235906;21.74507;97.66281;1.353773;100;686.4063;22.13313
64.596;148.8125;5.331875;1.829107;98.18531;80.66375;11.81188;99.71343;11.38852;3028.104;23.10687;63.0365;44.06625;165.465;4.011244;98.08094;1.187609;21.69313;97.66312;1.370969;100;679.9688;21.98219
64.3215;208.9063;5.41;1.831883;98.20969;80.70156;11.76344;99.72282;11.31469;3018.127;23.0925;62.7085;44.08031;165.4162;4.007644;98.12563;1.178961;21.73213;97.60156;1.354156;100;686.2188;21.80406
64.127;197.5;5.433437;1.831784;98.225;80.69875;11.70805;99.71812;11.26953;3011.406;23.09906;62.451;44.08312;165.4006;4.006463;98.10781;1.223836;21.71787;97.61906;1.358977;100;679.3125;21.73812
64.1325;165.375;5.4225;1.830111;98.21531;80.71719;11.69281;99.69937;11.27664;3010.514;23.07562;62.4905;44.06813;165.365;4.001963;98.0575;1.234078;21.70158;97.8;1.354531;100;690.125;21.75375
64.5545;212.0938;5.306875;1.831351;98.18781;80.68656;11.8043;99.71906;11.38453;3027.754;23.10875;62.9675;44.07281;165.3613;4.005731;97.95563;1.178359;21.67339;97.74406;1.362422;100;692.2813;21.93656
64.9655;218.5313;5.464687;1.82887;98.21844;80.67687;11.88578;99.71875;11.45016;3037.6;23.08656;63.329;44.08437;165.2787;3.999806;98.06781;1.236133;21.74396;97.715;1.357609;100;694.4375;22.06094
65.18999;206.0625;5.385625;1.827866;98.21125;80.67625;11.93625;99.695;11.51008;3046.229;23.07281;63.602;44.07906;165.2644;4.004381;98.05187;1.234383;21.77964;97.71344;1.347391;100;679.5625;22.1675
65.463;155.2188;5.388438;1.831272;98.19469;80.70719;11.98891;99.71281;11.56148;3051.111;23.07969;63.8055;44.085;165.2606;4.002675;98.04125;1.175305;21.71501;97.74906;1.37293;100;690.3438;22.25562
65.22;125.9375;5.43125;1.828221;98.20094;80.68656;11.9425;99.69875;11.51078;3044.975;23.08313;63.6115;44.09438;165.2594;4.002619;98.09718;1.190328;21.82584;97.6525;1.359305;100;690.0938;22.17562
64.74;102.9375;5.43;1.830997;98.1975;80.68438;11.85414;99.70625;11.41484;3030.765;23.1;63.135;44.0725;165.295;4.008356;98.03313;1.250398;21.84033;97.69656;1.371812;100;684.9688;22.01969
64.335;133.4688;5.423438;1.827157;98.215;80.70187;11.7718;99.71094;11.34469;3021.149;23.08281;62.819;44.07938;165.2188;4.003819;97.96125;1.268281;21.82262;97.67313;1.358531;100;685.1875;21.86844
64.0875;130.7188;5.48875;1.831489;98.20406;80.69406;11.70828;99.71844;11.27797;3012.91;23.08375;62.5145;44.08219;165.205;4.007906;98.04969;1.204188;21.72708;97.655;1.370914;100;681.2188;21.755
64.038;164.2813;5.289063;1.831292;98.2025;80.69907;11.68305;99.70156;11.26305;3010.485;23.06469;62.379;44.07594;165.2262;4.003538;98.03375;1.245172;21.69137;97.61;1.350719;100;688.4375;21.70906
64.4325;153.8125;5.412188;1.828398;98.19375;80.7025;11.75203;99.69563;11.32883;3021.758;23.07875;62.802;44.0925;165.1894;4.0017;97.99656;1.212828;21.77398;97.60781;1.358352;100;689.5;21.84875
64.92101;107.4375;5.48125;1.830642;98.23032;80.6825;11.84648;99.70281;11.42078;3034.514;23.04875;63.2035;44.09375;165.1606;4.005469;98.07375;1.190383;21.8027;97.58312;1.367586;100;686.7813;22.06844
65.149;162;5.382188;1.829481;98.20375;80.71125;11.9243;99.70031;11.48688;3042.695;23.06344;63.538;44.08281;165.1638;4.003031;98.07031;1.278539;21.80106;97.64531;1.355687;100;683.875;22.16406
65.422;169.0625;5.5025;1.83076;98.2175;80.68656;11.98391;99.73344;11.54023;3049.502;23.06437;63.747;44.07938;165.1706;3.998362;98.11969;1.234359;21.87288;97.59375;1.369297;100;680.4688;22.26
65.2955;176.6563;5.324375;1.830445;98.19062;80.68375;11.98609;99.72;11.53641;3050.245;23.08406;63.732;44.0775;165.2256;3.999356;97.99156;1.24207;22.00068;97.6775;1.356578;100;684.9063;22.20875
64.8065;97.1875;5.30625;1.830189;98.16625;80.70125;11.89922;99.70281;11.46289;3034.274;23.07781;63.2695;44.08875;165.1981;4.000894;98.0175;1.285359;21.99061;97.77344;1.36375;100;694.1875;22.05969
64.386;187.4375;5.237813;1.826882;98.19844;80.67094;11.79938;99.70657;11.36492;3022.682;23.085;62.895;44.08875;165.1856;3.995812;97.9175;1.283844;21.98012;97.7;1.357508;100;688.9063;21.89031
64.2;176.4063;5.380938;1.828673;98.19406;80.70281;11.72875;99.68562;11.29719;3015.227;23.04625;62.623;44.07094;165.1825;3.996375;98.05875;1.276727;21.90731;97.67219;1.354094;100;682.6875;21.79938
64.01;214.8438;5.3075;1.829815;98.19032;80.68312;11.6768;99.70656;11.26313;3009.618;23.06406;62.43;44.07125;165.2119;3.997519;98.09594;1.265656;21.76965;97.65844;1.360664;100;687.125;21.73656
64.3105;218.3438;5.428125;1.83076;98.1925;80.69469;11.72867;99.71156;11.29734;3016.232;23.04125;62.6105;44.09219;165.175;4.000331;98.01875;1.248672;21.71987;97.73937;1.360742;100;691.6563;21.77156
64.8175;135.1875;5.256875;1.833044;98.2;80.67657;11.84203;99.70406;11.39891;3030.319;23.03969;63.098;44.08156;165.1763;3.997706;98.07094;1.224797;21.68911;97.79094;1.384711;100;690.0938;22
65.121;167.7188;5.348437;1.828614;98.16937;80.69344;11.89859;99.70156;11.46766;3040.575;23.07687;63.4465;44.07344;165.2194;3.997988;98.01813;1.257883;21.81392;97.70719;1.365172;100;690.7813;22.12844
65.3615;141.25;5.3075;1.828437;98.17875;80.68124;11.9718;99.72938;11.54063;3047.127;23.05875;63.6795;44.06594;165.22;3.996675;98.03438;1.236875;21.78134;97.78532;1.369352;100;696.5313;22.25469
65.47;177.2188;5.301875;1.831666;98.18187;80.71625;11.9918;99.70594;11.55461;3050.786;23.06156;63.8185;44.06844;165.2413;3.996019;98.02094;1.203305;21.89794;97.72063;1.372;100;687.5313;22.2775
65.07401;139.3125;5.282813;1.827236;98.21062;80.72344;11.91344;99.70438;11.47234;3042.101;23.08656;63.472;44.05719;165.2294;4.002075;97.95375;1.199328;21.87307;97.7125;1.357781;100;684.3438;22.15156
64.559;175.4375;5.330312;1.831509;98.21062;80.67969;11.82328;99.70438;11.38008;3027.971;23.065;63.061;44.06844;165.2744;4.000331;98.025;1.220672;21.83438;97.58938;1.382211;100;694.0313;21.98187
64.221;201.625;5.309375;1.830583;98.19437;80.6875;11.75164;99.71156;11.32078;3018.065;23.06219;62.7315;44.08437;165.2487;4.003106;98.04594;1.198102;21.84312;97.75656;1.352484;100;690.25;21.8625
64.0375;164.625;5.38625;1.829461;98.19406;80.6925;11.68969;99.7;11.27352;3012.245;23.05875;62.4805;44.08094;165.2131;4.005806;98.08781;1.269789;21.79597;97.76781;1.363664;100;688.3438;21.76437
64.059;95.4375;5.263125;1.831469;98.18313;80.69875;11.68633;99.70718;11.27898;3011.12;23.03969;62.4495;44.07625;165.22;4.000931;97.9775;1.28382;21.80682;97.68063;1.359375;100;679.625;21.70719
64.443;120.5625;5.424063;1.829717;98.18031;80.67469;11.76336;99.72031;11.34188;3023.259;23.02719;62.839;44.09219;165.26;4.001381;98.04375;1.235375;21.74876;97.56813;1.36675;100;685.0625;21.87188
64.9565;212.1875;5.402187;1.830623;98.18531;80.68531;11.86703;99.72312;11.44289;3033.229;23.04313;63.238;44.07719;165.2369;3.99975;98.12187;1.260086;21.80935;97.73563;1.370734;100;678.0938;22.04344
65.165;176.5;5.33375;1.828496;98.22469;80.70782;11.91648;99.70844;11.49414;3043.182;23.025;63.4945;44.07938;165.215;3.999769;98.03219;1.254508;21.8973;97.70782;1.365695;100;688.0313;22.1
65.279;144.8438;5.448438;1.829776;98.19688;80.69218;11.9632;99.71407;11.52414;3047.651;23.03531;63.708;44.09687;165.2156;4.004513;98.05312;1.275719;21.89182;97.65469;1.349422;100;688.5938;22.17906
65.2475;121.3125;5.326562;1.830012;98.20187;80.68468;11.95219;99.70656;11.53016;3048.415;23.04375;63.671;44.08313;165.1975;3.995006;98.03719;1.270125;21.83655;97.72688;1.36082;100;687.2813;22.22156
64.819;103.5938;5.423438;1.832513;98.20313;80.68906;11.86172;99.72031;11.44297;3034.439;23.07031;63.26;44.08125;165.1969;3.997594;98.06563;1.358086;21.95903;97.77812;1.353711;100;685.1563;22.04531
64.379;126.875;5.474688;1.83202;98.21687;80.68719;11.77859;99.72282;11.34859;3022.684;23.02875;62.836;44.07188;165.1662;4.000031;98.03844;1.273094;21.98462;97.6875;1.378391;100;682.8125;21.88531
64.1075;168.8438;5.399688;1.829048;98.18031;80.68906;11.71469;99.70531;11.28797;3014.183;23.03375;62.5425;44.07125;165.1781;3.999356;98.04094;1.251234;21.90257;97.68562;1.3545;100;685.9375;21.75687
63.9645;163.4375;5.396875;1.829264;98.2125;80.67751;11.67703;99.71625;11.23891;3007.543;23.01344;62.3625;44.07688;165.2188;3.9963;98.06688;1.264055;21.82368;97.57094;1.35968;100;685.75;21.70844
64.3085;159.3125;5.350312;1.828575;98.20781;80.69188;11.72023;99.70937;11.28336;3015.958;23.02844;62.646;44.07969;165.1531;3.992137;98.115;1.26718;21.70695;97.65438;1.34143;100;683.6563;21.80906
64.7675;155.3125;5.276563;1.833989;98.18719;80.68968;11.82492;99.70031;11.40672;3030.934;23.01719;63.109;44.06625;165.1244;3.999712;98.11844;1.160367;21.8281;97.66;1.366117;100;688.8438;22.01312
65.086;194.4688;5.479375;1.831489;98.17406;80.71844;11.90375;99.71062;11.48047;3040.612;23.045;63.4425;44.06875;165.1444;3.998438;98.10062;1.301883;21.96372;97.685;1.36868;100;675.5938;22.13781
65.29;179.9688;5.325;1.827788;98.21469;80.69094;11.95711;99.72437;11.53227;3048.671;23.02938;63.6855;44.08406;165.1925;4.000012;98.09969;1.247797;21.82139;97.65;1.365461;100;681.2188;22.20844
65.39;186.5938;5.391562;1.829993;98.21562;80.70094;11.96867;99.71062;11.54633;3050.939;23.01875;63.816;44.08;165.2019;3.99975;98.05406;1.23032;21.84497;97.67812;1.375242;100;685.75;22.25187
65.006;185.375;5.422812;1.82952;98.2275;80.68594;11.89758;99.72031;11.47016;3038.515;23.04406;63.4025;44.08281;165.22;4.000012;98.00188;1.243461;21.85073;97.60219;1.355148;100;677.75;22.09062
64.5695;142.9063;5.365313;1.831745;98.19375;80.67844;11.80492;99.72531;11.38273;3026.486;23.03875;63.001;44.07281;165.2388;4.00425;97.98938;1.254414;21.75712;97.72281;1.369633;100;682.125;21.95406
64.225;141.3125;5.377188;1.830406;98.19063;80.66344;11.75266;99.71625;11.31563;3017.632;23.03312;62.7035;44.07125;165.2256;3.998925;97.98156;1.273633;21.75179;97.69594;1.358172;100;668.8438;21.8175
64.0035;185.6563;5.390313;1.831705;98.16563;80.69781;11.71305;99.71719;11.27602;3011.144;23.00781;62.453;44.08781;165.2025;3.9963;98.09812;1.241828;21.76225;97.69156;1.382891;100;679.8438;21.75844
64.053;108.125;5.347813;1.832217;98.21407;80.69406;11.70023;99.70718;11.26844;3011.313;23.02031;62.45;44.07656;165.1794;3.994706;98.01344;1.247375;21.70246;97.75094;1.354477;100;680.7813;21.7
64.5385;150.9375;5.278125;1.830977;98.21094;80.68282;11.79461;99.69781;11.36359;3024.552;23.02;62.9445;44.08062;165.1812;3.994781;98.01594;1.280336;21.74641;97.75875;1.370516;100;671.8438;21.90812
65.0475;217.5625;5.445;1.831686;98.18875;80.68375;11.88688;99.71562;11.44656;3037.429;23.01687;63.303;44.08187;165.26;3.998869;98.07031;1.243578;21.75091;97.77812;1.348461;100;678.5313;22.05875
65.2725;135.7188;5.317812;1.829304;98.17719;80.69844;11.9368;99.70531;11.50391;3044.881;23.02781;63.5885;44.07969;165.2988;3.99795;98.03062;1.257352;21.78145;97.63625;1.350109;100;679.1563;22.15187
65.506;188.3125;5.419375;1.831115;98.19594;80.67656;11.98734;99.70313;11.54414;3050.154;23.00438;63.796;44.08813;165.2194;3.997256;98.06406;1.26043;21.83292;97.64906;1.364766;100;686.25;22.29
65.1865;162.5;5.42625;1.829244;98.20438;80.71656;11.95891;99.73438;11.52766;3047.254;23.01344;63.684;44.07594;165.1888;4.000613;98.06125;1.197039;21.65231;97.65781;1.369234;100;678.4375;22.19656
64.814;153.8438;5.257187;1.831233;98.20718;80.67281;11.86547;99.71812;11.43219;3033.072;23.01781;63.189;44.07625;165.1131;4.001756;98.09969;1.252617;21.68574;97.67937;1.359875;100;687.0625;22.04781
64.3245;213.875;5.393125;1.830189;98.17;80.70875;11.78094;99.70344;11.35867;3021.944;23.0275;62.826;44.08781;165.1406;4.003781;98.02843;1.233141;21.73965;97.55;1.35125;100;675.75;21.90625
64.1135;173.625;5.31125;1.828575;98.195;80.68781;11.71547;99.70531;11.29195;3014.98;23.02188;62.5635;44.07031;165.1081;4.002263;98.00469;1.256117;21.68361;97.78906;1.368258;100;673.5625;21.75875
63.93;220.2188;5.457188;1.830327;98.185;80.69625;11.68617;99.71062;11.25828;3009.531;22.995;62.396;44.0625;165.0938;3.99795;98.09281;1.322461;21.60106;97.77657;1.365883;100;685.3438;21.69469
64.2905;217.6563;5.391562;1.831548;98.155;80.70375;11.74148;99.73281;11.30875;3017.158;23.0125;62.7025;44.05812;165.0769;3.998662;98.13469;1.198906;21.55464;97.80281;1.374117;100;679.9063;21.81688
64.8205;168.5938;5.505;1.831784;98.20344;80.67937;11.83578;99.72125;11.42094;3032.073;23.00531;63.184;44.08906;165.14;4.004569;97.97625;1.239266;21.49213;97.66187;1.369125;100;691.75;21.99813
65.1585;158.9063;5.3975;1.828378;98.21375;80.69437;11.91539;99.70094;11.47211;3042.217;22.99562;63.4635;44.07813;165.12;4.010812;98.11063;1.252984;21.52333;97.66032;1.350258;100;688.4688;22.13625
65.356;143.9375;5.355937;1.831489;98.19344;80.70844;11.98664;99.70031;11.53969;3049.786;23.0175;63.7345;44.075;165.1406;4.002694;98.0725;1.32943;21.68327;97.65437;1.360586;100;683.2813;22.22406
65.3285;180.3125;5.307812;1.830701;98.225;80.71875;11.99625;99.71094;11.55523;3051.476;22.98375;63.8015;44.075;165.0781;4.00845;98.07813;1.274273;21.74963;97.75313;1.365984;100;686.7188;22.27063
64.9975;128.75;5.339063;1.831686;98.18468;80.67031;11.89953;99.70969;11.47391;3037.885;22.99969;63.3895;44.06937;165.0388;4.010044;98.1;1.259695;21.758;97.69938;1.35657;100;682.75;22.10594
64.5225;147.6563;5.323438;1.831134;98.19843;80.66719;11.8093;99.71875;11.385;3025.338;22.99656;62.961;44.07188;165.0769;4.005319;98.15625;1.243234;21.74719;97.8125;1.375922;100;682.9688;21.94687
64.2405;191.9375;5.329688;1.831823;98.17625;80.69281;11.73867;99.72375;11.31328;3017.56;22.98125;62.68;44.06656;165.1156;4.002;98.02531;1.223555;21.74241;97.7275;1.360391;100;680.75;21.82813
64.058;183.2813;5.269375;1.829796;98.19156;80.685;11.68508;99.71657;11.26688;3010.487;22.99344;62.449;44.06906;165.0494;4.010625;98.06438;1.209008;21.75924;97.79906;1.36607;100;679.0625;21.7575
64.0755;147.0313;5.402187;1.829107;98.18063;80.69406;11.71336;99.71125;11.27914;3011.698;22.98094;62.487;44.08094;165.0681;4.005563;98.00343;1.266094;21.64087;97.7375;1.362188;100;678.125;21.74187
64.592;176.1563;5.280937;1.828398;98.18063;80.72031;11.81461;99.69781;11.375;3026.795;22.98781;63.0335;44.075;165.0831;4.006612;98.04531;1.21618;21.74215;97.65813;1.346016;100;678.6875;21.92875
65.041;103.875;5.2775;1.830111;98.15688;80.69281;11.88992;99.73344;11.45258;3038.921;22.97531;63.3795;44.06969;165.0344;4.003425;98.02156;1.308359;21.72787;97.79218;1.355242;100;676.6875;22.07688
65.241;222.8125;5.218125;1.830839;98.18156;80.66594;11.96391;99.70875;11.53039;3047.635;22.98094;63.646;44.07;164.9937;4.005507;97.98688;1.309945;21.76991;97.75781;1.366305;100;669.2188;22.16687
65.4455;141.1563;5.291563;1.827098;98.1725;80.69594;11.99922;99.72188;11.54961;3053.471;22.98906;63.84;44.08187;165.0375;4.002469;97.99937;1.263789;21.82198;97.78906;1.357656;100;680.0938;22.25938
65.0695;161;5.459063;1.829815;98.19375;80.70219;11.93086;99.71375;11.48922;3043.674;22.98469;63.5385;44.08125;165.0869;4.004944;98.01093;1.296836;21.6779;97.60313;1.356734;100;678.9063;22.15156
64.581;206.8438;5.3275;1.829185;98.21344;80.71469;11.82492;99.70063;11.40297;3031.349;23.01625;63.066;44.07219;165.0781;4.005562;97.98312;1.284789;21.68489;97.71969;1.353875;100;675.0938;21.96281
64.2885;209.1875;5.4225;1.830406;98.2175;80.70062;11.75586;99.7;11.32922;3020.59;22.9825;62.7415;44.08531;165.1131;4.009744;97.98563;1.224;21.68195;97.65063;1.354781;100;682.3125;21.81938
64.0135;178.3438;5.218438;1.82954;98.18407;80.71156;11.70563;99.69813;11.28828;3011.952;22.98781;62.498;44.07063;165.1306;4.004456;98.11938;1.23257;21.71459;97.68781;1.371063;100;683.4063;21.75313
64.06599;137.3125;5.384375;1.831272;98.2;80.69656;11.68984;99.71532;11.275;3010.443;22.98344;62.452;44.07562;165.1575;4.003744;98.03906;1.179438;21.66201;97.63844;1.363805;100;687.0938;21.75687
64.595;124.5313;5.470938;1.829481;98.18594;80.70563;11.79352;99.70344;11.35969;3023.363;22.97437;62.8875;44.08812;165.1731;4.000087;97.99063;1.199711;21.63693;97.65469;1.384211;100;684.9063;21.92656
64.8585;135.2188;5.450937;1.828732;98.19656;80.70313;11.88398;99.72219;11.4493;3036.314;22.97594;63.278;44.07938;165.1125;4.005207;98.10031;1.275328;21.66892;97.64719;1.348258;100;681.4688;22.08438
65.238;123.6563;5.217813;1.830307;98.17969;80.7075;11.92688;99.70438;11.50922;3045.248;22.9425;63.5845;44.06781;165.0837;4.007194;98.03;1.274945;21.78244;97.73593;1.368758;100;676.5;22.17063
65.5055;139.875;5.322813;1.831705;98.16782;80.69781;11.98914;99.73125;11.55141;3051.19;22.9625;63.8055;44.07;165.0269;4.007962;98.02844;1.286;21.8975;97.71719;1.376523;100;679.5938;22.26594
65.237;219.0313;5.413437;1.829067;98.20937;80.69094;11.97766;99.71469;11.54234;3048.271;22.9475;63.7375;44.07906;165.0275;4.000913;98.04062;1.261141;21.79703;97.58156;1.370508;100;689.1563;22.21781
64.802;149.1563;5.30375;1.828713;98.17906;80.70906;11.85602;99.7275;11.43617;3035.256;22.95375;63.2245;44.06375;165.0013;4.00665;97.96781;1.284664;21.85383;97.77469;1.347828;100;684.2813;22.02687
64.4085;176.7188;5.213125;1.832119;98.19375;80.71906;11.79023;99.7125;11.37148;3022.98;22.96563;62.895;44.07219;165.0313;3.999281;98.03969;1.289727;21.85754;97.75125;1.373633;100;686.4375;21.89688
64.1575;182.8125;5.396875;1.829993;98.19625;80.70344;11.72148;99.71031;11.28922;3014.946;22.96219;62.617;44.07687;165.075;4.004419;98.06094;1.273625;21.76074;97.72656;1.375469;100;690.8438;21.82906
63.981;213.5938;5.362813;1.829697;98.19375;80.71938;11.69172;99.71562;11.26227;3010.881;22.95281;62.4455;44.07;165.0525;4.004269;98.03281;1.256523;21.85498;97.74094;1.36082;100;681.8125;21.74531
64.3885;135.625;5.4;1.828477;98.19218;80.69218;11.75625;99.72031;11.32273;3019.333;22.95875;62.7175;44.07344;165.0194;4.000106;98.05782;1.216719;21.76014;97.71875;1.370422;100;680.4688;21.85188
64.787;198.8438;5.3325;1.832828;98.21031;80.68656;11.86195;99.72281;11.42758;3033.919;22.96688;63.186;44.07594;165.0306;3.998175;98.07656;1.215711;21.72647;97.76938;1.373273;100;679.7188;21.99469
65.1725;204.5938;5.376875;1.830032;98.18594;80.70718;11.93547;99.71313;11.48648;3042.376;22.95969;63.5055;44.08125;165.0187;4.009462;98.00063;1.258164;21.75074;97.72344;1.370047;100;690.8438;22.13938
65.37;246.5938;5.4875;1.829441;98.18906;80.67593;11.97047;99.72719;11.54531;3050.05;22.94281;63.7305;44.08969;165.0306;4.010625;98.08625;1.204047;21.86559;97.58843;1.361281;100;682.6563;22.26875
65.3565;168.0313;5.371562;1.830111;98.22094;80.72906;11.98547;99.69625;11.55688;3052.641;22.96;63.7995;44.08625;165.0225;4.00545;97.96343;1.24075;21.84907;97.57781;1.356859;100;681.875;22.2725
65.0065;169.5313;5.421875;1.829205;98.19125;80.69563;11.89547;99.7075;11.46328;3038.412;22.93813;63.395;44.07719;164.9956;4.00515;98.14437;1.219758;21.79673;97.63281;1.355617;100;686.0938;22.13563
64.625;195.9063;5.224375;1.830367;98.17969;80.71156;11.82453;99.69;11.38906;3028.121;22.95281;63.029;44.06594;164.9906;4.010363;98.04625;1.255555;21.91436;97.8075;1.354398;100;690.9063;22.00719
64.2935;115.6563;5.364375;1.828595;98.2;80.68875;11.75555;99.72031;11.32641;3020.515;22.96313;62.735;44.06813;165.0144;4.01145;98.00719;1.246133;21.8486;97.74406;1.363273;100;693.125;21.84937
64.175;244.0313;5.363125;1.831883;98.185;80.70937;11.70289;99.71719;11.28195;3015.008;22.935;62.5515;44.07656;164.9762;4.006444;98.04219;1.26868;21.74694;97.74688;1.364633;100;696;21.775
64.149;295.4375;5.394063;1.830997;98.21219;80.72781;11.72633;99.7;11.28406;3013.616;22.95875;62.551;44.07438;164.9494;4.004063;98.05688;1.23607;21.83307;97.70937;1.369445;100;692.9688;21.76813
64.693;242.0938;5.284688;1.82954;98.20719;80.68282;11.80672;99.69594;11.37172;3028.925;22.92844;62.982;44.06844;164.9669;4.009069;98.14219;1.235977;21.84332;97.64125;1.372781;100;703.5625;21.92937
65.0875;216.6563;5.375312;1.8295;98.18844;80.68406;11.89313;99.73031;11.45484;3039.363;22.9275;63.3945;44.07938;164.9794;4.006294;98.05656;1.247984;21.84166;97.66156;1.348547;100;708.1875;22.10875
65.35;309.8438;5.417188;1.83204;98.18938;80.7;11.95961;99.71313;11.53477;3050.032;22.90781;63.695;44.08625;164.9969;4.011919;97.95563;1.294531;21.91231;97.60469;1.357117;100;709.9063;22.22469
65.4225;318.375;5.31;1.827177;98.20594;80.68;11.95125;99.72874;11.51609;3053.118;22.93406;63.876;43.83812;165;4.005375;98.1125;1.218031;21.93933;97.60375;1.364203;100;702.9063;22.215
65.2455;227.0625;5.240938;1.83017;98.18781;80.69125;11.70031;99.71938;11.25625;3009.203;22.93375;63.7475;43.14938;165.015;4.007138;98.04375;1.26107;21.85863;97.77156;1.351398;100;719.0938;21.74781
