K5PC5CH.OP;K5T4.PV;K5T7.PV;K5PC6CH.OP;K5T9_2.PV;K5T8_1.PV
21.07099;102.9815;46.13271;34.00969;28.56385;52.53635
29.39;109.9272;42.60365;42.22469;24.40781;52.53614
20.25417;103.2867;46.8349;32.85531;30.11948;52.53583
20.2038;103.3074;46.83448;32.73052;27.57865;52.53563
20.1912;103.4324;46.79094;32.81203;28.22667;52.53552
20.35156;103.6039;46.69573;32.76276;28.78969;52.53552
29.66844;109.874;42.97438;42.21115;24.87396;52.53531
21.18974;103.7895;46.31583;33.96406;28.70208;52.5349
31.65599;112.1988;42.50781;43.64516;25.46792;52.5349
20.68891;103.1028;46.45781;32.68594;27.1024;52.53479
21.16771;103.7999;46.28885;33.96188;28.65479;52.53458
30.13136;108.51;42.17635;41.93615;22.15479;52.53448
20.11714;102.6744;46.87594;32.72865;27.08208;52.53437
30.14521;109.2454;42.14396;41.82635;21.94323;52.53406
29.39323;109.9676;42.80365;42.21412;24.9876;52.53354
27.0787;106.8727;43.82656;39.67026;24.4876;52.53354
26.0024;105.6309;43.31969;39.23495;24.41969;52.53302
24.50417;106.4826;45.09208;37.88573;30.37729;52.53292
20.90219;104.5699;46.4926;34.10365;30.6001;52.53229
20.48125;103.245;46.47635;32.7362;27.24583;52.53188
31.47427;112.1855;42.22021;43.63198;25.68979;52.53146
29.44047;109.6024;42.83479;42.2424;25.08396;52.53115
31.55609;112.3267;42.47062;43.64073;24.90802;52.53094
31.53245;112.1728;42.7949;43.63708;24.42271;52.53073
27.15411;107.0001;43.85333;39.69661;23.42552;52.53073
27.25036;107.149;44.04885;39.71989;24.82031;52.53031
20.83339;102.7391;46.3424;32.74162;28.2025;52.52896
27.06766;107.4051;43.90886;39.69203;24.25615;52.52854
29.53292;110.1124;42.74239;42.22943;23.01365;52.52833
27.38547;106.48;43.76885;39.6638;23.60896;52.52833
27.13375;106.9727;43.48979;39.67307;24.50865;52.52687
21.26661;103.8291;46.70802;34.01937;29.89375;52.52667
27.13427;106.9887;43.85365;39.6775;24.36365;52.52604
21.09458;103.6258;46.37198;33.96594;28.73427;52.52594
20.99151;104.5643;46.49927;34.03818;30.86604;52.52521
21.40245;103.9746;46.48406;33.9988;28.50281;52.525
20.48844;103.0796;46.49667;32.69912;26.98896;52.52479
29.76203;110.0647;42.77156;42.19839;24.47948;52.52427
21.13099;103.4772;46.275;33.93438;28.40031;52.52406
29.56073;109.9117;42.74854;42.20615;23.6426;52.52333
29.5499;109.9875;43.05062;42.20495;23.6125;52.52292
31.37896;112.1582;42.41646;43.58375;23.71635;52.52229
27.01896;106.7282;43.87604;39.64521;23.75417;52.52229
25.58917;105.3303;43.16063;38.69255;25.295;52.52167
21.21313;103.3101;46.19011;33.94625;28.58375;52.52114
21.29589;103.7607;46.77094;33.96016;28.21729;52.52052
21.26865;103.9042;46.60448;33.99474;28.27479;52.52042
25.39146;106.6647;44.70719;37.80005;27.99771;52.5199
21.50693;103.8559;46.75229;33.96297;28.27354;52.51896
30.29276;108.4497;42.16063;41.88896;22.06063;52.51865
31.61797;112.3661;42.64073;43.65344;24.79729;52.51833
20.41115;103.6049;46.82771;32.78099;29.37729;52.51771
26.05021;105.648;43.31958;39.27073;24.2275;52.5174
21.20292;102.4332;46.04073;33.93823;27.67969;52.51667
31.43781;112.2741;42.24896;43.64432;25.19885;52.51635
26.69089;105.757;43.32448;39.32969;26.19333;52.51625
21.33255;103.8658;46.7325;33.97594;28.23385;52.51573
20.39109;103.3695;46.82802;32.74297;27.3549;52.51542
21.16255;103.4432;46.17375;34.00609;27.62719;52.51521
19.87917;103.2629;46.6376;32.73177;26.09583;52.5149
29.71802;110.0786;42.78042;42.2099;24.63833;52.51458
20.19516;102.997;46.84781;32.72943;27.17823;52.51167
26.8738;106.9425;44.08333;39.70422;25.0674;52.51167
20.58141;104.0008;46.35375;34.01745;30.17344;52.51125
26.9012;106.6741;44.04458;39.71401;24.88823;52.51125
21.12359;103.7981;46.67625;33.93958;28.11125;52.51115
20.20588;103.3349;46.81406;32.72771;27.08104;52.51104
31.5213;111.8967;42.31583;43.60156;25.44948;52.51094
28.67375;107.2478;44.45864;40.69088;28.74281;52.51083
21.14401;103.3308;46.14521;33.99146;29.00323;52.51083
20.83083;104.0863;46.76594;33.94833;29.49573;52.5099
27.16974;106.7897;44.04667;39.72354;24.8826;52.5099
21.33438;103.7882;46.64708;33.99422;28.0826;52.50917
31.49937;112.19;42.75271;43.64906;25.64698;52.50802
29.53604;110.0227;42.78135;42.2175;24.58021;52.50781
29.58766;110.0396;42.7901;42.23901;24.75844;52.50771
20.21344;103.2877;46.8301;32.74198;27.59;52.50698
31.51828;111.8532;42.25198;43.61401;25.27719;52.50542
21.49094;104.0152;46.56187;33.99021;28.3326;52.50521
27.19062;106.8264;43.44344;39.6674;24.46854;52.5051
26.44823;105.6552;43.29281;39.28833;26.04625;52.505
20.9988;104.3751;46.33135;33.97896;30.11885;52.50479
21.03245;104.2211;46.6926;33.95453;29.25271;52.50438
21.45094;103.9821;46.52521;33.99385;28.40542;52.50438
29.61312;109.858;42.83281;42.23167;25.05427;52.50365
31.40755;111.9873;42.78969;43.64474;25.34802;52.50292
29.52849;109.9491;43.07958;42.21724;24.17479;52.50261
21.53089;104.1143;46.75813;34.01146;29.43375;52.5025
29.54677;109.928;42.95313;42.18646;24.61489;52.50219
19.82162;103.2085;46.61833;32.72901;26.21552;52.50177
25.36422;106.3351;44.64386;37.76036;27.59885;52.50156
20.9351;104.0075;46.30386;34.03958;29.98458;52.50114
21.11609;102.671;45.97229;33.92344;27.58542;52.50094
28.70776;106.9118;44.50177;40.77245;29.76615;52.50042
29.5026;110.0895;42.76854;42.23083;24.56125;52.50042
29.50729;109.8291;43.08417;42.20287;23.86458;52.50031
29.53396;109.978;42.61229;42.21682;24.46062;52.49948
25.38932;107.0481;44.69198;37.74469;28.07281;52.49937
21.34063;104.0182;46.61958;33.97068;28.4326;52.49844
27.40234;106.7416;43.74115;39.60734;23.90406;52.49844
26.88161;107.1566;43.91854;39.71297;24.35167;52.49823
20.97271;104.5336;46.3475;33.94448;29.68427;52.49771
27.15474;106.7917;43.77875;39.65276;23.30177;52.4975
20.51318;103.3161;46.2525;32.7937;29.17344;52.49583
29.51698;110.0659;42.87708;42.20828;24.73875;52.49583
31.63338;112.3031;42.25281;43.63182;25.51375;52.49364
27.30464;106.6354;43.76135;39.65542;23.93448;52.49281
20.19995;103.8021;46.72604;32.80687;29.16646;52.49271
26.39161;105.8341;43.40875;39.23922;26.2576;52.49208
20.00193;103.0495;45.92833;32.80068;27.87604;52.49198
31.45911;112.0056;42.75792;43.65162;24.79385;52.48906
27.26932;106.4217;43.79469;39.65187;23.87427;52.48906
25.21542;106.6399;45.01458;37.87146;29.85323;52.48896
20.61813;102.9204;46.33896;32.77;28.22115;52.48854
29.54849;110.0236;42.86094;42.22562;24.73385;52.48833
31.62901;112.4267;42.79448;43.63453;24.52062;52.48677
20.99302;104.4034;46.34344;33.95083;29.73177;52.48552
30.33708;108.9994;42.07948;41.88547;23.16375;52.48323
31.3626;112.1316;42.42167;43.60026;23.55208;52.4825
29.71693;110.041;42.7126;42.17656;23.6025;52.48188
20.71307;103.2127;46.26969;32.75557;28.26625;52.48167
29.39208;109.9531;42.64896;42.20161;24.30313;52.48146
27.03995;106.7111;44.03115;39.71229;24.85635;52.47844
25.61182;105.2036;43.14521;38.69172;25.66802;52.47635
26.53333;105.9242;43.41417;39.20417;26.01073;52.47635
20.99979;102.8064;46.22562;33.96062;28.22094;52.47594
31.56177;112.2848;42.63771;43.68146;25.10365;52.47469
27.00339;107.0066;44.04708;39.76511;24.65594;52.47292
21.13125;103.3426;46.10698;33.99953;29.0201;52.4726
25.50672;106.6432;44.67771;37.75396;27.69792;52.47229
27.17516;106.7722;43.3399;39.67302;24.38833;52.47219
25.56797;105.8242;44.56635;37.86281;28.32271;52.47198
20.99255;102.4658;46.07979;33.97552;27.67219;52.47167
20.02651;102.6137;45.18333;32.76708;25.71156;52.47136
20.4937;103.0438;45.90562;32.76677;27.83135;52.46906
19.9201;103.029;46.60698;32.73026;26.3599;52.46885
19.90573;102.6486;45.17802;32.77281;26.4175;52.46854
29.58969;110.1352;42.91063;42.22766;24.80458;52.46729
29.58813;110.0106;42.78448;42.21265;24.50583;52.46614
27.14375;106.929;43.98625;39.66932;24.56104;52.465
20.88297;104.5478;46.37719;33.95828;29.51385;52.46365
20.24063;102.8049;45.21073;32.75292;26.8976;52.46365
29.52328;109.8801;42.89458;42.21849;24.77177;52.46281
20.05437;102.869;45.21688;32.75594;26.77531;52.4625
21.29172;103.7809;46.28906;33.92906;28.00604;52.46219
29.65088;109.9645;42.63615;42.19609;24.1051;52.46115
20.49724;103.2533;46.50073;32.65474;24.68073;52.46011
20.98198;103.1823;45.9449;33.93844;27.6001;52.45979
27.09979;106.8452;44.04552;39.71375;24.80031;52.45875
28.81266;106.6842;44.47052;40.79641;29.32;52.45677
20.71807;104.4837;46.46365;34.06062;30.50333;52.45677
29.72661;110.0479;42.67969;42.22547;24.0601;52.45656
31.57542;111.9307;42.74709;43.6637;25.73406;52.45646
20.3249;102.7761;45.21927;32.76745;26.93188;52.45636
21.26995;103.587;46.68167;34.02542;29.9426;52.45625
21.11651;102.5484;46.16979;33.95755;28.00823;52.45521
20.83922;103.2409;46.30854;32.73412;28.53302;52.455
20.60396;103.2046;46.21115;32.76688;29.39344;52.45427
31.67807;112.1134;42.29323;43.62323;24.96542;52.45417
21.22651;103.3769;46.13146;33.96932;28.52104;52.45375
20.62771;103.6342;46.73917;32.81734;29.43;52.45333
31.68615;112.078;42.23563;43.61964;25.2774;52.45333
29.52125;110.0056;42.81656;42.21625;24.55833;52.45292
26.4374;105.7178;43.43198;39.24724;25.70125;52.45219
31.56172;112.2213;42.27948;43.62443;25.14823;52.45187
29.30854;110.1474;42.76792;42.2087;22.92708;52.45094
31.37792;112.0296;42.45719;43.58495;23.73323;52.45083
20.51745;102.9054;46.30917;32.68005;25.70531;52.45073
29.6088;110.2035;42.69229;42.2162;23.9499;52.45073
31.67094;112.4022;42.41573;43.685;26.02229;52.45042
31.58234;111.8793;42.31;43.61833;26.02479;52.44989
29.57271;110.3986;42.78552;42.21083;24.25646;52.44979
27.20599;106.88;44.03031;39.74349;24.55979;52.44938
31.53891;112.017;42.23563;43.63255;25.28875;52.44927
29.61453;109.8898;42.69396;42.19172;23.40917;52.44917
26.995;106.7357;44.045;39.71161;24.9001;52.44885
26.38479;105.7555;43.35281;39.21078;24.91385;52.44761
31.60922;112.0172;42.20719;43.61896;25.4774;52.44635
27.17802;106.5817;43.32198;39.64922;24.50385;52.44386
29.63078;110.3112;42.70875;42.21099;23.81937;52.4425
27.86682;110.6681;42.94844;40.90354;22.00354;52.44177
31.48635;111.9881;42.26667;43.62224;25.63458;52.44104
20.52062;102.9525;46.46031;32.63667;26.60386;52.44083
20.64865;104.111;46.24729;33.99974;29.33729;52.43958
20.30437;103.8647;46.73198;32.75271;29.28188;52.43875
27.0363;107.1154;43.6851;39.63406;23.62823;52.43813
25.60896;105.3701;43.12323;38.66807;25.87375;52.43677
21.11568;104.2438;46.64906;33.94188;29.12406;52.43625
20.03135;102.7819;45.1949;32.77432;25.21646;52.43625
27.12927;107.1043;43.71719;39.61177;23.75083;52.43396
29.37891;110.1098;42.80052;42.20813;24.48406;52.43333
25.28864;106.3805;44.93323;37.86927;29.38385;52.43292
21.03542;103.8368;46.13385;33.99437;28.75125;52.43271
20.24526;103.72;46.71396;32.67937;28.69281;52.43271
29.47859;109.8756;42.64302;42.21453;24.03542;52.43229
29.49276;110.2467;42.79521;42.20911;24.3675;52.43188
29.62536;109.8267;42.84135;42.21703;24.55313;52.43021
20.54552;104.4303;46.34281;33.99427;29.96104;52.42771
20.27156;103.1077;45.86063;32.77636;27.7874;52.4275
29.655;110.4477;42.7724;42.21307;24.1076;52.4275
21.37167;103.9922;46.15948;33.97849;28.81396;52.42635
29.62188;110.4448;42.78584;42.21375;24.34115;52.42635
31.70198;111.8218;42.35646;43.63562;25.75906;52.42615
31.55797;111.9207;42.30198;43.62906;25.87885;52.42614
31.5688;111.8535;42.41073;43.63338;24.86292;52.42365
29.70078;109.7473;42.76875;42.21182;23.78135;52.42344
26.99365;106.5227;43.28573;39.66854;24.41354;52.42344
25.71042;105.5727;44.64708;37.78115;29.11479;52.42323
29.41776;110.3502;42.79469;42.22036;23.84583;52.4226
29.66214;109.9758;42.70396;42.19755;23.59844;52.42167
21.59979;103.5142;46.19677;33.96307;27.92448;52.42125
26.98667;106.5513;43.33385;39.65703;24.31271;52.42042
31.58172;112.1523;42.65792;43.68417;25.5049;52.41969
31.37609;111.7982;42.28833;43.60505;25.34562;52.41948
27.98005;110.9601;42.84885;40.86417;21.99521;52.41906
27.18745;106.8636;43.73542;39.68234;23.08156;52.41864
31.64521;111.9503;42.31021;43.63594;24.97354;52.41761
20.69401;103.4378;46.67688;32.71453;27.68479;52.41729
29.525;109.85;42.64437;42.20167;24.27646;52.41698
27.25385;106.5547;43.32885;39.66953;24.33615;52.41552
31.61188;111.9975;42.24385;43.62761;25.58583;52.41542
27.34625;107.4615;43.67302;39.65464;23.54469;52.41479
31.57891;111.6567;42.24573;43.6151;25.29646;52.41302
27.01583;106.4647;43.36177;39.66396;24.23625;52.41271
26.34937;105.8411;43.43552;39.21823;25.55073;52.41198
25.17432;105.9252;44.70542;37.77224;28.46448;52.41177
21.0399;103.6723;46.10854;33.98349;28.59521;52.41135
31.54089;111.9302;42.29667;43.62198;25.84698;52.41125
31.5912;112.1506;42.25396;43.62052;25.48719;52.41084
21.26208;103.94;46.61948;34.03146;28.72563;52.41
21.15922;103.5898;46.13146;33.9838;28.59135;52.4099
31.4937;111.8364;42.37823;43.59995;25.27083;52.40979
21.01901;103.973;46.18667;33.96969;28.87625;52.40917
20.62885;104.5103;46.35833;33.95854;29.57573;52.40906
29.40599;110.1403;42.95656;42.21901;24.48531;52.40865
29.52328;110.0685;42.84;42.20984;24.51542;52.40781
21.02385;103.2199;46.09573;34.00073;28.99094;52.40739
26.86844;106.7218;44.06698;39.6975;24.78708;52.40709
29.50755;109.8429;42.63708;42.17891;23.65104;52.40552
29.46203;110.284;42.86417;42.22891;24.67635;52.40541
20.02594;102.9593;45.28656;32.75177;27.10458;52.40448
25.48781;105.5175;44.75156;37.80651;28.66458;52.4024
25.66734;105.2993;43.10396;38.69135;25.89063;52.40229
25.08656;106.2671;44.67698;37.83063;28.12948;52.40156
31.56667;111.9569;42.73906;43.64771;25.50469;52.40042
31.55271;111.9664;42.26469;43.6162;25.785;52.39906
21.05432;103.4215;46.63136;34.00302;29.23083;52.39885
20.55328;102.8985;46.24104;32.71375;25.72115;52.39865
31.61516;111.9735;42.4674;43.62068;25.14396;52.39833
31.63958;111.8905;42.30115;43.66531;25.96635;52.39667
31.39037;111.7172;42.17729;43.60469;25.09219;52.39625
20.52719;103.0061;46.13729;32.76406;29.78031;52.39542
31.40937;111.8276;42.48156;43.60177;24.06635;52.3951
20.33375;102.8814;46.67313;32.74839;27.29802;52.395
21.40417;103.9321;46.21979;33.9512;27.92354;52.39469
21.36984;103.798;46.25521;33.95375;28.40354;52.39354
29.58573;109.9473;42.86542;42.23635;24.55104;52.39344
25.78208;105.161;43.10417;38.66078;26.06927;52.39188
20.78036;103.2197;46.2024;32.79297;27.79385;52.39125
27.09297;106.8769;43.99479;39.69344;24.38885;52.39115
31.55276;111.824;42.32052;43.6389;25.77802;52.39042
29.45604;110.1878;42.87156;42.20526;24.34448;52.38948
21.14271;103.5473;45.89125;33.93505;27.19812;52.38937
21.11682;103.5127;46.03271;33.97708;28.81135;52.38917
29.52323;109.8519;42.67896;42.17557;23.50271;52.38802
25.36078;105.4566;44.7976;37.81984;28.92167;52.38562
25.74948;105.159;43.08948;38.70359;25.95469;52.38552
27.24583;106.8018;44.05208;39.73734;24.60813;52.38469
21.13682;103.3502;46.68146;34.01557;29.85667;52.38437
29.57708;110.2528;42.76979;42.21901;24.04125;52.38396
19.91312;102.4563;45.25385;32.76177;25.48823;52.38302
20.73224;103.2598;46.29865;32.77573;28.62583;52.38219
25.67792;105.4569;44.6675;37.70953;28.75896;52.38187
28.78318;106.6776;44.49958;40.76432;29.28052;52.38177
21.06703;104.4521;46.34281;33.93167;29.38458;52.38156
25.61099;106.0618;44.86125;37.84036;28.95823;52.38094
27.09417;106.4949;43.3149;39.67802;24.41396;52.37979
29.65937;110.1407;42.92937;42.19354;24.3026;52.37865
31.4387;112.0824;42.34396;43.61057;25.65302;52.37792
31.61182;111.843;42.4626;43.60047;25.31792;52.37761
20.13609;102.9976;45.3299;32.7638;27.22646;52.37719
29.51391;109.745;42.69927;42.22245;24.45542;52.37594
31.6162;112.2715;42.37115;43.68005;26.0899;52.37583
20.0799;102.8194;46.56542;32.72755;26.32167;52.37542
25.22734;105.8518;44.6525;37.79937;28.05875;52.37479
20.6726;103.5605;46.70864;32.80604;29.03552;52.37271
31.69823;111.887;42.23812;43.65307;25.85813;52.37219
20.07469;102.3892;45.64;32.76615;27.05313;52.37125
20.00594;102.9488;45.39125;32.74276;27.36708;52.37062
20.91042;103.2243;46.64614;34.02662;29.60417;52.36969
20.13917;103.0067;45.80344;32.81771;27.62469;52.36864
21.13661;104.0847;46.19677;33.97766;28.79333;52.36823
20.98578;103.6875;46.03042;33.9864;28.91083;52.36823
31.45953;111.6641;42.34292;43.60484;24.09604;52.36792
21.15526;103.1481;46.06219;33.97818;28.75958;52.36781
31.61755;112.1604;42.70469;43.6664;25.82927;52.36667
31.71167;112.0436;42.22146;43.66438;25.94156;52.36615
31.46589;111.9255;42.46031;43.63515;25.41187;52.36594
21.32911;103.8757;46.25802;33.99406;28.13125;52.36573
29.64125;109.8041;42.77562;42.2351;23.62719;52.36542
21.36448;103.9482;46.21646;33.97937;27.94656;52.36521
27.22089;106.4601;43.28437;39.64063;24.18458;52.36479
31.84182;109.3958;42.0749;43.10614;23.21188;52.36427
21.39385;103.9641;46.32219;33.97354;28.50135;52.36406
31.52427;111.9885;42.25135;43.65162;25.90927;52.36406
20.28042;102.6895;45.64583;32.7737;27.23521;52.36208
20.1226;102.996;46.67083;32.77625;27.63979;52.35979
31.42625;111.7388;42.32156;43.59891;24.33448;52.35885
31.42229;112.025;42.42125;43.60542;26.04531;52.35865
25.5212;104.8986;43.11344;38.6512;26.32031;52.35573
21.26661;103.7698;46.2626;34.00114;28.29719;52.35417
20.15786;102.2723;45.59646;32.75292;26.93396;52.3525
31.56922;112.1491;42.70604;43.66135;25.90792;52.35239
25.65599;104.9849;43.14021;38.64083;26.12156;52.35229
29.53286;109.837;42.81073;42.21109;23.77333;52.35219
20.99042;103.7143;45.8551;33.90781;26.62698;52.35156
21.2926;103.9851;46.22594;33.98776;28.33833;52.35104
29.50745;109.7549;42.78552;42.18396;24.46052;52.35
29.50385;110.1454;42.96239;42.19724;24.32115;52.34969
31.67865;112.1991;42.19031;43.67229;25.55333;52.34906
20.82641;102.9873;46.09521;32.77536;29.9824;52.34875
20.55323;102.9715;46.19239;32.7313;25.96667;52.34802
31.80214;112.0053;42.30938;43.65698;25.28271;52.34729
20.77682;104.1074;46.16469;34.0187;28.49552;52.34677
21.02599;102.8887;46.025;33.99771;28.63833;52.34667
31.41458;111.691;42.19469;43.60375;25.07927;52.34354
21.15599;103.9928;46.36542;33.91724;28.78396;52.34198
20.95031;103.4471;46.02323;33.99281;28.46906;52.34052
21.13818;103.5972;46.01375;34.01865;28.61792;52.33927
20.87646;103.9502;46.30406;33.91151;28.75802;52.33781
31.3812;111.9611;42.50844;43.60854;26.15781;52.33771
21.25604;103.11;46.02229;33.99651;28.23177;52.3376
20.17281;102.9342;45.40313;32.76614;27.18052;52.33323
31.58234;111.8289;42.43406;43.64255;24.81437;52.33115
21.38604;103.9956;46.23208;34.00177;28.63396;52.3274
21.37104;103.2781;46.21719;33.99318;28.91979;52.32729
21.09521;103.1123;46.01219;33.96776;28.69448;52.32615
21.19786;103.9806;46.23864;33.92667;28.54667;52.32594
20.86255;102.6342;46.4125;32.68677;25.92292;52.32448
21.27531;103.9778;46.39365;33.97422;28.86042;52.32406
20.57719;103.1955;46.41385;32.62714;24.49469;52.32344
21.01005;103.5595;46.2126;33.97021;28.865;52.32333
21.12286;103.0808;46.04333;33.94526;28.72115;52.32073
31.52401;111.8071;42.39844;43.58187;24.24833;52.32
20.60125;103.2541;46.19031;32.74479;27.42542;52.3199
31.44828;111.8727;42.51104;43.61182;24.6851;52.3199
20.65458;103.0573;46.16385;32.7351;26.45531;52.31969
20.04099;102.5964;45.41427;32.75599;26.70385;52.31823
20.16286;103.1692;46.67417;32.70354;28.0376;52.31823
21.00953;103.8044;45.82063;33.92557;26.37073;52.31802
21.09411;103.6115;46.24302;33.98927;29.05479;52.31771
21.06802;103.7072;46.28542;33.95526;28.96677;52.31531
20.13469;102.7153;45.61115;32.75156;26.85646;52.3149
31.78141;111.9804;42.28614;43.66401;24.97333;52.31396
20.28078;102.7773;45.76198;32.77906;27.60292;52.31354
20.13516;102.6599;45.28979;32.74995;25.96604;52.31271
27.9925;110.8517;42.84396;40.91344;22.31594;52.31208
31.41724;111.7239;42.35292;43.59615;24.70833;52.31208
20.68396;103.0099;46.14229;32.72109;26.51573;52.31115
31.77266;112.1272;42.22094;43.67854;25.31396;52.31094
21.47651;104.0153;46.23615;33.98755;28.56323;52.31052
21.24844;103.9069;46.37042;33.97896;28.87292;52.30552
25.52104;104.929;43.10146;38.71521;26.1025;52.30531
20.18255;102.6583;45.46792;32.75167;26.85854;52.30521
20.43635;102.4873;45.51281;32.74958;27.03667;52.30469
20.1562;102.5754;45.69635;32.7788;27.52552;52.30406
21.31078;103.7774;46.09281;33.9738;28.61385;52.30365
21.24109;103.4047;46.28761;33.95214;28.76469;52.3025
20.62771;103.1623;46.19198;32.74495;27.275;52.30229
20.07047;103.6066;46.65958;32.80672;28.71031;52.30156
28.88187;106.5698;44.53146;40.7626;29.24531;52.30104
20.66115;103.2391;46.25083;32.78573;28.32073;52.30083
21.55713;104.0423;46.41604;33.97521;28.9499;52.3
21.31484;103.7824;46.11469;33.97411;28.4575;52.29823
21.47016;103.8653;46.26011;34.01505;28.13156;52.2976
31.68328;112.025;42.32823;43.65219;25.5724;52.29583
26.95604;106.7683;43.19583;39.65375;23.8125;52.29438
20.82917;103.0677;46.14115;32.78531;26.74198;52.29354
19.7363;103.09;46.545;32.71693;26.1576;52.29281
21.21984;103.477;45.97677;33.97948;28.38917;52.29208
31.77094;112.1102;42.27625;43.67495;25.65438;52.29104
31.63115;111.9303;42.38406;43.66318;25.31396;52.28771
27.21156;107.402;43.1526;39.66182;23.61938;52.28188
27.17537;106.5196;43.28573;39.64276;23.95427;52.28104
20.98135;103.2256;45.56646;33.93365;27.33448;52.28094
20.35292;102.5581;45.54875;32.75214;26.95427;52.28073
21.0176;103.2267;46.04052;33.96698;28.33187;52.28
28.67552;106.3776;44.55583;40.7813;29.17542;52.27906
27.01823;107.0681;43.17271;39.65589;23.5626;52.27854
21.09323;104.2333;46.28281;33.93766;29.47969;52.27802
21.09771;103.638;46.11479;33.985;28.37948;52.27479
20.95214;104.2531;46.24677;33.95151;28.64448;52.27427
28.86161;106.2377;44.58364;40.70943;29.62708;52.27406
31.31156;111.8159;42.19635;43.60239;25.16292;52.27375
21.42;103.899;46.3425;33.97964;28.88073;52.27229
25.93146;104.9664;43.05229;38.70662;25.72635;52.27187
20.14375;102.9255;45.325;32.76464;26.61792;52.27042
21.13651;103.2293;46.25375;33.93859;28.32365;52.26886
21.32187;103.9022;46.23104;33.95969;28.57688;52.26812
31.76625;109.19;42.05469;43.25167;22.74833;52.26729
21.46318;103.2829;46.28802;33.96969;29.78531;52.26594
25.74787;105.0336;42.88302;38.68026;25.62656;52.26437
21.0799;103.7277;45.76417;33.93505;26.79927;52.26406
20.76453;104.0376;46.11489;33.98646;28.90802;52.26323
28.43182;105.7164;44.64531;40.5838;29.42635;52.2626
21.36089;103.4054;46.27146;33.99979;28.56083;52.26219
21.45135;103.8194;46.28979;33.92677;28.97354;52.26156
21.22745;103.3522;46.1251;33.95615;28.34458;52.26094
21.19646;103.5273;46.01146;33.91927;28.63781;52.26073
28.90078;106.0326;44.65886;40.76213;29.84375;52.26062
25.67667;105.134;42.96729;38.62391;25.77635;52.26021
20.19578;102.8903;46.60198;32.68401;27.61635;52.25708
20.98698;104.0848;46.24948;33.89385;28.93906;52.25563
21.09016;103.9935;46.25802;33.97083;29.25063;52.25438
20.97333;103.5667;45.54906;33.91391;27.5124;52.25354
20.98167;103.6106;45.7074;33.90802;27.17948;52.25323
20.75875;102.8196;46.35365;32.69656;25.61677;52.25292
31.77042;111.9109;42.39677;43.65844;25.48989;52.2524
31.35115;112.1729;42.5849;43.60948;26.0526;52.2524
20.95328;103.4693;45.51115;33.94094;27.65688;52.25208
21.4299;103.9064;46.2774;33.90604;28.48073;52.25135
20.7549;103.9981;46.13781;34.01937;28.59073;52.25073
25.61182;104.9573;43.01313;38.71271;25.58427;52.25031
21.10208;103.8219;46.26177;33.93099;29.4174;52.24979
25.45536;105.0241;42.98052;38.65115;25.6899;52.24948
21.32818;103.7114;46.12094;33.99802;28.30656;52.24865
21.12042;102.8285;45.54094;33.91109;27.78437;52.24865
20.49083;103.4974;46.66261;32.76943;28.61385;52.24833
21.16703;103.7849;46.12323;33.97406;28.34677;52.24812
20.24932;102.8917;45.31448;32.76771;27.08094;52.245
21.57656;103.3791;46.29739;33.95151;29.35917;52.24479
21.33167;103.589;46.23989;33.98849;29.84302;52.24021
20.99505;103.6924;45.66427;33.90052;27.22125;52.24021
21.06068;103.6229;45.60271;33.93161;27.3774;52.23854
31.73818;108.3884;41.75792;43.16724;22.96812;52.23687
21.55182;103.6018;46.22448;33.9663;28.66917;52.23385
20.675;103.4947;46.24083;33.98469;28.93469;52.23354
31.33526;112.1637;42.61125;43.60203;26.12906;52.2324
21.51198;103.4222;46.25958;33.97688;28.98115;52.23208
25.66021;104.9574;42.855;38.64005;25.40802;52.23031
31.39865;111.999;42.59636;43.6087;25.65552;52.22937
21.29755;103.6702;46.22833;33.8863;28.44083;52.22896
27.42318;105.6816;44.58511;39.28234;28.99042;52.22729
21.12667;103.5808;46.17229;33.97713;28.26531;52.22688
20.85552;104.3562;46.19437;33.96849;28.76385;52.22417
31.39141;111.7743;42.20792;43.59318;25.14104;52.22396
21.13375;103.1724;45.90417;34.03453;27.92156;52.22187
25.6349;105.1245;42.8651;38.6113;25.29542;52.21917
21.65781;103.7189;46.22385;33.99891;28.3824;52.21906
25.34031;105.0753;42.83552;38.6362;25.17781;52.21875
21.48719;103.2436;46.25229;33.94885;29.06917;52.21667
21.49688;103.8316;46.22698;33.9662;28.73094;52.21552
21.01323;103.719;45.63219;33.9311;27.20813;52.2151
20.91375;103.9678;46.23802;34.0064;29.25448;52.21302
20.80359;103.1023;46.02167;32.78458;30.04031;52.21239
31.81875;111.8567;42.38854;43.67375;25.31375;52.21041
20.45005;103.2874;46.64791;32.7763;28.74823;52.20937
21.56786;103.6699;46.28167;33.92771;28.67813;52.20854
31.78536;109.2106;42.06115;43.20672;22.66729;52.20719
31.85568;109.5079;42.02583;43.15464;22.705;52.20656
20.97318;103.8059;46.31042;34.0024;28.70219;52.20469
31.4512;111.7833;42.36198;43.59255;25.08729;52.20448
31.71109;108.5716;41.81219;43.00031;22.90469;52.20438
20.47313;103.0263;46.37448;32.63364;24.45896;52.20375
20.7362;103.0351;46.21656;32.76156;28.06031;52.20364
20.64542;104.0682;46.18813;33.91745;28.6024;52.20292
31.11875;108.386;41.55573;42.5562;22.38771;52.20292
