K5PC5CH.OP;K5P19_2.PV;K5PC6CH.OP
20.64896;-296.4671;32.77406
20.32453;-296.4608;32.75255
18.23042;-296.4598;32.2374
20.14682;-296.445;32.81422
19.59021;-296.4398;32.70438
20.48547;-296.4388;32.79146
17.82911;-296.4306;32.17427
20.5051;-296.4302;32.58328
20.22297;-296.4296;32.74229
18.60042;-296.4252;32.87339
19.85177;-296.4185;32.71927
19.70552;-296.4067;32.72021
20.00193;-296.4052;32.80068
19.35698;-296.4012;32.61615
20.57573;-296.3998;32.81807
20.05437;-296.3933;32.75594
20.58156;-296.3888;32.71099
20.19958;-296.3796;32.85839
19.87359;-296.3737;32.72073
19.94687;-296.3654;32.7211
19.98969;-296.3598;32.74682
20.7324;-296.3588;32.7564
20.62771;-296.3554;32.81734
20.61813;-296.355;32.77
20.33286;-296.3492;32.76563
20.60396;-296.3473;32.76688
19.88599;-296.3435;32.71151
17.89974;-296.3402;32.21016
20.32167;-296.3402;32.87047
19.62755;-296.3394;32.65047
18.05776;-296.3371;32.21958
20.42463;-296.3329;32.79901
18.22578;-296.3281;32.34958
20.5425;-296.3219;32.79083
19.86557;-296.319;32.71391
20.69875;-296.3188;32.56875
19.56698;-296.3181;32.66229
19.80417;-296.3071;32.68516
19.84052;-296.2948;32.74323
18.7226;-296.2917;32.70161
20.39583;-296.291;32.84536
17.98828;-296.2831;32.18245
20.58937;-296.2825;32.92021
20.40781;-296.2771;32.79526
19.8375;-296.2719;32.66719
20.23427;-296.2639;32.85344
19.88818;-296.2627;32.74042
19.51089;-296.2625;32.59953
20.2788;-296.2525;32.84068
20.60443;-296.2358;32.68641
20.49047;-296.2292;32.77958
17.87052;-296.2269;32.34214
17.8249;-296.2233;32.1363
18.23802;-296.2194;32.35437
20.2113;-296.2154;32.87761
19.72349;-296.2069;32.66875
20.51823;-296.2056;32.70755
18.06917;-296.2002;32.35974
19.3475;-296.1948;32.58604
20.63729;-296.1883;32.87099
20.60161;-296.1873;32.82354
18.59161;-296.1825;32.71386
20.27026;-296.1808;32.84787
20.61953;-296.18;32.67271
20.42229;-296.1765;32.78963
17.51615;-296.1754;32.28313
17.87984;-296.1736;32.26099
19.80443;-296.1669;32.72063
19.84651;-296.1613;32.72224
20.31911;-296.161;32.82344
18.05661;-296.1556;32.33625
20.08104;-296.1544;32.76208
20.07667;-296.1544;32.82599
19.95094;-296.1523;32.74963
19.46823;-296.1469;32.69818
19.77161;-296.1358;32.73021
21.33438;-296.134;33.99422
17.63719;-296.1298;32.26719
19.55187;-296.1248;32.71302
19.63349;-296.1212;32.61443
20.06922;-296.119;32.89302
19.38172;-296.1071;32.62682
18.01854;-296.1065;32.35396
20.47313;-296.1064;32.63364
18.56104;-296.1029;32.77167
19.72412;-296.1023;32.70641
19.87687;-296.0992;32.71344
20.12109;-296.0975;32.76812
20.35276;-296.0954;32.8113
20.13359;-296.0812;32.79922
18.67578;-296.0775;32.69828
18.79229;-296.07;32.70156
18.55875;-296.0685;32.73625
18.20417;-296.0667;32.35625
20.7549;-296.0608;34.01937
19.74844;-296.0537;33.52031
19.65937;-296.0481;32.70422
19.53437;-296.0475;32.58333
19.82375;-296.0383;32.6739
20.14375;-296.0325;32.76464
17.92255;-296.0179;32.28328
19.56495;-296.0171;32.66401
19.71677;-296.0154;32.65958
20.49995;-296.0131;32.75099
17.67078;-295.9867;32.29136
20.47104;-295.9867;32.86167
19.76906;-295.985;32.6951
19.57;-295.9838;32.60411
20.3625;-295.9794;32.74162
20.7976;-295.9788;32.8049
20.42021;-295.974;32.71948
20.39781;-295.9725;32.85984
18.28635;-295.9656;32.35906
20.42318;-295.9606;32.87386
20.03135;-295.9592;32.77432
20.82641;-295.9529;32.77536
20.24328;-295.9525;32.74364
19.60625;-295.9444;32.68391
18.42463;-295.9385;32.77964
20.47526;-295.9371;32.77203
18.66214;-295.9331;32.7
20.00151;-295.9231;32.75318
20.79245;-295.9217;32.6463
20.44963;-295.9181;32.8187
19.68172;-295.9079;32.68484
20.39672;-295.9077;32.7787
18.55188;-295.9035;32.79854
18.20062;-295.9006;32.77489
18.49443;-295.8954;32.69797
19.8549;-295.8858;32.70167
20.64573;-295.8842;32.78099
18.69891;-295.8737;32.70542
19.72552;-295.8737;32.7162
19.81536;-295.8725;32.74807
20.68255;-295.8723;33.85745
19.48854;-295.87;32.60224
19.9301;-295.8694;32.7401
17.96745;-295.8683;32.29083
20.02141;-295.8679;32.86125
18.2063;-295.8677;32.24948
21.00031;-295.8673;34.04865
19.22599;-295.8648;32.59578
18.03271;-295.8633;32.37406
18.1388;-295.8579;32.31
19.69708;-295.8554;32.72057
19.37177;-295.8515;32.60474
19.54401;-295.85;32.69714
19.67719;-295.8417;32.62912
17.99625;-295.8408;32.18354
20.15979;-295.8392;32.77161
18.00766;-295.8348;32.38802
18.12182;-295.8348;32.16354
20.8912;-295.8275;33.63438
20.35844;-295.8273;32.90937
19.82307;-295.8242;32.68693
19.40656;-295.8242;32.64792
19.78016;-295.8156;32.71088
19.58495;-295.8144;32.64922
17.86875;-295.814;32.26266
20.71901;-295.8117;32.73974
21.17536;-295.8025;33.94005
20.95854;-295.7987;32.86151
19.98302;-295.7964;32.74401
19.89078;-295.7933;32.67797
19.26937;-295.791;32.59276
19.80896;-295.7854;32.69099
18.49568;-295.7777;32.78802
19.54667;-295.7762;32.64911
19.96651;-295.7727;32.7537
19.89937;-295.7686;32.6862
19.81104;-295.7608;32.70578
19.65182;-295.7569;32.72828
20.66838;-295.7523;32.8476
19.75974;-295.7523;32.67604
19.69401;-295.7513;32.62859
18.34797;-295.7456;32.81281
19.67516;-295.7402;32.62276
19.77375;-295.7385;32.73203
18.38932;-295.7325;32.27948
20.86255;-295.7158;32.68677
17.88437;-295.7154;32.3087
20.62885;-295.7098;33.95854
18.59271;-295.7096;32.77464
18.50219;-295.7044;32.78698
20.76849;-295.7014;32.73812
19.82068;-295.685;32.68646
20.94521;-295.6835;33.99719
19.3637;-295.6804;32.60542
17.67213;-295.6798;32.31734
19.59766;-295.6798;32.65844
18.05859;-295.6786;32.11187
19.99073;-295.6771;32.72031
17.77974;-295.6737;32.28682
19.81359;-295.6698;32.72208
19.70146;-295.6671;32.66339
19.74385;-295.6617;32.66365
18.52339;-295.6604;32.80302
19.57474;-295.6571;32.71354
20.60755;-295.6494;32.6314
20.69057;-295.6442;33.86703
18.53104;-295.6394;32.86547
18.12885;-295.6358;32.29526
18.55073;-295.631;32.8275
17.72911;-295.6296;32.31052
19.48812;-295.6237;32.60922
19.41537;-295.6227;32.61557
17.8299;-295.6192;32.07302
17.77229;-295.6156;32.23589
21.21943;-295.6152;33.96766
18.6088;-295.615;32.64604
17.83943;-295.6146;32.26786
19.87776;-295.6144;32.61505
19.84115;-295.6123;32.72
19.26661;-295.6112;32.57646
20.41318;-295.6029;32.80703
19.90089;-295.6017;32.64875
17.95526;-295.6006;32.19844
17.42745;-295.5856;32.24166
20.29198;-295.5856;32.89297
20.00167;-295.5836;32.90062
19.85188;-295.5713;32.71656
20.38521;-295.569;32.73265
20.09651;-295.5679;32.71073
18.63047;-295.5644;32.77047
19.96948;-295.5633;32.88635
20.0801;-295.5631;32.75651
21.09016;-295.561;33.97083
20.15974;-295.5604;32.76792
19.87943;-295.5548;32.72562
19.72891;-295.5529;32.66245
20.44849;-295.5467;32.7776
21.11281;-295.5446;33.97531
19.91964;-295.5442;32.66604
18.47651;-295.5419;32.83547
18.16922;-295.5379;32.30271
19.31646;-295.5348;32.58828
19.61177;-295.5348;32.66448
18.16583;-295.5277;32.29813
18.77979;-295.5258;32.64266
19.98927;-295.5256;32.67568
19.62448;-295.5235;32.63562
21.36828;-295.5229;33.91479
19.73255;-295.5229;32.69089
19.75859;-295.5229;32.65833
20.13609;-295.5167;32.7638
19.77599;-295.5138;32.70557
22.98599;-295.5102;36.17557
21.27531;-295.504;33.97422
19.9675;-295.5004;32.72141
19.89333;-295.4977;32.70854
20.3849;-295.4875;32.86833
19.97797;-295.4858;32.73427
20.53391;-295.4781;33.94844
19.58948;-295.4771;32.60255
19.61344;-295.4738;32.75896
21.03594;-295.4725;33.9162
19.6987;-295.4627;32.71599
20.94167;-295.4617;34.02156
18.56969;-295.4608;32.82323
20.49609;-295.4596;33.97354
19.95339;-295.4552;32.69984
19.61516;-295.4438;32.63662
19.77922;-295.4408;32.66917
18.24969;-295.4365;32.33693
20.91375;-295.4342;34.0064
19.46318;-295.4306;32.65948
17.72839;-295.4262;32.29839
19.7612;-295.4236;32.68604
18.48047;-295.4206;32.32151
18.55281;-295.4192;32.78885
18.45672;-295.4185;32.86948
17.98266;-295.4173;32.11411
20.98698;-295.415;33.89385
19.97042;-295.4092;32.71505
20.2687;-295.4033;32.69458
18.18661;-295.4029;32.27813
19.75802;-295.3971;32.65354
19.87099;-295.3919;32.77021
20.84599;-295.3917;32.83688
21.09521;-295.3758;33.96776
20.93745;-295.3702;33.93271
19.80651;-295.3648;32.65146
18.7012;-295.3635;32.67089
19.89682;-295.3552;32.73917
20.11026;-295.3539;32.82859
18.14583;-295.3523;32.3788
18.0788;-295.3508;32.28547
20.78057;-295.3483;33.91516
22.56198;-295.3456;36.10521
19.77411;-295.3454;32.72958
20.61448;-295.3438;32.9124
21.13682;-295.339;34.01557
