K5F5.PV;K5F6X.PV;K5T16.PV;K5T15.PV;K5T17.PV
32.17747;26.89136;95.8175;114.8475;130.535
34.09537;27.72626;96.32375;114.8475;130.6094
36.14178;30.2322;94.93312;114.845;129.785
36.20527;30.29098;94.9475;114.8438;129.7462
32.35464;27.01867;95.78875;114.8425;131.3969
36.80369;30.51568;94.95625;114.8425;130.0187
33.87212;27.15119;97.00125;114.8412;130.2575
32.10265;26.94774;97.12813;114.8412;130.0163
31.88224;26.7711;95.55563;114.8412;131.2075
33.41112;27.77886;96.05937;114.8412;130.505
32.92823;27.66474;95.92687;114.8412;130.0994
36.67163;30.41263;94.69625;114.8412;130.1487
35.9454;30.41326;94.9525;114.84;129.8062
32.20583;27.31441;97.00687;114.8388;130.3056
32.21063;26.98404;97.2125;114.8388;130.0925
32.20117;26.94238;97.22438;114.8375;130.1062
31.44917;26.86377;95.55125;114.8375;131.225
36.4577;30.2543;94.6375;114.8375;129.4406
33.85768;27.10323;97.0775;114.8363;130.0737
33.52394;27.14697;97.10938;114.8363;129.92
31.86466;26.75056;95.58313;114.835;131.2712
33.12008;26.92943;96.37312;114.8337;130.9125
33.01297;26.70088;96.23188;114.8337;130.3706
36.11843;30.17184;94.95563;114.8337;129.7675
35.92859;30.42079;94.94;114.8337;129.8288
33.57878;27.07041;97.09875;114.8325;130.0144
33.50658;27.20405;97.09875;114.8325;129.8794
31.98017;26.98145;95.50375;114.8325;131.4337
32.38404;26.88486;95.80063;114.8325;131.3938
35.30139;30.35559;94.95187;114.8325;129.8463
33.56729;27.1871;96.945;114.8313;130.0206
32.23935;26.75472;97.25937;114.8313;130.1169
31.87059;26.75208;95.58125;114.8313;131.2656
32.28915;26.8193;97.2625;114.8288;130.1387
33.80956;27.74118;95.85687;114.8288;129.9487
33.01815;27.11517;96.87937;114.8275;129.7644
32.24994;26.75025;97.24187;114.8275;130.1094
32.28417;26.81025;95.7975;114.8275;130.5869
33.3935;27.73054;96.05812;114.8262;130.5031
33.99899;27.60122;96.25562;114.8262;130.6413
31.99383;27.08962;97.11125;114.825;129.815
32.23231;27.04487;97.15375;114.825;130.0581
31.92464;26.77851;95.47688;114.825;131.1087
31.87973;26.82558;95.53438;114.825;131.2413
32.04925;27.19244;97.08875;114.8238;129.8188
32.01475;26.69263;95.21875;114.8238;130.6606
32.35368;26.99889;95.7425;114.8237;131.4031
33.58614;26.71899;97.13313;114.8225;130.0444
31.53468;27.01359;95.46438;114.8225;130.6181
31.89046;26.73319;95.48563;114.8225;131.1569
33.56147;27.15664;96.9225;114.8213;129.9887
32.951;27.38964;96.93124;114.82;129.9162
31.46388;26.7775;95.56313;114.82;131.4462
33.69488;27.36036;95.37375;114.82;128.8425
36.09018;30.20893;94.94688;114.82;129.7756
31.38394;27.01757;95.50562;114.8187;130.8962
33.42138;27.74312;96.02187;114.8187;130.515
36.34048;30.14171;94.64875;114.8187;129.4006
36.69681;30.57373;94.62062;114.8187;130.0975
35.87391;30.35338;95.31438;114.8175;130.51
31.94891;27.04132;97.11375;114.8162;130.3219
35.97292;30.38531;94.95438;114.8162;129.8256
32.88759;27.67051;95.90375;114.815;129.9888
33.7807;27.28233;95.35062;114.815;128.8219
36.77144;30.47975;94.9375;114.815;130.0313
36.36668;30.3079;94.64875;114.8138;129.4481
33.50142;27.09411;97.17375;114.8125;130.3294
31.37722;26.91685;95.50312;114.8125;130.8625
36.0523;30.35171;94.94;114.8125;129.7775
33.81883;27.15086;97.05687;114.8112;130.1325
32.86658;27.62204;95.93063;114.8112;130.1094
33.62556;27.06447;96.88187;114.81;129.785
33.02663;26.76586;95.32375;114.81;130.2431
33.80396;27.10189;97.04124;114.8087;130.1106
32.97549;26.75617;95.29437;114.8063;130.2612
31.94742;26.65926;95.42062;114.8062;131.03
33.25834;29.59338;96.36563;114.805;130.3031
33.08887;26.75031;96.37688;114.805;130.7663
32.07463;26.63043;97.10125;114.8037;129.7969
33.78912;27.14012;97.07188;114.8037;130.0388
33.78653;27.77282;95.87875;114.8037;129.9456
33.04139;27.75387;95.85687;114.8037;129.9212
36.26313;30.31068;94.58813;114.8037;129.3956
33.522;27.09131;97.10812;114.8025;129.9563
33.31692;29.47588;96.37312;114.8025;130.2119
32.06102;26.93294;95.50188;114.8025;131.5
33.14245;26.74902;96.26312;114.8025;130.4606
33.68627;27.43575;95.37125;114.8025;128.7612
33.04489;26.54253;96.33749;114.8013;130.6344
31.87562;26.86335;95.52937;114.8;131.1744
32.18403;27.03186;95.81875;114.8;130.4962
35.77906;30.25493;95.3175;114.8;130.5412
33.74107;27.21535;96.9725;114.7988;130.2331
31.44459;27.08227;95.51625;114.7988;131.12
33.7675;27.07767;97.07938;114.7975;130.0469
35.04038;30.5219;94.33938;114.7975;129.3469
31.96585;26.70565;97.06;114.7962;129.7606
33.35944;27.19868;97.0175;114.7962;130.2719
33.03699;27.18097;96.86813;114.7962;129.6269
32.68409;26.91813;96.17313;114.7962;130.2487
31.44623;26.95305;95.58;114.795;131.4194
32.31596;26.90719;95.76;114.795;131.4
33.09522;26.70485;96.3725;114.795;130.7969
33.40853;27.60153;96.005;114.795;130.4875
33.71391;26.73835;97.1875;114.7937;130.1613
31.95173;27.27517;97.11188;114.7937;129.7887
31.33775;26.74211;97.2375;114.7937;130.1606
31.47095;26.85094;95.57875;114.7937;131.2981
33.13346;26.80317;96.36687;114.7937;130.9388
33.49281;26.77427;97.15937;114.7925;129.9919
33.7986;27.27058;97.04063;114.7925;130.1794
32.28465;26.77395;97.21313;114.7925;130.1331
32.10383;27.24018;97.02937;114.7925;130.0063
36.4771;30.27222;94.6375;114.7925;129.4875
36.18829;30.3009;94.6;114.7913;129.395
35.8751;30.2965;95.3225;114.7912;130.4881
33.21023;26.62559;96.25125;114.79;130.5437
33.7986;27.23817;97.00562;114.7887;130.1744
32.08464;26.96523;97.09062;114.7887;130.0412
31.48733;26.95424;95.53625;114.7875;131.1712
31.45659;26.83509;95.55813;114.7875;131.4756
31.95717;26.57819;95.23688;114.7875;130.6706
31.97359;26.63168;95.2625;114.7875;130.7137
31.93347;26.95889;95.3675;114.7875;130.8969
31.9497;26.71735;95.46313;114.7875;131.0506
32.74619;26.82878;95.30813;114.7875;130.2419
33.89742;27.64219;96.23125;114.7875;130.6437
31.63945;26.91323;95.53062;114.785;131.495
32.94768;26.87237;96.1775;114.785;130.2869
31.41218;26.76138;95.57938;114.7838;131.3975
33.95813;27.59793;96.28563;114.7838;130.6456
33.80677;27.2573;96.99875;114.7825;130.1712
33.47486;27.05964;97.0875;114.7825;129.9594
32.02179;27.2241;97.10062;114.7825;129.8469
31.42928;26.90934;95.4775;114.7825;130.7819
32.35128;27.06298;95.66;114.7825;131.3231
33.1058;26.73248;96.35688;114.7825;130.8712
32.92206;26.78163;96.29562;114.7825;130.5431
31.77569;27.14453;97.11813;114.7813;130.3269
31.06315;26.85729;95.31937;114.7813;130.2444
33.14772;27.56909;95.335;114.7813;129.1581
36.0777;30.26756;94.275;114.7813;129.1481
32.09417;27.27913;97.0425;114.78;130.0188
31.93854;26.73027;95.47688;114.78;131.095
31.82764;26.75996;95.52625;114.78;131.155
32.2127;26.76093;96.17313;114.78;130.1756
33.92041;27.52977;96.22501;114.78;130.6125
32.0411;27.38426;97.02312;114.7788;130.305
33.68043;27.08392;96.95062;114.7788;130.1594
31.41173;26.67326;95.56062;114.7775;131.3788
31.91689;26.55235;95.2375;114.7775;130.6825
32.3414;26.9703;95.745;114.7775;131.4044
35.65258;30.13962;95.35;114.7775;130.61
32.00792;26.80877;97.07938;114.7763;129.7637
32.9234;27.36228;96.93437;114.7763;129.9431
31.41589;26.9948;95.54375;114.7762;131.0656
33.12889;26.74378;96.405;114.7762;130.9756
32.35013;26.84196;97.26625;114.775;130.1263
32.78101;27.1438;97.00063;114.775;129.9881
34.59583;27.03248;97.13625;114.775;130.2056
33.06538;26.61601;96.36188;114.775;130.7044
32.03587;27.34216;97.08187;114.7738;129.8056
31.43258;26.74325;95.56001;114.7738;131.325
31.63779;26.80118;95.55875;114.7738;131.4913
33.07197;26.69494;96.3375;114.7738;130.5906
33.06713;26.77655;96.17125;114.7738;130.6687
33.05698;26.81645;96.20125;114.7738;130.605
32.19303;26.86702;96.17375;114.7738;130.2056
32.11999;27.33167;97.05312;114.7725;130.35
31.92281;26.86653;95.54188;114.7725;131.5013
31.96107;26.61065;95.23625;114.7725;130.6894
32.28826;26.95356;97.18;114.7712;130.0762
31.96858;26.83829;95.44688;114.7712;130.9937
32.21334;26.88261;95.80187;114.7712;130.545
33.11831;26.66903;96.35374;114.7712;130.7325
32.48051;27.30145;97.03625;114.77;129.9625
32.01358;27.03037;97.15312;114.77;130.0644
33.1572;26.73279;96.43813;114.77;131.1225
33.64196;27.16958;96.9075;114.7688;129.8188
32.55314;26.79091;96.28812;114.7688;130.5212
33.02465;26.74895;96.20625;114.7688;130.9019
33.7318;26.77783;96.32625;114.7687;130.9181
36.10331;30.3187;94.27438;114.7687;129.1625
32.31957;26.8865;95.72625;114.7675;131.4119
31.93445;27.17507;97.08187;114.7663;129.8694
32.05992;26.80335;97.26312;114.7663;130.1231
31.61623;26.74846;95.5475;114.7663;131.4781
31.33593;26.93659;95.48438;114.765;130.965
31.72587;26.84008;95.54;114.765;131.5013
32.40857;27.00253;95.70688;114.765;131.3613
33.4231;29.28896;96.35;114.7637;130.1438
33.07569;26.5811;96.16312;114.7637;130.7375
33.02964;26.78288;96.23188;114.7637;130.3619
33.7958;27.84464;96.16188;114.7637;130.5813
32.06287;27.146;97.00625;114.7625;129.9919
33.11506;26.63115;96.3475;114.7625;130.6913
35.97265;30.21295;94.57375;114.7625;129.3619
31.99177;26.83288;95.36375;114.7613;130.8931
36.06784;30.25109;94.25;114.7613;129.0756
33.59987;26.68936;96.32125;114.7612;130.7819
31.98405;26.68455;97.0375;114.76;129.7425
32.36006;26.88821;97.25437;114.76;130.1681
33.12713;26.83774;96.42313;114.76;131.0975
32.85837;27.48153;95.94125;114.76;130.1625
33.70571;27.33882;95.375;114.76;128.7769
36.06401;30.1923;94.30437;114.76;129.2319
32.37757;27.00135;95.70375;114.7588;131.3638
35.09982;30.75997;94.4575;114.7588;129.7656
32.19889;26.99256;97.19688;114.7587;130.0844
31.47305;27.26991;97.17125;114.7575;130.2756
32.9695;27.14052;96.84125;114.7575;129.6463
32.33329;26.8328;95.79813;114.7575;130.5025
33.84871;27.66654;96.22188;114.7575;130.6275
33.48594;27.4165;95.345;114.7575;128.7019
32.01058;26.8278;95.52937;114.7562;131.4787
33.38522;26.7545;96.31;114.7562;130.5788
32.15319;26.74358;96.13812;114.7562;130.54
36.71148;30.62587;94.555;114.7562;130.0813
33.1012;26.66335;96.16187;114.755;130.6962
32.12949;26.76564;96.14938;114.755;130.5813
32.80782;27.41695;95.99563;114.755;130.2594
35.02917;30.10353;94.57063;114.755;129.3456
32.73436;27.36634;95.14;114.7538;128.7563
35.83431;30.38809;95.32187;114.7538;130.5194
31.94287;26.64582;95.2725;114.7537;130.7225
32.0172;26.70087;97.10687;114.7525;129.8862
32.09462;26.99743;97.07188;114.7525;130.05
32.26165;26.86796;95.80375;114.7525;130.5025
34.50055;27.15762;97.10938;114.7513;130.08
31.91908;26.82181;95.26125;114.7513;130.7437
31.84337;26.87042;95.30812;114.7513;130.2544
33.34836;26.84626;96.34062;114.7513;130.7125
33.14113;26.59141;96.30625;114.7513;130.6906
32.25373;27.36269;95.36;114.7513;128.6938
33.16532;27.49032;95.325;114.7513;129.1987
36.13908;30.15904;94.61625;114.7513;129.3737
35.04328;30.51872;94.3325;114.7513;129.3169
33.6318;26.97537;97.24375;114.75;130.5869
33.72643;26.59382;97.2175;114.75;130.3106
32.07196;26.98601;97.12;114.75;130.06
31.42098;26.99886;95.50875;114.75;131.0231
32.98146;27.31009;97.21875;114.7487;130.4425
32.11905;26.90157;96.18813;114.7487;130.6819
33.76436;26.70853;97.15;114.7475;130.0938
32.03722;26.56785;97.06875;114.7475;129.7881
33.42507;26.99334;96.93938;114.7475;130.2388
33.00129;26.94944;97.18437;114.7475;130.0894
32.12925;27.29736;97.03938;114.7475;130.3281
32.98626;26.9303;96.84624;114.7475;129.5894
33.73529;29.2168;96.35188;114.7475;130.0831
32.71015;27.46643;95.14812;114.7475;128.7363
32.58982;27.16844;96.96062;114.7463;129.965
32.20205;27.02761;97.0825;114.7463;130.3775
32.96091;27.10046;96.85125;114.7463;129.6712
33.3996;27.73535;95.97437;114.7463;130.5
33.02444;27.10085;96.83375;114.7462;129.6363
31.95038;26.76378;95.4575;114.7462;131.0625
32.60281;26.94391;96.1925;114.7462;130.7194
32.15621;27.08062;97.09625;114.745;130.3562
32.12497;27.18421;97.08625;114.745;130.3619
33.71069;27.11108;96.96313;114.745;130.1994
32.85506;27.28012;96.97125;114.745;129.9588
32.0043;26.76387;95.33062;114.745;130.8638
32.96534;26.72651;96.25687;114.745;130.9212
33.92941;27.72488;96.17375;114.745;130.6219
33.80224;27.31271;96.99438;114.7438;130.2075
32.16864;26.88163;97.115;114.7438;130.0469
33.03501;26.65209;96.18312;114.7438;130.5688
33.01515;26.81229;96.2025;114.7438;130.4825
32.23799;26.71484;96.13;114.7438;130.1331
32.98982;26.83098;96.21562;114.7438;130.7775
33.37996;27.70313;95.99687;114.7438;130.4869
33.2269;27.40585;95.26375;114.7438;128.9919
33.28572;27.46147;95.2125;114.7438;128.8206
36.85571;30.13777;94.27875;114.7438;129.1606
33.40179;26.76433;96.31563;114.7437;130.6094
32.98431;27.30408;97.19188;114.7425;130.425
31.10657;26.79732;95.30187;114.7425;130.2506
35.80409;30.29055;95.35375;114.7425;130.4775
36.0759;30.09223;94.2625;114.7425;129.1025
36.08014;30.10847;94.27;114.7425;129.1231
32.01199;27.16529;97.08437;114.7412;129.8394
33.91718;27.72396;96.19812;114.7412;130.5875
36.08941;30.46675;94.31313;114.7412;129.23
32.11457;27.15903;97.0275;114.74;130.0531
33.14994;26.91537;96.43875;114.74;131.1631
31.39734;26.90758;95.5375;114.7387;131.2713
31.9886;26.91706;95.29625;114.7387;130.7525
33.76351;26.72316;97.19063;114.7375;130.2513
33.05567;26.87334;96.85687;114.7375;129.5794
32.42854;26.83559;97.24875;114.7375;130.1313
32.11615;27.11776;97.075;114.7375;130.0356
32.71217;27.3074;97.2325;114.7375;130.5225
32.03269;26.79582;95.33312;114.7375;130.8719
33.10869;26.84409;96.41875;114.7375;131.0087
33.05899;26.69742;96.315;114.7375;130.5806
32.16768;26.8736;96.1875;114.7375;130.6288
32.76572;27.40337;95.97688;114.7375;130.2888
33.26712;27.47972;95.19062;114.7375;128.8356
35.09862;30.31447;94.33125;114.7375;129.2769
32.03835;26.66244;97.11437;114.7363;129.8313
32.46463;27.14328;97.04;114.7363;129.9319
32.40228;27.02864;95.70812;114.7363;131.35
32.91918;27.4991;95.93124;114.7363;130.1563
33.28964;27.51872;95.20937;114.7363;128.895
36.96089;30.2451;94.30937;114.7363;129.1769
33.03765;27.11532;96.82063;114.735;129.6356
34.55374;27.0243;97.16125;114.735;130.3094
36.07086;30.27819;94.27438;114.735;129.1669
32.41374;27.22995;97.0375;114.7337;129.9569
32.45297;27.35834;97.01312;114.7337;129.9563
32.45991;27.32922;97.01875;114.7337;129.98
33.1633;27.03295;97.06375;114.7337;130.0806
32.93688;27.15443;96.92375;114.7337;129.8494
32.64917;27.57817;96.12875;114.7337;130.51
33.73375;26.71804;97.18188;114.7325;130.1987
33.11043;26.99851;97.07;114.7325;130.0719
33.75031;26.75141;96.30188;114.7325;130.8438
32.70417;27.60015;96.10563;114.7325;130.4481
32.29795;26.93404;95.7125;114.7313;131.3969
33.33155;27.38209;95.26;114.7313;129.0188
33.00965;26.77872;97.20438;114.7312;130.1044
33.71951;26.97321;97.28375;114.7312;130.3806
32.89399;27.3206;96.95187;114.7312;129.9425
32.98874;27.19347;97.16312;114.7312;130.3412
32.26415;26.84056;95.83437;114.7312;130.4975
33.35253;26.88472;96.3275;114.7312;130.6587
33.36802;27.65981;95.97875;114.7312;130.4912
35.02711;30.27152;94.53125;114.7312;129.3306
35.01773;30.38707;94.52812;114.7312;129.3731
33.80913;27.01942;96.96125;114.73;130.2475
33.10669;27.06403;96.8875;114.73;129.915
33.0167;26.84166;97.21188;114.73;130.1056
33.05767;26.79002;96.17937;114.73;130.8725
32.86613;27.51639;95.94937;114.73;130.2156
32.71682;27.45312;96.0325;114.73;130.3375
32.68235;27.56724;96.06375;114.73;130.4356
32.48188;27.36252;96.97;114.7288;129.9644
32.8975;27.16309;96.93125;114.7288;129.9756
32.00974;26.77824;95.26875;114.7288;130.7769
34.5135;27.00101;97.14;114.7275;130.2475
33.36233;26.79366;96.40375;114.7275;131.01
32.20218;26.88426;96.16;114.7275;130.1825
32.24048;26.67863;96.13812;114.7275;130.1569
32.9576;26.75189;97.22125;114.7262;130.105
32.38993;26.93383;97.255;114.7262;130.1744
31.99582;26.94756;95.42812;114.7262;130.9675
33.28376;27.51122;95.20813;114.7262;128.8675
33.22555;27.2098;96.80188;114.725;129.7469
33.00547;27.09708;96.85;114.725;129.7019
32.11139;26.91852;97.09938;114.725;130.0231
32.25941;26.8256;95.62375;114.725;131.2625
32.96999;26.84309;96.29438;114.725;131.0263
32.96556;26.89664;96.2625;114.725;130.9725
35.82136;30.40639;95.29188;114.725;130.4337
33.77104;27.21725;96.99375;114.7238;130.19
35.51091;30.64405;94.445;114.7238;129.8044
33.02263;26.77378;96.17313;114.7237;130.6131
33.3911;27.71675;95.935;114.7237;130.4913
32.71417;27.57226;96.015;114.7237;130.3587
36.03899;30.4317;94.24875;114.7237;129.1581
36.65815;30.66003;94.48375;114.7237;129.995
36.67817;30.60449;94.53437;114.7237;130.065
36.70099;30.57608;94.52438;114.7225;130.0269
32.31529;27.07503;95.67625;114.7213;131.3244
33.2621;27.48655;95.22188;114.7213;128.9581
33.75295;26.73622;96.35562;114.7212;131.0438
32.66388;27.64517;96.04375;114.7212;130.42
33.04267;26.99541;97.14313;114.72;130.1094
31.09238;26.82191;95.29938;114.72;130.3269
33.6919;26.79574;96.36687;114.72;131.0306
33.26883;27.30485;95.1825;114.72;128.7912
32.34499;26.99592;95.64562;114.7188;131.2988
36.39387;30.01167;94.26563;114.7188;129.1006
32.41657;27.15997;97.05437;114.7175;129.9231
32.97969;27.09947;96.9275;114.7175;129.9719
32.24025;26.80264;95.59688;114.7175;131.2563
32.7752;27.56004;96.0325;114.7175;130.4106
33.23078;27.56039;95.29875;114.7175;129.0912
35.83395;30.37373;95.32312;114.7175;130.4263
32.35194;27.00908;97.06438;114.7162;129.9131
33.12669;26.99441;97.07813;114.7162;130.0688
32.74593;26.78897;97.24;114.7162;130.0975
31.47188;27.13575;97.17562;114.7162;130.2644
31.91347;26.69485;95.25875;114.7162;130.745
32.14692;26.78002;96.14687;114.7162;130.5525
36.74612;30.55638;94.53375;114.7162;130.0912
31.40985;26.67354;97.24625;114.715;130.1375
33.06976;26.99055;96.84062;114.715;129.5794
31.13635;26.84828;95.28625;114.715;130.2731
35.02582;30.33757;94.525;114.715;129.3594
36.16244;30.12958;94.24625;114.715;129.0975
32.72433;26.78656;97.23875;114.7138;130.0869
33.62657;27.19045;96.94312;114.7138;130.0838
33.02201;26.71101;96.19813;114.7138;130.5338
32.65829;26.757;97.21438;114.7137;130.0869
33.04337;27.11079;96.81375;114.7137;129.5881
31.96585;26.8955;97.03438;114.7125;129.7325
31.77114;27.20356;97.13125;114.7125;130.3306
32.72634;27.21053;97.2375;114.7125;130.4987
31.97947;26.88066;95.32875;114.7125;130.8587
32.00086;26.81008;95.43562;114.7125;130.99
32.99644;26.71315;96.2125;114.7125;130.9487
33.11174;26.70956;96.1925;114.7125;130.8163
33.05587;26.76089;96.16875;114.7125;130.7838
32.97126;26.85425;96.29813;114.7125;131.1212
32.96227;26.8864;96.24062;114.7125;130.8725
32.16229;26.8004;96.12;114.7125;130.5538
36.10795;30.15297;94.5625;114.7125;129.3525
35.04018;30.23974;94.56;114.7125;129.3381
36.1059;30.21922;94.23125;114.7125;129.1163
36.03959;30.28176;94.2925;114.7125;129.2531
35.11484;30.55825;94.37063;114.7125;129.485
34.55418;27.16387;97.07063;114.7113;129.9075
33.31296;27.40043;95.26937;114.7113;129.0413
36.31343;30.18614;94.2625;114.7113;129.08
35.15472;30.63413;94.39313;114.7113;129.5525
31.2969;26.7032;97.2325;114.71;130.0912
31.81204;27.19583;97.12125;114.71;130.335
33.72104;26.86554;97.27375;114.71;130.2988
32.73751;27.24981;97.22875;114.71;130.5538
33.01978;27.34665;97.2275;114.71;130.4744
33.15918;27.56995;95.41125;114.71;129.4156
33.34309;27.45614;95.17375;114.71;128.8219
26.91005;23.21708;96.96687;114.71;125.3938
33.21201;27.29988;96.80313;114.7087;129.6869
33.10897;27.04559;97.04625;114.7087;130.0875
33.27042;27.59224;95.21875;114.7087;128.9075
36.9719;30.27292;94.28188;114.7087;129.1956
32.09415;26.54956;97.10188;114.7075;129.7944
34.60864;27.04846;97.1125;114.7075;130.13
34.74772;29.34414;96.35125;114.7075;129.9319
33.27546;26.94433;96.37375;114.7075;130.7981
32.47157;26.86752;96.38687;114.7075;131.1575
32.9413;27.14339;96.87312;114.7063;129.85
33.72318;27.46527;95.3525;114.7063;128.7131
33.12208;27.53686;95.34624;114.7063;129.2219
31.73261;26.57698;96.30063;114.7062;130.4331
33.11152;27.50832;95.31375;114.705;129.1269
31.91502;26.8231;97.0475;114.7038;129.7306
33.1056;27.13196;96.86437;114.7038;129.8275
31.63067;27.25469;97.16;114.7038;130.3219
31.80204;26.60971;96.31438;114.7038;130.47
32.9298;26.76209;96.19063;114.7038;130.985
33.13042;26.65766;96.28;114.7038;130.6394
33.2581;27.38684;95.27625;114.7038;129.0769
36.10029;30.13415;94.26062;114.7038;129.0975
33.15429;26.61967;96.27937;114.7025;130.5781
32.11867;27.21477;97.04188;114.7012;129.8931
33.10405;27.20571;96.88375;114.7012;129.9056
34.54869;27.29613;97.05625;114.7012;129.8537
33.67938;26.86217;97.28125;114.7;130.34
32.38902;26.99083;97.26063;114.7;130.2094
32.68303;27.11819;97.2325;114.7;130.5412
32.97572;27.21558;97.17062;114.7;130.3875
32.398;26.86305;95.80938;114.7;130.5031
33.72532;26.77111;96.35001;114.7;130.9744
36.11979;30.18682;94.26563;114.7;129.1031
33.76822;26.80191;97.20187;114.6988;130.4763
34.95786;30.46201;94.325;114.6988;129.3744
31.35194;26.74501;97.23625;114.6987;130.0575
33.03743;26.60897;96.18625;114.6987;130.5788
32.82802;27.46534;95.96625;114.6987;130.2369
31.74434;27.27711;97.14125;114.6975;130.3075
32.90503;27.02046;96.92438;114.6963;130.2244
33.35577;26.80612;96.29313;114.6963;130.4781
32.39464;26.85594;96.09875;114.6963;130.4888
33.10641;27.46242;95.40688;114.6962;129.4
32.67322;26.78649;97.23375;114.695;130.0862
33.12767;26.97248;96.42;114.695;131.2094
32.8858;26.84569;96.21375;114.695;131.0663
36.07711;30.26835;94.28375;114.695;129.1925
31.34961;26.78994;97.20625;114.6937;130.1969
31.80981;27.01897;96.27063;114.6937;131.1831
32.70284;27.55713;95.13625;114.6937;128.7263
36.85444;30.22698;94.31;114.6937;129.2844
35.01361;30.5675;94.35938;114.6937;129.4375
32.97065;27.1343;96.93687;114.6925;129.965
33.1102;27.21439;96.91438;114.6925;129.9681
33.71302;26.94201;97.27125;114.6925;130.5219
31.84544;26.7142;96.33375;114.6925;130.4944
32.92979;26.78973;96.23;114.6925;131.1113
32.96902;26.85363;96.22813;114.6913;130.8444
33.04857;27.56729;95.47375;114.6913;129.4588
33.72816;26.72571;97.21313;114.6912;130.4269
33.19183;26.93383;97.14875;114.6912;130.0938
36.7184;30.64566;94.56187;114.6912;130.0956
32.43771;27.33973;96.96687;114.69;129.9706
33.5645;27.00973;96.91375;114.69;130.1425
32.83445;26.89987;96.41375;114.69;131.2863
32.96769;26.89496;96.305;114.69;131.0719
33.37149;27.68893;95.91813;114.69;130.4706
35.10403;30.52441;94.37375;114.69;129.5344
33.79515;26.60548;97.19937;114.6888;130.3594
32.233;26.85094;96.1175;114.6888;130.15
31.5805;27.21224;96.36875;114.6888;131.1681
32.66099;27.66839;96.06625;114.6888;130.44
33.14492;27.46287;95.34187;114.6888;129.2863
34.89664;30.37348;94.49687;114.6888;129.4756
31.39112;26.90729;97.18438;114.6875;130.2119
32.72971;27.26138;97.25625;114.6875;130.5712
34.51978;27.18337;97.05938;114.6875;129.9806
32.93375;27.41386;95.48187;114.6875;129.4937
36.36904;30.15996;94.28375;114.6875;129.1125
34.98358;30.56274;94.40562;114.6875;129.67
31.98335;26.96628;95.38062;114.6862;130.93
31.13215;26.74061;95.28313;114.6862;130.4225
32.81757;27.50062;95.97938;114.6862;130.2906
32.80009;27.14723;97.25687;114.685;130.6438
31.15807;26.81807;95.28374;114.685;130.3756
32.96867;26.9301;96.22375;114.685;131.1313
32.77193;26.98844;96.31562;114.685;131.1444
32.62131;27.58702;96.08063;114.685;130.4875
33.10801;27.54905;95.3575;114.685;129.3319
32.98629;26.93756;97.15187;114.6838;130.0756
32.58228;27.25491;95.07625;114.6838;128.7762
35.83658;30.37629;95.32562;114.6838;130.4194
32.94281;27.3969;96.90938;114.6837;129.8944
33.30669;26.89303;96.36813;114.6837;130.8775
33.6705;26.69877;96.3875;114.6837;131.0837
32.20029;26.83189;96.11375;114.6837;130.5087
33.70352;26.76434;97.22375;114.6825;130.5344
31.92918;26.87715;97.02688;114.6825;129.7475
33.31323;26.98541;96.32687;114.6825;130.765
33.1179;27.44961;95.37813;114.6825;129.37
34.82633;30.48587;94.48438;114.6825;129.4625
36.47095;30.21668;94.265;114.6825;129.1094
33.02619;27.15351;96.89125;114.6813;129.8756
32.48317;26.90451;95.82813;114.6813;130.5087
32.85748;26.87941;96.42062;114.6813;131.2444
33.30253;26.86819;96.37812;114.6813;130.91
31.99627;26.88956;96.48;114.6813;130.5894
32.27289;27.0108;96.115;114.6813;130.5019
33.83968;27.70932;96.13;114.6813;130.575
35.04231;28.98663;96.33437;114.6812;129.725
33.41677;26.96978;97.00313;114.68;130.0988
31.34169;26.66153;97.21375;114.68;130.115
36.873;30.33028;94.29813;114.68;129.3206
34.55564;27.27772;97.01688;114.6787;129.7388
32.79234;27.11978;96.23375;114.6787;131.1712
35.86958;30.58274;95.31187;114.6787;130.405
36.28938;30.02303;94.25375;114.6787;129.0669
32.14307;27.25107;97.0625;114.6775;130.3456
33.08759;26.96569;96.84187;114.6775;129.5688
33.38261;27.64616;95.84312;114.6763;130.465
33.33181;27.67144;95.92812;114.6763;130.4669
33.43183;26.91953;96.97562;114.6762;130.0925
32.25055;26.83798;95.57188;114.6762;131.2219
33.26234;26.73769;96.39812;114.6762;130.9769
30.87655;27.10986;96.40312;114.6762;130.9719
32.90041;27.17155;96.87063;114.675;129.8125
33.53609;27.07751;97.00938;114.675;129.5375
35.02916;30.54112;94.40312;114.675;129.6094
31.38996;26.82682;97.11437;114.6738;130.1675
33.03741;27.0054;97.16125;114.6738;130.0656
33.01297;26.89294;97.16125;114.6738;130.0938
32.23642;26.73214;95.58125;114.6738;131.2406
35.81615;30.24615;94.28687;114.6738;129.2513
35.53099;30.61996;94.45438;114.6738;129.8681
32.74899;26.84073;97.2625;114.6725;130.0775
31.49149;27.10741;97.19813;114.6725;130.2188
33.74539;26.88548;97.28688;114.6725;130.4463
32.94748;27.10942;96.86063;114.6725;129.7275
31.74597;26.79705;97.00312;114.6712;129.72
31.06804;26.80611;95.30375;114.6712;130.5319
31.76772;26.58362;96.29625;114.6712;130.4212
34.68;29.38087;96.35188;114.67;130.0169
33.32983;26.77422;96.28313;114.67;130.4425
32.93864;26.76164;96.20438;114.6688;130.4688
