K0P125.PV;K5PCV4I.PV;K5P4_1.PV
67.53633;29.60635;10.92896
67.7765;29.4538;10.9626
68.62559;29.27641;10.75802
68.01642;29.37599;11.0126
67.504;29.60604;10.9388
68.22083;29.42557;10.96781
68.1625;29.79109;11.03948
67.74067;29.42463;10.95292
67.538;29.61245;10.92927
68.05309;29.23198;11.06271
68.04483;29.38354;11.01411
67.71542;29.30625;10.87802
67.77142;29.44448;10.95948
67.72266;29.42224;10.96776
67.37075;29.46839;10.95391
68.45092;29.4299;11.06432
68.11559;29.80614;11.02964
67.57225;29.60224;10.94599
68.10934;29.74401;11.03036
67.72108;29.43807;10.94922
67.57975;29.31;10.87646
68.323;29.65344;10.92667
67.75825;29.65917;11.04292
68.09116;29.75208;11.04094
67.39133;29.47224;10.96568
67.54733;29.60865;10.93948
67.58141;29.46833;10.98505
68.86125;29.58234;11.02016
68.15175;29.36271;11.04005
67.70108;29.31562;10.88536
67.98683;29.35333;10.96036
67.52492;29.88552;11.03026
67.86833;29.41224;10.97563
67.8265;29.42245;10.97911
67.99142;29.34;11.01057
67.71;29.41932;10.95891
67.74475;29.4351;10.95135
67.989;29.37984;11.00234
67.93475;29.36213;10.99807
68.06333;29.37734;11.01875
68.223;29.78495;11.05948
68.63192;29.6649;11.10693
67.92958;29.37354;10.99948
68.17433;29.72516;11.04641
67.71342;29.4263;10.96927
67.78225;29.47281;10.82901
67.54858;29.43464;10.97682
68.03333;29.2349;11.06141
67.74409;29.43401;10.95339
68.02467;29.3675;11.01292
67.795;29.64849;11.04141
67.51258;29.54245;10.91167
68.7875;29.68917;11.12714
67.69041;29.40349;10.96099
67.72875;29.40901;10.96135
67.45534;29.8901;11.00885
67.84566;29.41984;10.9787
68.96767;29.59052;11.05021
67.73058;29.44287;10.9576
68.05575;29.37854;11.0237
67.55192;29.60865;10.92505
67.58817;29.46719;10.9926
67.86275;29.43135;10.97802
68.43117;29.42729;11.07063
67.74;29.43443;10.95693
68.16959;29.74276;11.04823
68.24492;29.29359;10.91453
67.52875;29.60583;10.93458
68.09125;29.78615;11.02797
67.59692;29.60089;10.94224
68.74775;29.52047;11.14224
67.99633;29.23698;11.05521
67.9555;29.35792;10.95807
68.12883;29.37635;11.02604
68.04583;29.23193;11.05406
67.41842;29.4676;10.95302
68.13192;29.35453;11.02271
68.09358;29.75349;11.03703
68.13683;29.74396;11.04792
67.70492;29.48406;10.82161
67.96008;29.35297;10.95339
67.75675;29.43099;10.96469
67.93608;29.35281;10.95375
67.89333;29.40526;10.98646
67.7715;29.41516;10.97068
68.1395;29.35714;11.03687
68.04308;29.80713;11.03354
68.59142;29.66667;11.11755
68.1475;29.37052;11.02432
68.23475;29.40635;10.93547
68.31441;29.64266;10.92672
68.7305;29.52922;11.13594
67.79792;29.44057;10.9701
68.0585;29.74349;11.02682
68.26292;29.41641;10.9438
67.94675;29.26151;11.04833
68.17841;29.78922;11.05177
68.05833;29.76417;11.02172
68.11675;29.73469;11.04125
67.96833;29.35849;10.94865
67.93958;29.39057;10.99427
68.13158;29.75031;11.02979
67.76067;29.42958;10.96385
68.1715;29.36625;11.03464
67.50333;29.3988;10.84698
67.64758;29.15458;10.8138
67.916;29.3601;10.94333
67.9115;29.36672;11.00042
68.97908;29.54547;11.0726
68.16167;29.74141;11.0412
67.88708;29.38026;10.99151
67.54442;29.60745;10.93469
67.67683;29.43807;10.95641
68.66558;29.67125;11.11438
68.2505;29.38031;10.9401
68.10675;29.73099;11.03896
67.93692;29.45542;10.92922
67.979;29.38099;11.00464
67.75259;29.30412;10.89036
67.51933;29.59771;10.93432
68.07083;29.37276;11.01281
67.99292;29.38464;10.99974
67.53033;29.60224;10.92708
67.52509;29.59703;10.92927
67.90283;29.4276;10.99281
68.055;29.47297;10.95245
67.81525;29.64037;11.03771
68.54984;29.2688;10.74615
67.74384;29.43417;10.95854
67.97275;29.37443;11.00891
68.09666;29.36641;11.01714
68.059;29.72437;11.02677
67.84925;29.40609;10.9775
68.10883;29.80427;11.02938
67.77092;29.41568;10.96823
68.12833;29.74422;11.04313
67.80692;29.41964;10.96151
67.31059;29.46589;10.95234
68.37675;29.77073;11.09807
67.85467;29.3738;10.97927
67.96858;29.24438;11.04729
67.32633;29.46969;10.94713
67.48708;29.48193;10.84661
68.13983;29.46422;10.9488
67.57158;29.59797;10.94245
68.71242;29.69323;11.11948
68.03416;29.75896;11.02318
67.97708;29.38948;10.99255
68.53792;29.61359;11.07271
67.92458;29.37693;10.99104
68.1895;29.81385;11.0513
67.81458;29.4088;10.97177
68.04275;29.46432;10.9387
68.41275;29.77698;11.10531
68.03083;29.39557;11.00818
67.76991;29.42557;10.96958
68.14217;29.74786;11.0399
68.097;29.74208;11.05359
68.12508;29.71412;11.04172
67.99467;29.38057;11
67.78667;29.4562;10.95427
67.93916;29.23729;11.05422
68.34116;29.77026;11.09437
68.70125;29.70411;11.12526
68.0695;29.47682;10.94938
67.70409;29.63161;11.02328
67.73192;29.56667;10.96813
67.89533;29.37823;10.99104
68.15125;29.76922;11.04115
68.12466;29.72792;11.04453
67.9335;29.36734;10.98693
67.841;29.23292;10.82026
68.04575;29.36016;11.00339
67.76183;29.40937;10.96594
67.71841;29.44172;10.9674
68.09475;29.37411;11.02563
67.95216;29.34828;10.99802
67.702;29.48401;10.81188
67.92966;29.40177;10.99677
67.46633;29.46802;10.97656
68.66258;29.71026;11.09177
67.73209;29.65005;11.03339
68.89034;29.1475;10.81557
68.67858;29.70594;11.10516
68.00359;29.37385;11.00234
68.11459;29.73667;11.0375
67.87517;29.4926;10.92229
67.7385;29.42984;10.96031
68.86083;29.19583;10.81578
67.88383;29.35531;10.93125
68.06541;29.74172;11.02427
68.11642;29.75636;11.02115
67.84042;29.37594;10.95906
67.88583;29.37417;10.98885
68.056;29.7551;11.0262
68.25567;29.39833;10.93312
67.6885;29.5676;10.96536
68.10758;29.42833;10.95443
68.00333;29.75438;11.01531
68.02209;29.75708;11.00865
68.04058;29.24854;11.03995
67.52842;29.2899;10.85969
67.90475;29.39614;10.99516
67.50008;29.39833;10.83578
68.72892;29.63901;11.10755
68.23483;29.38609;10.93901
67.89933;29.35464;10.94026
68.2065;29.29052;10.88339
68.68567;29.51703;11.12693
68.89175;29.55875;11.05281
67.40234;29.87984;11.01344
67.87634;29.4874;10.92609
67.9245;29.23109;11.03948
67.92308;29.24042;11.04448
67.59309;29.36516;10.59417
67.7595;29.40677;10.95219
67.78367;29.56052;10.96552
67.72417;29.42036;10.95057
67.46442;29.88161;11.01313
68.32792;29.72917;11.05427
67.69883;29.41859;10.95615
67.90791;29.47896;10.9324
68.19375;29.28896;10.88073
68.80683;29.57677;11.00724
67.76009;29.4263;10.96078
68.15633;29.80552;11.0475
68.21333;29.38724;10.93797
68.157;29.42693;10.95318
67.7515;29.56646;10.96146
68.004;29.47557;10.9351
67.7855;29.41328;10.9474
68.19383;29.37594;10.93932
68.14642;29.40016;10.9549
68.33225;29.3549;10.76344
68.10392;29.37266;11.02125
67.4735;29.46974;10.96911
67.75633;29.38802;10.95615
67.49267;29.46698;10.96906
67.8125;29.35312;10.92682
67.87517;29.47479;10.91755
67.63817;29.38724;10.94146
68.02441;29.74422;11.02448
67.77058;29.37094;10.95625
67.83033;29.36422;10.97422
68.10625;29.41219;10.94802
67.83492;29.36797;10.97333
68.65133;29.51458;11.12286
68.2805;29.72729;11.04094
67.91067;29.23823;11.03516
67.61658;29.31089;10.86167
67.31892;29.88511;10.99219
67.82809;29.48162;10.90885
67.75816;29.3788;10.96833
67.9345;29.48443;10.9249
68.017;29.75042;11.01151
67.92633;29.37052;10.9974
67.70558;29.6499;11.01688
68.65175;29.70266;11.10651
67.99483;29.22276;11.04406
67.68491;29.5638;10.95094
68.13667;29.74172;11.04037
68.13734;29.75781;11.04438
67.92875;29.2449;11.04266
67.96125;29.37052;10.99854
67.71725;29.38464;10.95417
68.07867;29.77255;11.0149
68.10117;29.77797;11.02979
68.77917;29.58328;11.00156
68.28733;29.7238;11.0437
67.74092;29.40958;10.95068
67.37917;29.46745;10.95969
67.66142;29.42443;10.94234
67.83125;29.79531;10.97437
68.08334;29.74281;11.03422
68.22292;29.63828;10.90573
67.43867;29.48677;10.8375
68.80083;29.57547;10.98057
67.9805;29.74276;11.0076
68.90617;29.5651;11.05693
67.96958;29.76333;11.00401
68.56008;29.67427;11.10156
67.92183;29.77208;10.99828
68.20284;29.73219;11.03589
68.04283;29.73104;11.02089
67.60858;29.34859;10.84391
68.1665;29.2824;10.88042
68.48309;29.65568;11.09562
68.66825;28.6063;10.52052
67.98842;29.37099;11.00094
68.16367;29.28469;10.87599
67.72366;29.44229;10.94729
68.08642;29.35526;11.00854
68.76109;29.57667;11.02063
68.03484;29.73187;11.01766
68.634;29.59844;10.98182
68.24358;29.72568;11.04526
67.98417;29.75057;11.01469
68.11408;29.74162;11.02938
68.63617;29.58422;10.98599
68.05592;29.73526;11.02531
67.34292;29.47151;10.94599
68.74275;29.57838;10.99672
68.56509;29.70854;11.08245
68.03892;29.74391;11.0051
68.112;29.72641;11.03432
67.944;29.36698;10.99438
67.89475;29.39229;10.99021
68.58117;29.51099;11.11661
67.81658;29.79984;10.97573
67.82492;29.23625;11.03167
67.39267;29.36057;10.86464
67.386;29.6638;10.93771
68.03267;29.72229;11.01646
67.30534;29.87958;10.98891
68.30992;29.77833;11.0876
68.099;29.7375;11.03292
68.04742;29.4126;10.94063
68.04325;29.78505;11.02141
68.13533;29.74661;11.03495
68.13133;29.74474;11.02495
68.1085;29.78443;11.06104
67.89017;29.38474;10.98344
67.82875;29.35031;10.93328
67.89066;29.23828;11.02943
67.76258;29.37693;10.97083
67.71292;29.56229;10.94891
67.60775;29.47495;10.80089
68.109;29.7351;11.0313
68.25066;29.77573;11.07641
68.27708;29.72469;11.0474
68.06409;29.42312;10.93583
67.73942;29.36453;10.96688
68.87933;29.59005;11.05729
68.0165;29.40568;10.9251
67.96175;29.73797;11.01422
67.73175;29.39135;10.96203
67.391;29.015;10.73776
67.75208;29.37687;10.96412
67.9435;29.4701;10.92901
68.19875;29.29109;10.95161
67.834;29.36625;10.98474
68.59967;29.12037;10.69818
68.30217;29.72875;11.04214
67.87542;29.38969;10.97641
67.93125;29.36938;10.99484
67.81975;29.78234;10.97901
67.88075;29.59167;11.01281
68.68533;29.69344;11.09464
68.09309;29.7776;11.04714
68.60433;29.51188;11.09526
67.662;29.53458;10.88823
67.78025;29.38802;10.97578
67.74516;29.40958;10.96516
68.10858;29.74422;11.03974
67.95333;29.76193;11.01229
67.31358;29.46286;10.94604
68.64058;29.55974;10.98328
68.63392;29.5825;10.97141
67.80392;29.23031;11.02047
67.96909;29.73042;11.00026
67.71725;29.36995;10.94448
68.04234;29.79156;11.04495
68.05458;29.75172;11.02094
67.618;29.43724;10.93354
68.57059;29.69932;11.09495
68.65125;29.57141;10.97937
67.91283;29.74823;11.0087
67.92308;29.36911;10.98078
67.62167;29.56474;10.94677
67.99667;29.73005;11.01448
67.33408;29.46667;10.94484
68.08825;29.73219;11.01375
68.72675;29.57104;10.99245
67.75816;29.78974;10.96531
67.953;29.73656;11.01161
68.45633;29.66526;11.08557
68.07725;29.74672;11.02255
67.706;29.37604;10.94396
67.8065;29.7762;10.9724
68.04425;29.80021;11.02396
68.01517;29.8126;11.01813
67.74117;29.36984;10.95979
68.40567;29.7301;11.0713
68.01683;29.42344;10.92979
68.57275;29.7063;11.08026
67.30275;29.88188;10.99109
68.03525;29.3838;10.92932
67.81675;29.35333;10.92458
68.03275;29.80667;11.02094
68.09509;29.77083;11.02214
68.06067;29.7475;11.02083
68.01467;29.77771;11.00516
68.09875;29.73292;11.02646
68.59042;29.51203;11.09948
67.89484;29.75609;10.99453
68.61975;29.1101;10.68552
68.11208;29.40641;10.91875
67.79375;29.39016;10.96286
67.97108;29.79703;11.01437
67.80233;29.35667;10.91917
67.98016;29.73625;11.01214
67.77216;29.25245;11.01563
67.82925;29.37599;10.97516
68.06741;29.78193;11.01974
67.73383;29.35875;10.91104
68.01217;29.74781;11.01901
67.44759;29.47651;10.82708
68.67625;29.57406;10.99495
68.55258;29.32688;11.06057
68.20575;29.75396;11.03333
67.79308;29.25083;11.01677
68.88609;29.58245;11.0513
67.77517;29.81026;10.97411
68.85875;29.57193;11.05109
67.91617;29.75557;10.99026
68.61125;29.64479;11.06229
68.9;29.56703;11.03208
68.12033;29.79031;11.04313
68.772;29.56464;11.00375
67.94492;29.75755;11.00599
67.89584;29.73807;11.00349
68.2605;29.43141;11.0499
67.87025;29.3913;10.98214
67.92059;29.36536;10.98354
67.87241;29.37609;10.97927
68.03059;29.75193;11.02135
68.06267;29.72062;11.02505
67.83242;29.77057;10.98266
68.07383;29.75333;11.03312
67.90083;29.73359;11.00328
68.51041;29.50724;11.09328
68.01575;29.74172;11.01776
67.77558;29.37448;10.96766
67.847;29.15719;10.95255
68.09991;29.37286;10.89766
67.80642;29.3625;10.96958
67.40891;29.57182;10.97031
67.9885;29.75615;10.99406
68.457;29.66146;11.07948
67.78067;29.23969;11.01161
67.92883;29.76333;11.00474
67.96225;29.78292;11.00391
67.88992;29.74922;10.99531
68.16183;29.74906;11.03625
67.8705;29.2224;11.02052
68.54608;29.33589;11.05318
68.04775;29.73917;11.02484
68.16025;29.74385;11.04016
67.7015;29.51526;10.89177
68.00742;29.71443;11.01641
68.05309;29.7475;11.01208
67.72483;29.35599;10.91672
68.04475;29.4287;10.93182
68.26375;29.7676;11.07339
67.97442;29.7163;11.01109
67.84608;29.37365;10.98026
68.88758;29.56802;11.03073
67.885;29.38245;10.97833
67.58283;29.56036;10.93057
67.8725;29.73703;10.99984
68.018;29.77932;11.0437
67.997;29.38787;10.92104
68.11459;29.80354;11.04516
67.97083;29.73167;10.9988
68.89767;29.54969;11.05469
67.90417;29.72349;10.99037
67.77634;29.5124;10.89594
67.68542;29.54156;10.64839
68.074;29.7976;11.02724
67.73658;29.24;11.00344
67.91775;29.73776;11.00208
67.96191;29.7463;11.00203
68.40192;29.6612;11.07458
68.14133;29.76417;11.0274
67.9135;29.80208;10.99807
67.97608;29.77062;10.99974
67.84492;29.7399;10.99385
67.72567;29.77875;10.96187
68.1425;29.7999;11.04823
67.69525;29.09245;10.77599
68.19392;29.37609;10.72536
68.04833;29.74422;11.01875
68.51575;29.51891;11.08589
67.83442;29.22088;11.01115
68.72258;29.56693;10.98677
67.74934;29.50453;10.87151
68.59275;29.57016;10.96656
68.89008;29.55479;11.04656
67.75616;29.37594;10.9587
67.9595;29.73391;11.0024
67.6945;29.35755;10.90656
68.16333;29.76193;11.0375
68.13525;29.79854;11.05135
67.65942;29.38755;10.9588
68.47992;29.34729;11.04526
67.97325;29.7874;11.03187
68.11034;29.80766;11.04151
67.82809;29.37693;10.96661
67.77883;29.24031;11.00703
67.76317;29.36995;10.96531
68.09258;29.74974;11.02474
67.88734;29.73516;10.99745
67.68909;29.39406;10.94474
67.90183;29.78172;10.98792
67.87675;29.26734;10.8176
67.92658;29.78552;10.99677
68.07767;29.80385;11.03219
68.152;29.76094;11.0349
67.72659;29.81;10.96349
67.97175;29.42463;10.9224
68.12983;29.79281;11.02276
67.92308;29.74427;11.00089
68.4885;29.52609;11.08208
67.75708;29.3787;10.96453
68.12225;29.80437;11.03891
67.965;29.74193;11.00187
68.00042;29.27375;10.85563
68.02734;29.79281;11.0401
67.88483;29.77344;10.9926
67.68134;29.38547;10.94526
67.78967;29.23443;11.0149
67.73341;29.3675;10.95495
68.72317;29.60307;11.02464
67.71367;29.77484;10.9612
67.95817;29.72495;11.00729
67.81683;29.78662;10.98786
67.73975;29.37401;10.95479
67.47275;29.32313;10.83625
67.327;29.46807;10.94016
67.90034;29.72953;10.99411
68.507;29.58151;10.95443
67.74316;29.23365;11.00245
67.8935;29.3188;10.73828
67.97475;29.78375;11.01484
68.42516;28.88281;10.55729
68.86391;29.58224;11.03365
68.17625;29.7275;11.02135
68.06875;29.74677;11.02542
67.71992;29.36578;10.96016
67.91625;29.78052;10.99505
68.16125;29.77422;11.05844
67.71367;29.79281;10.96354
67.68142;29.4201;10.91292
67.83033;29.75146;10.97787
67.70033;29.35287;10.95859
67.69566;29.35438;10.90719
68.12642;29.83385;11.05339
67.85533;29.7562;10.99161
68.09608;29.83302;11.03609
68.56017;29.12396;10.67604
67.68875;29.52979;10.88719
68.3305;29.65109;11.06599
68.43034;29.33953;11.03214
67.71159;29.78828;10.9526
67.85458;29.73339;10.99115
67.91792;29.74495;11.00198
68.11234;29.75016;11.03693
68.8185;29.58193;11.0274
67.658;29.37037;10.94406
67.90292;29.0512;10.74542
68.14792;29.75792;11.03354
67.78242;29.76448;10.98594
68.362;29.65406;11.06214
67.73792;29.21479;10.99635
67.73133;29.38021;10.95406
68.34975;29.6725;11.06333
67.91092;29.4101;10.91813
67.93725;29.75458;10.98469
68.49758;29.5125;11.08214
68.87967;29.5776;11.02641
67.77008;29.22214;10.99958
68.34933;29.28995;10.79172
68.08633;29.78318;11.03073
68.06184;29.75682;11.01479
67.67267;28.98917;10.67823
68.38284;29.33438;11.03156
68.01375;29.03031;10.75568
68.83392;29.57031;11.03974
67.63975;29.52464;10.88583
67.32191;29.46177;10.93917
68.12642;29.7987;11.0363
67.93384;29.40073;10.90396
68.34434;29.26469;10.70792
68.74275;29.59073;11.02198
68.0165;29.79401;11.03208
67.7255;29.22969;11.00229
67.9665;29.74958;10.98818
67.8375;29.73818;10.98547
67.97375;29.40042;10.88896
68.89267;29.58958;11.05271
68.32642;29.67427;11.05401
68.924;29.57453;11.05651
67.81284;29.72531;10.97526
68.073;29.76672;11.00333
68.45866;29.69542;11.06042
67.67233;29.37974;10.95505
68.02283;29.79401;11.03547
67.86767;29.75542;10.9726
68.00017;29.75187;11.0101
67.69167;29.36266;10.94974
67.94083;29.4212;10.91302
68.03967;29.0362;10.7487
67.70942;29.23349;10.99547
67.80725;29.74401;10.98047
67.85616;29.74724;10.99151
68.02792;29.77135;11.01
68.446;29.50661;11.08224
67.92983;29.40125;10.91078
67.70033;29.24937;10.99891
67.90816;29.74875;10.98839
67.51442;29.46354;10.76391
67.80583;29.74365;10.98875
67.74541;29.76333;10.96036
67.75342;29.38318;10.95427
68.00692;29.02547;10.75156
67.88233;29.76729;10.98604
67.93567;29.7376;10.99885
67.75233;29.59958;10.95745
67.85841;29.69521;10.98672
67.75567;29.75193;10.97245
67.88292;29.81063;10.98635
67.78725;29.7462;10.96948
68.01917;29.77656;11.0213
68.03133;29.78427;11.02479
67.42033;29.57047;10.91359
68.035;29.74333;11.00042
67.92658;29.3988;10.90641
67.78492;29.37042;10.97104
68.4915;29.5876;10.95438
67.79092;29.34557;10.89125
68.00383;29.03891;10.74646
68.09283;29.7451;11.0274
67.93242;29.78766;10.9826
68.02333;29.74719;11.0076
67.54158;29.56693;10.9213
67.29767;29.4612;10.92688
68.10609;29.73656;11.02229
67.77766;29.34724;10.9612
67.6445;29.3599;10.89026
68.679;28.98354;10.62401
68.05033;29.81818;11.0313
67.95258;29.74698;11.00589
67.9155;29.77302;10.9826
67.8725;29.41354;10.89193
67.75733;29.75182;10.96854
67.88383;29.78156;10.99651
67.93333;29.77984;10.98531
67.83434;29.41271;10.89599
67.33083;29.4674;10.95521
67.90884;29.74755;10.99552
67.84634;29.72943;10.98615
68.81033;29.55344;11.03755
68.05625;29.79;11.03422
68.02383;29.73412;11.00953
68.45892;29.55823;10.94047
67.88417;29.43552;10.90557
68.77192;29.58844;11.0099
68.91708;29.58068;11.06344
67.96758;29.73469;11.00115
67.98859;29.39635;10.88344
67.76958;29.72906;10.98068
68.07317;29.8038;11.0313
68.41617;29.70557;11.05089
67.85625;29.73542;10.98162
67.31575;29.4626;10.93698
68.72117;29.5863;11.01672
67.88783;29.77042;10.98021
67.76041;29.7349;10.96609
67.63433;29.3562;10.9012
68.39883;29.6937;11.0649
67.97925;29.75;10.99979
68.405;29.51552;11.06984
68.24725;29.25891;10.85495
67.84142;29.73802;10.98984
67.85516;29.41365;10.90026
68.703;29.59937;11.0199
67.63325;29.00286;10.67167
67.86975;29.42208;10.8988
68.04066;29.78557;11.02448
68.33475;29.30354;10.7813
68.02959;29.75635;11.01599
68.58009;29.68615;11.05521
67.931;29.76068;10.98391
67.92133;29.27057;10.82901
68.02567;29.7437;11.0088
68.46909;29.51505;11.07099
68.61442;29.56365;11.00047
68.02658;29.7476;11.0125
67.57508;29.52057;10.85797
68.08266;29.78203;11.02005
68.02383;29.80307;11.01833
67.77092;29.38995;10.95766
68.44517;29.69401;11.06234
67.99483;29.77224;10.99823
68.07233;29.75656;11.02292
67.76908;29.73719;10.9551
68.75191;29.60068;11.04229
68.38142;29.52568;11.0637
68.10516;29.41245;10.65667
68.78067;29.57724;11.02604
68.7405;29.56932;11.00578
67.9305;29.38448;10.88198
67.82491;29.73698;10.98479
67.69566;29.41312;10.9426
68.0315;29.78948;11.02333
67.71159;29.73953;10.95651
67.775;29.36823;10.95516
67.97742;29.74042;10.99339
67.862;29.38151;10.87271
67.67975;29.75885;10.9626
68.91508;29.56271;11.06339
68.35733;29.70682;11.03547
67.58041;29.35859;10.8888
67.88966;29.39385;10.90141
67.88433;29.74802;10.99469
67.7;29.78786;10.95115
67.723;29.74688;10.97339
67.92133;29.01578;10.74286
67.89484;29.79635;10.99896
67.84367;29.41755;10.90042
67.62209;29.36125;10.88859
68.04992;29.74198;11.01151
68.04542;29.7588;11.01646
68.05883;29.72417;11.02224
67.92242;29.75724;11.00047
68.57217;29.56375;10.98677
68.044;29.42901;11.00073
68.04141;29.74026;11.01552
68.74917;29.5774;10.99005
67.9485;29.78641;11.00474
68.83517;29.58573;11.04635
68.67375;28.97328;10.61396
67.98859;29.80094;11.02802
67.94566;29.7563;10.9849
68.03416;29.73953;11.00427
67.89075;29.80448;11.01286
68.03567;29.32344;10.96964
68.017;29.79563;11.01802
68.23808;29.28;10.67781
67.93233;29.75917;10.98141
68.50459;29.58052;10.95271
68.0525;29.7601;11.00339
68.26083;29.2987;10.77646
68.41309;29.69307;11.05724
67.93716;29.8199;11.01083
68.00892;29.75818;11.005
68.05733;29.75734;11.01828
68.88142;29.58396;11.04401
67.90591;29.76828;10.98234
68.84825;29.57349;11.04292
68.91067;29.55886;11.04068
67.75042;29.36948;10.95187
68.583;29.49578;11.05437
67.72092;29.74484;10.96016
67.68291;29.75214;10.9599
67.95858;29.80396;11.00286
67.88625;29.73542;10.99193
68.37933;29.52057;11.06448
67.79792;29.75234;10.9749
68.83867;29.57943;11.05635
68.05383;29.74682;11.0126
67.7355;29.75562;10.96604
67.70333;29.77938;10.96146
67.64633;29.48495;10.87016
67.87442;29.28557;10.82156
67.93967;29.77729;10.99672
67.57667;29.35568;10.87438
68.34367;29.3051;10.76937
68.45575;29.57542;10.95297
67.84575;29.6624;10.84313
68.645;28.96234;10.65661
67.9345;29.78979;10.99557
67.55375;29.35547;10.88828
67.75967;29.74609;10.97281
67.90683;29.39885;10.87682
67.84725;29.7724;10.99917
67.74467;29.76292;10.94667
68.5235;29.57365;10.94839
67.86542;29.27594;10.81385
68.68608;29.59297;11.03099
67.7145;29.7662;10.95755
68.6425;29.56901;11.00823
67.74025;29.7362;10.97245
67.675;29.40359;10.93937
68.38042;29.69198;11.04729
67.67717;29.77287;10.94672
67.93784;29.79885;11.00865
68.3265;29.51104;11.0474
68.01975;29.42906;10.99198
67.63008;29.45927;10.8712
67.70708;29.72224;10.95823
68.02467;29.76563;11.01589
68.66392;29.58448;11.0149
67.93525;29.7862;10.9974
67.77917;29.40901;10.88828
68.86108;29.54062;11.03292
67.97633;29.79927;11.01427
68.67433;28.97464;10.60818
67.74583;29.73292;10.96318
67.958;29.81307;11.00536
68.58817;29.59537;11.01099
67.93459;29.80495;11.00463
67.84683;29.74995;10.9875
68.03059;29.74932;11.00349
67.81475;29.74854;10.98281
68.04892;29.78245;11.01214
67.81767;29.72906;10.97693
67.79567;29.7451;10.98052
67.90225;29.79109;11.00266
67.89525;29.81729;11.00448
67.72266;29.74797;10.95672
67.98908;29.75427;10.99208
68.34475;29.31099;11.00859
67.77133;29.79703;10.96875
67.74667;29.74911;10.96792
67.90633;29.79302;11.00365
67.93108;29.78588;10.99979
68.80267;28.76167;10.54219
67.74242;29.73677;10.97083
68.73109;29.58578;11.00979
67.83325;29.78302;10.99016
68.705;29.59682;11.015
67.49133;29.52568;10.85802
67.69283;29.72578;10.96599
67.90041;29.75838;10.97271
67.88492;29.75755;10.98526
68.66225;29.58005;11.03016
67.92458;29.77141;10.99938
68.02067;29.72625;10.99083
67.84309;29.63891;10.83214
67.51967;29.35599;10.87828
67.69217;29.36417;10.94583
67.78917;29.4;10.88
67.73933;29.8126;10.97266
67.80775;29.39412;10.86229
67.74758;29.74125;10.97547
68.3225;29.51271;11.04813
67.87483;29.78849;10.98427
68.31167;29.70359;11.0338
68.8555;28.76042;10.5537
67.73016;29.76328;10.94542
67.92525;29.78448;10.99537
67.756;29.39385;10.8525
67.6985;29.34859;10.95245
67.77742;29.78687;10.98677
67.7;29.38938;10.94667
68.33808;29.51063;11.05698
67.89108;29.78781;11.00578
67.943;29.42922;10.99901
68.82584;29.56682;11.05807
67.84783;29.75344;10.98234
67.74025;29.36568;10.94333
67.86125;29.73917;10.9851
67.96467;29.75344;10.99599
68.62083;29.56167;11.01599
68.65417;29.57245;11.0251
67.68075;29.7524;10.95016
67.93275;29.81677;11.00005
67.68117;29.72021;10.95828
67.556;29.47031;10.8563
67.857;29.74422;10.9849
67.87275;29.7476;10.97885
67.97183;29.43031;10.97526
67.80241;29.39531;10.86026
67.63859;29.47292;10.87802
67.86017;29.80151;10.99604
67.85809;29.74083;10.9901
67.70267;29.36401;10.94792
67.6775;29.73198;10.95844
68.33125;29.1362;10.63776
68.80991;29.55125;11.02047
68.81275;29.59344;11.03844
67.74191;29.72943;10.97427
67.73275;29.74979;10.96714
67.69683;29.74802;10.95427
68.81333;29.54521;11.03948
67.62009;29.47271;10.86703
67.80192;29.7337;10.96724
68.34341;29.16135;10.63568
67.92292;29.79365;10.99953
68.65217;29.59464;11.0188
67.86675;29.76547;10.98312
68.61925;28.97417;10.59854
68.62033;29.59708;11.02531
68.24533;29.71005;11.00901
67.47784;29.03979;10.64969
67.7465;29.80594;10.96167
67.7835;29.71062;10.96958
68.779;28.74354;10.53641
67.8955;29.75328;10.98365
67.87959;29.73698;10.9851
67.88116;29.79896;10.99266
67.7095;29.73771;10.96208
67.87466;29.76135;10.97052
68.63725;29.58807;11.02552
67.8125;29.71307;10.96969
67.4775;29.01563;10.64255
68.85508;29.5563;11.04068
68.78233;28.75776;10.54495
68.67675;29.57094;10.9938
67.83908;29.74401;10.9837
67.71992;29.74458;10.95427
68.79758;28.75714;10.53521
67.95233;29.42641;10.96609
68.80933;28.75568;10.53349
68.3475;29.11484;10.63521
67.73725;29.73807;10.9712
68.78067;28.74891;10.54167
67.78584;29.38156;10.85906
67.64867;29.76068;10.93312
67.67316;29.18807;10.965
67.70717;29.74156;10.95969
68.74233;28.75229;10.53516
68.77808;28.7537;10.53865
67.68317;29.7412;10.96125
67.80133;29.79828;10.99161
68.76;28.76198;10.53484
68.80925;28.77552;10.54354
67.84509;29.65021;10.83047
68.51991;29.5737;10.98578
68.77167;28.74703;10.54583
68.77475;28.76687;10.53635
67.86767;29.80188;10.9888
67.79008;29.27724;10.80365
68.40325;29.5838;10.92865
67.71091;29.73005;10.95891
68.20892;29.19563;10.95823
67.73192;29.72;10.95844
67.87683;29.79594;10.99771
67.79266;29.38422;10.85641
67.80417;29.74802;10.98162
67.68875;29.73443;10.94969
67.80016;29.7312;10.96615
67.74091;29.80802;10.96151
67.56658;29.47859;10.85401
67.81458;29.78312;10.96651
67.71858;29.74953;10.96792
