K5T6.PV;K5F5.PV;K5F6X.PV;K5T17.PV
159.945;28.31825;23.37712;119.8569
159.945;27.84502;23.29842;120.0406
159.9438;27.29333;23.76676;119.4931
159.9438;28.70477;23.34498;120.3587
159.9425;28.09184;23.18559;119.8656
159.9413;28.16243;23.09674;119.835
159.94;29.33118;23.46198;119.6875
159.94;28.43925;23.20276;120.6094
159.9388;27.55116;23.48458;119.9563
159.9375;28.62536;23.43111;120.605
159.9375;28.13581;23.25968;119.8425
159.9375;27.75895;23.02394;119.4875
159.9375;28.14255;23.384;120.0125
159.9375;27.06558;23.68348;120.065
159.9375;28.73618;23.59046;120.4669
159.9375;28.62155;23.22816;120.3487
159.9362;27.69546;23.06283;119.4538
159.9362;27.50437;23.46684;120.33
159.9362;28.16219;23.23336;119.955
159.935;27.69308;23.18126;119.5244
159.935;28.90856;23.4887;119.5638
159.9337;29.02182;23.41101;120.3025
159.9337;28.12909;23.22588;119.8675
159.9337;27.32742;23.54198;119.6856
159.9325;28.14643;23.36536;120.0294
159.9325;28.96384;23.07808;120.3319
159.9325;28.63984;23.37379;120.1344
159.9312;31.39275;24.0129;120.6025
159.9312;30.94066;24.98106;119.5081
159.93;27.76103;23.37434;119.98
159.9288;27.31251;23.44246;120.2412
159.9275;26.7724;23.47186;119.575
159.9275;28.33598;23.44121;119.3831
159.9275;27.56857;23.29226;119.6631
159.9275;27.59253;23.15521;120.265
159.9263;28.99842;23.40068;120.1694
159.9263;29.80053;23.10085;119.4206
159.925;27.31542;23.48592;119.7275
159.9238;29.27411;23.41039;120.735
159.9225;26.64494;23.65417;120.0031
159.9225;28.19625;23.39007;119.9894
159.92;28.97641;23.44842;120.1925
159.92;27.45276;23.44258;120.8487
159.92;27.63103;23.09619;119.9469
159.92;27.75948;23.05488;119.3531
159.9187;29.35178;23.4665;119.6344
159.9187;27.74188;23.38725;119.99
159.9187;27.72037;23.03499;119.4981
159.9187;29.38373;25.23372;119.7162
159.9175;28.61265;23.50317;120.6281
159.9175;27.49249;23.54832;119.7075
159.9175;27.30584;23.38977;119.3844
159.9175;27.27144;23.43864;119.6244
159.9175;28.1676;23.43741;120.0156
159.9163;29.39759;23.44147;119.9144
159.9162;28.30157;23.55193;119.8213
159.915;28.83926;23.52336;119.6738
159.915;28.17971;23.47268;120.0225
159.9125;26.28597;23.3839;120.0581
159.9125;28.42518;23.10382;120.605
159.9113;27.77546;22.96534;119.3994
159.9113;26.70546;23.36167;120.6325
159.9113;29.60225;24.41015;119.7681
159.9112;28.06127;23.10222;119.8806
159.91;26.22887;23.77721;120.3288
159.91;28.56379;23.21429;120.2881
159.9088;28.27019;23.5787;119.8013
159.9088;31.44366;24.4421;119.7856
159.9075;28.20476;23.36822;119.495
159.9075;28.30092;23.19923;120.37
159.9063;27.79031;23.31683;119.9119
159.9063;29.10638;23.33345;119.755
159.9063;27.47528;23.58343;119.6862
159.9063;29.85842;25.29892;120.4013
159.905;28.99675;23.3779;120.5619
159.905;28.29797;23.53825;119.8313
159.905;26.47294;23.39818;119.9013
159.9037;28.00752;23.30359;119.9181
159.9037;30.20569;23.12798;119.6906
159.9013;27.72091;23.03014;119.3769
159.9012;27.71697;23.01274;119.4681
159.9012;27.58755;23.39452;119.9531
159.9012;28.16167;23.39806;120.0194
159.9012;30.70812;24.79787;120.0313
159.9012;28.49136;25.65914;119.8737
159.8988;29.27981;23.40599;120.7337
159.8975;26.33491;23.41439;120.0906
159.8975;28.81707;23.43634;119.4906
159.8963;29.4191;23.26292;120.435
159.8963;26.42231;23.34996;119.9431
159.8963;27.10586;23.44425;119.4019
159.8963;27.30927;23.52476;120.2113
159.8962;28.06513;23.17178;119.8831
159.895;26.54287;23.31528;119.9194
159.895;28.6124;23.32969;120.1612
159.895;29.55515;24.22781;119.84
159.8938;29.629;24.39952;119.7656
159.8913;26.73594;23.45368;119.6275
159.89;27.2752;23.5814;119.695
159.89;29.58088;23.36876;119.7944
159.89;28.74707;23.63902;120.49
159.8887;26.78108;23.5114;119.585
159.8887;26.8264;23.48386;120.5656
159.8887;30.01027;23.27401;120.2156
159.8887;30.48019;24.9667;119.9812
159.8875;27.53505;23.35714;119.9431
159.8875;28.34572;23.3531;119.3931
159.8875;28.66393;23.42967;119.645
159.8862;27.69572;22.93282;119.4362
159.885;27.54271;23.48129;119.9331
159.8838;29.21538;23.67234;120.7319
159.8825;29.0198;23.22744;120.2706
159.8825;28.01561;23.58497;121.0006
159.8825;27.70569;22.97985;119.3975
159.8813;27.09319;23.39594;120.5594
159.8813;28.63272;23.32222;119.6362
159.8813;27.80633;23.72468;119.7825
159.88;28.02493;23.54502;120.4875
159.88;26.00609;23.64029;120.3606
159.88;31.01117;25.02789;119.5125
159.8788;28.68446;23.49237;119.6325
159.8788;28.63689;23.55401;119.5419
159.8775;27.86808;23.47703;119.6219
159.8775;27.97446;23.13556;119.3237
159.8775;27.3157;23.49596;120.1931
159.8775;26.46304;23.32388;120.1488
159.8775;28.43872;23.09593;120.6081
159.8763;26.67031;23.44451;119.7125
159.8763;28.61289;23.27818;120.2687
159.8763;28.65783;25.11124;120.3725
159.875;28.95055;23.44445;120.1494
159.875;26.39727;23.31633;119.9681
159.875;29.19125;23.09289;119.9088
159.8737;27.53505;23.20843;120.2781
159.8725;29.17081;23.33153;120.45
159.8712;29.43298;23.29479;120.7
159.87;28.29412;23.49437;119.7981
159.8688;27.30051;23.42054;119.4456
159.8687;28.25138;23.57556;119.7975
159.8687;28.90881;23.13531;120.2894
159.8687;27.31065;23.35033;120.4631
159.8675;28.35036;23.41628;119.6862
159.8675;28.96236;23.15851;120.2012
159.8663;28.36704;23.46663;119.66
159.865;26.42646;23.33293;119.9413
159.865;28.39138;23.39587;119.6344
159.865;28.81203;23.54028;119.6462
159.865;28.7893;23.53611;120.5381
159.865;30.16378;23.59408;120.8344
159.8638;28.0073;23.49987;120.4938
159.8638;26.35725;23.2813;120.005
159.8638;28.06047;23.04775;119.9194
159.8625;28.96358;23.48622;120.1563
159.8625;27.02416;23.65528;120.825
159.8625;27.14233;23.45343;119.3763
159.8625;27.42413;23.34014;119.7462
159.8625;29.83742;23.07261;119.3969
159.8625;29.18153;23.38106;120.0956
159.8613;27.2744;23.53558;119.5531
159.86;28.82137;23.58194;119.6513
159.86;27.80602;23.29966;120.0125
159.86;30.47546;25.07915;119.9512
159.8587;29.13339;23.41242;120.4756
159.8587;26.67249;23.42637;119.7456
159.8587;28.1725;23.37866;120.0006
159.8587;26.37935;23.83232;120.1694
159.8575;27.40291;23.53824;120.8575
159.8575;27.52686;23.37434;119.6244
159.8562;27.32234;23.70056;119.4981
159.8562;26.11859;23.35476;120.065
159.8562;28.7035;23.34991;120.2506
159.8538;26.6228;23.67824;119.9212
159.8537;27.50174;23.43526;119.635
159.8525;30.77257;23.80139;120.76
159.8513;27.29972;23.3755;119.4037
159.8512;27.32526;23.539;119.48
159.8512;29.59094;23.34045;119.9075
159.85;29.47024;23.28382;120.3425
159.85;29.33466;23.46117;119.9112
159.8487;30.51024;23.16182;119.7294
159.8475;27.29786;23.53915;119.5938
159.8475;27.16054;23.21563;119.3019
159.8463;29.57297;23.20494;120.7
159.845;28.28741;23.33506;119.7119
159.845;27.36253;23.26887;120.4606
159.845;28.65076;23.36109;120.2744
159.845;30.81416;23.91631;120.7231
159.8438;27.07499;23.59494;120.0256
159.8438;29.04336;22.88413;123.51
159.8425;29.31459;23.32929;119.6125
159.8425;27.7731;23.32227;119.9662
159.8425;27.83344;23.52889;119.5094
159.8412;27.17283;23.18221;119.2844
159.84;28.31621;23.35479;119.7475
159.8388;26.65203;23.70036;119.9606
159.8388;26.8459;23.459;120.5369
159.8387;26.64603;23.47367;119.825
159.8387;28.16864;23.37409;119.5137
159.8375;28.96007;23.44673;120.565
159.8375;27.51731;23.3699;120.3181
159.8375;29.15359;23.17148;119.8737
159.8375;28.42645;23.19276;120.6181
159.8375;29.26066;25.23945;119.7462
159.8362;26.78617;23.31104;120.6
159.8362;28.42617;24.32224;119.8044
159.835;27.43766;23.62342;119.6406
159.835;27.82437;23.77226;119.7769
159.835;28.32931;25.0488;119.9662
159.8325;27.62497;23.06451;119.9644
159.8325;28.36601;23.58578;119.685
159.8325;26.69675;23.58389;119.5062
159.8325;27.32475;23.6602;119.4744
159.8325;27.82778;23.4074;120.0156
159.8313;28.50924;23.45513;119.7625
159.83;27.81705;23.40205;120.025
159.8288;27.37609;23.37742;119.72
159.8275;28.60779;23.48997;120.6306
159.8275;28.6969;23.31473;119.6031
159.8275;28.20268;23.29276;119.5037
159.8262;28.26632;23.38921;119.7825
159.8262;29.31037;25.27202;119.74
159.825;27.70297;23.44801;119.3994
159.825;28.8057;23.38639;119.5144
159.825;30.75664;23.75694;120.7919
159.8237;27.51892;23.39058;119.9469
159.8225;26.48365;23.39356;119.8625
159.8225;27.75816;23.32352;119.9375
159.8213;26.64658;23.37819;119.7206
159.8213;29.36412;25.15782;119.7262
159.8212;27.43789;23.54083;119.6406
159.82;26.59874;23.46906;119.7769
159.82;28.55026;25.6262;119.8337
159.8188;28.36242;23.32422;119.7562
159.8188;30.4702;24.92092;119.925
159.8175;27.25278;23.55085;119.5325
159.8175;31.44875;24.42444;119.7375
159.8175;28.63323;25.26143;120.3606
159.8163;29.51239;23.22439;120.4187
159.8163;29.58308;23.08058;120.6763
159.815;27.02548;23.59184;119.9919
159.815;30.16932;23.60243;120.8656
159.815;31.38534;23.99863;120.5387
159.8138;28.04802;23.07897;119.8875
159.8138;27.36836;23.60373;119.4631
159.8125;28.97642;23.50105;120.1363
159.8112;27.64157;23.06387;119.9538
159.8112;27.15463;23.28076;119.36
159.8075;27.02384;23.33204;120.5387
159.8075;28.34318;23.45515;119.7038
159.8075;28.6538;23.32506;119.5994
159.8075;28.0011;23.22968;120.1994
159.8075;28.70175;23.4046;120.1206
159.8075;29.24427;23.64209;120.7406
159.8062;27.08215;23.58999;120.97
159.8062;28.63346;23.38008;120.2475
159.8038;27.52816;23.54199;119.4994
159.8038;29.63663;24.41886;119.7625
159.8025;28.33727;23.40402;119.7075
159.8013;27.55959;23.31402;119.9425
159.8013;27.46654;23.22043;120.2456
159.8012;28.63269;23.31353;120.1331
159.8;30.26649;23.67323;120.8125
159.7988;27.5295;23.44465;119.4781
159.7975;28.87028;23.44055;119.655
159.7975;29.50873;24.6077;121.0113
159.795;27.55695;23.45457;119.5956
159.795;26.59764;23.61104;119.8394
159.7937;27.73048;23.50316;120.6387
159.7937;29.13763;23.29985;119.7138
159.7937;27.39439;23.39691;119.4137
159.7925;28.38266;23.29676;119.7419
159.7925;29.61325;23.24908;120.6694
159.7925;30.48164;24.94043;119.8788
159.7913;28.40932;23.16006;120.5856
159.7912;27.27626;23.48988;120.1794
159.79;28.73642;23.53689;120.5131
159.7888;26.49162;23.35168;120.1281
159.7888;27.31754;23.29721;120.4575
159.7887;29.16681;23.07471;120.3169
159.7887;27.47394;23.56666;119.5788
159.7887;27.5585;23.56139;119.5963
159.7875;29.0336;23.45625;120.555
159.7875;27.51255;23.27242;119.9437
159.7875;28.86877;23.12148;120.2506
159.7862;27.54824;23.3367;119.9644
159.785;28.79055;23.50998;119.6606
159.7838;28.9749;23.22392;120.2337
159.7838;27.65498;23.04069;119.9375
159.7838;27.58071;23.14909;119.9456
159.7838;30.66902;25.07346;119.4656
159.7825;27.76156;23.45618;119.9362
159.7825;27.53082;23.42515;119.5606
159.7825;28.71492;23.39939;119.9075
159.7813;27.53292;23.15563;120.3469
159.78;28.84844;23.37047;119.525
159.7787;27.42281;23.61661;120.8606
159.7787;28.09857;22.95907;119.9187
159.7775;29.23854;23.58087;120.6769
159.7762;29.34633;23.47212;119.8625
159.7762;29.18104;23.16549;119.8638
159.7762;29.70083;24.37106;119.7581
159.775;29.13463;23.50756;119.73
159.775;26.17559;23.58303;120.2956
159.775;29.49393;23.38103;119.865
159.775;29.58013;23.28995;120.6206
159.77;26.10045;23.21401;120.0269
159.7688;27.57702;23.31155;119.9362
159.7675;29.08914;23.26261;120.435
159.7675;27.40077;23.4734;119.6875
159.7675;29.05788;23.02022;123.4344
159.7663;27.01042;23.37852;120.8356
159.7663;27.62946;23.1293;119.955
159.7663;27.77624;23.71106;119.7719
159.7637;30.05461;23.26892;120.175
159.7625;28.92188;23.45952;120.1025
159.7625;28.86752;23.51972;119.6581
159.7612;27.55979;23.45402;119.5238
159.76;28.62409;23.32352;119.5481
159.76;27.55353;23.55475;119.5287
159.7588;28.64922;23.39214;120.12
159.7587;28.20922;23.33886;120.2475
159.7575;30.15582;23.63235;120.8638
159.755;25.99712;23.62103;120.3169
159.755;27.77309;23.32847;119.9888
159.7538;26.44818;23.38207;120.0944
159.7513;27.15921;23.2539;119.2787
159.7513;28.37011;24.3424;119.7931
159.75;29.00602;23.15716;120.1969
159.7487;27.49169;23.4877;120.6369
159.7487;27.45064;23.36615;119.44
159.7487;29.37217;23.40349;119.5444
159.7475;27.12357;23.3436;119.2956
159.7462;26.65065;23.68818;119.4969
159.7462;28.09236;23.33636;120.2425
159.7438;28.58973;23.36852;119.5125
159.7425;28.08278;23.11141;119.9325
159.7425;27.80162;23.71346;119.7637
159.7413;27.12649;23.40907;119.2875
159.7413;27.16347;23.25317;119.3044
159.7413;30.63866;23.19598;119.6775
159.7388;28.9663;23.35452;120.2562
159.7388;27.29599;23.52052;119.465
159.7375;27.60391;23.22364;119.9631
159.7375;27.56301;23.44258;119.505
159.7375;28.18614;23.31401;119.5088
159.7375;28.39957;23.20333;120.5856
159.7375;30.28318;25.00623;119.475
159.735;30.825;24.0336;120.6494
159.7337;29.33245;23.33152;119.5537
159.7325;27.54794;23.32705;119.9362
159.7313;28.00885;23.63892;120.4581
159.7312;28.32906;24.26948;119.7631
159.73;28.88061;23.04295;120.2175
159.73;27.31166;23.62233;120.6675
159.73;26.72777;23.4166;120.5769
159.7287;27.52527;23.3769;119.4813
159.7287;27.48004;23.27729;120.2369
159.7275;27.44693;23.65836;119.5419
159.7263;28.09959;23.17722;119.9475
159.725;28.34408;25.0017;119.9344
159.7238;28.56609;25.57077;119.7906
159.7225;29.52749;23.21676;120.4031
159.7225;26.35617;23.90735;120.1087
159.7213;27.25801;23.42885;119.4569
159.72;28.84054;23.41856;120.2594
159.72;27.3697;23.56729;119.4437
159.72;28.19053;23.4353;119.8694
159.72;29.86182;23.21718;119.3463
159.7188;28.86774;23.35397;120.2312
159.7188;31.35332;23.97034;120.4644
159.7175;26.48447;23.49863;119.8363
159.7175;28.30018;23.45372;119.4719
159.7175;28.63502;23.52316;120.1137
159.7175;30.39635;24.15714;120.6194
159.7162;26.96405;23.41365;120.8037
159.7162;27.31624;23.2548;120.4544
159.715;28.08768;23.21309;119.9381
159.715;27.48058;23.24858;120.2375
159.7125;27.5572;23.31079;119.9475
159.7125;27.41031;23.42109;119.4206
159.7125;28.86672;23.45072;119.6712
159.7125;28.56964;23.4474;119.7188
159.7125;27.30718;23.62183;120.1431
159.7125;28.67023;23.47928;120.5062
159.7088;27.21619;23.4377;119.445
159.7088;27.57939;23.45619;119.5513
159.7075;28.82565;23.46279;120.2675
159.7075;27.46283;23.45758;119.5263
159.7075;29.02006;24.73667;120.9925
159.7063;27.75762;23.4437;119.8913
159.7063;29.09123;23.14108;119.8463
159.7063;28.0952;23.21403;120.2313
159.705;26.9948;23.33206;120.535
159.705;28.68703;23.48159;119.495
159.7038;28.70018;23.36041;119.5094
159.7025;27.27117;23.56707;119.4281
159.7025;27.55244;23.44647;119.5144
159.7012;28.82211;23.2902;120.21
159.7012;27.32895;23.4987;119.445
159.7012;29.07916;23.05915;123.34
159.7;30.2151;22.9603;119.6431
159.7;27.02684;23.6069;120.6237
159.6987;29.90602;23.67044;120.8613
159.6975;28.0926;23.26209;120.2281
159.695;27.51814;23.0948;120.3288
159.695;30.44105;24.93861;119.8294
159.695;29.34012;25.1299;119.745
159.6938;26.62961;23.63404;120.9287
159.6938;27.4236;23.53118;119.6931
159.6938;27.3984;23.19593;120.2119
159.6925;29.09092;23.03952;120.39
159.6925;28.94501;23.03239;120.3
159.6925;28.60833;23.42749;119.5638
159.6925;25.84115;23.53551;120.2481
159.6913;28.8776;23.33176;120.1719
159.69;26.46964;23.3965;120.07
159.69;30.45512;25.04219;119.8619
159.6875;26.65804;23.66998;119.4669
159.6875;27.76105;23.43877;119.9388
159.6875;26.84117;23.44594;120.5069
159.6875;28.04751;22.99942;120.1563
159.6875;29.72778;24.27261;119.7137
159.6862;28.91609;23.01511;120.1706
159.685;28.63222;23.43057;119.5512
159.6837;30.09133;24.94037;119.4619
159.6825;28.55232;25.17424;120.3181
159.6813;29.36905;23.18723;120.6131
159.6788;27.55327;23.23877;119.9275
159.6763;29.31058;23.38272;119.85
159.6763;26.83883;23.59717;119.9544
159.6738;28.00315;23.50721;120.4019
159.6738;27.14883;23.418;120.525
159.6725;27.49035;23.53818;120.8644
159.6712;27.74153;23.28891;119.5381
159.67;27.55986;23.38106;120.2625
159.6687;29.19473;23.49824;119.7138
159.6687;27.53868;23.43464;119.8575
159.6687;29.13467;23.30992;120.1162
159.6662;28.98645;23.46316;120.56
159.6625;27.40632;23.45927;119.4831
159.6625;28.55411;23.40312;119.7081
159.6625;29.11414;23.1118;123.2419
159.6613;28.09074;23.41242;119.9656
159.6613;27.72644;23.38642;119.8969
159.6613;27.7841;23.4823;119.9744
159.66;29.00377;23.54629;120.0906
159.6575;27.4456;23.5703;119.4938
159.6575;27.29464;23.60041;120.1038
159.6563;28.38421;23.27788;120.5625
159.6563;31.46542;24.43839;119.6744
159.655;27.80058;23.69786;119.7744
159.655;28.93166;23.43164;119.6425
159.6512;27.55353;23.49242;119.5606
159.6512;27.37476;23.46932;119.6588
159.6512;28.92001;24.93724;119.8094
159.65;26.65504;23.41573;120.4619
159.65;27.32209;23.30321;120.4437
159.6488;26.98618;23.49636;120.5906
159.6487;27.32288;23.67508;120.0719
159.6475;27.02928;23.57826;120.4881
159.6475;28.10556;23.41298;120.2438
159.6475;28.99325;25.0033;119.7394
159.6463;27.79611;23.73177;119.77
159.6463;28.70776;23.2125;119.8556
159.6462;27.57016;23.18194;119.9425
159.645;28.8274;23.46534;120.2756
159.645;28.94879;23.34696;120.1712
159.645;27.40155;23.40061;119.4431
159.6438;27.01931;23.36059;120.505
159.6438;27.47449;23.21379;120.2313
159.6413;28.90009;23.71416;120.8444
159.64;29.22463;23.32198;120.3775
159.64;29.16532;23.5915;119.7087
159.64;28.66624;23.56821;120.1244
159.6375;28.86497;23.40795;120.1594
159.6375;27.68518;23.49463;119.9025
159.6362;27.37261;23.31051;120.1794
159.6362;27.49218;23.04975;120.3306
159.635;27.48825;23.607;120.8481
159.6338;26.7732;23.34763;120.5775
159.6313;28.87857;23.32645;120.1656
159.6313;28.57074;23.69226;120.8425
159.6312;29.60027;23.35956;119.8544
159.6275;28.58569;25.45314;119.7438
159.6263;26.02456;23.50722;120.265
159.6263;30.33791;24.37962;120.555
159.625;29.00226;23.42076;120.565
159.625;30.0076;24.97004;119.45
159.6237;28.36293;24.20095;119.7419
159.6212;28.93041;23.10953;120.1769
159.6212;27.74478;23.32366;119.8606
159.6212;26.97806;23.63453;120.5644
159.6188;27.76314;23.3959;119.9256
159.6175;27.55433;23.5568;120.6725
159.6163;27.73298;23.4777;119.875
159.6163;28.73921;25.04744;119.7056
159.615;27.86539;23.03788;120.14
159.615;28.38907;23.22815;120.5425
159.615;28.95556;23.22218;120.5913
159.615;27.57808;24.7802;120.9419
159.6125;29.13561;23.03815;120.3775
159.6075;26.45424;23.3262;120.0575
159.6063;28.42924;23.19999;120.5694
159.6062;29.9762;23.16536;120.1813
159.605;27.01635;23.67787;120.5
159.6038;27.57806;23.37268;119.8519
159.6025;26.96541;23.42351;120.7644
159.6025;28.73971;24.91995;119.7813
159.6025;28.7334;24.94737;119.7444
159.6013;28.92415;23.36571;119.6488
159.6012;28.79909;23.4955;120.25
159.6;27.36812;23.21379;120.43
159.6;27.34391;23.20429;120.4156
159.5988;29.38495;23.37775;119.9619
159.5988;29.83088;24.20417;119.6662
159.5975;27.7204;23.33657;119.8487
159.5963;26.45204;23.41517;119.7944
159.5963;29.17778;23.38733;119.5019
159.5963;30.58976;23.09002;119.6312
159.5963;28.14269;23.44326;120.2406
159.595;29.74614;24.25596;119.7306
159.5925;31.32641;24.06484;120.3863
159.5912;29.00999;23.42277;120.09
159.5912;27.37714;23.29558;120.1862
159.59;27.83143;23.70111;119.7769
159.59;28.59689;25.23963;120.2913
159.59;28.66726;25.08188;119.71
159.5888;27.49169;23.58554;120.8463
159.5887;27.10798;23.2858;120.4963
159.5887;26.8497;23.59743;119.8869
159.5887;26.13166;23.12193;119.9881
159.5887;27.52024;23.14011;120.2275
159.5887;27.03869;23.68208;120.5444
159.5875;28.91661;23.41884;120.1694
159.5875;26.66568;23.59388;119.4306
159.5875;27.59414;23.19349;119.9331
159.5875;28.62578;23.24505;119.6612
159.5875;27.63498;23.42231;119.54
159.5875;28.14383;23.63032;120.8025
159.5875;28.76468;25.0234;119.735
159.5863;28.05944;23.34383;119.9738
159.585;28.68907;23.23872;119.81
159.585;27.83772;23.12881;120.14
159.585;26.48993;23.43419;120.0194
159.5838;28.69718;23.37271;120.0881
159.5825;28.04492;23.55746;119.9675
159.5825;28.9234;23.37902;119.6675
159.5825;28.15048;24.26832;119.7175
159.5813;29.32997;23.4699;119.9125
159.5775;29.33539;23.52864;119.9269
159.5762;27.8774;23.16017;120.075
159.575;29.2311;23.17488;119.3337
159.575;29.42663;23.33212;119.8538
159.5738;27.39972;23.57196;119.675
159.5738;28.39676;23.0954;120.5294
159.5737;28.59736;23.30233;119.6775
159.5725;29.29697;23.44397;119.8556
159.5725;27.62494;23.43219;119.5837
159.5725;27.63918;23.58136;119.6087
159.5725;27.34924;23.52965;120.0506
159.5713;28.56677;25.25742;120.2294
159.5712;29.15532;23.20786;119.4956
159.57;27.05594;23.51773;120.3769
159.57;28.64797;23.38109;120.1256
159.57;27.07628;23.51886;120.4719
159.57;27.00747;23.53447;120.2363
159.57;28.6845;25.04952;119.7113
159.5688;29.84449;24.35718;119.585
159.5687;27.69387;23.34844;119.7856
159.5675;28.99598;23.25517;120.5462
159.5663;28.91533;23.37206;120.355
159.5663;27.7217;23.29192;119.835
159.5663;30.37001;24.42129;120.5038
159.565;29.33192;23.43357;119.9369
159.565;27.53873;23.41795;119.8419
159.565;27.50411;23.06252;120.2594
159.565;26.99856;23.45868;120.2619
159.5638;28.92943;23.04654;120.2787
159.5625;29.80183;24.08303;119.6231
159.5612;27.67048;23.39756;119.5725
159.56;28.19264;23.57807;120.0056
159.5587;27.52739;23.46875;120.6406
159.5587;26.76121;23.36511;120.2256
159.5587;26.51983;23.24691;120.0306
159.5587;28.37831;23.20477;120.5375
159.5575;28.96839;23.45345;120.0638
159.5575;28.66136;24.96534;119.7113
159.5562;27.56595;24.94329;119.9169
159.555;28.06563;23.29179;119.6387
159.5538;28.25912;23.48906;119.9587
159.5538;27.68864;23.5392;119.8538
159.5525;28.99847;23.03854;120.2813
159.5525;26.38899;23.74668;120.0863
159.5525;28.68298;23.25346;119.7944
159.5525;26.79736;23.33714;120.5687
159.5525;29.79892;24.32297;119.7
159.5513;28.69462;23.36011;119.9512
159.5513;28.21714;23.62323;119.9669
159.5513;29.81238;22.99872;119.62
159.5513;30.06065;24.92669;119.4506
159.5512;28.61842;25.56467;119.6956
159.5488;29.66631;23.5902;119.935
159.5475;29.77669;23.64925;119.9175
159.5475;29.7889;24.24918;119.5975
159.545;29.79061;23.5503;119.8988
159.545;29.12639;23.08579;120.3213
159.545;29.20742;23.51554;119.715
159.5425;27.6516;23.54612;120.2344
159.5412;28.16114;23.64009;119.9969
159.5412;25.56204;23.49739;120.2162
159.54;29.82127;24.37307;119.78
159.5388;28.98368;23.11907;120.1444
159.5387;27.67366;23.41661;119.7588
159.5375;28.04233;23.51075;119.9337
159.5375;26.9851;23.49377;120.7569
159.5375;26.98888;23.40231;120.2719
159.5375;26.99561;23.60941;120.4781
159.5375;31.4388;24.38045;119.6413
159.5363;26.57085;23.63044;120.8712
159.5363;27.37182;23.31832;120.2094
159.535;27.00827;23.4498;120.3825
159.5338;28.0208;23.68984;119.9781
159.5338;28.70703;23.43695;120.1594
159.5325;27.28348;23.2917;120.0569
159.5325;30.13902;24.48384;120.4731
159.5325;29.76691;24.28448;119.7213
159.5313;28.46823;23.57054;120.2225
159.5313;28.99799;23.4012;119.6625
159.5275;27.09565;23.41532;120.4556
159.5262;27.65761;23.47135;119.5869
159.5262;27.62946;23.40652;119.7869
159.525;25.99744;23.46841;120.2131
159.525;29.77055;24.29935;119.5537
159.5237;27.5266;23.55028;120.6644
159.5237;27.60701;23.21547;119.9287
159.5237;28.68525;23.3579;120.1381
159.5225;27.58254;23.53926;119.6444
159.5225;27.66417;23.41994;119.8175
159.5225;27.83978;23.08579;120.0794
159.5225;27.46836;22.91858;120.3219
159.5225;29.81522;24.27567;119.5362
159.5213;29.68788;24.33662;119.7381
159.52;28.11229;23.59933;120.02
159.5188;26.86759;23.56681;119.8587
159.5175;28.92483;23.31439;119.4406
159.5175;27.30158;23.52766;120.015
159.5175;28.8597;23.17793;120.5694
159.5163;26.52591;23.22079;120.0313
159.5163;27.36678;23.20418;120.3781
159.515;26.50801;23.57252;120.335
159.5137;26.65422;23.47238;119.4212
159.5137;27.6576;23.36566;119.7075
159.5137;27.34706;23.68266;119.6375
159.5137;28.00574;23.14235;119.3294
159.5125;29.31831;23.56363;119.8838
159.5125;27.58652;23.32527;119.9063
159.5125;27.5915;24.7469;120.9044
159.5125;28.63857;25.52339;119.6919
159.5112;27.60178;23.31937;119.6806
159.5112;26.99803;23.55669;120.4581
159.51;28.97993;23.33329;120.04
159.51;27.64998;23.4693;119.6281
159.5088;27.02924;23.65502;120.4375
159.5075;27.59047;23.41325;119.9287
159.5063;31.29663;24.10415;120.2919
159.5062;26.09677;23.18383;119.9431
159.505;27.69992;23.48212;120.0325
159.505;27.00503;23.34668;120.3544
159.5038;27.88548;23.18811;120.1006
159.5038;27.86877;23.2576;120.0469
159.5025;29.29342;23.38671;119.8594
159.5;27.77232;23.5801;120
159.5;26.79438;23.30006;120.5394
159.5;28.15364;23.44119;120.7481
159.4987;29.10291;22.945;120.3056
159.4987;27.4766;23.33225;119.8519
159.4962;30.01246;24.91576;119.4631
159.495;28.91987;23.41657;120.3656
159.495;26.99561;23.53905;120.4044
159.495;27.46045;22.8394;120.3475
159.4937;27.03731;23.69011;120.4463
159.4925;26.48529;23.39314;119.7681
159.4925;27.56989;23.44004;119.8863
159.4925;27.89045;23.08576;120.0744
159.4925;30.07323;24.72995;119.4825
159.4913;27.87662;23.1231;120.0756
159.49;28.95306;23.46348;120.1325
159.49;30.03135;24.75349;119.5094
159.4888;26.32194;23.43779;120.1906
159.4875;28.3953;23.2607;119.8187
159.4863;27.76653;23.51808;120.0125
159.4863;28.83619;23.14913;120.1125
159.4863;27.53082;23.36568;119.8475
159.485;27.53398;23.45618;119.855
159.4837;27.23408;23.28846;119.4006
159.4837;27.37661;23.3464;120.2394
159.4837;28.13582;23.47843;120.7606
159.4837;29.76225;24.44162;119.765
159.4825;28.14641;23.71005;120.045
159.4812;28.01091;23.65634;119.9656
159.4812;27.37314;23.25151;120.375
159.4812;28.92863;23.20266;120.55
159.48;26.71495;23.42016;120.4275
159.4787;27.38459;23.55582;119.6325
159.4775;27.53611;22.95619;120.2656
159.4775;27.01123;23.45296;120.3256
159.4763;28.98871;23.46006;119.6637
159.4763;30.10902;24.8569;119.5244
159.4762;28.99541;23.39424;120.035
159.475;27.01743;23.42958;120.3013
159.4738;27.36967;23.48716;119.5975
159.4738;27.33886;23.53667;119.6181
