K5PS14_1.PV;K5PS14_2.PV;K5T6.PV;K5P10.PV;K5F5.PV;K5T14.PV;K5F6X.PV
4.1523;4.274719;175.24;4.284719;36.23866;364.2525;30.8477
4.193419;4.290731;173.1638;4.318094;36.03696;364.2487;30.48637
4.202063;4.304662;174.53;4.325687;35.89174;364.2487;30.55748
4.183912;4.281619;173.705;4.31025;36.40866;364.2469;30.44156
4.196119;4.296394;173.6462;4.319406;36.10331;364.2469;30.3187
4.183219;4.28535;174.65;4.305687;35.86254;364.2469;30.67919
4.176263;4.271231;171.8763;4.299656;35.65261;364.245;30.3641
4.190737;4.29105;175.3625;4.316813;36.0523;364.245;30.78945
4.172362;4.29495;176.1525;4.303625;37.56389;364.245;31.06247
4.173788;4.268382;172.035;4.294312;35.58545;364.2431;30.03893
4.196569;4.296375;174.1588;4.318938;35.9454;364.2431;30.41326
4.187925;4.286231;174.5713;4.314219;36.65497;364.2431;30.669
4.198969;4.299075;173.7175;4.324219;36.08941;364.2431;30.46675
4.141219;4.252987;174.88;4.261562;35.50745;364.2431;30.60132
4.064981;4.186088;176.3613;4.202344;37.30388;364.2431;31.38798
4.181513;4.27965;173.7025;4.306781;36.40427;364.2413;30.27505
4.197562;4.296019;175.205;4.327938;36.33246;364.2412;30.61473
4.187119;4.285125;175.0725;4.313562;36.51859;364.2412;30.40761
4.182;4.283494;174.8575;4.310844;36.72753;364.2412;30.4929
4.182131;4.280175;173.7325;4.307562;36.34769;364.2394;30.36549
4.18425;4.281188;173.7;4.308125;36.41087;364.2375;30.3747
4.195781;4.294781;173.6563;4.321406;36.1059;364.2375;30.21922
4.144012;4.255444;175.155;4.267219;35.57296;364.2375;30.72775
4.141894;4.254112;175;4.267406;35.66216;364.2356;30.73212
4.194619;4.291388;173.2588;4.319844;36.01799;364.2337;30.58899
4.174744;4.270163;171.8512;4.296719;35.52262;364.2319;30.09911
4.186425;4.286025;175.0437;4.312438;36.46253;364.2319;30.7365
4.184307;4.282275;175.5887;4.308281;36.1343;364.23;30.59704
4.182919;4.284637;174.7225;4.318375;36.76514;364.23;30.25761
4.138762;4.251375;174.7363;4.263937;35.45724;364.23;30.58612
4.136831;4.251469;175.8988;4.278469;37.88815;364.23;31.93012
4.199531;4.297987;175.7337;4.326282;35.8745;364.2281;30.83194
4.187419;4.287225;173.9175;4.319188;37.01497;364.2263;30.16027
4.185244;4.286906;173.705;4.305969;35.61281;364.2263;30.39466
4.066988;4.188281;176.3763;4.200375;37.16222;364.2263;31.4515
4.194131;4.294369;175.31;4.317062;35.89175;364.2244;30.88054
4.194413;4.295887;173.6975;4.320219;36.24203;364.2244;30.60575
4.195425;4.295981;173.9625;4.323281;36.67614;364.2244;30.47886
4.1979;4.298081;173.6813;4.321531;36.07711;364.2206;30.26835
4.175437;4.271062;171.8875;4.295;35.4964;364.2188;30.2798
4.193063;4.289362;173.3388;4.312188;36.00809;364.2188;30.29787
4.19715;4.296169;175.7275;4.324156;36.10793;364.2188;30.97626
4.193494;4.2936;175.5163;4.324938;37.13151;364.2188;30.26527
4.184025;4.283606;174.1012;4.319625;37.0293;364.2188;30.12826
4.181943;4.284806;174.765;4.31075;36.8013;364.2188;30.36413
4.140862;4.254525;175.8987;4.278406;37.75932;364.2188;32.10683
4.068112;4.188431;176.0925;4.199594;37.15833;364.2188;31.1268
4.18455;4.2837;174.215;4.316844;37.07522;364.2169;30.23682
4.066556;4.186987;176.3638;4.207687;37.28225;364.2169;31.51456
4.1928;4.292438;174.2388;4.3255;36.02295;364.2131;30.69604
4.183744;4.283138;174.9;4.302031;35.15479;364.2112;30.34504
4.186125;4.285144;174.9375;4.312344;36.38749;364.2094;30.64291
4.066781;4.187062;176.3937;4.200625;37.21018;364.2094;31.43884
4.197619;4.296056;175.14;4.324406;36.26993;364.2075;30.47818
4.147125;4.258931;175.6013;4.268656;35.93771;364.2075;30.64468
4.201594;4.300725;175.7925;4.327312;35.88703;364.2056;30.96411
4.184494;4.284431;174.4738;4.315437;37.18887;364.2056;30.44358
4.193287;4.294294;174.1313;4.314281;35.51091;364.2056;30.64405
4.183238;4.283513;174.6125;4.3205;37.19317;364.2037;30.42092
4.195481;4.296244;173.7388;4.325594;36.18156;364.2037;30.39619
4.177425;4.273162;172.325;4.297094;35.64341;364.2;30.35028
4.181625;4.28085;174.8475;4.3075;36.00304;364.2;30.23009
4.18815;4.289288;173.7275;4.314063;36.49264;364.2;30.4617
4.189125;4.288369;174.58;4.316688;36.64472;364.1981;30.39129
4.18305;4.284919;174.8262;4.310031;36.75505;364.1981;30.3623
4.19625;4.293244;173.0388;4.317563;36.14881;364.1944;30.55863
4.195387;4.293862;174.9738;4.323781;36.35048;364.1925;30.23697
4.187625;4.287994;173.5;4.313313;35.73981;364.1925;30.50379
4.181138;4.283306;174.845;4.310969;36.75323;364.1925;30.6339
4.183575;4.285744;174.8825;4.317969;36.74971;364.1925;30.70647
4.202475;4.302169;175.8087;4.319938;35.14011;364.1906;30.85367
4.185563;4.286906;173.7;4.308281;35.58544;364.1906;30.32644
4.1829;4.28505;174.7125;4.315906;36.73664;364.1906;30.29329
4.1937;4.295437;173.8175;4.318438;36.24826;364.1888;30.4983
4.198256;4.301194;174.6462;4.323031;35.99353;364.1888;30.43187
4.145831;4.258144;175.6075;4.276781;36.02021;364.1888;30.71693
4.187306;4.287469;173.5163;4.310594;35.72495;364.185;30.51966
4.141181;4.255294;175.0112;4.279844;37.24789;364.185;31.36649
4.202531;4.303856;174.7725;4.326844;36.20691;364.1831;30.61816
4.196813;4.294406;174.975;4.321875;36.32084;364.1813;30.2078
4.149262;4.260825;175.7175;4.273438;36.041;364.1813;30.84165
4.184963;4.284431;174.595;4.30925;36.65039;364.1812;30.29214
4.186687;4.286531;173.5813;4.310781;35.74143;364.1812;30.52598
4.186538;4.287731;173.7838;4.318125;36.48929;364.1812;30.39479
4.186181;4.286269;175.02;4.3135;36.37709;364.1794;30.7692
4.183763;4.28325;174.805;4.309719;36.03191;364.1756;30.39881
4.19115;4.291312;174.2762;4.322156;36.65815;364.1756;30.66003
4.1853;4.284469;174.1563;4.305812;35.49208;364.1738;30.80531
4.065525;4.185788;176.0788;4.201969;37.44945;364.1738;31.07953
4.189594;4.289325;174.5;4.309281;35.46381;364.1737;30.60085
4.187081;4.2861;174.6087;4.318344;36.63709;364.1737;30.66041
4.171538;4.294275;176.1225;4.309219;37.54701;364.1737;30.95214
4.201331;4.300781;175.8412;4.323625;35.75302;364.17;30.91363
4.192913;4.292737;175.3125;4.318812;35.91538;364.17;30.92777
4.184944;4.284112;174.5087;4.317313;37.16988;364.17;30.36718
4.193906;4.293488;174.165;4.316563;35.53099;364.1681;30.61996
4.203244;4.30545;174.4238;4.326562;35.86699;364.1681;30.6855
4.195931;4.295737;175.5262;4.309562;35.12746;364.1663;30.64061
4.195238;4.29555;173.9375;4.329156;36.69701;364.1644;30.35954
4.147031;4.258575;175.4475;4.267687;35.92249;364.1644;30.64598
4.182863;4.281206;175.6313;4.313781;37.00057;364.1625;30.72141
4.1943;4.295156;173.9325;4.322906;36.53571;364.1625;30.22278
4.194506;4.2954;173.955;4.324844;36.67698;364.1625;30.26514
4.200413;4.301681;174.575;4.325407;36.0644;364.1625;30.38993
4.140788;4.2549;175.8875;4.281688;37.6708;364.1625;32.17172
4.162519;4.266094;174.1125;4.277156;34.88914;364.1606;29.74724
4.188881;4.286456;173.3775;4.315375;36.10992;364.1588;30.2874
4.183763;4.283475;174.0625;4.30125;35.44281;364.1588;30.60473
4.172981;4.268081;172.1975;4.302781;37.23597;364.1569;30.03406
4.181663;4.281507;174.8075;4.306719;35.93751;364.1569;30.36478
4.187269;4.286625;174.6313;4.314531;36.66727;364.1569;30.61517
4.186969;4.286757;174.6237;4.316313;36.71585;364.155;30.46696
4.1874;4.286081;174.6163;4.323937;36.6766;364.1531;30.59693
4.190325;4.29165;173.8913;4.318563;36.51576;364.1531;30.53878
4.195256;4.296093;174.1512;4.322187;35.9828;364.1494;30.38249
4.200488;4.301925;174.4913;4.323219;36.08336;364.1494;30.37685
4.195575;4.298456;173.8638;4.3305;36.93516;364.1475;30.63784
4.182413;4.281356;174.8388;4.307906;35.99031;364.1438;30.317
4.198031;4.297781;175.525;4.316719;35.15044;364.1438;30.66066
4.187775;4.287619;173.8925;4.319688;37.05149;364.1437;30.0839
4.19685;4.294256;174.9425;4.323438;36.231;364.1419;30.27186
4.183012;4.281506;175.2;4.309688;36.53292;364.1419;30.31464
4.0662;4.186819;176.12;4.202437;37.4533;364.1419;31.15296
4.168725;4.291687;175.9187;4.308813;37.42595;364.1419;30.93794
4.136644;4.247812;174.5413;4.259969;35.59852;364.14;30.47107
4.145362;4.257469;175.5587;4.273031;35.93708;364.14;30.66645
4.1871;4.286119;174.925;4.314656;36.74772;364.1381;30.42461
4.183369;4.283175;174.8675;4.307343;36.15342;364.1381;30.26472
4.184175;4.284281;174.3638;4.318281;37.19863;364.1381;30.23534
4.195332;4.296375;173.9488;4.318219;36.58223;364.1381;30.63684
4.146319;4.258388;175.545;4.274343;35.93604;364.1381;30.71164
4.18245;4.281656;175.535;4.305781;36.27812;364.1363;30.43194
4.1943;4.29405;175.6113;4.325875;37.13283;364.1362;30.2039
4.195031;4.292906;173.05;4.321875;36.11997;364.1344;30.47524
4.194975;4.294463;175.2;4.320719;36.39189;364.1344;30.62162
4.186687;4.288519;173.695;4.307437;35.63323;364.1344;30.38063
4.064906;4.185281;176.3188;4.205625;37.32629;364.1344;31.17662
4.193175;4.290356;173.1475;4.316125;36.02482;364.1306;30.51177
4.1469;4.2585;175.5013;4.272593;35.89153;364.1306;30.74693
4.16955;4.292269;176.0112;4.308469;37.51155;364.1306;30.90368
4.184513;4.284319;174.9463;4.313813;36.9175;364.1288;30.53759
4.200994;4.302469;174.61;4.324094;35.93244;364.1288;30.48311
4.193944;4.294519;174.5025;4.326812;36.84475;364.1269;30.33598
4.18425;4.283531;175.1187;4.3125;36.5076;364.125;30.32108
4.1943;4.293825;173.6175;4.316375;36.08014;364.125;30.10847
4.186612;4.287262;174.64;4.319656;36.66719;364.1231;30.62244
4.18725;4.286869;173.615;4.314781;35.84206;364.1212;30.51856
4.180856;4.281056;174.89;4.320656;38.02099;364.1194;30.27834
4.194525;4.296113;173.9463;4.327344;36.69183;364.1194;30.65887
4.14495;4.256813;175.3862;4.272219;35.90491;364.1194;30.57849
4.13775;4.249744;174.5762;4.25675;35.53184;364.1175;30.48523
4.136419;4.249856;174.645;4.258062;35.51728;364.1175;30.69243
4.18605;4.285987;175.0175;4.314094;36.41766;364.1156;30.68327
4.201538;4.30365;174.7875;4.322219;36.23724;364.1156;30.53422
4.137731;4.249594;174.6038;4.256781;35.45559;364.1156;30.51345
4.174725;4.270313;171.9738;4.293781;35.67118;364.1119;30.27282
4.065675;4.185919;176.4025;4.20075;37.27015;364.1119;31.43801
4.198481;4.300556;174.7213;4.324937;36.08013;364.11;30.48007
4.186537;4.287562;173.7612;4.312781;36.50982;364.1081;30.34654
4.195931;4.296356;173.7525;4.320468;36.14154;364.1063;30.38815
4.192012;4.314394;176.6325;4.337531;38.30627;364.1063;32.05279
4.148475;4.260544;175.7012;4.271688;35.94699;364.1044;30.8536
4.175512;4.271006;172.1938;4.296562;35.62609;364.1025;30.25083
4.193531;4.294612;173.9375;4.3185;36.5602;364.1025;30.70662
4.188413;4.290281;173.6937;4.309844;35.65604;364.1025;30.47168
4.064213;4.185319;176.145;4.199531;37.45858;364.1025;31.11827
4.158881;4.280775;175.235;4.302281;38.05811;364.1006;30.26743
4.201406;4.302525;174.8062;4.328688;36.31845;364.0988;30.64163
4.172625;4.267406;172.2938;4.305937;37.2756;364.0969;30.08254
4.183781;4.283344;174.8375;4.307343;36.12503;364.0969;30.24919
4.201781;4.302281;175.6687;4.319219;35.13079;364.0969;30.82938
4.192875;4.294575;173.9425;4.322969;36.57463;364.0969;30.40335
4.163756;4.267219;174.25;4.277812;34.56659;364.0969;29.89569
4.142194;4.263919;175.3013;4.273719;36.95499;364.0969;30.34509
4.171819;4.266675;172.39;4.307375;37.28595;364.095;30.11667
4.173206;4.269619;171.9462;4.293938;35.56083;364.095;30.10448
4.191038;4.292418;173.9088;4.320687;36.58942;364.095;30.53171
4.173112;4.286719;174.7962;4.293969;35.66058;364.095;30.79577
4.194506;4.294856;175.6137;4.329563;37.22773;364.0931;30.29931
4.181381;4.28115;174.8112;4.307875;35.94925;364.0931;30.29455
4.160194;4.281656;175.1812;4.310344;38.00928;364.0912;30.36163
4.184006;4.283963;174.8988;4.307562;35.73334;364.0875;30.36871
4.187569;4.288669;173.7875;4.310625;36.31044;364.0875;30.53693
4.18725;4.28925;173.69;4.305875;35.60646;364.0875;30.50707
4.182075;4.28355;174.79;4.307656;36.69138;364.0875;30.57493
4.1415;4.2555;175.025;4.279219;37.25504;364.0875;31.36758
4.109063;4.229531;173.9625;4.245;37.39931;364.0875;30.50867
4.157887;4.2801;175.3463;4.301813;38.07129;364.0875;30.28462
4.199906;4.302244;174.5938;4.3265;36.35884;364.0856;30.44485
4.142625;4.264706;175.305;4.275094;36.99177;364.0856;30.38805
4.17345;4.267987;172.2663;4.306219;37.18064;364.0819;30.2011
4.191206;4.291612;174.5313;4.318687;36.16772;364.0819;30.5917
4.189125;4.290038;173.73;4.317187;36.38128;364.0819;30.50047
4.186575;4.288687;173.885;4.316875;36.04766;364.08;30.49987
4.194788;4.298944;173.9263;4.321906;36.4501;364.08;29.91893
4.180969;4.280437;174.3813;4.313594;35.77355;364.0781;30.57972
4.194956;4.295381;173.7188;4.325188;36.21898;364.0781;30.31857
4.062994;4.183894;176.2838;4.197469;37.34987;364.0781;31.03214
4.1937;4.295419;173.71;4.318469;36.21127;364.0763;30.43188
4.182038;4.281431;175.2337;4.306375;36.52355;364.0762;30.34741
4.192575;4.291331;175.2563;4.316375;36.07913;364.0762;30.82958
4.182731;4.282744;174.9088;4.311531;36.44426;364.0762;30.24711
4.195163;4.296019;173.9662;4.324187;36.62656;364.0762;30.31757
4.186538;4.288969;173.8112;4.317219;36.5369;364.0725;30.67515
4.190137;4.293;173.6888;4.310125;35.66771;364.0706;30.73863
4.162762;4.266844;174.235;4.275063;34.47805;364.0706;29.89584
4.143563;4.255312;175.3325;4.269656;35.95107;364.0706;30.73184
4.201313;4.30125;175.875;4.326094;35.777;364.0688;30.88996
4.193906;4.293562;175.6812;4.330625;37.56374;364.0688;30.21349
4.1844;4.284525;174.64;4.312187;36.72194;364.0688;30.31714
4.143188;4.255294;175.1075;4.263375;35.60913;364.0688;30.79202
4.183988;4.282688;175.1263;4.315562;36.48761;364.0687;30.39703
4.196719;4.295606;174.1975;4.321125;35.97292;364.0669;30.38531
4.187981;4.288275;173.4063;4.312812;35.7209;364.0669;30.43843
4.186762;4.288294;173.7575;4.310563;36.45918;364.0669;30.46721
4.200356;4.302131;174.7225;4.32475;36.11016;364.0669;30.4319
4.131938;4.242919;174.5537;4.253531;35.59259;364.0669;30.35624
4.144406;4.256907;175.1712;4.265906;35.68644;364.0669;30.66491
4.192894;4.290769;173.2887;4.312969;36.02041;364.0631;30.51737
4.195444;4.295044;174.2137;4.31725;35.92859;364.0631;30.42079
4.184325;4.284394;174.6013;4.316563;36.71801;364.0631;30.24626
4.189087;4.289381;173.4475;4.311781;36.29321;364.0631;30.37025
4.16295;4.266619;174.215;4.271313;34.47493;364.0631;29.82829
4.185581;4.286869;173.825;4.315781;36.51579;364.0612;30.43068
4.196981;4.299656;174.035;4.332812;37.07898;364.0612;30.52851
4.185843;4.285125;174.2375;4.303438;35.58234;364.0594;30.74239
4.190437;4.292531;173.8625;4.317812;36.61704;364.0594;30.61006
4.199512;4.301662;174.86;4.32675;36.26932;364.0594;30.70611
4.1454;4.257863;175.4212;4.270937;35.88567;364.0594;30.63543
4.204256;4.305019;176.0887;4.331125;36.17676;364.0575;30.58194
4.185844;4.285162;174.605;4.316;36.69344;364.0575;30.47935
4.188206;4.287993;174.945;4.323031;36.9481;364.0556;30.5103
4.18335;4.282894;174.8412;4.306594;35.99981;364.0556;30.39475
4.182169;4.282331;174.9538;4.300781;35.16801;364.0556;30.23468
4.182225;4.2807;175.625;4.314469;36.96789;364.0537;30.62352
4.201219;4.303612;174.5675;4.329906;36.36047;364.0537;30.4551
4.1622;4.265419;174.0462;4.275281;34.8635;364.0537;29.51257
4.145025;4.257;175.255;4.267375;35.76525;364.0537;30.68584
4.194956;4.292269;173.0412;4.319062;36.01031;364.0519;30.56191
4.203675;4.303388;175.9125;4.3225;35.37089;364.0519;30.77213
4.147069;4.258462;175.5262;4.27325;35.92067;364.0519;30.5964
4.193812;4.290563;172.8813;4.316719;36.04443;364.05;30.11439
4.194975;4.294238;173.6637;4.319125;36.0759;364.05;30.09223
4.194525;4.2948;173.8075;4.321437;36.29277;364.05;30.35149
4.192312;4.294594;174.2437;4.317031;35.74171;364.05;30.27383
4.191188;4.294406;173.8125;4.320781;36.8003;364.05;30.60022
4.162856;4.266881;174.1312;4.282469;34.87936;364.05;29.84227
4.156969;4.270875;176.0625;4.289375;36.61009;364.05;30.89651
4.193794;4.291013;173.105;4.320687;36.03836;364.0481;30.57199
4.182375;4.281544;175.6087;4.314;36.94022;364.0481;30.48137
4.192031;4.295419;173.855;4.315594;35.90532;364.0481;29.79511
4.146731;4.2591;175.7425;4.269531;35.81358;364.0481;30.59675
4.176413;4.272319;172.2975;4.295438;35.58153;364.0462;30.31806
4.1949;4.293675;175.765;4.325687;36.44862;364.0462;30.70841
4.183837;4.283756;174.88;4.313937;36.68493;364.0462;30.30824
4.194057;4.295794;173.7787;4.321;36.20552;364.0444;30.54289
4.199419;4.297744;175.6225;4.321094;35.85931;364.0425;30.91323
4.173937;4.269469;171.9238;4.298406;35.64564;364.0406;30.20741
4.1853;4.284038;175.0762;4.315156;36.48807;364.0406;30.25178
4.166138;4.279387;174.9162;4.287781;35.87067;364.0406;30.85746
4.161637;4.283962;175.485;4.298062;37.48771;364.0406;30.20113
4.174368;4.295625;176.2312;4.308406;37.55227;364.0388;31.07725
4.203319;4.303612;176.0788;4.333094;36.1156;364.035;30.62373
4.193625;4.298344;173.9425;4.318563;36.05495;364.035;29.95444
4.175737;4.272525;172.0375;4.298781;35.63058;364.0331;30.35107
4.183819;4.283813;174.8813;4.301563;35.1432;364.0331;30.21173
4.193419;4.294687;173.7238;4.323281;36.1952;364.0331;30.45068
4.196794;4.298906;173.6487;4.3195;35.7321;364.0331;30.41056
4.1874;4.287;174.9275;4.315219;36.70155;364.0313;30.45539
4.190456;4.292963;173.73;4.315469;35.67261;364.0313;30.66199
4.188881;4.292475;173.7225;4.307906;35.61521;364.0313;30.68036
4.065563;4.185469;176.2125;4.200156;37.45761;364.0313;31.13903
4.167619;4.263038;172.415;4.304094;37.33746;364.0294;30.06701
4.194;4.294181;174.2063;4.313281;35.27602;364.0294;30.43411
4.17375;4.276875;174.82;4.288688;34.66808;364.0294;29.9501
4.194431;4.294256;174.18;4.322375;36.0523;364.0275;30.35171
4.173713;4.276163;174.8712;4.28725;34.62735;364.0275;29.95228
4.065075;4.185525;176.2962;4.201844;37.27909;364.0275;31.2349
4.195706;4.294706;174.185;4.317438;35.30139;364.0256;30.35559
4.1439;4.256269;175.2762;4.267969;35.85241;364.0256;30.6226
4.1904;4.289288;174.925;4.322719;36.83905;364.0237;30.59679
4.202868;4.30395;174.845;4.329031;36.23841;364.0237;30.64905
4.186313;4.285219;174.8938;4.316093;36.54345;364.0219;30.27532
4.1928;4.2918;174.5388;4.312594;36.32743;364.0219;30.41735
4.194282;4.295719;173.79;4.318187;36.23103;364.0219;30.40936
4.200956;4.303631;175;4.328781;36.27075;364.0219;30.61879
4.177256;4.291013;175.4337;4.304313;36.17549;364.0219;30.53457
4.164712;4.286419;175.7337;4.306188;37.51971;364.0219;30.60877
4.194713;4.295456;173.9413;4.322062;36.5928;364.02;30.28632
4.186125;4.286569;173.5663;4.307531;35.75851;364.0181;30.54995
4.1979;4.300293;174.4238;4.322562;36.0525;364.0181;30.28868
4.1625;4.265906;174.0938;4.276062;34.86475;364.0181;29.51254
4.153406;4.265925;174.5738;4.279156;35.7222;364.0181;30.50987
4.162875;4.266413;174.1675;4.280687;34.83741;364.0163;29.78436
4.197375;4.295025;174.9325;4.321469;36.25507;364.0162;30.3653
4.196288;4.299469;173.97;4.332656;37.05914;364.0162;30.45965
4.194713;4.296544;173.76;4.322031;36.24644;364.0144;30.5723
4.189144;4.291162;173.6862;4.31125;35.70988;364.0144;30.76992
4.181287;4.280363;175.6013;4.309625;36.80015;364.0125;30.65248
4.188375;4.29;173.7787;4.322156;36.5148;364.0125;30.53135
4.193456;4.297594;173.8987;4.316625;35.94642;364.0125;29.88168
4.136363;4.24845;174.5612;4.260437;35.59586;364.0125;30.51355
4.15425;4.266994;174.6288;4.2855;36.95065;364.0125;30.52893
4.173563;4.28775;174.75;4.297969;36.46875;364.0125;30.50045
4.173956;4.287825;174.7025;4.299;36.31914;364.0125;30.50126
4.142062;4.256344;175.0313;4.277187;37.25705;364.0125;31.34882
4.191037;4.290319;174.1787;4.314719;36.14178;364.0106;30.2322
4.196006;4.298831;174.1962;4.323719;37.02458;364.0106;30.42354
4.18065;4.281487;173.7912;4.308281;36.69226;364.0088;30.51154
4.144763;4.256793;175.1725;4.270625;35.60668;364.0087;30.7243
4.200037;4.300669;175.6225;4.319;35.13638;364.0069;30.89357
4.193419;4.293037;174.495;4.323688;36.92307;364.0069;30.47376
4.186894;4.287413;173.64;4.312313;35.80184;364.0069;30.64521
4.1868;4.287769;173.865;4.310906;36.05592;364.0069;30.50083
4.183894;4.281544;175.6288;4.315375;36.95042;364.005;30.63443
4.193981;4.293675;175.68;4.339031;37.62732;364.005;30.25522
4.173619;4.287656;174.7725;4.297438;35.79975;364.005;30.75353
4.176169;4.271925;172.0562;4.2935;35.57397;364.0031;30.28546
4.1631;4.266768;174.195;4.277313;34.46298;364.0013;29.93813
4.205756;4.305131;176.3075;4.336657;37.31871;363.9994;30.49511
4.174631;4.288275;174.715;4.291156;35.7093;363.9994;30.68495
4.181775;4.279744;175.53;4.313125;36.79362;363.9975;30.62974
4.182825;4.282557;174.9025;4.320906;37.94073;363.9975;30.51442
4.195069;4.298512;173.945;4.322375;36.49408;363.9975;30.00554
4.0644;4.185056;176.2275;4.20625;37.39811;363.9975;31.06753
4.2039;4.302881;175.865;4.324187;35.20359;363.9956;30.77512
4.18125;4.2813;174.7363;4.32175;37.8981;363.9956;30.37892
4.189931;4.290187;173.4413;4.314813;36.46032;363.9956;30.36513
4.204069;4.303463;175.9875;4.329125;36.19164;363.9937;30.85473
