K5PS14_1.PV;K5PS14_2.PV;K5T6.PV;K5P10.PV;K5F5.PV;K5T14.PV;K5F6X.PV
4.12575;4.23975;166.2437;4.217813;31.47444;353.4656;26.62094
4.117556;4.234162;165.4312;4.203656;30.55934;353.4656;27.01537
4.127981;4.239844;167.545;4.227;32.50551;353.4637;27.78659
4.116356;4.228219;166.4987;4.205312;30.65459;353.4637;26.71617
4.127363;4.238663;167.35;4.227375;32.69704;353.4619;27.41544
4.123575;4.235137;167.4375;4.209656;30.8276;353.4619;26.88312
4.135781;4.248131;166.65;4.234531;31.44364;353.4619;26.93411
4.104675;4.224675;168.7;4.218312;33.82614;353.4619;26.36869
4.122694;4.24065;168.345;4.227562;32.84798;353.4619;26.87931
4.127719;4.239544;167.8862;4.235594;32.84418;353.46;27.70703
4.148344;4.266956;169.315;4.244969;32.6768;353.46;27.08028
4.128525;4.241813;168.2063;4.218656;31.90664;353.4581;26.96939
4.135988;4.2501;167.0388;4.228813;31.26665;353.4581;27.22124
4.14075;4.258388;169.3513;4.239719;32.15054;353.4563;27.00232
4.114744;4.226081;167.4;4.203844;31.21565;353.4562;26.93612
4.133906;4.253438;165.2687;4.224219;30.89353;353.4562;26.77061
4.142719;4.261125;164.4;4.242969;31.79404;353.4562;27.1807
4.126631;4.245563;168.42;4.22275;32.1829;353.4562;27.07861
4.144032;4.262137;164.2137;4.236406;31.88612;353.4544;27.16001
4.126144;4.237837;167.9037;4.230906;33.21197;353.4525;27.58462
4.126913;4.238681;167.9075;4.229656;33.20324;353.4525;27.50455
4.113994;4.225368;167.3712;4.203437;31.18114;353.4525;27.00951
4.1364;4.250268;167.3225;4.228094;31.29736;353.4525;27.23288
4.126913;4.239956;168.1362;4.222032;31.8763;353.4506;26.96057
4.135875;4.255987;165.5125;4.225875;30.83257;353.4506;27.04342
4.127756;4.245131;168.3862;4.228844;32.68458;353.4506;27.23624
4.125881;4.237613;167.6325;4.223156;32.39398;353.4469;27.66762
4.133963;4.251506;169.0437;4.240969;33.76157;353.4469;26.63207
4.110168;4.222631;167.1637;4.199531;31.34956;353.445;26.71514
4.109587;4.220794;166.52;4.202125;31.54;353.4431;26.88219
4.135238;4.254975;165.3125;4.219719;30.81063;353.4431;26.81821
4.120687;4.232044;166.7625;4.214594;31.00056;353.4413;26.8504
4.125019;4.236563;167.2075;4.208594;30.76146;353.4394;27.07319
4.110487;4.222575;166.9225;4.204156;31.43509;353.4394;26.75037
4.129744;4.242507;166.6563;4.225625;31.70745;353.4394;26.88984
4.127719;4.239;167.775;4.228125;32.3171;353.4375;27.66938
4.149675;4.260862;168.9013;4.240594;31.71525;353.4375;27.88039
4.129125;4.241813;166.5437;4.220469;31.22617;353.4375;26.77247
4.14375;4.262719;164.2563;4.243125;31.87287;353.4375;27.2768
4.143562;4.262063;164.275;4.242031;31.786;353.4375;27.19391
4.128731;4.246575;168.3725;4.225875;32.22779;353.4375;27.03572
4.13385;4.252444;165.1725;4.221844;30.93172;353.4356;26.65982
4.140656;4.25835;169.45;4.237875;32.90041;353.4356;26.90272
4.133063;4.246181;167.0187;4.218438;31.28807;353.4319;26.91923
4.140581;4.258612;169.2675;4.249531;33.78762;353.4319;27.15274
4.128206;4.23975;167.8463;4.229688;32.97703;353.43;27.27216
4.109812;4.222575;166.965;4.200375;31.38694;353.43;26.90494
4.144219;4.263093;164.6525;4.238594;31.76107;353.43;27.31828
4.123912;4.23615;167.3313;4.212594;30.80282;353.4263;26.98727
4.129706;4.242563;166.5088;4.221625;31.19493;353.4262;26.67664
4.137075;4.247925;168.225;4.233531;31.68288;353.4244;27.67785
4.115269;4.227488;166.6062;4.209969;32.05878;353.4244;26.72762
4.136287;4.250043;167.0938;4.225156;31.32129;353.4244;26.78376
4.136888;4.249856;167.2312;4.235594;31.30457;353.4206;27.25999
4.107563;4.227994;169.4263;4.220531;33.9774;353.4206;26.38235
4.070906;4.191169;169.0137;4.175031;33.32898;353.4206;26.26851
4.128094;4.23975;167.8875;4.234844;33.27197;353.4188;27.70097
4.136475;4.248844;168.6087;4.238594;33.27196;353.4188;27.69655
4.133287;4.25295;166.2287;4.227281;31.34985;353.4187;27.00814
4.125113;4.237237;168.0188;4.231094;33.30603;353.4169;27.67215
4.134562;4.245319;168.59;4.238187;33.31958;353.4169;27.67457
4.128694;4.241381;166.935;4.216063;31.33638;353.4169;26.50378
4.128825;4.250813;165.4337;4.227813;32.0783;353.4169;26.86218
4.130212;4.247831;168.4063;4.228469;32.19027;353.4169;27.106
4.128825;4.243388;166.67;4.215719;31.41126;353.415;26.66823
4.117425;4.234331;165.2525;4.204406;30.44154;353.415;26.86897
4.128319;4.24635;168.3938;4.225313;32.54178;353.415;27.02699
4.151756;4.263487;166.8838;4.246781;31.91735;353.4131;27.40532
4.134769;4.252537;168.9962;4.240219;33.73526;353.4131;26.62372
4.13175;4.245056;166.9925;4.226344;31.30852;353.4113;26.78481
4.123125;4.234313;168.1062;4.229219;33.32656;353.4094;27.76332
4.150631;4.262738;168.9837;4.253094;32.31911;353.4094;27.87142
4.151813;4.262531;169.0688;4.252656;32.72858;353.4094;27.86043
4.15125;4.2636;166.9388;4.243;31.91371;353.4094;27.65478
4.129031;4.241231;168.2188;4.223094;31.92761;353.4094;26.91805
4.138669;4.256962;167.6475;4.235938;32.55278;353.4094;26.77802
4.127625;4.246313;169.1812;4.220781;32.31034;353.4094;26.93867
4.120594;4.237275;166.015;4.208562;30.6442;353.4075;27.05102
4.127269;4.239038;167.3725;4.231281;32.64295;353.4056;27.46362
4.124269;4.235194;168.045;4.227125;33.29119;353.4056;27.73328
4.127738;4.241194;166.8663;4.221281;32.23408;353.4037;26.59441
4.149;4.260037;166.9312;4.253;32.79212;353.4019;27.22536
4.108125;4.219425;166.7275;4.201156;31.45248;353.4019;26.89569
4.148306;4.261238;167.045;4.240813;31.19751;353.4;27.79712
4.111388;4.2231;167.2575;4.206687;31.19121;353.4;26.79669
4.132237;4.253287;165.8613;4.218312;30.8002;353.4;27.02965
4.142681;4.260694;164.2275;4.238937;32.27375;353.4;27.1949
4.143544;4.262231;164.3375;4.239187;31.8171;353.4;27.26384
4.130625;4.248337;169.1613;4.230125;32.33689;353.3981;26.84075
4.121737;4.239937;168.345;4.227344;32.80829;353.3981;26.7548
4.137506;4.249069;168.5225;4.240625;33.20009;353.3962;27.6486
4.115438;4.22775;166.5587;4.212625;32.06969;353.3944;26.68656
4.127213;4.240406;166.2487;4.217;31.45221;353.3944;26.71293
4.133569;4.25235;165.045;4.218625;30.99043;353.3925;26.73783
4.125956;4.238888;167.395;4.224937;32.62553;353.3906;27.46766
4.134975;4.248694;167.5412;4.2265;31.2636;353.3906;27.23881
4.138069;4.251712;167.3625;4.231563;31.31869;353.3906;27.15944
4.140563;4.254337;167.5725;4.230312;29.88016;353.3906;27.19701
4.132969;4.252031;165.05;4.226875;31.10832;353.3906;26.81514
4.142606;4.261163;164.4588;4.23925;31.80022;353.3869;27.16237
4.126594;4.243369;168.3875;4.230344;32.72281;353.3831;27.08873
4.12935;4.242881;166.4588;4.224719;31.15663;353.3813;26.72657
4.144556;4.262325;164.6237;4.230406;31.80042;353.3813;27.29153
4.128056;4.240706;168.28;4.226844;31.87517;353.3794;26.97032
4.130719;4.243594;166.95;4.226844;31.32432;353.3794;26.66999
4.136175;4.249612;167.3988;4.220625;31.2427;353.3775;27.19731
4.134412;4.248037;166.8538;4.223312;31.32454;353.3756;27.19074
4.069237;4.190325;168.9138;4.169469;33.29622;353.3756;26.21495
4.129594;4.242938;166.7375;4.228594;32.40475;353.3719;26.73791
4.135875;4.255969;165.3812;4.223125;30.79811;353.3719;26.87549
4.126931;4.240875;166.9563;4.223813;32.30174;353.37;26.73661
4.135425;4.248806;166.97;4.230344;31.34474;353.37;27.22474
4.128206;4.239675;167.8575;4.234406;33.06735;353.3662;27.33557
4.131337;4.252388;165.4012;4.224688;32.1596;353.3662;26.9533
4.133194;4.252594;165.2437;4.217625;30.9409;353.3644;26.68493
4.152712;4.26315;166.865;4.258187;32.81761;353.3625;27.30839
4.129237;4.240125;168.255;4.224688;31.82947;353.3625;26.93753
4.131356;4.24335;167.5912;4.235063;31.95903;353.3606;27.13664
4.135669;4.25505;165.53;4.222375;30.75978;353.3606;27.03929
4.127475;4.245131;168.45;4.222656;32.20774;353.3606;27.06446
4.146338;4.258725;167.0713;4.235875;31.26737;353.3588;27.69776
4.132482;4.252519;165.0712;4.21675;30.92445;353.3588;26.75587
4.131544;4.252013;166.01;4.220313;30.83399;353.3588;26.96101
4.106081;4.218731;166.7275;4.196437;31.49982;353.3569;26.89958
4.127287;4.238944;168.2725;4.21975;31.85851;353.3569;27.05407
4.134431;4.247512;166.835;4.223469;30.83349;353.3569;26.92292
4.132913;4.244831;168.5313;4.235312;33.28114;353.355;27.49427
4.121363;4.233431;166.6163;4.213969;31.07953;353.355;26.85117
4.107112;4.218206;166.7025;4.193937;31.52245;353.355;26.87069
4.124868;4.243725;169.135;4.217531;32.34791;353.355;26.9892
4.129706;4.242113;166.5663;4.219656;31.2666;353.3531;26.80947
4.122056;4.240932;165.4937;4.205969;30.77871;353.3531;26.94218
4.116282;4.227825;168.0813;4.222157;33.24505;353.3513;27.6786
4.106194;4.218356;166.6125;4.197406;31.47858;353.3513;26.86818
4.13475;4.246894;166.7075;4.223094;30.93315;353.3513;26.8534
4.129875;4.242507;166.7025;4.220719;31.66084;353.3513;27.11535
4.133718;4.244419;168.58;4.237594;33.37914;353.3494;27.76167
4.117669;4.234575;165.195;4.209688;30.51907;353.3494;26.97655
4.103175;4.223907;168.5163;4.208375;33.37323;353.3494;26.35002
4.130888;4.2492;169.1625;4.241937;33.86932;353.3494;26.81233
4.133194;4.253344;165.1313;4.223375;30.91024;353.3475;26.72125
4.135313;4.247588;167.1763;4.224094;30.75651;353.3456;27.01773
4.143881;4.2621;164.5338;4.238;31.79314;353.3456;27.26969
4.147819;4.259081;166.975;4.253062;33.22472;353.3438;27.17394
4.110975;4.223063;167.0663;4.2025;31.45684;353.3438;26.72444
4.130194;4.243988;166.4337;4.217937;31.23199;353.3438;26.75942
4.135144;4.248487;167.0338;4.230719;31.29318;353.3438;26.9839
4.137769;4.250775;167.7;4.225594;31.1872;353.3438;27.21006
4.129781;4.243406;166.525;4.223125;31.47213;353.3438;26.71442
4.131712;4.243163;167.455;4.240406;33.02531;353.3419;27.28874
4.127006;4.240387;167.0163;4.227906;33.0308;353.3419;26.63991
4.131844;4.252088;165.5788;4.232437;32.30854;353.3419;26.90814
4.117537;4.23555;165.9962;4.216312;32.79633;353.3419;28.15792
4.138031;4.255987;169.16;4.250844;33.88006;353.3419;27.03185
4.145569;4.258294;167.1925;4.252656;33.33877;353.34;27.43154
4.125525;4.237837;167.7188;4.215781;30.84861;353.3381;27.32161
4.122469;4.239488;166.2137;4.206875;30.70156;353.3381;27.1997
4.132088;4.252406;165.6725;4.234719;32.40364;353.3362;26.83854
4.134075;4.253981;165.7287;4.223875;30.82006;353.3362;27.02356
4.126219;4.237594;167.4187;4.227031;32.64183;353.3344;27.46364
4.116;4.232344;165.1812;4.2025;30.50261;353.3344;26.73775
4.1274;4.247475;165.0562;4.225125;31.93875;353.3344;26.57936
4.1172;4.228106;167.7962;4.201844;31.23034;353.3325;26.73612
4.116094;4.228087;166.5025;4.203719;30.62164;353.3325;26.76251
4.137712;4.255444;167.6775;4.239375;32.62064;353.3325;26.64037
4.125487;4.236656;167.975;4.229063;33.26409;353.3287;27.52932
4.120144;4.231725;168.4938;4.223844;33.07283;353.3287;26.99086
4.147594;4.265794;169.2912;4.247281;32.63313;353.3287;27.06472
4.070343;4.190625;168.8875;4.16975;33.08097;353.3287;26.16145
4.111894;4.222987;167.0075;4.204782;31.40803;353.3269;26.78559
4.116787;4.234763;165.8112;4.216063;32.77502;353.3269;28.02139
4.108181;4.220212;166.8188;4.199469;31.40263;353.325;26.81121
4.1289;4.243294;166.61;4.216844;31.42027;353.325;26.6256
4.129293;4.24965;165.6037;4.23025;32.41867;353.325;26.86555
4.1271;4.247531;166.1537;4.224563;32.16276;353.325;26.87328
4.121813;4.240031;168.3725;4.226969;32.7569;353.325;26.86222
4.13625;4.25025;167.1237;4.2295;31.27433;353.3213;27.29882
4.13055;4.251187;165.6862;4.229844;32.52416;353.3213;26.8909
4.1343;4.254787;165.6187;4.224844;30.79761;353.3213;26.99596
4.128075;4.245337;168.3725;4.2245;32.23934;353.3213;27.05383
4.139062;4.257113;169.2737;4.247375;33.90173;353.3212;27.07148
4.1346;4.247494;167.0738;4.218031;30.76267;353.3175;27.07527
4.123238;4.233806;168.09;4.228562;33.35777;353.3156;27.38847
4.125581;4.238812;166.1712;4.216063;31.3962;353.3156;26.55965
4.139156;4.252893;167.4987;4.219094;30.57499;353.3156;27.24919
4.130719;4.251094;165.5688;4.231406;32.43278;353.3156;26.87614
4.115494;4.22655;167.46;4.202594;31.19724;353.3138;26.94117
4.123575;4.239731;166.315;4.204969;30.66328;353.3138;27.27127
4.129612;4.250231;165.0063;4.22625;31.89675;353.3138;26.72201
4.135294;4.247888;166.6512;4.233656;30.96741;353.3119;26.79215
4.1313;4.251544;165.0537;4.219094;31.17817;353.3119;26.64137
4.115775;4.227619;168.045;4.222906;33.22361;353.31;27.70056
4.12665;4.239994;166.8338;4.220562;31.74619;353.31;27.00419
4.125881;4.246144;165.4225;4.220531;31.96927;353.31;27.00189
4.13295;4.244925;167.4888;4.233812;33.04708;353.3081;27.21836
4.15185;4.26315;166.9063;4.246062;31.94309;353.3081;27.55761
4.128112;4.240706;166.9113;4.228656;32.27288;353.3081;26.64093
4.135856;4.24905;167.54;4.222625;31.31178;353.3081;27.28541
4.109962;4.221019;166.8188;4.200906;31.46334;353.3062;26.82364
4.115644;4.228106;166.5225;4.195938;31.76989;353.3062;26.7502
4.131413;4.2453;166.7287;4.221406;31.41611;353.3062;26.95979
4.152169;4.264125;166.8625;4.245094;32.15332;353.3044;27.32472
4.118288;4.230694;168.3188;4.215375;31.85779;353.3044;27.06206
4.119731;4.231331;168.4162;4.214813;31.93368;353.3044;26.9918
4.131675;4.244869;166.5887;4.228469;32.59449;353.3044;26.66633
4.134994;4.248356;166.8663;4.226094;30.80112;353.3025;26.9443
4.159088;4.281094;164.7513;4.25425;32.01358;353.3025;27.03037
4.128356;4.241325;166.83;4.220781;31.71593;353.3006;26.95715
4.132613;4.254206;165.3937;4.232687;32.26505;353.3006;26.84375
4.131731;4.24995;169.135;4.244031;33.84845;353.3006;26.66209
4.119375;4.231725;168.4888;4.220094;33.09705;353.2988;26.83726
4.151325;4.263262;169.1462;4.254156;32.77331;353.2987;27.77289
4.126031;4.243556;165.9863;4.217813;31.50006;353.2987;27.13375
4.121363;4.232363;166.695;4.213937;31.01651;353.2969;26.84548
4.128675;4.249144;164.9913;4.223594;31.88631;353.295;26.66292
4.160062;4.281169;164.8463;4.260031;32.16864;353.295;26.88163
4.117256;4.235175;165.7213;4.217531;32.77211;353.295;28.09373
4.1163;4.234987;165.9025;4.212969;32.80829;353.295;27.99746
4.123087;4.235175;168.1337;4.23025;33.31369;353.2894;27.72901
4.12305;4.234538;168.04;4.23175;33.37431;353.2894;27.49987
4.125994;4.2396;166.2487;4.216281;31.41799;353.2894;26.64749
4.122431;4.238325;166.4037;4.208125;30.63373;353.2894;27.31495
4.115494;4.232381;164.9713;4.198062;30.92925;353.2894;26.92152
4.123425;4.240238;168.3575;4.225719;32.85704;353.2894;26.84436
4.126969;4.23825;167.4875;4.225625;32.64071;353.2875;27.65285
4.116319;4.227938;168.1537;4.223156;33.46249;353.2875;27.29068
4.137806;4.249181;168.3737;4.231594;31.7417;353.2875;27.60325
4.152206;4.2633;167.0275;4.239532;31.15383;353.2875;27.82977
4.134375;4.246313;166.6875;4.228906;30.92303;353.2875;26.81344
4.142119;4.260131;164.1475;4.238594;32.50202;353.2875;27.17711
4.134206;4.245844;168.3463;4.236094;32.86657;353.2856;27.76896
4.120931;4.238794;166.0775;4.199406;30.65743;353.2856;27.19143
4.130456;4.251431;165.705;4.233656;32.52217;353.2856;26.8473
4.134956;4.245469;168.55;4.238125;33.31522;353.2838;27.78284
4.128675;4.240894;166.9337;4.230937;32.27831;353.2838;26.70882
4.114913;4.226869;168.12;4.218781;33.28701;353.2819;27.84378
4.06995;4.190194;168.79;4.175406;33.09593;353.2819;26.14123
4.117219;4.227844;168.0688;4.22125;33.20539;353.28;27.74565
4.12185;4.239169;165.4388;4.203719;30.84366;353.2781;26.8797
4.127644;4.241737;166.3163;4.219407;31.40316;353.2762;26.60281
4.129594;4.243388;166.3925;4.219219;31.44923;353.2762;26.73675
4.1328;4.253831;165.5875;4.231219;32.31504;353.2762;26.81796
4.13235;4.253456;165.685;4.233625;32.35803;353.2744;26.72339
4.115306;4.226944;167.7437;4.205906;31.15364;353.2725;26.60635
4.118831;4.231294;168.1425;4.21275;31.75284;353.2725;26.96376
4.129687;4.243369;166.5087;4.220844;31.41799;353.2725;26.6193
4.138369;4.251506;167.3125;4.227812;31.25059;353.2725;27.07232
4.130738;4.252181;165.6637;4.225563;32.4383;353.2725;26.79561
4.11765;4.2285;168.0475;4.225062;33.14689;353.2706;27.64194
4.130606;4.243106;167.0275;4.223375;31.65373;353.2706;26.82451
4.114763;4.22625;167.5737;4.197625;31.2031;353.2688;26.87783
4.086843;4.19925;162.15;4.177813;31.00994;353.2687;27.21913
4.133156;4.245075;167.51;4.238156;32.9953;353.2669;27.21047
4.134206;4.245862;167.5112;4.239906;32.99557;353.2669;27.2091
4.128112;4.248019;165.0537;4.221625;31.98927;353.2669;26.62908
4.145269;4.263825;169.3075;4.249063;32.66497;353.2669;27.08966
4.134582;4.247531;166.9012;4.226563;30.76101;353.265;27.14076
4.15035;4.261669;166.91;4.2525;32.76968;353.2631;27.36413
4.143281;4.256381;167.67;4.22325;29.90296;353.2631;27.30221
4.158769;4.280775;164.6938;4.25725;32.23231;353.2631;27.04487
4.1298;4.24125;166.7125;4.225563;31.7487;353.2613;27.07704
4.131956;4.253494;165.6888;4.230375;32.36364;353.2613;26.90117
4.130062;4.251431;165.72;4.226687;31.56736;353.2613;26.76803
4.134112;4.254169;166.3013;4.227313;31.29084;353.2613;27.13298
4.137169;4.251263;167.03;4.230813;31.29433;353.2612;26.80336
4.138312;4.252425;167.3275;4.225437;31.20985;353.2594;27.338
4.132013;4.252556;165.4225;4.229813;32.1596;353.2594;26.95674
4.130831;4.251544;165.6;4.230094;32.35988;353.2594;26.91547
4.135406;4.255219;166.5;4.234531;32.54969;353.2594;27.08211
4.123819;4.235306;167.965;4.227375;33.22905;353.2575;27.44653
4.132594;4.245244;167.3288;4.225563;31.56329;353.2556;26.8804
4.144837;4.258294;167.7375;4.238844;30.02798;353.2556;27.28749
4.115625;4.232119;165.19;4.20475;31.88612;353.2556;26.61454
4.146338;4.258312;167.0237;4.252281;33.34218;353.2538;27.14812
4.122356;4.233506;166.6087;4.210187;31.06409;353.2519;26.85875
4.129987;4.242938;166.7388;4.232;32.49241;353.2519;26.78968
4.116787;4.238025;165.3275;4.216;32.30223;353.2519;27.04556
4.134413;4.247681;166.66;4.220313;30.90064;353.25;26.76944
4.131187;4.252368;165.6975;4.230782;32.49955;353.25;26.75819
4.135406;4.256531;165.7563;4.226719;31.37253;353.25;26.798
4.132088;4.253025;165.1;4.228906;31.69822;353.25;26.84997
4.130681;4.2504;166.7713;4.239906;33.55713;353.25;26.87986
4.135369;4.25535;164.7125;4.231344;32.29322;353.25;27.31037
4.125562;4.242375;168.3925;4.228875;32.79057;353.25;26.94242
4.12545;4.237444;167.8125;4.208094;30.86558;353.2481;27.25242
4.137619;4.249519;168.8237;4.239844;33.30555;353.2462;27.79022
4.149338;4.269975;164.47;4.239219;32.63996;353.2462;27.1364
4.132481;4.245375;167.4787;4.225937;31.50815;353.2444;27.22587
4.127381;4.240819;166.9713;4.224219;32.24498;353.2444;26.55746
4.137525;4.253175;167.115;4.231;31.39668;353.2444;26.94037
4.125487;4.242806;165.8238;4.212563;31.12778;353.2444;27.0715
4.132894;4.253194;165.7125;4.233375;32.39825;353.2444;26.82221
4.131975;4.252125;165.6837;4.226781;32.57246;353.2444;27.07656
4.135575;4.249763;166.8275;4.228437;31.33173;353.2425;26.54065
4.131338;4.252143;165.6888;4.233656;32.53334;353.2425;26.92879
4.136719;4.25175;167.025;4.228281;31.43628;353.2406;26.87435
4.124344;4.242375;166.0688;4.218438;31.45247;353.2406;27.06824
4.136606;4.247925;168.69;4.240469;33.32853;353.2387;27.79251
4.132406;4.245431;167.3925;4.223625;31.53608;353.2387;27.04527
4.116225;4.227394;168.06;4.219812;33.1982;353.2369;27.61827
4.14525;4.257;167.2337;4.250969;33.56427;353.2369;27.26572
4.153519;4.263187;166.9138;4.244906;31.89614;353.2369;27.38645
4.13235;4.245431;166.4337;4.218969;31.14428;353.2369;26.76868
4.1325;4.2534;165.4575;4.234344;32.4709;353.235;26.77854
4.132219;4.251975;166.1375;4.221;31.00138;353.235;26.91318
4.141894;4.259212;164.165;4.236531;32.48905;353.235;27.02845
4.119956;4.237725;165.28;4.205625;30.82643;353.2331;26.88214
4.131769;4.251731;164.0175;4.228437;32.0479;353.2331;27.09255
4.118044;4.236206;165.635;4.22025;32.79501;353.2331;28.1097
4.145231;4.257113;167.0975;4.251438;33.34793;353.2313;27.24526
4.134937;4.247625;166.6875;4.236406;32.36656;353.2313;26.84058
4.128375;4.248938;165.0688;4.220469;31.88429;353.2313;26.73911
4.135763;4.254;169.0075;4.244438;33.90153;353.2313;27.06231
4.136456;4.248169;168.6725;4.239312;33.31806;353.2294;27.748
4.136381;4.248;166.9413;4.225062;30.74244;353.2294;27.15826
4.13115;4.251975;165.4463;4.228594;32.17023;353.2294;26.94867
4.115681;4.226288;168.105;4.217875;33.30604;353.2275;27.59556
4.138012;4.252913;167.3775;4.221656;31.20466;353.2275;27.1638
4.124794;4.237819;166.9212;4.221719;31.75537;353.2256;26.83288
4.13835;4.2525;167.3913;4.229625;31.26155;353.2256;27.23622
4.130644;4.248056;168.7162;4.241781;33.83212;353.2256;26.90641
4.13235;4.244906;166.53;4.223125;31.49802;353.2238;26.84404
4.161469;4.282988;164.9063;4.262219;32.11139;353.2238;26.91852
4.122844;4.235344;168.1225;4.231187;33.31173;353.2219;27.77524
4.120969;4.23225;168.0875;4.22875;33.31413;353.2219;27.76424
4.109531;4.221469;166.53;4.203156;31.49378;353.2219;26.91644
4.125319;4.242169;165.7137;4.211531;30.82406;353.2219;27.02894
4.129519;4.250625;165.4713;4.221406;32.04268;353.2219;26.83805
4.130737;4.251563;165.6888;4.222625;32.45499;353.2219;26.79969
4.134619;4.255087;166.4012;4.220687;31.39149;353.2219;27.09178
4.125019;4.242769;165.8838;4.213469;31.36949;353.22;26.97008
4.129725;4.250288;165.4538;4.229781;32.05468;353.2181;26.88577
4.125975;4.245394;164.2612;4.218844;31.68517;353.2181;26.94751
4.145456;4.265757;164.8475;4.249906;32.71772;353.2181;27.2281
4.13205;4.243388;168.4987;4.236344;32.87828;353.2144;27.54977
4.130456;4.241869;168.5663;4.233781;33.31784;353.2144;27.6471
4.145756;4.263562;164.765;4.240812;31.77389;353.2144;27.50819
4.119825;4.231462;168.0875;4.225313;33.02769;353.2125;27.68897
4.136437;4.251563;166.8562;4.231719;31.4247;353.2125;26.84782
4.1217;4.24125;164.4362;4.225187;32.64227;353.2125;26.96256
4.1373;4.249012;168.765;4.245625;33.32679;353.2106;27.79081
4.114519;4.225425;166.5875;4.216437;31.96102;353.2106;26.63635
4.13115;4.25145;165.6975;4.23125;32.28754;353.2106;26.93693
4.157569;4.279856;164.65;4.254219;32.19889;353.2106;26.99256
4.12455;4.245038;165.3638;4.222;31.98541;353.2088;26.9054
4.131806;4.245263;166.4563;4.228906;31.13776;353.2087;26.7992
4.136662;4.25145;167.2213;4.226031;31.279;353.2087;27.4195
4.138012;4.251637;167.2213;4.227094;31.28944;353.2087;27.0436
4.163363;4.284656;164.9437;4.260594;32.08464;353.2087;26.96523
4.137056;4.249725;167.0112;4.227437;31.35819;353.2069;26.62296
4.124194;4.244644;165.3225;4.22275;31.99973;353.2069;26.72831
4.132331;4.254469;165.3863;4.235094;32.22038;353.2069;26.86186
4.133494;4.246931;167.26;4.223875;30.85818;353.205;26.89382
4.12875;4.249331;165.685;4.226313;32.49331;353.205;26.81722
4.123875;4.235063;168.1563;4.231875;33.3233;353.2031;27.63669
4.122413;4.233994;168.1675;4.224281;33.37145;353.2031;27.5509
4.1205;4.231969;168.0625;4.225625;33.42791;353.2031;27.37398
4.1322;4.24335;168.51;4.234437;32.99129;353.2031;27.51071
4.126631;4.239244;166.8987;4.219031;31.75559;353.2031;26.9516
4.140319;4.254637;167.0325;4.234844;31.7718;353.2031;27.077
4.151587;4.262962;169.2225;4.26425;33.30586;353.2013;27.67505
4.131769;4.251956;164.285;4.226719;31.64861;353.2013;27.06678
4.116281;4.228481;168.0137;4.220656;33.2023;353.1994;27.73827
4.123575;4.234632;167.9725;4.229063;33.40156;353.1994;27.44509
4.145756;4.257937;167.0825;4.2515;33.36256;353.1994;27.3259
4.124175;4.242038;165.585;4.213844;30.83562;353.1994;27.02721
4.131656;4.251412;165.7225;4.224406;31.45682;353.1975;26.68624
4.123856;4.245337;165.1812;4.217344;32.13605;353.1975;26.94313
4.13625;4.250944;166.8188;4.224031;31.45176;353.1956;26.78
4.143638;4.261744;164.8813;4.240687;31.78465;353.1956;27.44373
4.121438;4.232062;168.1062;4.225625;33.49422;353.1938;27.45485
4.118175;4.230075;167.8288;4.205719;31.20892;353.1938;26.74623
4.134844;4.246912;167.3475;4.222063;30.98835;353.1938;26.94679
4.117219;4.234538;165.0625;4.208937;30.7856;353.1938;26.86945
4.125;4.245563;165.3438;4.22375;32.03564;353.1938;26.86114
4.142437;4.260844;169.275;4.245;33.43838;353.1938;27.18504
4.131244;4.242675;168.5437;4.235688;33.32198;353.1919;27.61814
4.128;4.240144;168.3412;4.227187;32.08168;353.1919;27.24009
4.12545;4.242019;166.1263;4.215437;31.4071;353.1919;26.91736
4.131169;4.248413;168.5075;4.243813;33.82351;353.1919;26.94647
4.133475;4.244569;167.305;4.22;31.52801;353.19;26.92758
4.130025;4.243125;166.8725;4.23225;32.51725;353.19;26.82
4.129819;4.242581;166.7312;4.231812;32.4635;353.19;26.64302
4.136981;4.254656;167.735;4.234938;32.58706;353.1881;26.62121
4.084106;4.195744;162.1675;4.179187;32.29282;353.1862;27.01391
4.121269;4.233169;168.1;4.227969;33.37063;353.1862;27.55617
4.1304;4.243425;166.805;4.225062;32.58605;353.1862;26.79235
4.127812;4.247381;165.4362;4.222094;32.00309;353.1862;27.06432
4.1289;4.248487;164.785;4.218469;31.35403;353.1862;27.03424
4.158825;4.281206;164.7625;4.2565;32.07196;353.1862;26.98601
4.114313;4.225688;168.0862;4.219375;33.26601;353.1844;27.59712
4.120313;4.231969;168.025;4.214844;31.69092;353.1844;26.90246
4.1187;4.239263;165.52;4.224156;33.18217;353.1844;26.81221
4.145156;4.262625;164.7988;4.246781;31.75628;353.1844;27.54118
4.129181;4.241944;166.6938;4.228906;32.5141;353.1825;26.72789
4.144913;4.25895;167.8225;4.230187;30.45057;353.1825;27.29444
4.135031;4.254319;166.6825;4.23525;33.02816;353.1825;27.08569
4.141013;4.258894;169.3237;4.245906;33.70053;353.1825;27.13039
4.133587;4.251225;168.8862;4.244531;33.91633;353.1825;26.98546
4.118006;4.230375;168.2888;4.214094;31.84341;353.1806;26.98988
4.131694;4.251356;165.7612;4.229031;32.54763;353.1806;26.91763
4.133307;4.2534;165.6988;4.223844;31.57158;353.1806;26.69403
4.11495;4.2264;167.58;4.205187;31.22827;353.1787;26.71983
